"","X","code","title","timing","scope","severity","score","invasive","Scientific.name","Common_Name","Scientific_name","GBIF_ID","Dietary_Guild","Water_Forager","Ground.Understory_Forager","Midhigh.Canopy_Forager","Aerial_Forager","Foraging.Strata","Activity_Time","Global.IUCN.Red.List.Category","Annual_Trend","Mean_Wing_Length_.mm.","Mean_M_Wing_Length_.mm.","Mean_F_Wing_Length_.mm.","Mean_Tail_Length_.mm.","Mean_M_Tail_Length_.mm.","Mean_F_Tail_Length_.mm.","Mean_Bill_Length_.mm.","Mean_M_Bill_Length_.mm.","Mean_F_Bill_Length_.mm.","Wingspan_cm","Mean_Body_Length_.cm.","Mean_M_Body_Length_.cm.","Mean_F_Body_Length_.cm.","Mean_Body_Mass_.g.","Mean_F_Body_Mass_.g.","Mean_M_Body_Mass_.g.","Mean_Clutch_Size_.n.","Clutches_per_year","Life_Span_.years.","Generation_length","Number_of_Subspecies","Population_size_MIN","Population_size_MAX","Social","Flight_pattern","Migration.Distance","Migration.Status","Scienttific_name","Waterfowl","Birds.of.Prey","Wetland.Birds","Seabirds","Forest.Birds","All.Other.Birds.","Shorebirds","Grassland.Birds","Aerial.Insectivores","Waterfowl.and.Wetland.Birds...Goose.species._Sauvagine.et.oiseaux.de.milieux.humides...espèces.d.oies","Waterfowl.and.Wetland.Birds...Duck.Species._Sauvagine.et.oiseaux.de.milieux.humides...espèces.de.canards","Grassland.Birds...Species.Dependent.On.Native..Grassland._Oiseaux.de.prairie...espèces.dépendantes.des.prairies.indigènes","Grassland.Birds...Species.Tolerant.Of.Agriculture._Oiseaux.de.prairie...espèces.tolérantes.des.paysages.agricoles","Shorebirds...Long.distance.Migrants._Oiseaux.de.rivage.migrant.sur.de.grandes.distances","Shorebirds...Short.distance.Migrants._Oiseaux.de.rivage.migrant.sur.de.courtes.distances","Forest.Birds...Species.Wintering.In.South.America._Oiseaux.forestiers...espèces.hivernant.en.Amérique.du.Sud","Forest.Birds...Species.Wintering.In.Canada._Oiseaux.forestiers...espèces.hivernant.au.Canada","Forest.Birds...Forest.Crop.Specialists._Oiseaux.forestiers...spécialistes.de.graines.et.de.fruits.d.arbres"
"1103",1103,"9.3.4","Type Unknown/Unrecorded","Ongoing","Unknown","Unknown","Unknown",NA,"Contopus cooperi","Olive-sided Flycatcher","Contopus_cooperi",5229743,"Invertebrate",0,50,50,0,"Ground.Understory_Midhigh.Canopy",0,"NT",-2.51,106.21342,108,102,69.08289,69.4,65.4,13.22709,13.7,12.8,33,19,20.81575,19.56908,32.43333334,31.9,34.5,3,1,7.1,3.5,0,12646391,142738872.2,"Solitary","Swallow-like","long","Obligate","Contopus cooperi",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
"1104",1104,"11.4","Storms & flooding","Ongoing","Minority (<50%)","Unknown","Unknown",NA,"Lanius ludovicianus","Loggerhead Shrike","Lanius_ludovicianus",2492870,"Invertebrate",0,90,10,0,"Ground.Understory",0,"NT",-2.66,97.3,96.9,94.2,98.8,98.8,93.2383,14.446165,12.8,13.869145,31,23,27.447445,28.98038,49.4075,43.7,47.3,5,2,12.5,2.98,11,7e+06,101746820.6,"Solitary","Duck-like","long","Obligate","Lanius ludovicianus",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1105",1105,"2.1","Annual & perennial non-timber crops","Ongoing","Minority (<50%)","Unknown","Unknown",NA,"Lanius ludovicianus","Loggerhead Shrike","Lanius_ludovicianus",2492870,"Invertebrate",0,90,10,0,"Ground.Understory",0,"NT",-2.66,97.3,96.9,94.2,98.8,98.8,93.2383,14.446165,12.8,13.869145,31,23,27.447445,28.98038,49.4075,43.7,47.3,5,2,12.5,2.98,11,7e+06,101746820.6,"Solitary","Duck-like","long","Obligate","Lanius ludovicianus",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1106",1106,"2.1.3","Agro-industry farming","Ongoing","Minority (<50%)","Unknown","Unknown",NA,"Lanius ludovicianus","Loggerhead Shrike","Lanius_ludovicianus",2492870,"Invertebrate",0,90,10,0,"Ground.Understory",0,"NT",-2.66,97.3,96.9,94.2,98.8,98.8,93.2383,14.446165,12.8,13.869145,31,23,27.447445,28.98038,49.4075,43.7,47.3,5,2,12.5,2.98,11,7e+06,101746820.6,"Solitary","Duck-like","long","Obligate","Lanius ludovicianus",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1107",1107,"4.1","Roads & railroads","Ongoing","Minority (<50%)","Unknown","Unknown",NA,"Lanius ludovicianus","Loggerhead Shrike","Lanius_ludovicianus",2492870,"Invertebrate",0,90,10,0,"Ground.Understory",0,"NT",-2.66,97.3,96.9,94.2,98.8,98.8,93.2383,14.446165,12.8,13.869145,31,23,27.447445,28.98038,49.4075,43.7,47.3,5,2,12.5,2.98,11,7e+06,101746820.6,"Solitary","Duck-like","long","Obligate","Lanius ludovicianus",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1108",1108,"5.1","Hunting & trapping terrestrial animals","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Lanius ludovicianus","Loggerhead Shrike","Lanius_ludovicianus",2492870,"Invertebrate",0,90,10,0,"Ground.Understory",0,"NT",-2.66,97.3,96.9,94.2,98.8,98.8,93.2383,14.446165,12.8,13.869145,31,23,27.447445,28.98038,49.4075,43.7,47.3,5,2,12.5,2.98,11,7e+06,101746820.6,"Solitary","Duck-like","long","Obligate","Lanius ludovicianus",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1109",1109,"5.1.3","Persecution/control","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Lanius ludovicianus","Loggerhead Shrike","Lanius_ludovicianus",2492870,"Invertebrate",0,90,10,0,"Ground.Understory",0,"NT",-2.66,97.3,96.9,94.2,98.8,98.8,93.2383,14.446165,12.8,13.869145,31,23,27.447445,28.98038,49.4075,43.7,47.3,5,2,12.5,2.98,11,7e+06,101746820.6,"Solitary","Duck-like","long","Obligate","Lanius ludovicianus",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1110",1110,"8.1","Invasive non-native/alien species/diseases (Felis catus)","Ongoing","Unknown","Unknown","Unknown","Felis catus","Lanius ludovicianus","Loggerhead Shrike","Lanius_ludovicianus",2492870,"Invertebrate",0,90,10,0,"Ground.Understory",0,"NT",-2.66,97.3,96.9,94.2,98.8,98.8,93.2383,14.446165,12.8,13.869145,31,23,27.447445,28.98038,49.4075,43.7,47.3,5,2,12.5,2.98,11,7e+06,101746820.6,"Solitary","Duck-like","long","Obligate","Lanius ludovicianus",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1111",1111,"8.1.2","Named species (Felis catus)","Ongoing","Unknown","Unknown","Unknown","Felis catus","Lanius ludovicianus","Loggerhead Shrike","Lanius_ludovicianus",2492870,"Invertebrate",0,90,10,0,"Ground.Understory",0,"NT",-2.66,97.3,96.9,94.2,98.8,98.8,93.2383,14.446165,12.8,13.869145,31,23,27.447445,28.98038,49.4075,43.7,47.3,5,2,12.5,2.98,11,7e+06,101746820.6,"Solitary","Duck-like","long","Obligate","Lanius ludovicianus",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1112",1112,"8.4","Problematic species/disease of unknown origin","Ongoing","Minority (<50%)","Unknown","Unknown",NA,"Lanius ludovicianus","Loggerhead Shrike","Lanius_ludovicianus",2492870,"Invertebrate",0,90,10,0,"Ground.Understory",0,"NT",-2.66,97.3,96.9,94.2,98.8,98.8,93.2383,14.446165,12.8,13.869145,31,23,27.447445,28.98038,49.4075,43.7,47.3,5,2,12.5,2.98,11,7e+06,101746820.6,"Solitary","Duck-like","long","Obligate","Lanius ludovicianus",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1113",1113,"8.4.1","Unspecified species","Ongoing","Minority (<50%)","Unknown","Unknown",NA,"Lanius ludovicianus","Loggerhead Shrike","Lanius_ludovicianus",2492870,"Invertebrate",0,90,10,0,"Ground.Understory",0,"NT",-2.66,97.3,96.9,94.2,98.8,98.8,93.2383,14.446165,12.8,13.869145,31,23,27.447445,28.98038,49.4075,43.7,47.3,5,2,12.5,2.98,11,7e+06,101746820.6,"Solitary","Duck-like","long","Obligate","Lanius ludovicianus",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1114",1114,"8.5","Viral/prion-induced diseases","Ongoing","Minority (<50%)","Unknown","Unknown",NA,"Lanius ludovicianus","Loggerhead Shrike","Lanius_ludovicianus",2492870,"Invertebrate",0,90,10,0,"Ground.Understory",0,"NT",-2.66,97.3,96.9,94.2,98.8,98.8,93.2383,14.446165,12.8,13.869145,31,23,27.447445,28.98038,49.4075,43.7,47.3,5,2,12.5,2.98,11,7e+06,101746820.6,"Solitary","Duck-like","long","Obligate","Lanius ludovicianus",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1115",1115,"8.5.2","Named species","Ongoing","Minority (<50%)","Unknown","Unknown",NA,"Lanius ludovicianus","Loggerhead Shrike","Lanius_ludovicianus",2492870,"Invertebrate",0,90,10,0,"Ground.Understory",0,"NT",-2.66,97.3,96.9,94.2,98.8,98.8,93.2383,14.446165,12.8,13.869145,31,23,27.447445,28.98038,49.4075,43.7,47.3,5,2,12.5,2.98,11,7e+06,101746820.6,"Solitary","Duck-like","long","Obligate","Lanius ludovicianus",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1116",1116,"9.3","Agricultural & forestry effluents","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Lanius ludovicianus","Loggerhead Shrike","Lanius_ludovicianus",2492870,"Invertebrate",0,90,10,0,"Ground.Understory",0,"NT",-2.66,97.3,96.9,94.2,98.8,98.8,93.2383,14.446165,12.8,13.869145,31,23,27.447445,28.98038,49.4075,43.7,47.3,5,2,12.5,2.98,11,7e+06,101746820.6,"Solitary","Duck-like","long","Obligate","Lanius ludovicianus",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1117",1117,"9.3.3","Herbicides and pesticides","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Lanius ludovicianus","Loggerhead Shrike","Lanius_ludovicianus",2492870,"Invertebrate",0,90,10,0,"Ground.Understory",0,"NT",-2.66,97.3,96.9,94.2,98.8,98.8,93.2383,14.446165,12.8,13.869145,31,23,27.447445,28.98038,49.4075,43.7,47.3,5,2,12.5,2.98,11,7e+06,101746820.6,"Solitary","Duck-like","long","Obligate","Lanius ludovicianus",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1118",1118,"11.3","Temperature extremes","Ongoing","Unknown","Unknown",NA,NA,"Perisoreus canadensis","Canada Jay","Perisoreus_canadensis",2482436,"Omnivore",3.18,52.317,34.407,12.24,"Generalist",0,"LC",0.676496,152.67388,143.2,139.5,118.03652,144.4,126.211025,22.09912,20.258725,20.151705,46,29,32.49106,30.45245,92.09349278,66.15,74.17,3.1,1,16,7.1,9,2.6e+07,20160018.01,"Family Groups","Hawk-like","nonmigratory","non-migratory","Perisoreus canadensis",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"1119",1119,"2.1","Annual & perennial non-timber crops","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Eremophila alpestris","Horned Lark","Eremophila_alpestris",9415596,"Omnivore",0,100,0,0,"Ground.Understory",0,"LC",-4.99,107.4,111.8,103,64.55,68.4,60.7,14.25,14.7,13.8,30,15.5,16.81953,16.17222,35.02666667,34.625,37.7875,3.26,1.5,7.458333334,4.5,42,1.4e+08,334108774.3,"Winter Flocks","Finch-like","short","Facultative","Eremophila alpestris",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"1120",1120,"2.1.3","Agro-industry farming","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Eremophila alpestris","Horned Lark","Eremophila_alpestris",9415596,"Omnivore",0,100,0,0,"Ground.Understory",0,"LC",-4.99,107.4,111.8,103,64.55,68.4,60.7,14.25,14.7,13.8,30,15.5,16.81953,16.17222,35.02666667,34.625,37.7875,3.26,1.5,7.458333334,4.5,42,1.4e+08,334108774.3,"Winter Flocks","Finch-like","short","Facultative","Eremophila alpestris",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"1121",1121,"2.3","Livestock farming & ranching","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Eremophila alpestris","Horned Lark","Eremophila_alpestris",9415596,"Omnivore",0,100,0,0,"Ground.Understory",0,"LC",-4.99,107.4,111.8,103,64.55,68.4,60.7,14.25,14.7,13.8,30,15.5,16.81953,16.17222,35.02666667,34.625,37.7875,3.26,1.5,7.458333334,4.5,42,1.4e+08,334108774.3,"Winter Flocks","Finch-like","short","Facultative","Eremophila alpestris",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"1122",1122,"2.3.1","Nomadic grazing","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Eremophila alpestris","Horned Lark","Eremophila_alpestris",9415596,"Omnivore",0,100,0,0,"Ground.Understory",0,"LC",-4.99,107.4,111.8,103,64.55,68.4,60.7,14.25,14.7,13.8,30,15.5,16.81953,16.17222,35.02666667,34.625,37.7875,3.26,1.5,7.458333334,4.5,42,1.4e+08,334108774.3,"Winter Flocks","Finch-like","short","Facultative","Eremophila alpestris",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"1123",1123,"8.1","Invasive non-native/alien species/diseases (Cenchrus clandestinus)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5","Cenchrus clandestinus","Eremophila alpestris","Horned Lark","Eremophila_alpestris",9415596,"Omnivore",0,100,0,0,"Ground.Understory",0,"LC",-4.99,107.4,111.8,103,64.55,68.4,60.7,14.25,14.7,13.8,30,15.5,16.81953,16.17222,35.02666667,34.625,37.7875,3.26,1.5,7.458333334,4.5,42,1.4e+08,334108774.3,"Winter Flocks","Finch-like","short","Facultative","Eremophila alpestris",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"1124",1124,"8.1.2","Named species (Cenchrus clandestinus)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5","Cenchrus clandestinus","Eremophila alpestris","Horned Lark","Eremophila_alpestris",9415596,"Omnivore",0,100,0,0,"Ground.Understory",0,"LC",-4.99,107.4,111.8,103,64.55,68.4,60.7,14.25,14.7,13.8,30,15.5,16.81953,16.17222,35.02666667,34.625,37.7875,3.26,1.5,7.458333334,4.5,42,1.4e+08,334108774.3,"Winter Flocks","Finch-like","short","Facultative","Eremophila alpestris",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"1125",1125,"9.3","Agricultural & forestry effluents","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Eremophila alpestris","Horned Lark","Eremophila_alpestris",9415596,"Omnivore",0,100,0,0,"Ground.Understory",0,"LC",-4.99,107.4,111.8,103,64.55,68.4,60.7,14.25,14.7,13.8,30,15.5,16.81953,16.17222,35.02666667,34.625,37.7875,3.26,1.5,7.458333334,4.5,42,1.4e+08,334108774.3,"Winter Flocks","Finch-like","short","Facultative","Eremophila alpestris",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"1126",1126,"9.3.3","Herbicides and pesticides","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Eremophila alpestris","Horned Lark","Eremophila_alpestris",9415596,"Omnivore",0,100,0,0,"Ground.Understory",0,"LC",-4.99,107.4,111.8,103,64.55,68.4,60.7,14.25,14.7,13.8,30,15.5,16.81953,16.17222,35.02666667,34.625,37.7875,3.26,1.5,7.458333334,4.5,42,1.4e+08,334108774.3,"Winter Flocks","Finch-like","short","Facultative","Eremophila alpestris",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"1127",1127,"11.2","Droughts","Past, Likely to Return","Minority (<50%)","Rapid Declines","Past Impact",NA,"Riparia riparia","Bank Swallow","Riparia_riparia",2489160,"Invertebrate",1.68,34.57,38.88666667,24.416,"Generalist",0,"LC",-6.67,88.813235,100.05,100.28,50.39019,47.85,48.3,8.87016,6.34,6.1,26.5,12,14.23097,13.67351,18.62214086,14.36,13.25,4,1,9,3.1,5,1e+07,5e+08,"Colonies","Swallow-like","long","Obligate","Riparia riparia",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1128",1128,"3.2","Mining & quarrying","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Riparia riparia","Bank Swallow","Riparia_riparia",2489160,"Invertebrate",1.68,34.57,38.88666667,24.416,"Generalist",0,"LC",-6.67,88.813235,100.05,100.28,50.39019,47.85,48.3,8.87016,6.34,6.1,26.5,12,14.23097,13.67351,18.62214086,14.36,13.25,4,1,9,3.1,5,1e+07,5e+08,"Colonies","Swallow-like","long","Obligate","Riparia riparia",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1129",1129,"7.2","Dams & water management/use","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Riparia riparia","Bank Swallow","Riparia_riparia",2489160,"Invertebrate",1.68,34.57,38.88666667,24.416,"Generalist",0,"LC",-6.67,88.813235,100.05,100.28,50.39019,47.85,48.3,8.87016,6.34,6.1,26.5,12,14.23097,13.67351,18.62214086,14.36,13.25,4,1,9,3.1,5,1e+07,5e+08,"Colonies","Swallow-like","long","Obligate","Riparia riparia",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1130",1130,"7.2.11","Dams (size unknown)","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Riparia riparia","Bank Swallow","Riparia_riparia",2489160,"Invertebrate",1.68,34.57,38.88666667,24.416,"Generalist",0,"LC",-6.67,88.813235,100.05,100.28,50.39019,47.85,48.3,8.87016,6.34,6.1,26.5,12,14.23097,13.67351,18.62214086,14.36,13.25,4,1,9,3.1,5,1e+07,5e+08,"Colonies","Swallow-like","long","Obligate","Riparia riparia",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1131",1131,"9.3","Agricultural & forestry effluents","Ongoing","Minority (<50%)","Unknown","Unknown",NA,"Riparia riparia","Bank Swallow","Riparia_riparia",2489160,"Invertebrate",1.68,34.57,38.88666667,24.416,"Generalist",0,"LC",-6.67,88.813235,100.05,100.28,50.39019,47.85,48.3,8.87016,6.34,6.1,26.5,12,14.23097,13.67351,18.62214086,14.36,13.25,4,1,9,3.1,5,1e+07,5e+08,"Colonies","Swallow-like","long","Obligate","Riparia riparia",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1132",1132,"9.3.3","Herbicides and pesticides","Ongoing","Minority (<50%)","Unknown","Unknown",NA,"Riparia riparia","Bank Swallow","Riparia_riparia",2489160,"Invertebrate",1.68,34.57,38.88666667,24.416,"Generalist",0,"LC",-6.67,88.813235,100.05,100.28,50.39019,47.85,48.3,8.87016,6.34,6.1,26.5,12,14.23097,13.67351,18.62214086,14.36,13.25,4,1,9,3.1,5,1e+07,5e+08,"Colonies","Swallow-like","long","Obligate","Riparia riparia",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1133",1133,"11.3","Temperature extremes","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Hirundo rustica","Barn Swallow","Hirundo_rustica",9515886,"Invertebrate",0,60,40,0,"Ground.Understory_Midhigh.Canopy",0,"LC",-3.19,123.1,124.4,121.8,91.165,103.4,86.9,10.61,12.2,12.3,31,17.125,28.2621,29.4077,18.62,18.675,18.9,4.4975,2.15,12.25083334,3.9,7,2.9e+08,4.87e+08,"Colonies/Flocks","Swallow-like","long","Obligate","Hirundo rustica",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1134",1134,"2.3","Livestock farming & ranching","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Hirundo rustica","Barn Swallow","Hirundo_rustica",9515886,"Invertebrate",0,60,40,0,"Ground.Understory_Midhigh.Canopy",0,"LC",-3.19,123.1,124.4,121.8,91.165,103.4,86.9,10.61,12.2,12.3,31,17.125,28.2621,29.4077,18.62,18.675,18.9,4.4975,2.15,12.25083334,3.9,7,2.9e+08,4.87e+08,"Colonies/Flocks","Swallow-like","long","Obligate","Hirundo rustica",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1135",1135,"2.3.3","Agro-industry grazing, ranching or farming","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Hirundo rustica","Barn Swallow","Hirundo_rustica",9515886,"Invertebrate",0,60,40,0,"Ground.Understory_Midhigh.Canopy",0,"LC",-3.19,123.1,124.4,121.8,91.165,103.4,86.9,10.61,12.2,12.3,31,17.125,28.2621,29.4077,18.62,18.675,18.9,4.4975,2.15,12.25083334,3.9,7,2.9e+08,4.87e+08,"Colonies/Flocks","Swallow-like","long","Obligate","Hirundo rustica",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1136",1136,"5.1","Hunting & trapping terrestrial animals","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Hirundo rustica","Barn Swallow","Hirundo_rustica",9515886,"Invertebrate",0,60,40,0,"Ground.Understory_Midhigh.Canopy",0,"LC",-3.19,123.1,124.4,121.8,91.165,103.4,86.9,10.61,12.2,12.3,31,17.125,28.2621,29.4077,18.62,18.675,18.9,4.4975,2.15,12.25083334,3.9,7,2.9e+08,4.87e+08,"Colonies/Flocks","Swallow-like","long","Obligate","Hirundo rustica",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1137",1137,"5.1.1","Intentional use (species is the target)","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Hirundo rustica","Barn Swallow","Hirundo_rustica",9515886,"Invertebrate",0,60,40,0,"Ground.Understory_Midhigh.Canopy",0,"LC",-3.19,123.1,124.4,121.8,91.165,103.4,86.9,10.61,12.2,12.3,31,17.125,28.2621,29.4077,18.62,18.675,18.9,4.4975,2.15,12.25083334,3.9,7,2.9e+08,4.87e+08,"Colonies/Flocks","Swallow-like","long","Obligate","Hirundo rustica",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1138",1138,"5.1.3","Persecution/control","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Hirundo rustica","Barn Swallow","Hirundo_rustica",9515886,"Invertebrate",0,60,40,0,"Ground.Understory_Midhigh.Canopy",0,"LC",-3.19,123.1,124.4,121.8,91.165,103.4,86.9,10.61,12.2,12.3,31,17.125,28.2621,29.4077,18.62,18.675,18.9,4.4975,2.15,12.25083334,3.9,7,2.9e+08,4.87e+08,"Colonies/Flocks","Swallow-like","long","Obligate","Hirundo rustica",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1139",1139,"7.2","Dams & water management/use","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Hirundo rustica","Barn Swallow","Hirundo_rustica",9515886,"Invertebrate",0,60,40,0,"Ground.Understory_Midhigh.Canopy",0,"LC",-3.19,123.1,124.4,121.8,91.165,103.4,86.9,10.61,12.2,12.3,31,17.125,28.2621,29.4077,18.62,18.675,18.9,4.4975,2.15,12.25083334,3.9,7,2.9e+08,4.87e+08,"Colonies/Flocks","Swallow-like","long","Obligate","Hirundo rustica",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1140",1140,"7.2.3","Abstraction of surface water (agricultural use)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Hirundo rustica","Barn Swallow","Hirundo_rustica",9515886,"Invertebrate",0,60,40,0,"Ground.Understory_Midhigh.Canopy",0,"LC",-3.19,123.1,124.4,121.8,91.165,103.4,86.9,10.61,12.2,12.3,31,17.125,28.2621,29.4077,18.62,18.675,18.9,4.4975,2.15,12.25083334,3.9,7,2.9e+08,4.87e+08,"Colonies/Flocks","Swallow-like","long","Obligate","Hirundo rustica",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1141",1141,"8.1","Invasive non-native/alien species/diseases (Passer domesticus)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5","Passer domesticus","Hirundo rustica","Barn Swallow","Hirundo_rustica",9515886,"Invertebrate",0,60,40,0,"Ground.Understory_Midhigh.Canopy",0,"LC",-3.19,123.1,124.4,121.8,91.165,103.4,86.9,10.61,12.2,12.3,31,17.125,28.2621,29.4077,18.62,18.675,18.9,4.4975,2.15,12.25083334,3.9,7,2.9e+08,4.87e+08,"Colonies/Flocks","Swallow-like","long","Obligate","Hirundo rustica",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1142",1142,"8.1.2","Named species (Passer domesticus)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5","Passer domesticus","Hirundo rustica","Barn Swallow","Hirundo_rustica",9515886,"Invertebrate",0,60,40,0,"Ground.Understory_Midhigh.Canopy",0,"LC",-3.19,123.1,124.4,121.8,91.165,103.4,86.9,10.61,12.2,12.3,31,17.125,28.2621,29.4077,18.62,18.675,18.9,4.4975,2.15,12.25083334,3.9,7,2.9e+08,4.87e+08,"Colonies/Flocks","Swallow-like","long","Obligate","Hirundo rustica",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1143",1143,"9.3","Agricultural & forestry effluents","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Hirundo rustica","Barn Swallow","Hirundo_rustica",9515886,"Invertebrate",0,60,40,0,"Ground.Understory_Midhigh.Canopy",0,"LC",-3.19,123.1,124.4,121.8,91.165,103.4,86.9,10.61,12.2,12.3,31,17.125,28.2621,29.4077,18.62,18.675,18.9,4.4975,2.15,12.25083334,3.9,7,2.9e+08,4.87e+08,"Colonies/Flocks","Swallow-like","long","Obligate","Hirundo rustica",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1144",1144,"9.3.3","Herbicides and pesticides","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Hirundo rustica","Barn Swallow","Hirundo_rustica",9515886,"Invertebrate",0,60,40,0,"Ground.Understory_Midhigh.Canopy",0,"LC",-3.19,123.1,124.4,121.8,91.165,103.4,86.9,10.61,12.2,12.3,31,17.125,28.2621,29.4077,18.62,18.675,18.9,4.4975,2.15,12.25083334,3.9,7,2.9e+08,4.87e+08,"Colonies/Flocks","Swallow-like","long","Obligate","Hirundo rustica",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1145",1145,"1.1","Housing & urban areas","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Oenanthe oenanthe","Northern Wheatear","Oenanthe_oenanthe",5231240,"Invertebrate",0,100,0,0,"Ground.Understory",0,"LC",-2.523532667,96.4,98.1,94.7,53,54.5,51.5,17.3,17.5,17.1,27,15,15.94265,15.43532,24.03833333,22.675,23.7,5.5,1.75,9.8,4.1,4,1e+07,5e+08,"Solitary/Flocks","Finch-like","long","Obligate","Oenanthe oenanthe",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
