Common_Name,Scientific.name,Scientific_name,GBIF_ID,Dietary_Guild,Water_Forager,Ground.Understory_Forager,Midhigh.Canopy_Forager,Aerial_Forager,Foraging.Strata,Activity_Time,Global.IUCN.Red.List.Category,Annual_Trend,Mean_Wing_Length_.mm.,Mean_M_Wing_Length_.mm.,Mean_F_Wing_Length_.mm.,Mean_Tail_Length_.mm.,Mean_M_Tail_Length_.mm.,Mean_F_Tail_Length_.mm.,Mean_Bill_Length_.mm.,Mean_M_Bill_Length_.mm.,Mean_F_Bill_Length_.mm.,Wingspan_cm,Mean_Body_Length_.cm.,Mean_M_Body_Length_.cm.,Mean_F_Body_Length_.cm.,Mean_Body_Mass_.g.,Mean_F_Body_Mass_.g.,Mean_M_Body_Mass_.g.,Mean_Clutch_Size_.n.,Clutches_per_year,Life_Span_.years.,Generation_length,Number_of_Subspecies,Population_size_MIN,Population_size_MAX,Social,Flight_pattern,Migration.Distance,Migration.Status,Scienttific_name,Waterfowl,Birds.of.Prey,Wetland.Birds,Seabirds,Forest.Birds,All.Other.Birds.,Shorebirds,Grassland.Birds,Aerial.Insectivores,Waterfowl.and.Wetland.Birds...Goose.species._Sauvagine.et.oiseaux.de.milieux.humides...espèces.d.oies,Waterfowl.and.Wetland.Birds...Duck.Species._Sauvagine.et.oiseaux.de.milieux.humides...espèces.de.canards,Grassland.Birds...Species.Dependent.On.Native..Grassland._Oiseaux.de.prairie...espèces.dépendantes.des.prairies.indigènes,Grassland.Birds...Species.Tolerant.Of.Agriculture._Oiseaux.de.prairie...espèces.tolérantes.des.paysages.agricoles,Shorebirds...Long.distance.Migrants._Oiseaux.de.rivage.migrant.sur.de.grandes.distances,Shorebirds...Short.distance.Migrants._Oiseaux.de.rivage.migrant.sur.de.courtes.distances,Forest.Birds...Species.Wintering.In.South.America._Oiseaux.forestiers...espèces.hivernant.en.Amérique.du.Sud,Forest.Birds...Species.Wintering.In.Canada._Oiseaux.forestiers...espèces.hivernant.au.Canada,Forest.Birds...Forest.Crop.Specialists._Oiseaux.forestiers...spécialistes.de.graines.et.de.fruits.d.arbres
Spotted Towhee,Pipilo maculatus,Pipilo_maculatus,9709230,Omnivore,0,100,0,0,Ground.Understory,0,LC,0.689,91.975535,86.1,81,87.71732,96.5,91.6,13.5045,14.4,13.9,27,19,22.75298,22.3535,39.565,38.8,40.9,3.625,2,11,4.1,22,80209552.1,173381601.1,Solitary/Flocks,Swallow-like,long,Facultative,Pipilo maculatus,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Eastern Towhee,Pipilo erythrophthalmus,Pipilo_erythrophthalmus,2491205,Omnivore,0,100,0,0,Ground.Understory,0,LC,-1.03,90.713945,82.8,78.2,80.771865,90.9,85.9,12.40258,10.2,10.1,27,19,22.134895,21.37717,40.165,39.3,41.3,3.625,2,11.81666667,4.1,4,1.10E+07,140206786.5,Solitary/Flocks,Swallow-like,short,Obligate,Pipilo erythrophthalmus,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
American Tree Sparrow,Spizella arborea,Spizella_arborea,2492116,Omnivore,0,80,20,0,Ground.Understory,0,LC,-5.67,77.49124,75,71.3,59.898805,65.1,63.9,9.896795,9.9,9.5,24,16,14.81172,14.1805,17.84,17.1,18.6,4.48,1,10.75,3.9,2,48446921,257555630.4,Flocks,Finch-like,short,Obligate,Spizelloides arborea,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Chipping Sparrow,Spizella passerina,Spizella_passerina,2492109,PlantSeed,0,90,10,0,Ground.Understory,0,LC,-0.835,69.2,72,67.8,54.2,62.3,58.8,8.7,9.3,9.5,21,14,13.17401,12.83028,12.25,13.4,12.1,4,2,9.8,3.9,5,53508162,217587980.3,Flocks,Finch-like,long,Facultative,Spizella passerina,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Clay-colored Sparrow,Spizella pallida,Spizella_pallida,2492101,PlantSeed,0.11,84.914,15.095,0.2,Ground.Understory,0,LC,-1.31,68.51034,63,59.4,57.5,58.8833,56.93053,9.4,9.03871,8.970915,19,14,13.03955,12.34433,11.7,11.65,11.8,4,1.5,6,3.8,0,35900352.8,170548770.3,Flocks,Finch-like,long,Obligate,Spizella pallida,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Brewer's Sparrow,Spizella breweri,Spizella_breweri,2492099,Omnivore,0,100,0,0,Ground.Understory,0,LC,-1.12,68.245365,62.8,60.1,56.51998,62,59.4,9.688205,7.59,7.35,19,14,13.18672,12.61596,10.9,9,8.9,3.08,1,5.2,3.8,2,1.60E+07,187135449.3,Solitary/Flocks,Finch-like,long,Obligate,Spizella breweri,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Field Sparrow,Spizella pusilla,Spizella_pusilla,2492096,PlantSeed,0,100,0,0,Ground.Understory,0,LC,-1.54,68.596915,66.1,62.4,58.099275,62.1,59.7,11.12771,10.5,9.6,20,15,13.79271,13.43261,12.65,12.75,13.2,4,2.5,8.8,3.7,2,108331673.7,264283191.4,Solitary/Flocks,Finch-like,short,Facultative,Spizella pusilla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Vesper Sparrow,Pooecetes gramineus,Pooecetes_gramineus,2491728,Omnivore,0,90,10,0,Ground.Understory,0,LC,-0.905,82.11469,81.1,76.7,60.40735,65.3,63.4,10.5335,8.6,8.41,25,16,14.6,14.3,25.415,24.9,26.5,3.98,2.5,7.491666667,3.5,3,123747156.7,253820015.3,Flocks,Finch-like,long,Facultative,Pooecetes gramineus,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Lark Sparrow,Chondestes grammacus,Chondestes_grammacus,2491651,PlantSeed,0,90,10,0,Ground.Understory,0,LC,1.63,90.239015,88.6,84.1,64.076245,67.4,64.4,11.619255,9.43,9.4,28,17,16.5,15.9,28.762375,27.8,28.3,4.02,1.75,7.8,3.8,2,31561896.1,224576541.3,Flocks,Finch-like,short,Facultative,Chondestes grammacus,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Lark Bunting,Calamospiza melanocorys,Calamospiza_melanocorys,2491893,PlantSeed,0,60,30,10,Generalist,0,LC,-5.64,93.54712,87.6,83.3,66.91017,68.8,66,13.682855,14,13,27.5,18,17.05184,16.31016,37.5,36.2,36.8,4.7,1.5,4,3.2,0,1.00E+07,261870818.4,Flocks,Finch-like,long,Obligate,Calamospiza melanocorys,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Grasshopper Sparrow,Ammodramus savannarum,Ammodramus_savannarum,2491123,Invertebrate,0,100,0,0,Ground.Understory,0,LC,0.233,70.15673,61.37,58.44,50.404115,44.14,41.5,11.302365,11.93,10.9,20,13,13.33104,13.15798,17.755,18.4,17.7,4.445,2,5.1,3.9,11,41080952.2,234125045.4,Solitary/Flocks,Duck-like,long,Facultative,Ammodramus savannarum,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Baird's Sparrow,Ammodramus bairdii,Ammodramus_bairdii,2491122,Omnivore,0,100,0,0,Ground.Understory,0,LC,-1.85,78.133905,71.6,67.6,54.613775,52.8,51.6,11.146105,10.7,10.4,21.75,14,14.5532,13.91245,17.975,17.8,18.9,4.35,1.5,4.591666667,3.9,0,3200000,182025358.4,Solitary/Flocks,Duck-like,short,Obligate,Ammodramus bairdii,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Henslow's Sparrow,Ammodramus henslowii,Ammodramus_henslowii,2491119,Invertebrate,0,90,10,0,Ground.Understory,0,LC,-3.2,69.490005,52.4,50.3,49.854405,47.9,42.9,11.510765,12.3,11.5,16,13,14.51253,13.19697,12.7875,12.7,12.8,4,1.5,6.5,3.9,2,390000,212011635.4,Solitary/Flocks,Duck-like,short,Obligate,Ammodramus henslowii,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Le Conte's Sparrow,Ammodramus leconteii,Ammodramus_leconteii,2491080,PlantSeed,0,100,0,0,Ground.Understory,0,LC,0.057364,64.905,51.65,50.95,50.944945,49,49.8,10.106735,9.1,9.1,17,13,13.12486,12.62915,13.2,13.8,13.8,4,1,4.083333333,3.9,0,30364260,196831204.3,Solitary/Flocks,Duck-like,short,Obligate,Ammodramus leconteii,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Nelson's Sparrow,Ammodramus nelsoni,Ammodramus_nelsoni,2491088,Omnivore,0,100,0,0,Ground.Understory,0,LC,1.53,66.442275,59,56,50.728595,51,47.5,11.28304,10.92965,10.68516,17.5,12,13.33378,13.20134,15.9675,17.025,18.675,3.97,2,10,3.9,3,31719708.7,220213125.4,Solitary/Flocks,Duck-like,short,Obligate,Ammodramus nelsoni,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fox Sparrow,Passerella iliaca,Passerella_iliaca,2491872,Omnivore,0,100,0,0,Ground.Understory,0,LC,0.411,83.5,87.85093,82.84346,77.3,77.58404,74.550265,11.97,12.592895,12.389985,28,18,22.636485,21.45768,33.525,32.38510933,34.17671,4,1.25,10,4.5,19,79546694.9,162948150.4,Solitary/Flocks,Swallow-like,short,Obligate,Passerella iliaca,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Song Sparrow,Melospiza melodia,Melospiza_melodia,2492196,Omnivore,0,100,0,0,Ground.Understory,0,LC,-0.962,86.44475,71.4,67.33,65.988836,69.86,64.45,12.75419,15.87,15.49,26,15,15.76075,15.42124,22.63,20.5,21,3.95,2.5,11.15,3.7,25,200478749.5,360229309.5,Solitary/Flocks,Swallow-like,long,Facultative,Melospiza melodia,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Lincoln's Sparrow,Melospiza lincolnii,Melospiza_lincolnii,2492192,Omnivore,0,100,0,0,Ground.Understory,0,LC,0.356,75.017655,62.2,59.1,57.02562,55.7,53.8,10.287905,9.940985,9.58517,20.5,15,14.04218,13.75751,17,18.3,19,4.405,1.05,7.6,3.6,3,21871709.57,186396275.3,Solitary/Flocks,Swallow-like,long,Obligate,Melospiza lincolnii,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Swamp Sparrow,Melospiza georgiana,Melospiza_georgiana,2492235,Omnivore,0,100,0,0,Ground.Understory,0,LC,0.964,70.559915,60.7,57.8,57.55529,57.6,56,9.75402,8.5,8.35,18.5,15,14.00344,13.69266,16.3375,16.181083,18.8,4.25,1.75,5.416666667,3.8,3,22128822.57,202642414.4,Solitary/Flocks,Swallow-like,short,Facultative,Melospiza georgiana,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
White-throated Sparrow,Zonotrichia albicollis,Zonotrichia_albicollis,5231140,PlantSeed,0,100,0,0,Ground.Understory,0,LC,-1.23,84.783775,73.01,68.71,67.868205,73.2,69.6,11.957445,11.4,11.4,24.5,17,17.06031,15.70761,24.875,25.1,26.4,4.07,1.5,9.7,4.2,0,60278914.2,212054969.8,Flocks,Swallow-like,short,Obligate,Zonotrichia albicollis,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Harris's Sparrow,Zonotrichia querula,Zonotrichia_querula,5231139,PlantSeed,0,100,0,0,Ground.Understory,0,NT,-2.830024,94.162165,87,82.7,78.05737,84.3,79.8,12.8545,12.1,12.2,27.5,19,23.20194,21.11141,35.525,33.7,37.4,4,1,11.7,3.15,0,2.00E+06,113524264.1,Flocks,Swallow-like,short,Obligate,Zonotrichia querula,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
White-crowned Sparrow,Zonotrichia leucophrys,Zonotrichia_leucophrys,5231132,PlantSeed,0,90,10,0,Ground.Understory,0,LC,-1.17,85.629995,81.254345,76.86462,67.37113,68.85418,65.892125,11.756235,10.509185,10.49066,25,18,16.88308,15.84825,27.98,26.05,29.35,3.95,1.5,13.3,4.3,5,59368987,224067634.8,Flocks,Swallow-like,long,Facultative,Zonotrichia leucophrys,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Golden-crowned Sparrow,Zonotrichia atricapilla,Zonotrichia_atricapilla,5231138,PlantSeed,0,100,0,0,Ground.Understory,0,LC,-0.616,85.79126,79,75.1,66.15876,67.88283,64.71626,11.18312,8.7,8.6,24,18,16.60876,15.79057,31.8075,32.3,31.7,4,1.5,10.5,4.4,0,55423719.4,199505991.7,Flocks,Swallow-like,short,Obligate,Zonotrichia atricapilla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Dark-eyed Junco,Junco hyemalis,Junco_hyemalis,9362842,PlantSeed,0,70,30,0,Ground.Understory,0,LC,-0.829,82.127805,82.2,77.7,64.92181,71.3,67.9,10.49416,10.561555,10.605085,23,16,15.46995,15.05765,19.4875,18.425,19.775,4,2,10.75,3.6,14,2.60E+08,267622325.5,Flocks,Swallow-like,short,Facultative,Junco hyemalis,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Yellow-breasted Chat ,Icteria virens,Icteria_virens,2489989,Invertebrate,0.24,91.308,9.327,0.24,Ground.Understory,0,LC,0.464,84.24057,77.7,73.6,63.924505,66.87227,64.36795,11.75604,10.57175,10.58524,24,19,17.78,15.671,25.78,25.4,26.6,4,1,8.916,3.9,2,39514390.8,176351661.7,Solitary,Finch-like,long,Obligate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yellow-headed Blackbird,Xanthocephalus xanthocephalus,Xanthocephalus_xanthocephalus,2484195,Invertebrate,0,100,0,0,Ground.Understory,0,LC,0.034,127.6747,142.48,117.25,85.90425,104.27,81.96,21.46232,22.9,19.85,38,24,26.27,21.6,67.59,49.3,79.7,3.72,1.25,11.67,4.5,0,27156022.5,32584435.11,Flocks/Colonies,Finch-like,long,Obligate,Xanthocephalus xanthocephalus,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bobolink,Dolichonyx oryzivorus,Dolichonyx_oryzivorus,2484417,Invertebrate,0,100,0,0,Ground.Understory,0,LC,-3.01,96.74383,96.6,87,68.523125,68.4,60.9,13.266915,12.5,11.65,27.5,18,17.23485,16.29898,32.955,29.2,33.9,5.11,1.125,9,3.9,0,20379642,199234268.4,Winter Flocks,Hawk-like,long,Obligate,Dolichonyx oryzivorus,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Eastern Meadowlark,Sturnella magna,Sturnella_magna,2484254,Invertebrate,0,100,0,0,Ground.Understory,0,NT,-3.72,113.1151,110,100,73.477265,71.4,64.3,20.94952,22,20.1,35.5,24,23.5,21,91.8075,79.38333334,103.05,5,2,11.66666667,3.15,23,3.70E+07,80241081.58,Pairs/Winter Flocks,Hawk-like,nonmigratory,Facultative,Sturnella magna,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Western Meadowlark,Sturnella neglecta,Sturnella_neglecta,9596413,Omnivore,0,100,0,0,Ground.Understory,0,LC,-1.28,124.69901,127,115,78.57441,78,69,22.01595,23,21.1,35.5,24,28.207205,27.28643,98.88,89.4,106,4.83,2,10,4.2,2,29239537.2,44646147.15,Pairs/Winter Flocks,Hawk-like,long,Facultative,Sturnella neglecta,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Orchard Oriole,Icterus spurius,Icterus_spurius,5229935,Omnivore,0,80,20,0,Ground.Understory,0,LC,2.99,84.634425,80.487865,73.3,65.41522,68.016933,66.1,11.94073,12.116135,11.94089,23,18,16.69314,15.38752,19.745,19.9,19.85,4,1,9.6,5.1,2,38588262.67,168350190.3,Pairs,Finch-like,long,Obligate,Icterus spurius,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bullock's Oriole,Icterus bullockii,Icterus_bullockii,5229864,Invertebrate,0,50,50,0,Ground.Understory_Midhigh.Canopy,0,LC,0.734,100,103,95.9,76.03636,79.1,75.1,13.17,13.3,13.1,27.5,21,25.10521,23.49878,36.5625,33.2,34.7,4.5,1,8.9,5,2,11653574.6,127001254.2,Pairs/Flocks,Finch-like,long,Obligate,Icterus bullockii,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Baltimore Oriole,Icterus galbula,Icterus_galbula,2484340,Invertebrate,0,40,60,0,Ground.Understory_Midhigh.Canopy,0,LC,-2.35,102.241475,102.76943,98.56727,80.704365,82.3576,79.274905,13.758295,14.16452,14.03252,28,21,26.702165,25.09444,33.365,33.2,34.7,4.5,1,11.6,5,0,6.00E+06,125256153.3,Solitary/Pairs,Finch-like,long,Obligate,Icterus galbula,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Red-winged Blackbird,Agelaius phoeniceus,Agelaius_phoeniceus,9409198,Omnivore,0,100,0,0,Ground.Understory,0,LC,-0.434,114.58073,122,99.5,81.06582,90.8,72.8,19.95494,23.5,19.5,31.5,22,26.25431,25.6672,52.39,39.6,63.75,3.3,2,15.8,6.2,24,2.10E+08,160077600.5,Flocks,Finch-like,long,Facultative,Agelaius phoeniceus,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brown-headed Cowbird,Molothrus ater,Molothrus_ater,2484391,PlantSeed,0,90,10,0,Ground.Understory,0,LC,-0.964,104.32903,107,93.95,65.867185,68.16868,64.302475,15.50364,16.9,14.95,31.5,19,17.41526,16.78755,41.405,37.3,47.5,4.3,1,16.9,4.6,4,34480180.8,183028779.8,Flocks,Duck-like,long,Obligate,Molothrus ater,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Rusty Blackbird,Euphagus carolinus,Euphagus_carolinus,2484184,Invertebrate,0,100,0,0,Ground.Understory,0,VU,-2.77,115.61085,116.53,108.1,87.29146,91,87.7,19.13842,19.6,18.2,34,23,27.22054,25.22567,59.985,55.2,64.3,4.5,1,8.8,2.8,2,23528366.1,60072695.23,Pairs/Winter Flocks,Finch-like,short,Obligate,Euphagus carolinus,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Brewer's Blackbird,Euphagus cyanocephalus,Euphagus_cyanocephalus,2484183,Invertebrate,0,100,0,0,Ground.Understory,0,LC,-2.61,128.84993,135,122.2,94.067585,102.8,91.4,20.95653,21.1,19.4,37,23,30.5318,30.5278,62.565,58.1,67.2,5,1.5,12.5,4.2,0,23660565.5,29637382.29,Flocks/Colonies,Finch-like,long,Facultative,Euphagus cyanocephalus,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Common Grackle,Quiscalus quiscula,Quiscalus_quiscula,2484155,Omnivore,0,90,10,0,Ground.Understory,0,NT,-0.354,150.85752,139.05,125.72,104.4422,133.3,116.8,25.62837,30.1,26.2,42,32,47.68122,43.66785,108.09,97,120,5,1,22.9,5.6,3,6.90E+07,43151942.84,Flocks,Finch-like,short,Facultative,Quiscalus quiscula,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ovenbird,Seiurus aurocapilla,Seiurus_aurocapilla,2489590,Invertebrate,0,100,0,0,Ground.Understory,0,LC,0.108,83.42974,76.6,73.2,55.677915,55.4,52.7,11.70868,11.8,11.8,24,15,14.97097,14.39511,19.1,21.7,22.5,4.5,1,9,4.9,3,30394385.1,190633940.3,Solitary/Flocks,Finch-like,long,Obligate,Seiurus aurocapilla,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Worm-eating Warbler,Helmitheros vermivorum,Helmitheros_vermivorum,2489603,Invertebrate,0,30,70,0,Midhigh.Canopy,0,LC,0.816877,69.9839,71.4,68.4,50.774655,49.8446,48.23953,10.11976,10.33105,10.277455,21,13,13.11727,12.89533,13.68,15.2,13.2,4.63,1,7.1,3.9,0,16023289.5,134017165.3,Solitary/Pairs,Finch-like,short,Obligate,Helmitheros vermivorum,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Louisiana Waterthrush,Seiurus motacilla,Seiurus_motacilla,2489589,Invertebrate,0,100,0,0,Ground.Understory,0,LC,-0.249201667,83.26184,80.55,78,54.026885,51.8,50.8,12.14184,13.2,13.5,25,15,14.97748,14.55752,20.3625,20.85,20.1,5,1,8,4.5,0,35556949.1,153117838.3,Solitary,Finch-like,long,Obligate,Parkesia motacilla,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Waterthrush,Seiurus noveboracensis,Seiurus_noveboracensis,2489585,Invertebrate,0,100,0,0,Ground.Understory,0,LC,0.937,74.255135,77.2,72.4,53.40483,52.6,50,10.82937,10.4,10.1,24,15,14.37668,14.25512,16.65,17.583905,17.573365,4.39,1,8.9,4.4,0,26001167.7,145111623.3,Solitary,Finch-like,long,Obligate,Parkesia noveboracensis,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Golden-winged Warbler,Vermivora chrysoptera,Vermivora_chrysoptera,5230811,Invertebrate,0,50,50,0,Ground.Understory_Midhigh.Canopy,0,NT,0.928,69.085605,62.23,58.41,52.335775,48.31838,46.506088,9.45401,9.38149,9.067335,19,12,15.83646,14.86141,8.82,8.775,9.1,4.5,1,7.9,3.8,0,10998353.7,154542090.3,Migrant/Winter Flocks,Finch-like,long,Obligate,Vermivora chrysoptera,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Blue-winged Warbler,Vermivora pinus,Vermivora_pinus,5230823,Invertebrate,0,50,50,0,Ground.Understory_Midhigh.Canopy,0,LC,2.54,64.65737,60.8,57.1,49.651295,50.9,47.1,8.75083,8.7,8.5,19,12,15.50308,14.42111,8.91625,8.6,8.9,5,1,7.916666667,3.7,0,17308088.2,162217610.3,Flocks,Finch-like,long,Obligate,Vermivora cyanoptera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Black-and-white Warbler,Mniotilta varia,Mniotilta_varia,2489613,Invertebrate,0,20,80,0,Midhigh.Canopy,0,LC,-0.412,70.06306,69.08,65.31,52.621015,48.12,46.35,11.10132,11.67,11.7,20,13,13.27289,12.93756,10.9,10.6,11,4.88,1,11.3,4.6,0,19934070.2,128942903.3,Migrant/Winter Flocks,Finch-like,long,Obligate,Mniotilta varia,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Prothonotary Warbler,Protonotaria citrea,Protonotaria_citrea,2489871,Invertebrate,0,20,80,0,Midhigh.Canopy,0,LC,0.78728,70.652975,72.5,68.37,53.323545,47.1,45.4,11.836325,13.7,13.33,23,14,13.7576,13.8891,14.625,16.45,14.65,4.95,1.5,6.491666667,4,0,26117029,138399999.3,Winter Flocks,Finch-like,short,Obligate,Protonotaria citrea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tennessee Warbler,Oreothlypis peregrina,Oreothlypis_peregrina,6093759,Invertebrate,0,30,70,0,Midhigh.Canopy,0,LC,-0.094,62.245695,65.1,60.85,46.23135,41.95,40.05,9.32776,8.92,8.89,19.5,12,12.03362,11.72229,9.225,9.65,9.9,6,1,6.408333333,3.8,0,23197984.7,146897755.3,Flocks,Finch-like,long,Obligate,Oreothlypis peregrina,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Orange-crowned Warbler,Oreothlypis celata,Oreothlypis_celata,7342009,Invertebrate,0,50,50,0,Ground.Understory_Midhigh.Canopy,0,LC,0.114,64.295365,59.8,56.2,50.89091,48.2,45.2,8.79104,8.1,7.82,18.5,13,15.30678,14.39138,9.195,9.45,9.05,4.5,1,6.8,3.6,4,20972048,170882512.3,Winter Flocks,Finch-like,long,Obligate,Oreothlypis celata,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Nashville Warbler,Oreothlypis ruficapilla,Oreothlypis_ruficapilla,6093694,Invertebrate,0,40,60,0,Ground.Understory_Midhigh.Canopy,0,LC,-0.121,65.732355,59.7,55.6,49.443135,44.7,40.9,9.33177,9.55,9.25,19,12,15.86216,14.69395,8.245,8.35,8.65,4.5,1,7.3,3.5,2,13480300.2,162716450.3,Migrant/Winter Flocks,Finch-like,long,Obligate,Oreothlypis ruficapilla,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Connecticut Warbler,Oporornis agilis,Oporornis_agilis,2489611,Invertebrate,0,100,0,0,Ground.Understory,0,LC,-2.06,69.9351,71.1,69.2,52.732115,48,47.5,11.21896,11.9,11.9,23,15,14.14869,13.7266,14.3,15.220608,15.3,4.1,1,4.3,3.5,0,15494682.3,191367497.4,Solitary,Finch-like,short,Obligate,Oporornis agilis,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
MacGillivray's Warbler,Oporornis tolmiei,Oporornis_tolmiei,2489608,Invertebrate,0,100,0,0,Ground.Understory,0,LC,-1,65.508935,60.8,58.1,52.461105,54.3,51.7,9.660785,9.22324,8.97687,19,13,12.8564,12.2492,10.45,12.1735025,11.2,4,1.5,4.1,3.3,0,20926064,169502940.3,Solitary,Finch-like,long,Obligate,Geothlypis tolmiei,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mourning Warbler,Oporornis philadelphia,Oporornis_philadelphia,2489607,Invertebrate,0,100,0,0,Ground.Understory,0,LC,-1.5,67.20643,62.3,60,51.232745,48.8,47.1,9.89024,9.837015,9.589525,19,13,12.83888,12.13878,11.87,11.5,12.15,3.9,1,7.9,3.5,0,19144465,165168007.3,Solitary,Finch-like,long,Obligate,Geothlypis philadelphia,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Common Yellowthroat,Geothlypis trichas,Geothlypis_trichas,2489670,Invertebrate,0,80,20,0,Ground.Understory,0,LC,-0.646,62.20858,55.12,52.12,49.298865,51,48.5,10.68,10.240165,10.112335,17,13,12.68551,11.79044,9.603333334,9.775,10.04166667,3.995,1.75,9.916666667,4.6,13,61023354,209392447.3,Migrant/Winter Flocks,Finch-like,long,Facultative,Geothlypis trichas,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hooded Warbler,Wilsonia citrina,Wilsonia_citrina,4408922,Invertebrate,0,100,0,0,Ground.Understory,0,LC,0.337471,66.215685,68,64.5,54.966945,56.2,54.9,10.44153,10,10,17.5,13,13.33106,12.8575,10.62,10.3,10.8,3.595,2,8,3.9,0,25788532,176967598.3,Migrant/Winter Flocks,Finch-like,short,Obligate,Setophaga citrina,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
American Redstart,Setophaga ruticilla,Setophaga_ruticilla,2489985,Invertebrate,0,0,100,0,Midhigh.Canopy,0,LC,0.187,65.92392,63.5,61.1,51.29202,55.1,54.1,9.54235,8.5,8.8,20,13,12.13,11.69,8.295,8.225,8.375,4,1,10,4.4,0,25259251,161859125.3,Flocks,Finch-like,long,Obligate,Setophaga ruticilla,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kirtland's Warbler,Dendroica kirtlandii,Dendroica_kirtlandii,2489885,Invertebrate,0,20,80,0,Midhigh.Canopy,0,NT,-1.553015,87.400715,71.7,68,59.155505,57.6,54.8,13.444525,10.4,10.4,23,15,32.712065,29.48877,13.945,14.2,13.6,4.63,1,9,2.44,0,4500,5000,Solitary,Finch-like,short,Obligate,Setophaga kirtlandii,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cape May Warbler,Dendroica tigrina,Dendroica_tigrina,2489895,Invertebrate,0,0,80,20,Midhigh.Canopy,0,LC,1.02,65.42819,66.2,64.1,47.717875,46.1,44.8,9.144145,8.1,7.3,20,13,12.67417,12.37618,10.31,10.025,11.1,6.25,1,4.3,3.6,0,23454645.7,144209810.3,Migrant Flocks,Finch-like,long,Obligate,Setophaga tigrina,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
