Named species (Birgus latro)
Named species (Boa constrictor)
Named species (Boiga irregularis)
Named species (Bombus terrestris)
Named species (Bos taurus)
Named species (Brachiaria decumbens)
Named species (Bromus inermis)
Named species (Bromus tectorum)
Named species (Broussonetia papyrifera)
Named species (Bubalus bubalis)
Named species (Bubo africanus)
Named species (Bubo bubo)
Named species (Bubo scandiacus)
Named species (Bubo virginianus)
Named species (Bubulcus ibis)
Named species (Buteo galapagoensis)
Named species (Buteo jamaicensis)
Named species (Buteo solitarius)
Named species (Calonectris borealis)
Named species (Calonectris diomedea)
Named species (Calonectris leucomelas)
Named species (Camelus dromedarius)
Named species (Canis familiaris)
Named species (Canis mesomelas)
Named species (Capra hircus)
Named species (Caracara plancus)
Named species (Carcinus maenas)
Named species (Carduelis carduelis)
Named species (Catharacta antarctica)
Named species (Catharacta skua)
Named species (Cenchrus ciliaris)
Named species (Cenchrus clandestinus)
Named species (Cenchrus echinatus)
Named species (Cenchrus setaceus)
Named species (Ceratocystis fimbriata)
Named species (Ceratocystis huliohia)
Named species (Ceratocystis lukuohia)
Named species (Cercopithecus mona)
Named species (Cervus elaphus)
Named species (Cervus elaphus_old)
Named species (Cervus nippon)
Named species (Channa striata)
Named species (Chenonetta jubata)
Named species (Chilabothrus strigilatus)
Named species (Chilabothrus subflavus)
Named species (Chloris chloris)
Named species (Chrysocyon brachyurus)
Named species (Cichla ocellaris)
Named species (Cinchona pubescens)
Named species (Cinnamomum verum)
Named species (Cinnyricinclus leucogaster)
Named species (Circus approximans)
Named species (Civettictis civetta)
Named species (Clanga pomarina)
Named species (Clarias gariepinus)
Named species (Clethra arborea)
Named species (Clidemia hirta)
Named species (Clostridium botulinum)
Named species (Coccinia grandis)
Named species (Colaptes auratus)
Named species (Coptodon zillii)
Named species (Coragyps atratus)
Named species (Corvus albus)
Named species (Corvus corax)
Named species (Corvus corone)
Named species (Corvus coronoides)
Named species (Corvus enca_old)
Named species (Corvus kubaryi)
Named species (Corvus macrorhynchos)
Named species (Corvus macrorhynchos_old)
Named species (Corvus moneduloides)
Named species (Corvus ruficollis)
Named species (Corvus splendens)
Named species (Corynebacterium amycolatum)
Named species (Cracticus nigrogularis)
Named species (Crassostrea gigas)
Named species (Crotophaga ani)
Named species (Cryptomeria japonica)
Named species (Cryptostegia grandiflora)
Named species (Ctenopharyngodon idella)
Named species (Cubophis vudii)
Named species (Culex quinquefasciatus)
Named species (Cyanoramphus auriceps)
Named species (Cyanoramphus novaezelandiae)
Named species (Cyprinus carpio)
Named species (Cytisus scoparius)
Named species (Dactylis glomerata)
Named species (Delairea odorata)
Named species (Dendrocopos major)
Named species (Dendroctonus frontalis)
Named species (Dendroctonus ponderosae)
Named species (Dicaeum australe)
Named species (Dicrurus macrocercus)
Named species (Didelphis marsupialis)
Named species (Discoplax longipes)
Named species (Diuca diuca)
Named species (Echinuria uncinata)
Named species (Eichhornia crassipes)
Named species (Elaphe carinata)
Named species (Electron platyrhynchum)
Named species (Elymus farctus)
Named species (Elymus repens)
Named species (Eolophus roseicapilla)
Named species (Equus asinus)
Named species (Equus caballus)
Named species (Erigeron annuus)
Named species (Erinaceus europaeus)
Named species (Erysipelothrix rhusiopathiae)
Named species (Eudynamys scolopaceus)
Named species (Eulemur fulvus)
Named species (Eulemur mongoz)
Named species (Euphorbia paralias)
Named species (Falco biarmicus)
Named species (Falco columbarius)
Named species (Falco peregrinus)
Named species (Felis catus)
Named species (Foudia madagascariensis)
Named species (Foudia sechellarum)
Named species (Funtumia elastica)
Named species (Gallirallus australis)
Named species (Gallus gallus ssp. domesticus)
Named species (Garrulax canorus)
Named species (Genetta genetta)
Named species (Geospiza pallida)
Named species (Geospiza parvula)
Named species (Geospiza psittacula)
Named species (Geranoaetus polyosoma)
Named species (Geranospiza caerulescens)
Named species (Glaucomys volans)
Named species (Gracula religiosa)
Named species (Gymnorhina tibicen)
Named species (Gyps fulvus)
Named species (Haliaeetus albicilla)
Named species (Haliaeetus leucocephalus)
Named species (Hedychium coronarium)
Named species (Hedychium gardnerianum)
Named species (Henicorhina leucophrys)
Named species (Herpestes auropunctatus)
Named species (Herpestes fuscus)
Named species (Herpestes javanicus)
