threatened,masscentr,rangecentr,Migration,agriculture,climate_change,invasive,resource_use
0,-0.505434917,2.30828251,3,0,1,1,0
0,0.25179112,0.92979914,1,0,1,0,0
0,1.880862612,3.88731782,2,0,0,1,0
1,-0.788227004,-2.982661519,1,1,0,0,1
0,-0.733646436,1.50334315,1,1,0,0,0
0,-0.888182101,3.0049487,3,0,1,0,1
0,-0.450014123,-0.55320034,1,1,0,0,1
0,0.211328256,1.6015531,1,1,0,0,1
0,0.190465822,-0.50838051,1,1,0,0,1
1,-0.09630008,2.60543059,1,1,0,0,1
1,1.147175167,0.1961815,1,1,1,0,1
0,-0.48541605,-1.446490197,1,1,0,0,1
0,-0.146373118,3.44343506,1,1,0,0,1
1,-1.340552359,-6.385670966,1,1,0,0,0
0,-2.282595587,3.08906563,1,1,0,0,1
1,-0.531507157,2.45426651,1,1,0,1,1
1,-0.745260968,1.55576517,1,1,0,1,0
1,-0.390925207,-2.229474098,1,0,0,0,1
1,-1.656889687,-5.308601119,1,1,0,0,1
1,-0.272049872,-5.777145959,1,1,1,1,0
1,-0.752294995,-9.422602334,1,1,0,1,0
0,-0.15281229,3.21393438,1,1,0,0,1
1,-1.014423993,-4.518799091,1,1,1,1,0
0,-0.882805744,1.44472314,1,0,0,0,1
1,1.229922772,-2.298801589,1,1,0,0,1
1,1.297293583,-2.134067943,2,1,0,1,1
1,-0.481818924,-4.598426177,1,1,0,1,1
1,-0.172382387,-1.936507966,1,1,1,0,1
1,-0.172382387,-4.28519958,1,1,0,1,1
0,0.243133057,2.04078574,1,0,0,0,1
0,0.381002852,3.25414313,1,1,0,0,1
1,-0.963742507,-2.80137512,1,0,0,0,1
1,-0.082958463,2.85166635,1,1,0,0,0
0,-1.557360092,1.51371505,1,1,1,0,0
1,-0.966653717,0.29712953,1,1,0,1,1
1,-0.084164009,-7.377875544,1,1,1,1,0
0,1.850830325,4.9201026,3,1,1,1,1
0,1.229922772,-3.187112057,1,1,1,1,1
1,-0.342915988,-3.400940773,1,1,0,0,1
0,-0.253303829,0.95184071,1,0,0,0,1
0,-2.169655176,-4.144323106,1,0,1,0,0
1,-0.429359344,1.54744963,1,1,0,0,1
1,-0.512815024,-3.040962675,1,0,0,1,1
0,-1.093957147,1.84746948,3,0,1,0,0
0,-1.263120619,-2.389524824,1,1,0,0,0
0,-0.387651881,5.48124311,3,1,1,0,1
0,1.229922772,-2.979967342,1,0,0,1,1
0,-0.943597941,-0.21505444,1,1,0,0,0
1,-0.33979586,0.30925219,1,1,0,0,1
0,-1.107290677,-5.443361398,1,0,0,0,1
0,-0.390925207,-1.341566275,1,1,0,0,1
0,-0.658054906,4.5961479,3,0,1,0,0
0,-0.935087251,1.27400937,1,1,1,1,0
1,2.022056878,3.81363958,3,1,0,1,1
0,4.115239455,1.04434134,1,1,0,1,1
1,-0.047451775,-1.334788196,2,0,0,1,1
0,1.282026111,0.47048392,1,1,0,0,1
0,-0.489026162,-0.19206166,1,1,0,0,1
0,0.374923806,6.10708491,3,1,0,0,1
1,0.577117731,-3.325286697,1,1,0,0,1
0,-0.225132952,1.05774314,1,1,0,1,1
0,1.571245463,4.31931773,3,1,1,1,1
1,-1.366304855,-7.367651812,1,0,1,1,1
0,0.518786554,1.95424429,1,0,0,0,1
0,-0.429359344,-0.817975605,1,1,0,0,1
0,0.979256432,1.56772999,1,0,0,0,1
1,-0.415822758,-2.105712921,1,1,0,0,1
1,0.824619726,-4.004804999,1,1,1,1,1
1,0.875791476,3.34884137,1,1,0,0,1
1,-0.569973438,0.68643046,2,1,0,0,0
0,-0.937916107,2.80274767,1,1,0,0,1
0,-0.434483181,-2.53060581,1,0,1,0,1
1,-0.417504845,-3.877647852,2,1,1,0,0
1,-0.030160278,-4.686403886,1,1,0,0,1
1,-0.658054906,-5.090107454,1,0,0,1,1
0,-0.788227004,4.01699428,3,0,1,0,0
1,-1.282923246,-5.382166472,1,1,1,1,1
0,-1.496116467,3.15984715,1,0,1,0,0
0,-1.834570864,-2.111858128,1,0,1,0,0
0,-1.834570864,-1.25271865,1,0,1,0,0
0,0.42690284,-1.762175844,1,0,0,0,1
1,-0.960839747,3.46851801,2,0,0,1,0
1,0.118259727,-2.345914987,1,1,0,0,1
0,-1.100601689,-4.401009919,1,0,1,0,0
0,0.221154151,-0.72275596,1,1,1,0,1
0,1.48213721,-2.090762328,1,0,0,0,1
1,-0.304597123,-1.248595881,2,1,0,0,0
1,1.600759524,-3.091683472,1,0,0,1,1
0,0.365735379,-1.95990577,1,1,0,0,1
1,0.049970338,0.85768625,1,1,0,0,1
1,-1.00529151,-7.81415747,1,0,1,1,1
1,-0.407454509,4.15214925,1,1,0,0,1
1,-0.404126719,-1.342165197,1,1,0,0,0
0,-1.263120619,0.6904266,1,1,0,0,1
0,-0.005328302,0.62688401,1,1,0,0,1
0,0.377207781,-3.684294571,1,1,0,0,1
0,-0.84080482,3.22473494,1,1,0,0,1
1,-0.66665711,-0.980402255,1,1,0,0,0
1,1.038287311,2.30811206,1,0,0,1,0
1,-0.768902731,-3.161863874,1,1,0,1,0
0,-0.21133963,-0.985007325,1,1,0,0,1
0,-0.407454509,-0.20647058,1,1,0,0,1
1,-0.366632514,-1.351292326,1,1,0,0,1
1,-2.150423814,-4.865908466,1,1,0,1,1
0,-0.740598955,3.30910536,3,0,1,0,0
0,0.531901496,-2.874528997,1,1,0,0,1
1,-0.34447971,-1.386776349,1,1,0,0,1
1,-0.24194007,-4.203427543,1,1,1,1,1
0,-0.358664345,-0.53284532,1,1,0,0,1
0,-0.374664686,0.64976678,1,1,1,0,0
0,0.84530846,-0.907655336,1,1,0,0,1
0,0.84530846,-1.779044524,1,1,0,0,1
0,0.84530846,-2.457432953,1,1,0,0,1
0,0.806468626,1.51613855,3,1,0,0,1
0,0.418181855,0.66378849,1,0,0,0,1
0,0.800510317,-2.208039493,1,1,0,0,1
1,0.349449638,-3.327431865,1,1,0,0,1
1,0.225588748,-1.620706538,1,1,0,0,1
1,0.800510317,-2.437180905,1,1,0,0,1
1,0.800510317,-2.705103734,1,1,0,0,1
1,0.349449638,-5.283216404,1,1,0,0,1
1,0.349449638,-2.417330874,1,1,0,0,1
1,0.679984479,-3.77320006,1,1,0,0,1
1,-0.018796519,-10.06968076,1,1,1,1,0
0,0.019989506,1.31197577,1,1,0,0,1
0,-0.514668593,-0.64514404,1,1,0,0,1
1,-0.802969286,-5.595256414,1,0,0,0,0
1,-0.294125823,3.16717242,1,1,0,0,0
0,-1.100601689,3.38284773,1,1,0,0,0
0,0.461045559,3.50990267,1,1,0,1,1
1,-0.184310957,-5.953614899,1,0,0,1,0
1,0.403475707,-4.697236805,1,1,0,1,0
1,0.873479337,1.48501734,1,1,0,0,1
0,-0.616120041,0.95778792,1,1,0,0,1
0,-0.384389236,2.41497292,1,0,1,0,0
0,1.803928621,1.76467413,1,0,0,0,1
0,-0.184310957,2.70991481,1,1,0,0,1
0,-1.090651358,-4.958606999,1,0,0,1,1
1,-0.60387499,-2.016497445,1,1,0,1,0
0,-0.510964885,0.73118772,1,1,1,0,0
1,-0.184310957,-3.886773664,1,1,0,0,1
1,-0.184310957,2.39837348,1,1,0,0,1
0,-0.67751498,1.62688419,1,0,1,0,0
1,0.141629827,-2.761426875,1,1,1,0,0
0,-0.373053082,3.22631167,1,1,0,0,1
0,0.161640023,0.12725526,1,1,0,0,1
1,-0.589776066,-7.625069653,1,1,1,1,1
0,0.228240097,2.42795113,1,0,1,0,0
1,-0.450014123,2.97503667,1,1,0,0,1
0,-1.741789131,-0.17743531,2,1,0,0,1
0,-0.321276813,-2.258313845,1,0,1,0,0
0,-0.282291366,-2.330269979,1,1,0,0,1
0,1.283870563,5.82416866,3,0,1,1,1
0,-0.975438546,0.73058691,1,1,0,0,1
0,-0.230703997,4.98717503,1,0,1,0,0
1,-0.357078301,-1.522574532,1,1,0,0,1
0,-0.195034921,1.61971573,1,1,0,0,1
0,-1.536526005,2.46770922,1,0,1,0,0
0,-0.432772317,3.37581404,1,1,0,0,1
1,-0.260472318,-5.593152116,1,0,1,0,1
0,-0.267692566,1.09358,1,1,0,0,1
1,-0.282291366,-0.75568426,1,1,0,0,1
1,-0.407454509,-8.531947588,1,0,1,1,0
1,-1.611427313,-8.075528686,1,0,0,1,0
1,-0.89358752,-4.39090019,1,1,0,1,0
1,1.435737134,0.8487182,1,1,0,0,1
1,0.481807551,0.64954722,1,1,0,0,1
0,2.27059457,2.09666538,1,1,0,0,1
1,0.334482836,-1.01232035,1,1,0,0,1
0,0.152161279,0.7063134,1,1,0,0,1
0,0.258663999,5.41340348,1,0,0,0,1
0,0.334482836,-1.927754041,1,1,0,0,1
0,-0.529622143,2.74065551,1,1,0,0,1
0,-0.52586274,4.22396525,3,1,0,0,0
0,-0.527740675,1.04816156,1,0,1,0,0
0,-0.246186361,1.04629384,1,1,0,0,1
0,-0.695136581,-2.86514042,1,1,0,0,1
0,-0.119772436,-1.6076176,1,1,1,0,1
1,-0.240528637,-2.610104383,1,1,0,0,1
0,-0.260472318,-0.80383619,1,0,1,0,0
1,0.995369154,-6.598185411,1,0,0,1,1
1,1.056572201,-6.051719209,2,0,0,0,1
1,-0.223745027,-7.08179913,1,1,1,0,0
1,-0.332037869,-1.397546141,3,1,1,1,1
0,-2.000363119,-1.499874437,1,1,0,0,0
0,-1.366304855,4.23354187,3,0,1,1,0
0,1.027630017,0.4449421,1,1,0,0,0
1,-0.119772436,-5.293069483,1,0,1,0,1
0,-0.119772436,-1.391552644,1,0,0,0,1
1,-0.838237425,-3.361700845,2,1,1,1,1
0,-0.828033255,2.74618771,1,0,1,0,0
0,-0.283763036,-0.62170931,1,1,1,1,0
0,-0.647405178,-0.44605225,1,1,0,0,1
0,0.291509057,4.56477518,3,1,0,1,1
0,1.584975656,-3.717497327,1,1,0,1,1
1,-0.975438546,-3.559584645,1,1,0,0,1
1,0.796518296,-0.15543681,1,0,1,0,1
0,-1.00529151,2.9123432,1,0,1,0,0
0,-1.137957476,1.59161817,1,0,1,0,0
1,0.350231193,-3.783982783,1,1,1,0,1
1,-2.03369954,-9.868579311,1,0,0,1,0
1,-0.820447883,3.26400251,2,0,1,0,0
1,-0.184310957,-2.45791337,1,1,0,0,1
1,2.027619767,-4.423229563,1,1,1,1,1
0,-0.090213634,-2.268489197,1,0,1,0,0
1,0.688376137,-6.025217006,1,1,0,0,1
0,1.058113033,6.28327875,2,0,0,0,1
0,0.146430604,3.04341233,3,0,1,0,0
0,0.481807551,-1.623175514,2,0,0,1,0
1,1.019661847,2.01703303,3,1,0,0,1
1,-0.581807896,-2.961642196,1,1,0,1,1
1,-0.172382387,-1.578929841,1,1,0,0,1
1,-0.443081686,0.82327434,2,1,0,1,1
0,-0.990253632,0.84099825,1,0,0,0,1
1,0.31363204,0.29751413,1,0,0,0,1
0,1.968690787,4.70209885,3,0,0,0,1
1,1.789770069,-0.05715817,1,1,0,0,1
0,1.327146547,-1.672836099,1,1,0,0,1
1,-0.161897363,-6.389249214,1,1,1,1,1
0,-0.080551723,-4.332925024,1,1,1,1,1
0,-0.196383539,2.66496707,1,1,0,0,1
0,2.144591444,5.79293235,3,0,1,1,0
0,-2.068185716,-0.70137506,2,0,1,0,0
1,-0.050946245,-3.082654492,1,1,0,0,1
1,1.492910206,3.11925375,1,1,0,0,1
0,-0.63059806,-1.323477659,1,1,0,0,1
1,1.946932083,-2.852473804,1,0,0,0,1
0,0.481807551,5.25457638,3,1,0,0,1
1,-0.15281229,-7.100117309,1,0,1,1,0
0,-0.382761896,2.8401287,1,1,0,0,1
1,1.161161409,0.79254952,2,1,1,1,1
0,-0.161897363,1.17263365,1,0,0,0,1
1,-0.780936571,-2.369376977,1,1,0,0,1
0,-2.282595587,2.03073051,1,0,1,0,0
1,1.572166698,1.34022993,1,1,0,0,1
0,-0.655915868,2.67231663,1,0,1,0,0
1,1.789770069,-0.34931632,1,1,0,0,1
0,3.049125019,3.27365444,1,1,0,1,1
1,-1.155409926,0.14400595,1,0,0,0,1
0,0.508836223,0.26432541,1,1,0,0,1
1,0.152161279,-0.953164235,1,1,0,0,1
1,0.734642892,-3.354751307,1,1,1,1,1
0,-0.104883824,0.18175976,1,0,0,0,1
0,0.142591828,2.76079533,1,0,1,0,0
0,-0.134886074,-0.4138911,2,1,0,0,0
1,-0.845959471,0.66274761,1,1,0,0,1
1,-0.059147815,-3.01422072,1,1,0,0,0
1,-0.312144329,2.49659288,1,1,1,0,1
0,-0.353913742,-3.395053549,1,1,1,0,1
0,-0.494465886,0.28938549,1,0,1,1,0
1,-0.996241674,-9.589656419,1,0,1,1,1
0,-0.738276074,3.15445402,1,1,0,0,1
0,-0.845959471,5.13728058,1,0,0,0,1
0,-0.184310957,-4.40943922,1,0,0,0,1
0,2.200161295,0.74303682,1,1,0,0,1
0,1.584975656,-4.507978872,1,1,0,1,1
1,-0.313660629,-6.094838723,1,1,0,1,1
1,-0.828033255,-1.157472451,3,0,0,0,1
0,-0.66665711,0.55199735,1,1,0,0,1
0,-0.975438546,-4.494647632,1,1,0,1,1
1,0.414525544,-3.177279726,1,1,0,0,1
0,0.826077098,-0.5944027,1,1,0,0,1
0,-0.363437623,4.83083227,2,0,0,0,0
0,1.110964005,4.66421011,1,1,0,0,0
0,-0.09630008,-0.67591991,1,1,0,0,0
0,0.310385284,4.75909791,1,1,0,0,1
0,-0.564108319,2.69556106,1,1,0,0,1
0,0.045742002,-1.381440231,1,1,0,0,1
0,-0.955059384,0.83225262,2,0,1,0,0
0,0.113321446,1.05135441,1,1,0,0,1
0,-0.195034921,-1.183736923,1,1,0,0,1
0,0.365735379,2.45175011,1,0,1,0,0
1,1.434417002,0.06983962,1,1,0,1,1
0,1.711007405,-7.066864634,2,0,0,1,0
1,1.711007405,-6.096353132,1,0,1,1,0
1,2.364300533,1.44062887,1,1,0,1,1
0,0.726632168,4.07644599,3,0,0,0,1
0,0.234399377,-2.689865321,1,0,0,0,1
0,2.544587076,-1.286470489,1,0,0,1,1
0,0.132929917,-1.612389528,1,1,0,0,1
0,0.277324422,1.001507,1,1,0,0,1
0,-1.263120619,-2.746628926,1,1,0,0,1
0,-0.142529423,0.92826219,1,0,0,0,1
1,-2.076996345,-2.4964759,1,1,0,0,1
0,-1.760959047,0.22542881,1,1,0,0,1
1,0.227357095,-6.948297592,1,0,1,1,1
0,-0.880128367,4.23453733,3,0,0,0,0
0,-0.350759165,-4.061170382,1,1,0,1,0
0,0.009060436,-5.99980372,1,0,0,1,0
1,0.282353771,0.65966162,1,1,0,0,1
1,0.142591828,-7.100117309,1,0,1,1,0
1,1.489915445,-1.866437715,1,1,0,0,1
1,0.991262372,-1.537946415,1,1,1,0,1
0,0.69115778,2.52765108,1,1,0,0,1
0,-0.342915988,4.50783727,2,0,1,0,0
1,-0.048615242,-6.063554682,1,1,1,0,1
0,-0.382761896,0.20793724,1,1,0,0,1
0,2.214795703,4.66523391,1,1,0,1,1
0,-0.66019853,-2.098907632,1,0,1,0,0
0,-1.187613066,3.96795286,3,0,1,1,1
0,1.055028991,0.98267758,1,0,1,0,0
1,0.071880448,-1.120783942,1,1,1,0,1
0,0.712049139,0.47893493,1,1,0,0,1
0,-0.178991796,0.29212511,1,1,1,0,1
1,0.093320779,-1.939891182,1,1,0,0,1
0,-0.001989401,-0.49935397,1,1,0,0,1
1,-0.001989401,-2.832529682,1,1,0,0,1
0,1.229922772,-3.891707151,1,0,0,0,1
1,-0.386019228,-3.30070284,1,1,0,0,1
0,-0.373053082,2.55663434,3,1,1,0,1
1,0.093320779,-3.48440508,1,1,1,1,0
1,0.293991475,3.32927965,2,1,0,1,0
0,0.25179112,-0.33733972,1,1,0,0,1
0,0.967526092,1.79821623,1,1,0,0,1
1,0.454027987,-0.33680979,2,1,0,0,1
1,0.1406669,-1.843982274,1,1,0,0,1
0,-0.035890952,-4.063222549,1,1,0,1,1
1,0.198681295,1.06816438,1,1,0,0,0
0,0.762961512,1.93446987,1,1,1,0,1
1,-0.587778063,-2.378166779,1,1,0,0,1
1,0.079078422,-7.593500864,1,0,1,1,0
0,0.103371115,-2.621476641,1,1,0,0,1
1,0.454027987,2.81484303,1,1,0,0,0
1,-0.812919617,-7.181417598,1,1,1,1,1
0,3.010709238,-0.75617916,1,1,0,0,1
0,-0.188318979,-6.349197022,1,0,0,1,0
0,-0.188318979,-8.314113422,1,0,0,1,0
1,-1.090651358,-7.299761477,1,0,0,1,1
0,0.093320779,-4.739644319,1,1,0,0,1
1,-0.785790949,2.15793737,1,1,1,0,1
0,0.080102488,-0.11006018,1,1,0,1,1
1,0.234399377,2.78331118,1,1,0,0,1
1,0.180332156,0.62955397,1,0,0,1,1
0,-0.589776066,1.047006,2,0,0,0,1
1,0.788486124,-4.266546309,1,1,0,0,1
0,1.274614095,6.68486789,3,1,1,1,1
0,0.11628734,-0.927034343,1,1,0,0,1
0,0.079078422,-6.762151939,1,0,1,1,0
0,-0.53528788,2.24434785,1,1,0,0,1
1,-0.047451775,-2.604508455,1,1,1,0,1
1,1.688721232,-2.330946927,1,0,0,0,1
0,-0.66019853,-4.674460345,1,1,0,0,1
1,2.348962486,-1.892906734,3,0,0,1,1
0,0.284024615,1.3790892,1,1,0,0,0
1,2.59210377,2.36775912,1,1,0,0,1
0,-0.402466967,-2.083503006,1,1,1,0,1
0,2.284014537,3.77561192,2,0,1,0,0
1,-0.288191088,-1.283432651,1,1,0,1,1
1,-0.822969953,-1.613065038,1,1,0,0,1
0,0.703305914,5.00558519,2,1,0,0,1
0,0.864176944,1.28323759,1,0,1,0,0
1,0.037231312,-2.748501609,1,1,0,0,1
0,2.573164127,3.48861478,2,0,1,1,0
0,-0.975438546,5.79348152,1,0,0,1,0
0,0.602933546,3.86451258,3,1,0,0,1
0,0.059419227,2.72371849,3,1,0,1,1
0,-0.11602945,1.5255507,1,1,0,0,1
0,0.304677972,1.91492767,1,0,0,1,1
1,0.123173742,-2.167039098,1,1,0,0,1
1,-1.34479865,-9.455392157,2,0,1,1,0
1,0.018901958,-0.30968029,1,1,0,0,1
1,1.627251139,-3.770243762,1,1,0,1,1
0,0.130013046,5.35737386,1,1,1,1,1
1,-0.382761896,0.35644601,1,1,0,0,1
0,0.2166998,4.72360038,2,1,1,1,0
0,0.2714247,-1.565682297,1,1,0,0,1
0,0.067743937,0.38706947,1,1,0,0,1
0,0.046800763,-0.12528166,1,0,1,0,0
0,-1.17676305,1.82952313,3,0,1,0,0
1,0.25179112,-1.183727745,1,1,1,0,1
0,-1.087356463,1.85140683,1,0,1,0,0
0,-0.246186361,2.58841361,1,0,1,0,0
1,0.234399377,0.72865921,1,1,0,0,0
1,0.189548811,0.27861215,1,1,0,0,1
0,-0.764129453,3.23531346,1,0,0,0,0
1,0.481807551,-4.384152352,1,1,0,0,1
0,0.189548811,3.59173718,3,0,0,0,0
0,0.682229149,-4.736000827,1,0,0,0,0
0,-0.757011985,5.60474975,2,0,0,1,1
0,-0.151521135,4.52360863,3,0,1,0,0
0,-0.151521135,5.02694093,3,1,0,1,1
0,-1.491178185,2.26476109,1,0,1,0,0
0,1.051160514,-2.114804397,1,0,0,0,1
0,-0.151521135,-2.938482451,1,1,0,0,1
1,0.792510274,0.96525775,1,1,0,0,1
0,2.413428223,2.24457248,1,1,0,0,1
0,1.253943143,2.6809507,2,1,0,1,0
0,0.100366606,-0.20922737,1,1,0,0,1
1,0.2166998,-1.299726691,1,0,0,1,1
0,0.152161279,-3.626438998,1,0,0,1,1
0,0.708779381,6.8917175,3,1,0,1,1
0,1.398098283,0.02198459,1,1,1,1,1
0,2.413924378,5.13647407,2,0,0,1,0
0,0.518786554,4.27977479,3,0,1,0,0
1,-0.374664686,-3.668730764,1,1,0,0,1
0,0.309571946,-1.382988792,1,0,1,0,0
0,0.285692672,-1.091153523,1,0,1,1,1
0,-0.132351219,-0.79872469,1,1,0,1,1
0,1.915913123,6.29752688,3,0,0,1,1
0,0.771200488,4.98643793,1,0,0,0,1
1,0.365735379,-9.337039483,1,0,0,1,1
0,0.044682119,3.61992517,2,1,0,0,0
0,0.693377537,2.25789104,1,1,0,0,1
1,-0.901750831,0.71974932,1,1,1,1,1
0,0.308757945,-0.878789924,1,1,0,0,1
0,0.023245071,1.916183,1,1,0,0,1
0,0.285692672,2.74295281,1,1,1,0,0
0,0.154064229,5.10530325,2,0,0,0,1
0,0.419640644,6.16022223,2,0,0,1,1
0,-1.877130479,4.99244174,3,0,1,0,0
1,-0.512815024,-3.350118271,1,1,1,1,0
1,0.982167642,-1.778326695,1,1,0,0,0
0,0.198681295,-3.484418166,1,1,1,0,1
0,0.161640023,-0.63316523,1,1,0,0,1
0,-0.952181684,2.26683841,2,0,0,0,0
0,-0.236306253,1.36628545,1,0,1,0,0
0,1.09699319,5.03372176,2,0,1,0,0
0,0.354129833,2.69456836,1,1,0,0,1
0,2.732666667,3.06643495,1,1,0,0,1
0,1.991349442,0.10357377,1,0,1,0,0
0,2.41134168,5.4781479,3,0,1,0,1
0,0.402734692,3.8062853,3,0,1,0,0
0,0.277324422,-1.485332216,1,0,1,0,1
1,-0.052113788,1.53204646,1,1,0,0,1
0,1.909362166,5.48323344,3,0,1,0,0
0,0.030800422,-4.697236805,1,0,1,0,0
1,0.962032734,-1.309893838,1,1,0,0,1
0,0.548056936,-0.03428565,1,1,0,0,1
1,0.970471603,3.09891565,1,1,0,0,1
0,0.502147235,1.11986643,1,1,0,0,1
1,0.21222552,0.25571262,1,1,0,0,1
1,2.13033445,-2.621476641,2,1,0,1,1
0,-2.570277659,3.04202637,1,0,1,0,0
0,1.162896015,0.53527435,1,1,0,0,1
0,-0.455245173,2.08130347,3,0,1,0,0
0,0.997007156,-2.981774527,1,1,0,0,1
0,0.086224956,3.10234805,1,1,0,0,1
1,0.776315588,-2.236035475,1,1,0,0,1
0,0.788486124,-1.111967054,1,1,0,0,1
1,1.732611655,1.69874122,1,1,0,0,1
1,1.150690109,-4.575021314,1,1,0,0,1
0,2.07341623,6.5104139,1,0,0,1,1
0,0.018901958,3.24673634,1,1,0,0,1
1,0.243133057,-3.304248285,1,0,0,1,1
0,0.258663999,-0.915606869,1,1,0,0,1
1,0.002445196,-5.00702574,1,1,1,1,1
1,0.548056936,-2.167039098,1,1,0,0,1
0,0.285692672,-3.930593227,1,0,1,0,0
1,1.234773226,-3.37143024,1,1,0,1,1
0,1.535116739,1.09213111,2,0,0,1,1
0,0.651492523,2.96554169,3,0,1,0,0
1,2.21115713,5.80921355,1,1,1,1,1
1,0.268885553,-3.850438867,1,1,0,0,1
0,0.488633516,0.39020468,1,1,0,0,1
0,0.439843352,4.2426152,1,1,0,0,1
0,2.484490086,1.25465173,1,0,0,1,1
0,1.943603238,1.10734182,1,0,1,0,0
0,0.396040729,3.63878411,1,1,0,0,0
1,2.23564227,-10.39765838,1,0,1,1,1
1,1.558958303,-5.039583636,1,1,1,0,1
0,0.06254912,-3.179679311,1,0,1,0,0
0,0.182182295,4.34212127,3,0,1,0,0
0,-0.267692566,3.09738399,1,1,0,0,1
1,-0.616120041,-7.040852949,1,0,0,1,0
0,-0.550555352,1.33451945,1,0,1,0,0
0,0.141629827,-4.17114771,1,0,0,0,1
0,-0.292638834,1.16106525,1,0,0,0,1
0,0.268885553,2.62979291,1,1,0,0,1
0,0.598067357,0.71731393,1,1,0,0,1
0,1.905245918,5.88354717,2,1,0,1,1
0,0.204121018,-3.786236519,1,0,0,1,1
1,-0.75937885,-5.717051213,1,1,1,1,0
1,-1.315446438,-10.37811378,1,1,1,1,0
0,-0.103653054,1.86238024,3,0,1,0,0
1,0.974664481,0.81926091,2,1,0,0,1
1,2.616217133,1.804094,3,0,0,0,1
1,1.627251139,0.02832207,1,1,0,0,1
0,0.384783574,0.81186856,1,1,0,0,1
0,0.757777467,1.65078337,1,1,0,0,1
1,-0.113541887,-9.275209638,1,0,1,1,0
0,0.381002852,3.60467462,3,0,0,0,0
0,-0.151521135,-4.942421609,1,1,1,0,1
1,0.997007156,-1.413733348,1,1,0,1,1
0,1.752029741,-1.878068059,1,1,0,0,1
0,1.241204117,3.81673277,2,0,0,0,1
0,-0.342915988,4.54972929,3,1,0,0,0
1,1.08918791,0.29556204,1,1,0,0,1
0,0.243133057,0.41364608,1,1,0,0,1
0,1.463578141,2.1733256,1,0,1,0,0
0,0.454027987,0.76239627,1,1,0,0,1
1,0.864176944,-0.54772637,1,1,0,1,1
0,0.481807551,2.57933171,1,1,0,0,1
0,0.018901958,2.39282221,3,1,0,0,0
0,0.071880448,2.98829961,1,1,0,0,1
0,-0.783360815,1.78968339,1,0,1,0,0
1,1.132990532,3.09273311,1,1,0,0,1
1,-0.386019228,-0.39012588,1,1,1,0,0
0,0.530597715,-0.26779749,1,0,0,0,1
0,2.629099759,5.07030967,2,1,0,0,1
0,1.48213721,5.56701923,1,1,0,0,0
1,0.260374864,-0.70123343,1,1,0,0,1
0,-0.123529485,3.85885719,3,0,1,0,0
1,0.326514666,-4.112788036,1,0,0,1,1
0,0.508836223,0.37151696,1,1,0,0,1
1,0.403475707,-0.57814936,1,1,0,0,1
0,0.497438178,-1.319163599,1,1,0,0,1
1,1.614093054,5.78483633,3,1,1,1,1
1,0.518786554,2.87864368,1,1,0,0,1
1,-0.768902731,0.63022281,1,1,0,1,1
1,2.768444223,1.09309245,1,1,0,0,1
0,-0.673157675,-4.692407681,1,0,1,0,0
1,1.623321861,4.67935967,2,1,0,1,1
0,-0.63059806,6.25135331,3,0,0,0,0
0,2.124918678,3.93640332,2,1,0,0,1
0,-0.722165254,-0.47517025,1,0,1,0,0
0,-1.213397183,2.96989839,3,1,1,0,0
1,-2.199213978,-2.651047728,1,0,0,0,1
1,-2.271784671,-4.626360728,1,1,0,1,0
0,0.750474357,4.64985724,3,0,0,0,1
0,0.2815173,0.94537679,1,0,1,0,0
0,1.027630017,1.89189458,1,1,0,0,0
1,1.019661847,-4.080078137,1,0,0,1,0
1,0.030800422,-7.049602717,1,0,0,1,0
0,-1.552110736,-0.09604729,1,0,1,0,0
0,0.665270009,-1.093325078,1,1,0,0,1
0,0.796518296,2.46450311,1,1,0,0,1
0,-0.90998133,-0.57108988,1,0,1,0,0
0,-0.90998133,0.8039209,1,0,1,0,0
0,0.864176944,4.19149854,3,0,1,0,0
1,-1.929186841,-5.274634687,1,1,0,1,1
1,2.01143104,3.80682521,1,1,0,1,1
0,2.54571815,0.71456856,2,1,1,1,1
0,-1.452526031,3.54993017,3,0,1,1,1
1,1.489665476,-3.697113403,1,1,1,1,1
1,1.019661847,-1.947683784,1,1,0,0,1
0,-0.848546795,1.66069328,1,1,0,1,0
1,-2.527718045,-2.982661519,1,1,0,0,1
1,0.903128031,-1.601019901,1,1,0,1,1
0,-0.417504845,1.69110842,2,1,1,1,0
1,-0.531507157,-6.655300516,1,0,0,1,0
1,-0.260472318,0.42837936,1,1,0,1,1
1,0.198681295,-0.23134715,1,1,1,0,1
0,0.093320779,-0.89796693,1,0,1,0,1
1,-0.869489968,-5.91413559,1,1,1,1,0
1,0.747853124,-0.71599699,1,1,0,1,1
0,2.057816166,3.17105106,1,0,0,0,1
1,-0.303094493,-2.788229866,1,1,1,0,1
0,1.963567746,0.18122935,1,1,0,0,1
0,-1.35334571,1.85095229,1,0,1,0,0
0,-0.134886074,5.45213191,3,0,1,0,1
1,2.273338683,-2.73746345,1,0,0,1,1
1,1.732611655,1.30188369,1,1,0,0,1
1,0.771713177,-3.854144185,1,1,0,1,1
0,0.916077531,-2.425541785,1,1,0,1,1
0,1.364952232,-0.38693916,1,1,0,0,1
0,0.454027987,-4.114469771,1,1,1,1,1
1,0.515480766,2.02998856,3,0,0,1,1
0,-0.66665711,0.62841441,1,1,0,0,1
1,0.508836223,-0.948159173,1,1,0,0,1
