"","x"
"917","Yellow-eyed Penguin"
"918","Little Penguin"
"919","African Penguin"
"920","Magellanic Penguin"
"921","Humboldt Penguin"
"922","Galapagos Penguin"
"923","Wilson's Storm-petrel"
"924","White-vented Storm-petrel"
"925","Pincoya Storm-petrel"
"926","Grey-backed Storm-petrel"
"927","White-faced Storm-petrel"
"928","White-bellied Storm-petrel"
"929","Black-bellied Storm-petrel"
"930","New Zealand Storm-petrel"
"931","Polynesian Storm-petrel"
"932","European Storm-petrel"
"933","Cape Verde Storm-petrel"
"934","Band-rumped Storm-petrel"
"935","Monteiro's Storm-petrel"
"936","Matsudaira's Storm-petrel"
"937","Black Storm-petrel"
"938","Ashy Storm-petrel"
"939","Least Storm-petrel"
"940","Wedge-rumped Storm-petrel"
"941","Townsend's Storm-petrel"
"942","Ainley's Storm-petrel"
"943","Leach's Storm-petrel"
"944","Swinhoe's Storm-petrel"
"945","Guadalupe Storm-petrel"
"946","Tristram's Storm-petrel"
"947","Markham's Storm-petrel"
"948","Fork-tailed Storm-petrel"
"949","Ringed Storm-petrel"
"950","Northern Royal Albatross"
"951","Southern Royal Albatross"
"952","Wandering Albatross"
"953","Antipodean Albatross"
"954","Amsterdam Albatross"
"955","Tristan Albatross"
"956","Sooty Albatross"
"957","Light-mantled Albatross"
"958","Waved Albatross"
"959","Black-footed Albatross"
"960","Laysan Albatross"
"961","Short-tailed Albatross"
"962","Atlantic Yellow-nosed Albatross"
"963","Indian Yellow-nosed Albatross"
"964","Grey-headed Albatross"
"965","Black-browed Albatross"
"966","Campbell Albatross"
"967","Buller's Albatross"
"968","Shy Albatross"
"969","White-capped Albatross"
"970","Chatham Albatross"
"971","Salvin's Albatross"
"972","Northern Giant Petrel"
"973","Southern Giant Petrel"
"974","Northern Fulmar"
"975","Southern Fulmar"
"976","Antarctic Petrel"
"977","Cape Petrel"
"978","Snow Petrel"
"979","Blue Petrel"
"980","Broad-billed Prion"
"981","Salvin's Prion"
"982","MacGillivray's Prion"
"983","Antarctic Prion"
"984","Slender-billed Prion"
"985","Fairy Prion"
"986","Fulmar Prion"
"987","Kerguelen Petrel"
"988","White-winged Petrel"
"989","Collared Petrel"
"990","Masatierra Petrel"
"991","Stejneger's Petrel"
"992","Cook's Petrel"
"993","Pycroft's Petrel"
"994","Bonin Petrel"
"995","Black-winged Petrel"
"996","Chatham Petrel"
"997","Murphy's Petrel"
"998","Providence Petrel"
"999","Kermadec Petrel"
"1000","Trindade Petrel"
