cur_alternate_com_name,sci_name
Todirostre de Zimmer,Hemitriccus minimus
Todirostre a gorge noire,Hemitriccus granadensis
Todirostre du Perou,Hemitriccus cinnamomeipectus
Todirostre de Miranda,Hemitriccus mirandae
Todirostre de Kaempfer,Hemitriccus kaempferi
Todirostre a gorge fauve,Hemitriccus rufigularis
Todirostre a queue fourchue,Hemitriccus furcatus
Hemitriccus sp.,Hemitriccus sp.
Todirostre bariole,Poecilotriccus ruficeps
Todirostre de Lulu,Poecilotriccus luluae
Todirostre a face blanche,Poecilotriccus albifacies
Todirostre noir et blanc,Poecilotriccus capitalis
Todirostre a joues rousses,Poecilotriccus senex
Todirostre roussatre,Poecilotriccus russatus
Todirostre gorgeret,Poecilotriccus plumbeiceps
Todirostre a front gris,Poecilotriccus fumifrons
Todirostre a front roux,Poecilotriccus latirostris
Todirostre de Desmarest,Poecilotriccus sylvia
Todirostre a ailes d'or,Poecilotriccus calopterus
Todirostre a dos noir,Poecilotriccus pulchellus
Poecilotriccus sp.,Poecilotriccus sp.
Tyranneau d'Andre,Taeniotriccus andrei
Todirostre tachete,Todirostrum maculatum
Todirostre a tete grise,Todirostrum poliocephalum
Todirostre familier,Todirostrum cinereum
Todirostre familier (groupe cinereum),Todirostrum cinereum [cinereum Group]
Todirostre familier (sclateri),Todirostrum cinereum sclateri
Todirostre du Maracaibo,Todirostrum viridanum
Todirostre a tete noire,Todirostrum nigriceps
Todirostre peint,Todirostrum pictum
Todirostre bride,Todirostrum chrysocrotaphum
Todirostrum sp.,Todirostrum sp.
Tyranneau brun,Cnipodectes subbrunneus
Tyranneau roux,Cnipodectes superrufus
Tyranneau a bec court,Rhynchocyclus brevirostris
Tyranneau olivatre,Rhynchocyclus olivaceus
Tyranneau olivatre (groupe aequinoctialis),Rhynchocyclus olivaceus [aequinoctialis Group]
Tyranneau olivatre (groupe olivaceus),Rhynchocyclus olivaceus [olivaceus Group]
Tyranneau de Colombie,Rhynchocyclus pacificus
Tyranneau a poitrine fauve,Rhynchocyclus fulvipectus
Rhynchocyclus sp.,Rhynchocyclus sp.
Tyranneau jaune-olive,Tolmomyias sulphurescens
Tyranneau jaune-olive (cinereiceps),Tolmomyias sulphurescens cinereiceps
Tyranneau jaune-olive (flavoolivaceus),Tolmomyias sulphurescens flavoolivaceus
Tyranneau jaune-olive (asemus),Tolmomyias sulphurescens asemus
Tyranneau jaune-olive (confusus),Tolmomyias sulphurescens confusus
Tyranneau jaune-olive (exortivus),Tolmomyias sulphurescens exortivus
Tyranneau jaune-olive (berlepschi),Tolmomyias sulphurescens berlepschi
Tyranneau jaune-olive (cherriei/duidae),Tolmomyias sulphurescens cherriei/duidae
Tyranneau jaune-olive (aequatorialis),Tolmomyias sulphurescens aequatorialis
Tyranneau jaune-olive (peruvianus),Tolmomyias sulphurescens peruvianus
Tyranneau jaune-olive (insignis),Tolmomyias sulphurescens insignis
Tyranneau jaune-olive (mixtus),Tolmomyias sulphurescens mixtus
Tyranneau jaune-olive (inornatus),Tolmomyias sulphurescens inornatus
Tyranneau jaune-olive (pallescens),Tolmomyias sulphurescens pallescens
Tyranneau jaune-olive (grisescens),Tolmomyias sulphurescens grisescens
Tyranneau jaune-olive (sulphurescens),Tolmomyias sulphurescens sulphurescens
Tyranneau de Traylor,Tolmomyias traylori
Tyranneau a miroir,Tolmomyias assimilis
Tyranneau a miroir (flavotectus),Tolmomyias assimilis flavotectus
Tyranneau a miroir (neglectus),Tolmomyias assimilis neglectus
Tyranneau a miroir (examinatus),Tolmomyias assimilis examinatus
Tyranneau a miroir (obscuriceps),Tolmomyias assimilis obscuriceps
Tyranneau a miroir (groupe assimilis),Tolmomyias assimilis [assimilis Group]
Tyranneau a miroir (sucunduri),Tolmomyias assimilis sucunduri
Tyranneau a miroir (paraensis),Tolmomyias assimilis paraensis
Tyranneau poliocephale,Tolmomyias poliocephalus
Tyranneau a poitrine jaune,Tolmomyias flaviventris
Tyranneau a poitrine jaune (groupe viridiceps),Tolmomyias flaviventris [viridiceps Group]
Tyranneau a poitrine jaune (groupe flaviventris),Tolmomyias flaviventris [flaviventris Group]
Tolmomyias sp.,Tolmomyias sp.
Moucherolle cannelle,Pyrrhomyias cinnamomeus
Moucherolle cannelle (assimilis),Pyrrhomyias cinnamomeus assimilis
Moucherolle cannelle (groupe vieillotioides),Pyrrhomyias cinnamomeus [vieillotioides Group]
Moucherolle cannelle (cinnamomeus/pyrrhopterus),Pyrrhomyias cinnamomeus cinnamomeus/pyrrhopterus
Moucherolle hirondelle,Hirundinea ferruginea
Moucherolle hirondelle (ferruginea/sclateri),Hirundinea ferruginea ferruginea/sclateri
Moucherolle hirondelle (bellicosa/pallidior),Hirundinea ferruginea bellicosa/pallidior
Moucherolle orne,Myiotriccus ornatus
Moucherolle orne (ornatus/stellatus),Myiotriccus ornatus ornatus/stellatus
Moucherolle orne (phoenicurus/aureiventris),Myiotriccus ornatus phoenicurus/aureiventris
Moucherolle superbe,Nephelomyias pulcher
Moucherolle de Linton,Nephelomyias lintoni
Moucherolle a poitrine ocre,Nephelomyias ochraceiventris
Tyranneau a ventre jaune,Ornithion semiflavum
Tyranneau a tete brune,Ornithion brunneicapillus
Tyranneau minute,Ornithion inerme
Tyranneau imberbe,Camptostoma imberbe
Tyranneau passegris,Camptostoma obsoletum
Tyranneau passegris (groupe pusillum),Camptostoma obsoletum [pusillum Group]
Tyranneau passegris (groupe obsoletum),Camptostoma obsoletum [obsoletum Group]
Tyranneau suiriri,Suiriri suiriri
Tyranneau a queue blanche,Mecocerculus poecilocercus
Tyranneau de Hellmayr,Mecocerculus hellmayri
Tyranneau a sourcils blancs,Mecocerculus stictopterus
Tyranneau a gorge blanche,Mecocerculus leucophrys
Tyranneau a ailes rousses,Mecocerculus calopterus
Tyranneau soufre,Mecocerculus minor
Taurillon a cimier noir,Anairetes nigrocristatus
Taurillon roitelet,Anairetes reguloides
Taurillon gris,Anairetes alpinus
Taurillon a bec jaune,Anairetes flavirostris
Taurillon mesange,Anairetes parulus
Taurillon de Juan Fernandez,Anairetes fernandezianus
Anairetes sp.,Anairetes sp.
Taurillon agile,Uromyias agilis
Taurillon uni,Uromyias agraphia
Tyranneau souris,Phaeomyias murina
Tyranneau souris (incomta/eremonoma),Phaeomyias murina incomta/eremonoma
Tyranneau souris (murina/wagae),Phaeomyias murina murina/wagae
Tyranneau souris (tumbezana/inflava),Phaeomyias murina tumbezana/inflava
Tyranneau souris (maranonica),Phaeomyias murina maranonica
Tyranneau de Cocos,Nesotriccus ridgwayi
Tyranneau flaveole,Capsiempis flaveola
Tyranneau barbu,Polystictus pectoralis
Tyranneau bride,Polystictus superciliaris
Tyranneau a queue aiguë,Culicivora caudacuta
Doradite de Sclater,Pseudocolopteryx sclateri
Doradite a ailes pointues,Pseudocolopteryx acutipennis
Doradite de Dinelli,Pseudocolopteryx dinelliana
Doradite babillarde,Pseudocolopteryx flaviventris
Doradite de Landbeck,Pseudocolopteryx citreola
Doradite babillarde ou D. de Landbeck,Pseudocolopteryx flaviventris/citreola
Pseudocolopteryx sp.,Pseudocolopteryx sp.
Tyranneau roitelet,Tyrannulus elatus
elenie de Gaimard,Myiopagis gaimardii
elenie grise,Myiopagis caniceps
elenie grise (parambae/absita),Myiopagis caniceps parambae/absita
elenie grise (cinerea),Myiopagis caniceps cinerea
elenie grise (caniceps),Myiopagis caniceps caniceps
elenie d'avant-monts,Myiopagis olallai
elenie d'avant-monts (incognita),Myiopagis olallai incognita
elenie d'avant-monts (coopmansi),Myiopagis olallai coopmansi
elenie d'avant-monts (olallai),Myiopagis olallai olallai
elenie striee,Myiopagis subplacens
elenie a couronne d'or,Myiopagis flavivertex
elenie de Jamaique,Myiopagis cotta
elenie verdatre,Myiopagis viridicata
elenie verdatre (minima/jaliscensis),Myiopagis viridicata minima/jaliscensis
elenie verdatre (groupe viridicata),Myiopagis viridicata [viridicata Group]
Myiopagis sp.,Myiopagis sp.
elenie huppee,Elaenia cristata
elenie tete-de-feu,Elaenia ruficeps
elenie bruyante,Elaenia strepera
elenie ecaillee,Elaenia gigas
elenie sordide,Elaenia sordida
elenie de Day,Elaenia dayi
elenie obscure,Elaenia obscura
elenie a ventre jaune,Elaenia flavogaster
elenie a bec court,Elaenia parvirostris
elenie brune,Elaenia pelzelni
elenie remarquable,Elaenia spectabilis
elenie de Noronha,Elaenia ridleyana
elenie olivatre,Elaenia mesoleuca
elenie menue,Elaenia chiriquensis
elenie de Berlepsch,Elaenia brachyptera
elenie a cimier blanc,Elaenia albiceps
elenie a cimier blanc (groupe albiceps),Elaenia albiceps [albiceps Group]
elenie a cimier blanc (chilensis),Elaenia albiceps chilensis
elenie a cimier blanc (modesta),Elaenia albiceps modesta
elenie a cimier blanc ou e. a bec court,Elaenia parvirostris/albiceps
elenie de Pallantanga,Elaenia pallatangae
elenie montagnarde,Elaenia frantzii
elenie des tepuis,Elaenia olivina
elenie siffleuse,Elaenia martinica
elenie siffleuse (groupe martinica),Elaenia martinica [martinica Group]
elenie siffleuse (groupe cinerascens),Elaenia martinica [cinerascens Group]
elenie sara,Elaenia fallax
elenie sara (fallax),Elaenia fallax fallax
elenie sara (cherriei),Elaenia fallax cherriei
Elaenia sp.,Elaenia sp.
Tyranneau des torrents,Serpophaga cinerea
Tyranneau des rivieres,Serpophaga hypoleuca
Tyranneau noiratre,Serpophaga nigricans
Tyranneau a toupet,Serpophaga subcristata
Tyranneau a ventre blanc,Serpophaga munda
Tyranneau a toupet ou T. a ventre blanc,Serpophaga subcristata/munda
Tyranneau de Straneck,Serpophaga griseicapilla
Tyranneau a toupet ou T. de Straneck,Serpophaga subcristata/griseicapilla
Serpophaga sp.,Serpophaga sp.
Tyranneau pattu,Phyllomyias burmeisteri
Tyranneau pattu (zeledoni),Phyllomyias burmeisteri zeledoni
Tyranneau pattu (groupe leucogonys),Phyllomyias burmeisteri [leucogonys Group]
Tyranneau pattu (burmeisteri),Phyllomyias burmeisteri burmeisteri
Tyranneau verdin,Phyllomyias virescens
Tyranneau de Reiser,Phyllomyias reiseri
Tyranneau d'Urich,Phyllomyias urichi
Tyranneau de Sclater,Phyllomyias sclateri
Tyranneau fascie,Phyllomyias fasciatus
Tyranneau de Weeden,Phyllomyias weedeni
Tyranneau nain,Phyllomyias griseiceps
Tyranneau nain (griseiceps),Phyllomyias griseiceps griseiceps
Tyranneau nain (cristatus),Phyllomyias griseiceps cristatus
Tyranneau nain (caucae),Phyllomyias griseiceps caucae
Tyranneau nain (pallidiceps),Phyllomyias griseiceps pallidiceps
Tyranneau a tete noire,Phyllomyias nigrocapillus
Tyranneau a tete cendree,Phyllomyias cinereiceps
Tyranneau a croupion fauve,Phyllomyias uropygialis
Tyranneau plombe,Phyllomyias plumbeiceps
Tyranneau a tete grise,Phyllomyias griseocapilla
Phyllomyias sp.,Phyllomyias sp.
Tyranneau a bec rouge,Zimmerius cinereicapilla
Tyranneau de Villarejo,Zimmerius villarejoi
Tyranneau de Mendes,Zimmerius chicomendesi
Tyranneau vif,Zimmerius acer
Tyranneau gobemoucheron,Zimmerius vilissimus
Tyranneau menu,Zimmerius parvus
Tyranneau gobemoucheron ou T. menu,Zimmerius vilissimus/parvus
Tyranneau du Choco,Zimmerius albigularis
Tyranneau trompeur,Zimmerius improbus
Tyranneau a face d'or,Zimmerius chrysops
Tyranneau a face d'or (minimus/cumanensis),Zimmerius chrysops minimus/cumanensis
Tyranneau a face d'or (chrysops),Zimmerius chrysops chrysops
Tyranneau a face jaune,Zimmerius viridiflavus
Tyranneau a face jaune (flavidifrons),Zimmerius viridiflavus flavidifrons
"Tyranneau a face jaune (Amazonas, forme non decrite)",Zimmerius viridiflavus [undescribed form]
Tyranneau a face jaune (viridiflavus),Zimmerius viridiflavus viridiflavus
Tyranneau de Bolivie,Zimmerius bolivianus
Tyranneau de Peters,Zimmerius petersi
Tyranneau a petits pieds,Zimmerius gracilipes
Zimmerius sp.,Zimmerius sp.
Tyranneau a front fauve,Euscarthmus fulviceps
Tyranneau a calotte fauve,Euscarthmus meloryphus
Tyranneau a flancs roux,Euscarthmus rufomarginatus
Tyranneau gris et blanc,Pseudelaenia leucospodia
Calandrite du Napo,Stigmatura napensis
Calandrite du Napo (napensis),Stigmatura napensis napensis
Calandrite du Napo (bahiae),Stigmatura napensis bahiae
"Calandrite (d'Orinoco, forme non decrite)",Stigmatura [undescribed form]
Calandrite bergeronnette,Stigmatura budytoides
Calandrite bergeronnette (groupe budytoides),Stigmatura budytoides [budytoides Group]
Calandrite bergeronnette (gracilis),Stigmatura budytoides gracilis
Tyranneau a bec fin,Inezia tenuirostris
Tyranneau terne,Inezia inornata
Tyranneau givre,Inezia subflava
Tyranneau frange,Inezia caudata
Moucherolle flavescent,Myiophobus flavicans
Moucherolle a cimier orange,Myiophobus phoenicomitra
Moucherolle simple,Myiophobus inornatus
Moucherolle du Roraima,Myiophobus roraimae
Moucherolle a poitrine olive,Myiophobus cryptoxanthus
Moucherolle fascie,Myiophobus fasciatus
Moucherolle fascie (groupe fasciatus),Myiophobus fasciatus [fasciatus Group]
Moucherolle fascie (crypterythrus),Myiophobus fasciatus crypterythrus
Moucherolle fascie (rufescens),Myiophobus fasciatus rufescens
Myiophobus sp.,Myiophobus sp.
Moucherolle d'Euler,Lathrotriccus euleri
Moucherolle d'Euler (groupe flaviventris),Lathrotriccus euleri [flaviventris Group]
Moucherolle d'Euler (euleri/argentinus),Lathrotriccus euleri euleri/argentinus
Moucherolle a poitrine grise,Lathrotriccus griseipectus
Moucherolle a poitrine fauve,Aphanotriccus capitalis
Moucherolle a bec noir,Aphanotriccus audax
Moucherolle ceinture,Xenotriccus callizonus
Moucherolle azteque,Xenotriccus mexicanus
Moucherolle huppe,Mitrephanes phaeocercus
Moucherolle huppe (phaeocercus/tenuirostris),Mitrephanes phaeocercus phaeocercus/tenuirostris
Moucherolle huppe (aurantiiventris),Mitrephanes phaeocercus aurantiiventris
Moucherolle huppe (berlepschi),Mitrephanes phaeocercus berlepschi
Moucherolle olive,Mitrephanes olivaceus
Moucherolle a côtes olive,Contopus cooperi
Moucherolle de Coues,Contopus pertinax
Moucherolle de Coues (pertinax),Contopus pertinax pertinax
Moucherolle de Coues (minor),Contopus pertinax minor
Moucherolle ombre,Contopus lugubris
Moucherolle bistre,Contopus fumigatus
Moucherolle ocre,Contopus ochraceus
Pioui de l'Ouest,Contopus sordidulus
Pioui de l'Est,Contopus virens
Hybride Pioui de l'Ouest x P. de l'Est,Contopus sordidulus x virens
Pioui de l'Ouest ou P. de l'Est,Contopus sordidulus/virens
Moucherolle cendre,Contopus cinereus
Moucherolle cendre (groupe brachytarsus),Contopus cinereus [brachytarsus Group]
Moucherolle cendre (groupe cinereus),Contopus cinereus [cinereus Group]
Moucherolle cendre (punensis),Contopus cinereus punensis
Moucherolle tete-fou,Contopus caribaeus
Moucherolle de Jamaique,Contopus pallidus
Moucherolle d'Hispaniola,Contopus hispaniolensis
Moucherolle gobemouche,Contopus latirostris
Moucherolle gobemouche (brunneicapillus),Contopus latirostris brunneicapillus
Moucherolle gobemouche (blancoi),Contopus latirostris blancoi
Moucherolle gobemouche (latirostris),Contopus latirostris latirostris
Moucherolle a bavette blanche,Contopus albogularis
Moucherolle noiratre,Contopus nigrescens
Contopus sp.,Contopus sp.
Moucherolle fuligineux,Cnemotriccus fuscatus
Moucherolle fuligineux (duidae),Cnemotriccus fuscatus duidae
Moucherolle fuligineux (groupe fuscatus),Cnemotriccus fuscatus [fuscatus Group]
Moucherolle a ventre jaune,Empidonax flaviventris
Moucherolle vert,Empidonax virescens
Moucherolle des aulnes,Empidonax alnorum
Moucherolle des saules,Empidonax traillii
Moucherolle des saules (traillii),Empidonax traillii traillii
Moucherolle des saules (brewsteri/adastus),Empidonax traillii brewsteri/adastus
Moucherolle des saules (extimus),Empidonax traillii extimus
Moucherolle des aulnes ou M. des saules,Empidonax alnorum/traillii
Moucherolle a gorge blanche,Empidonax albigularis
Moucherolle tchebec,Empidonax minimus
Moucherolle de Hammond,Empidonax hammondii
Moucherolle gris,Empidonax wrightii
Moucherolle sombre,Empidonax oberholseri
Moucherolle gris ou M. sombre,Empidonax wrightii/oberholseri
Moucherolle de Hammond ou M. sombre,Empidonax hammondii/oberholseri
Moucherolle des pins,Empidonax affinis
Moucherolle côtier,Empidonax difficilis
Moucherolle des ravins,Empidonax occidentalis
Hybride Moucherolle côtier x M. des ravins,Empidonax difficilis x occidentalis
Moucherolle côtier ou M. des ravins,Empidonax difficilis/occidentalis
Moucherolle jaunatre,Empidonax flavescens
Moucherolle beige,Empidonax fulvifrons
Moucherolle a tete noire,Empidonax atriceps
Empidonax sp.,Empidonax sp.
Moucherolle noir,Sayornis nigricans
Moucherolle noir (groupe nigricans),Sayornis nigricans [nigricans Group]
Moucherolle noir (latirostris/angustirostris),Sayornis nigricans latirostris/angustirostris
Moucherolle phebi,Sayornis phoebe
Hybride Moucherolle noir x M. phebi,Sayornis nigricans x phoebe
Moucherolle a ventre roux,Sayornis saya
Hybride Moucherolle noir x M. a ventre roux,Sayornis nigricans x saya
Sayornis sp.,Sayornis sp.
Moucherolle des Isler,Guyramemua affine
Tyranneau suiriri ou Moucherolle des Isler,Suiriri suiriri/Guyramemua affine
Moucherolle des paletuviers,Sublegatus arenarum
Moucherolle de Todd,Sublegatus obscurior
Moucherolle modeste,Sublegatus modestus
Sublegatus sp.,Sublegatus sp.
Moucherolle vermillon,Pyrocephalus rubinus
Moucherolle vermillon (groupe mexicanus),Pyrocephalus rubinus [mexicanus Group]
Moucherolle vermillon (saturatus),Pyrocephalus rubinus saturatus
Moucherolle vermillon (groupe obscurus),Pyrocephalus rubinus [obscurus Group]
Moucherolle vermillon (rubinus),Pyrocephalus rubinus rubinus
Moucherolle des Galapagos,Pyrocephalus nanus
Moucherolle des Galapagos (nanus),Pyrocephalus nanus nanus
Moucherolle des Galapagos (dubius),Pyrocephalus nanus dubius
Lessonie noire,Lessonia rufa
Lessonie des Andes,Lessonia oreas
Lessonie noire ou L. des Andes,Lessonia rufa/oreas
Ada de l'Orenoque,Knipolegus orenocensis
Ada de l'Orenoque (orenocensis/xinguensis),Knipolegus orenocensis orenocensis/xinguensis
Ada de l'Orenoque (sclateri),Knipolegus orenocensis sclateri
Ada a queue rousse,Knipolegus poecilurus
Ada d'Amazonie,Knipolegus poecilocercus
Ada du Sao Francisco,Knipolegus franciscanus
Ada huppe,Knipolegus lophotes
Ada noir,Knipolegus nigerrimus
Ada de Jelski,Knipolegus signatus
Ada de Cabanis,Knipolegus cabanisi
Ada de Jelski ou A. de Cabanis,Knipolegus signatus/cabanisi
Ada a bec bleu,Knipolegus cyanirostris
Ada cendre,Knipolegus striaticeps
Ada a ailes blanches,Knipolegus aterrimus
Ada a ailes blanches (heterogyna),Knipolegus aterrimus heterogyna
Ada a ailes blanches (aterrimus/anthracinus),Knipolegus aterrimus aterrimus/anthracinus
Ada de Hudson,Knipolegus hudsoni
Ada a ailes blanches ou A. de Hudson,Knipolegus aterrimus/hudsoni
Knipolegus sp.,Knipolegus sp.
Ada clignot,Hymenops perspicillatus
Moucherolle riverain,Ochthornis littoralis
Moucherolle a sourcils jaunes,Satrapa icterophrys
Dormilon fluviatile,Syrtidicola fluviatilis
Dormilon a bec macule,Muscisaxicola maculirostris
Dormilon gris,Muscisaxicola griseus
Dormilon de Junin,Muscisaxicola juninensis
Dormilon cendre,Muscisaxicola cinereus
Dormilon a front blanc,Muscisaxicola albifrons
Dormilon a nuque jaune,Muscisaxicola flavinucha
Dormilon a calotte rousse,Muscisaxicola rufivertex
Dormilon a calotte rousse (occipitalis),Muscisaxicola rufivertex occipitalis
Dormilon a calotte rousse (pallidiceps),Muscisaxicola rufivertex pallidiceps
Dormilon a calotte rousse (rufivertex),Muscisaxicola rufivertex rufivertex
Dormilon bistre,Muscisaxicola maclovianus
Dormilon bistre (mentalis),Muscisaxicola maclovianus mentalis
Dormilon bistre (maclovianus),Muscisaxicola maclovianus maclovianus
Dormilon a sourcils blancs,Muscisaxicola albilora
Dormilon a grands sourcils,Muscisaxicola alpinus
Dormilon a ventre roux,Muscisaxicola capistratus
Dormilon a front noir,Muscisaxicola frontalis
Muscisaxicola sp.,Muscisaxicola sp.
Moucherolle a croupion roux,Cnemarchus erythropygius
Moucherolle a ailes rousses,Cnemarchus rufipennis
Pepoaza oeil-de-feu,Pyrope pyrope
Pepoaza voile,Xolmis velatus
Pepoaza irupero,Xolmis irupero
Pepoaza cendre,Nengetus cinereus
Pepoaza couronne,Neoxolmis coronatus
Pepoaza des Salinas,Neoxolmis salinarum
Pepoaza traquet,Neoxolmis rubetra
Pepoaza a ventre bai,Neoxolmis rufiventris
Gaucho a bec noir,Agriornis montanus
Gaucho a queue blanche,Agriornis albicauda
Grand Gaucho,Agriornis lividus
Gaucho argentin,Agriornis micropterus
Gaucho argentin (andecola),Agriornis micropterus andecola
Gaucho argentin (micropterus),Agriornis micropterus micropterus
Gaucho souris,Agriornis murinus
Agriornis sp.,Agriornis sp.
Moucherolle a gorge rayee,Myiotheretes striaticollis
Moucherolle de Santa Marta,Myiotheretes pernix
Moucherolle enfume,Myiotheretes fumigatus
Moucherolle a ventre fauve,Myiotheretes fuscorufus
Myiotheretes sp.,Myiotheretes sp.
Moucherolle a tete blanche,Arundinicola leucocephala
Moucherolle pie,Fluvicola pica
Moucherolle a dos noir,Fluvicola albiventer
Moucherolle aquatique,Fluvicola nengeta
Moucherolle a queue-de-pie,Muscipipra vetula
Moucherolle yetapa,Gubernetes yetapa
Moucherolle dominicain,Heteroxolmis dominicana
Moucherolle petit-coq,Alectrurus tricolor
Moucherolle a queue large,Alectrurus risora
Pitajo de Tumbes,Tumbezia salvini
Pitajo couronne,Ochthoeca frontalis
Pitajo couronne (frontalis/albidiadema),Ochthoeca frontalis frontalis/albidiadema
Pitajo couronne (spodionota/boliviana),Ochthoeca frontalis spodionota/boliviana
Pitajo de Jelski,Ochthoeca jelskii
Pitajo a sourcils d'or,Ochthoeca pulchella
Pitajo diademe,Ochthoeca diadema
Pitajo a ventre brun,Ochthoeca cinnamomeiventris
Pitajo a ventre brun (cinnamomeiventris),Ochthoeca cinnamomeiventris cinnamomeiventris
Pitajo a ventre brun (nigrita),Ochthoeca cinnamomeiventris nigrita
Pitajo a ventre brun (thoracica/angustifasciata),Ochthoeca cinnamomeiventris thoracica/angustifasciata
Pitajo a poitrine rousse,Ochthoeca rufipectoralis
Pitajo a dos brun,Ochthoeca fumicolor
Pitajo a dos brun (groupe fumicolor),Ochthoeca fumicolor [fumicolor Group]
Pitajo a dos brun (superciliosa),Ochthoeca fumicolor superciliosa
Pitajo de d'Orbigny,Ochthoeca oenanthoides
Pitajo de Piura,Ochthoeca piurae
Pitajo a sourcils blancs,Ochthoeca leucophrys
Ochthoeca sp.,Ochthoeca sp.
Pitajo de Patagonie,Colorhamphus parvirostris
Moucherolle a longs brins,Colonia colonus
Moucherolle a queue courte,Muscigralla brevicauda
Tyran megacephale,Ramphotrigon megacephalum
Tyran rougequeue,Ramphotrigon ruficauda
Tyran flamme,Ramphotrigon flammulatum
Tyran a queue sombre,Ramphotrigon fuscicauda
Ramphotrigon sp.,Ramphotrigon sp.
Attila a queue rousse,Attila phoenicurus
Attila cannelle,Attila cinnamomeus
Attila ocre,Attila torridus
Attila a ventre jaune,Attila citriniventris
Attila a calotte grise,Attila bolivianus
Attila a tete grise,Attila rufus
Attila a croupion jaune,Attila spadiceus
Attila a croupion jaune (groupe flammulatus),Attila spadiceus [flammulatus Group]
Attila a croupion jaune (spadiceus/uropygiatus),Attila spadiceus spadiceus/uropygiatus
Attila sp.,Attila sp.
Tyran du Choco,Sirystes albogriseus
Tyran a croupion blanc,Sirystes albocinereus
Tyran de Todd,Sirystes subcanescens
Tyran siffleur,Sirystes sibilator
Tyran siffleur sp.,Sirystes sp.
Casiorne roux,Casiornis rufus
Casiorne a dos brun,Casiornis fuscus
Tyran plaintif,Rhytipterna holerythra
Tyran grisatre,Rhytipterna simplex
Tyran a ventre pale,Rhytipterna immunda
Tyran roux,Myiarchus semirufus
Tyran du Yucatan,Myiarchus yucatanensis
Tyran triste,Myiarchus barbirostris
Tyran olivatre,Myiarchus tuberculifer
Tyran olivatre (olivascens),Myiarchus tuberculifer olivascens
Tyran olivatre (groupe lawrenceii),Myiarchus tuberculifer [lawrenceii Group]
Tyran olivatre (tuberculifer/pallidus),Myiarchus tuberculifer tuberculifer/pallidus
Tyran olivatre (nigriceps/atriceps),Myiarchus tuberculifer nigriceps/atriceps
Tyran de Swainson,Myiarchus swainsoni
Tyran de Swainson (phaeonotus),Myiarchus swainsoni phaeonotus
Tyran de Swainson (groupe swainsoni),Myiarchus swainsoni [swainsoni Group]
Tyran du Venezuela,Myiarchus venezuelensis
Tyran du Panama,Myiarchus panamensis
Tyran du Venezuela ou T. du Panama,Myiarchus venezuelensis/panamensis
Tyran feroce,Myiarchus ferox
Tyran a queue givree,Myiarchus apicalis
Tyran a front gris,Myiarchus phaeocephalus
Tyran a front gris (phaeocephalus),Myiarchus phaeocephalus phaeocephalus
Tyran a front gris (interior),Myiarchus phaeocephalus interior
Tyran givre,Myiarchus cephalotes
Tyran a gorge cendree,Myiarchus cinerascens
Tyran de Nutting,Myiarchus nuttingi
Tyran de Nutting (nuttingi/inquietus),Myiarchus nuttingi nuttingi/inquietus
Tyran de Nutting (flavidior),Myiarchus nuttingi flavidior
Tyran a gorge cendree ou T. de Nutting,Myiarchus cinerascens/nuttingi
Tyran huppe,Myiarchus crinitus
Tyran de Wied,Myiarchus tyrannulus
Tyran de Wied (magister),Myiarchus tyrannulus magister
Tyran de Wied (groupe cooperi),Myiarchus tyrannulus [cooperi Group]
Tyran de Wied (brachyurus),Myiarchus tyrannulus brachyurus
Tyran de Wied (tyrannulus/bahiae),Myiarchus tyrannulus tyrannulus/bahiae
Tyran des Galapagos,Myiarchus magnirostris
Tyran bavard,Myiarchus nugator
Tyran a queue rousse,Myiarchus validus
Tyran de La Sagra,Myiarchus sagrae
Tyran grosse-tete,Myiarchus stolidus
Tyran de Porto Rico,Myiarchus antillarum
Tyran janeau,Myiarchus oberi
Myiarchus sp.,Myiarchus sp.
Tyran querelleur,Machetornis rixosa
Tyran licteur,Pitangus lictor
Tyran quiquivi,Pitangus sulphuratus
Tyran pitangua,Megarynchus pitangua
Tyran pitangua (groupe mexicanus),Megarynchus pitangua [mexicanus Group]
Tyran pitangua (pitangua),Megarynchus pitangua pitangua
Tyran pitangua (chrysogaster),Megarynchus pitangua chrysogaster
Tyran de Cayenne,Myiozetetes cayanensis
Tyran sociable,Myiozetetes similis
Tyran sociable (groupe texensis),Myiozetetes similis [texensis Group]
Tyran sociable (groupe similis),Myiozetetes similis [similis Group]
Tyran sociable (grandis),Myiozetetes similis grandis
Tyran de Cayenne ou T. sociable,Myiozetetes cayanensis/similis
Tyran a tete grise,Myiozetetes granadensis
Tyran a gorge rayee,Myiozetetes luteiventris
Tyran a tete grise ou T. a gorge rayee,Myiozetetes granadensis/luteiventris
Tyran des llanos,Phelpsia inornata
Tyran diademe,Conopias albovittatus
Tyran de Pelzeln,Conopias parvus
Tyran a triple bandeau,Conopias trivirgatus
Tyran de Pelzeln ou T. a triple bandeau,Conopias parvus/trivirgatus
Tyran a sourcils jaunes,Conopias cinchoneti
Tyran a ventre d'or,Myiodynastes hemichrysus
Tyran a casque d'or,Myiodynastes chrysocephalus
Tyran de Baird,Myiodynastes bairdii
Tyran audacieux,Myiodynastes maculatus
Tyran audacieux (groupe maculatus),Myiodynastes maculatus [maculatus Group]
Tyran audacieux (solitarius),Myiodynastes maculatus solitarius
Tyran tigre,Myiodynastes luteiventris
