cur_alternate_com_name,sci_name
Megapode des Philippines,Megapodius cumingii
Megapode de Bernstein,Megapodius bernsteinii
Megapode des Tanimbar,Megapodius tenimberensis
Megapode de Freycinet,Megapodius freycinet
Megapode de Geelvink,Megapodius geelvinkianus
Megapode de Forsten,Megapodius forsteni
Megapode melanesien,Megapodius eremita
Megapode de Layard,Megapodius layardi
Megapode de Nouvelle-Guinee,Megapodius decollatus
Megapode de Reinwardt,Megapodius reinwardt
Ortalide chacamel,Ortalis vetula
Ortalide a tete grise,Ortalis cinereiceps
Ortalide babillarde,Ortalis garrula
Ortalide a ventre roux,Ortalis ruficauda
Ortalide a ventre roux (ruficrissa),Ortalis ruficauda ruficrissa
Ortalide a ventre roux (ruficauda),Ortalis ruficauda ruficauda
Ortalide a tete rousse,Ortalis erythroptera
Ortalide a ventre marron,Ortalis wagleri
Ortalide de Wagler,Ortalis poliocephala
Ortalide du Chaco,Ortalis canicollis
Ortalide a ventre blanc,Ortalis leucogastra
Ortalide de Colombie,Ortalis columbiana
Ortalide maillee,Ortalis guttata
Ortalide maillee (guttata/subaffinis),Ortalis guttata guttata/subaffinis
Ortalide maillee (remota),Ortalis guttata remota
Ortalide araucuan,Ortalis araucuan
Ortalide ecaillee,Ortalis squamata
Ortalide motmot,Ortalis motmot
Petite Ortalide,Ortalis ruficeps
Ortalide a sourcils,Ortalis superciliaris
Ortalis sp.,Ortalis sp.
Penelope a queue barree,Penelope argyrotis
Penelope barbue,Penelope barbata
Penelope d'Orton,Penelope ortoni
Penelope des Andes,Penelope montagnii
Penelope marail,Penelope marail
Penelope peoa,Penelope superciliaris
Penelope de Dabbene,Penelope dabbenei
Penelope de Spix,Penelope jacquacu
Penelope de Spix (granti),Penelope jacquacu granti
Penelope de Spix (groupe jacquacu),Penelope jacquacu [jacquacu Group]
Penelope marail ou P. de Spix,Penelope marail/jacquacu
Penelope panachee,Penelope purpurascens
Penelope de Cauca,Penelope perspicax
Penelope a ailes blanches,Penelope albipennis
Penelope yacouhou,Penelope obscura
Penelope des yungas,Penelope bridgesi
Penelope a poitrine rousse,Penelope pileata
Penelope a ventre roux,Penelope ochrogaster
Penelope a front blanc,Penelope jacucaca
Penelope sp.,Penelope sp.
Penelope siffleuse,Pipile pipile
Penelope a gorge bleue,Pipile cumanensis
Penelope a gorge bleue (cumanensis),Pipile cumanensis cumanensis
Penelope a gorge bleue (grayi),Pipile cumanensis grayi
Penelope cujubi,Pipile cujubi
Penelope cujubi (nattereri),Pipile cujubi nattereri
Penelope cujubi (cujubi),Pipile cujubi cujubi
Penelope a gorge bleue ou P. cujubi,Pipile cumanensis/cujubi
Penelope a front noir,Pipile jacutinga
Penelope aburri,Aburria aburri
Penelope unicolore,Chamaepetes unicolor
Penelope de Goudot,Chamaepetes goudotii
Penelope pajuil,Penelopina nigra
Oreophase cornu,Oreophasis derbianus
Hocco nocturne,Nothocrax urumutum
Hocco de Spix,Mitu tomentosum
Hocco de Salvin,Mitu salvini
Hocco tubercule,Mitu tuberosum
Hocco mitou,Mitu mitu
Hocco a pierre,Pauxi pauxi
Hocco de Koepcke,Pauxi koepckeae
Hocco unicorne,Pauxi unicornis
Grand Hocco,Crax rubra
Hocco d'Albert,Crax alberti
Hocco de Daubenton,Crax daubentoni
Hocco alector,Crax alector
Hocco globuleux,Crax globulosa
Hocco a face nue,Crax fasciolata
Hocco a face nue (pinima),Crax fasciolata pinima
Hocco a face nue (fasciolata/grayi),Crax fasciolata fasciolata/grayi
Hocco de Blumenbach,Crax blumenbachii
Hocco sp.,Cracidae sp. (curassow sp.)
Cracide sp.,Cracidae sp.
Pintade de Numidie,Numida meleagris
Pintade de Numidie (sabyi),Numida meleagris sabyi
Pintade de Numidie (galeatus),Numida meleagris galeatus
Pintade de Numidie (meleagris/somaliensis),Numida meleagris meleagris/somaliensis
Pintade de Numidie (reichenowi),Numida meleagris reichenowi
Pintade de Numidie (groupe mitratus),Numida meleagris [mitratus Group]
Pintade de Numidie (forme domestique),Numida meleagris (Domestic type)
Pintade a poitrine blanche,Agelastes meleagrides
Pintade noire,Agelastes niger
Pintade vulturine,Acryllium vulturinum
Pintade plumifere,Guttera plumifera
Pintade de Pucheran,Guttera pucherani
Pintade de Pucheran (pucherani),Guttera pucherani pucherani
Pintade de Pucheran (verreauxi/sclateri),Guttera pucherani verreauxi/sclateri
Pintade de Pucheran (edouardi/barbata),Guttera pucherani edouardi/barbata
Poulette de roches,Ptilopachus petrosus
Poulette de roches (petrosus),Ptilopachus petrosus petrosus
Poulette de roches (major),Ptilopachus petrosus major
Poulette de Nahan,Ptilopachus nahani
Colin ceinture,Rhynchortyx cinctus
Colin des montagnes,Oreortyx pictus
Colin a sourcils blancs,Dendrortyx leucophrys
Colin a longue queue,Dendrortyx macroura
Colin barbu,Dendrortyx barbatus
Colin barre,Philortyx fasciatus
Colin de Virginie,Colinus virginianus
Colin de Virginie (groupe virginianus),Colinus virginianus [virginianus Group]
Colin de Virginie (graysoni/nigripectus),Colinus virginianus graysoni/nigripectus
Colin de Virginie (groupe pectoralis),Colinus virginianus [pectoralis Group]
Colin de Virginie (groupe coyoleos),Colinus virginianus [coyoleos Group]
Colin a gorge noire,Colinus nigrogularis
Colin huppe,Colinus cristatus
Colin huppe (groupe leucopogon),Colinus cristatus [leucopogon Group]
Colin huppe (groupe cristatus),Colinus cristatus [cristatus Group]
Colin ecaille,Callipepla squamata
Hybride Colin de Virginie x C. ecaille,Colinus virginianus x Callipepla squamata
Colin elegant,Callipepla douglasii
Colin de Californie,Callipepla californica
Hybride Colin ecaille x C. de Californie,Callipepla squamata x californica
Colin de Gambel,Callipepla gambelii
Hybride Colin ecaille x C. de Gambel,Callipepla squamata x gambelii
Hybride Colin de Californie x C. de Gambel,Callipepla californica x gambelii
Colin de Californie ou C. de Gambel,Callipepla californica/gambelii
Colin arlequin,Cyrtonyx montezumae
Colin arlequin (groupe montezumae),Cyrtonyx montezumae [montezumae Group]
Colin arlequin (sallei/rowleyi),Cyrtonyx montezumae sallei/rowleyi
Colin ocelle,Cyrtonyx ocellatus
Colin chanteur,Dactylortyx thoracicus
Tocro de Guyane,Odontophorus gujanensis
Tocro uru,Odontophorus capueira
Tocro a face noire,Odontophorus melanotis
Tocro a front noir,Odontophorus atrifrons
Tocro a front roux,Odontophorus erythrops
Tocro marron,Odontophorus hyperythrus
Tocro a dos noir,Odontophorus melanonotus
Tocro a poitrine rousse,Odontophorus speciosus
Tocro du Panama,Odontophorus dialeucos
Tocro a miroir,Odontophorus strophium
Tocro du Venezuela,Odontophorus columbianus
Tocro a poitrine noire,Odontophorus leucolaemus
Tocro de Ballivian,Odontophorus balliviani
Tocro etoile,Odontophorus stellatus
Tocro tachete,Odontophorus guttatus
Odontophorus sp.,Odontophorus sp.
Odontophoride sp.,Odontophoridae sp.
Xenoperdrix de Tanzanie,Xenoperdix udzungwensis
Xenoperdrix de Tanzanie (udzungwensis),Xenoperdix udzungwensis udzungwensis
Xenoperdrix de Tanzanie (obscuratus),Xenoperdix udzungwensis obscuratus
Rouloul ocelle,Caloperdix oculeus
Rouloul couronne,Rollulus rouloul
Rouloul noir,Melanoperdix niger
Torqueole a collier,Arborophila torqueola
Torqueole de Boulton,Arborophila rufipectus
Torqueole de Mandelli,Arborophila mandellii
Torqueole de Sonnerat,Arborophila gingica
Torqueole a gorge rousse,Arborophila rufogularis
Torqueole a bec rouge,Arborophila rubrirostris
Torqueole du Cambodge,Arborophila cambodiana
Torqueole du Cambodge (diversa),Arborophila cambodiana diversa
Torqueole du Cambodge (cambodiana/chandamonyi),Arborophila cambodiana cambodiana/chandamonyi
Torqueole de Hainan,Arborophila ardens
Torqueole de Formose,Arborophila crudigularis
Torqueole a joues blanches,Arborophila atrogularis
Torqueole a poitrine brune,Arborophila brunneopectus
Torqueole de David,Arborophila davidi
Torqueole de Borneo,Arborophila hyperythra
Torqueole de Campbell,Arborophila campbelli
Torqueole de Roll,Arborophila rolli
Torqueole de Sumatra,Arborophila sumatrana
Torqueole de Roll ou T. de Sumatra,Arborophila rolli/sumatrana
Torqueole de Java,Arborophila javanica
Torqueole de Horsfield,Arborophila orientalis
Lerva des neiges,Lerwa lerwa
Ithagine ensanglantee,Ithaginis cruentus
Tragopan de Hastings,Tragopan melanocephalus
Tragopan satyre,Tragopan satyra
Tragopan de Blyth,Tragopan blythii
Tragopan de Temminck,Tragopan temminckii
Tragopan de Cabot,Tragopan caboti
Tetraophase de Verreaux,Tetraophasis obscurus
Tetraophase de Szechenyi,Tetraophasis szechenyii
Lophophore resplendissant,Lophophorus impejanus
Lophophore de Sclater,Lophophorus sclateri
Lophophore de Lhuys,Lophophorus lhuysii
Eulophe koklass,Pucrasia macrolopha
Dindon sauvage,Meleagris gallopavo
Dindon sauvage (forme domestique),Meleagris gallopavo (Domestic type)
Dindon ocelle,Meleagris ocellata
Gelinotte huppee,Bonasa umbellus
Gelinotte des bois,Tetrastes bonasia
Gelinotte de Severtsov,Tetrastes sewerzowi
Tetras des armoises,Centrocercus urophasianus
Tetras du Gunnison,Centrocercus minimus
Tetras des armoises ou T. du Gunnison,Centrocercus urophasianus/minimus
Tetras sombre,Dendragapus obscurus
Tetras fuligineux,Dendragapus fuliginosus
Tetras sombre ou T. fuligineux,Dendragapus obscurus/fuliginosus
Tetras a queue fine,Tympanuchus phasianellus
Hybride Tetras des armoises x T. a queue fine,Centrocercus urophasianus x Tympanuchus phasianellus
Hybride Tetras sombre x T. a queue fine,Dendragapus obscurus x Tympanuchus phasianellus
Tetras des prairies,Tympanuchus cupido
Tetras des prairies (pinnatus),Tympanuchus cupido pinnatus
Tetras des prairies (cupido),Tympanuchus cupido cupido
Tetras des prairies (attwateri),Tympanuchus cupido attwateri
Hybride Tetras a queue fine x T. des prairies,Tympanuchus phasianellus x cupido
Tetras pale,Tympanuchus pallidicinctus
Hybride Tetras des prairies x T. pale,Tympanuchus cupido x pallidicinctus
Tetras des prairies ou T. pale,Tympanuchus cupido/pallidicinctus
Lagopede a queue blanche,Lagopus leucura
Lagopede des saules,Lagopus lagopus
Lagopede des saules (scotica),Lagopus lagopus scotica
Lagopede des saules (groupe lagopus),Lagopus lagopus [lagopus Group]
Lagopede alpin,Lagopus muta
Lagopus sp.,Lagopus sp.
Tetras de Siberie,Falcipennis falcipennis
Tetras du Canada,Canachites canadensis
Tetras du Canada (groupe canadensis),Canachites canadensis [canadensis Group]
Tetras du Canada (franklinii/isleibi),Canachites canadensis franklinii/isleibi
Gelinotte huppee ou Tetras du Canada,Bonasa umbellus/Canachites canadensis
Tetras a bec noir,Tetrao urogalloides
Grand Tetras,Tetrao urogallus
Tetras lyre,Lyrurus tetrix
Hybride Grand Tetras x T. lyre,Tetrao urogallus x Lyrurus tetrix
Tetras du Caucase,Lyrurus mlokosiewiczi
Tetraonine sp.,Tetraoninae sp.
Perdrix a long bec,Rhizothera longirostris
Perdrix du Dulit,Rhizothera dulitensis
Perdrix de Hodgson,Perdix hodgsoniae
Perdrix grise,Perdix perdix
Perdrix de Daourie,Perdix dauurica
Faisan scintillant,Syrmaticus soemmerringii
Faisan venere,Syrmaticus reevesii
Faisan mikado,Syrmaticus mikado
Faisan d'Elliot,Syrmaticus ellioti
Faisan de Hume,Syrmaticus humiae
Faisan dore,Chrysolophus pictus
Faisan de Lady Amherst,Chrysolophus amherstiae
Faisan de Colchide,Phasianus colchicus
Faisan de Colchide (groupe colchicus),Phasianus colchicus [colchicus Group]
Faisan de Colchide (groupe versicolor),Phasianus colchicus [versicolor Group]
Faisan de Wallich,Catreus wallichii
Hokki du Tibet,Crossoptilon harmani
Hokki blanc,Crossoptilon crossoptilon
Hybride Hokki blanc x H. du Tibet,Crossoptilon harmani x crossoptilon
Hokki blanc ou H. du Tibet,Crossoptilon harmani/crossoptilon
Hokki brun,Crossoptilon mantchuricum
Hokki bleu,Crossoptilon auritum
Faisan d'Edwards,Lophura edwardsi
Faisan de Swinhoe,Lophura swinhoii
Faisan de Bulwer,Lophura bulweri
Faisan leucomele,Lophura leucomelanos
Faisan argente,Lophura nycthemera
Hybride Faisan d'Edwards x F. argente,Lophura edwardsi x nycthemera
Faisan a queue rousse,Lophura erythrophthalma
Faisan a queue rousse (erythrophthalma),Lophura erythrophthalma erythrophthalma
Faisan a queue rousse (pyronota),Lophura erythrophthalma pyronota
Faisan prelat,Lophura diardi
Faisan de Salvadori,Lophura inornata
Faisan de Salvadori (hoogerwerfi),Lophura inornata hoogerwerfi
Faisan de Salvadori (inornata),Lophura inornata inornata
Faisan noble,Lophura ignita
Faisan noble (rufa),Lophura ignita rufa
Faisan noble (ignita/nobilis),Lophura ignita ignita/nobilis
Argus ocelle,Rheinardia ocellata
Argus a crete,Rheinardia nigrescens
Argus geant,Argusianus argus
Paon du Congo,Afropavo congensis
Paon bleu,Pavo cristatus
Paon bleu (forme domestique),Pavo cristatus (Domestic type)
Paon spicifere,Pavo muticus
Hybride Paon bleu x P. spicifere,Pavo cristatus x muticus
Torqueole des bois,Tropicoperdix chloropus
Torqueole des bois (tonkinensis),Tropicoperdix chloropus tonkinensis
Torqueole des bois (groupe chloropus),Tropicoperdix chloropus [chloropus Group]
Torqueole a poitrine chataine,Tropicoperdix charltonii
Torqueole a poitrine chataine (charltonii/atjenensis),Tropicoperdix charltonii charltonii/atjenensis
Torqueole a poitrine chataine (graydoni),Tropicoperdix charltonii graydoni
Arborophila ou Tropicoperdix sp.,Arborophila/Tropicoperdix sp.
Rouloul sanglant,Haematortyx sanguiniceps
Galloperdrix rouge,Galloperdix spadicea
Galloperdrix lunulee,Galloperdix lunulata
Galloperdrix rouge ou G. lunulee,Galloperdix spadicea/lunulata
Galloperdrix de Ceylan,Galloperdix bicalcarata
eperonnier napoleon,Polyplectron napoleonis
eperonnier de Borneo,Polyplectron schleiermacheri
eperonnier malais,Polyplectron malacense
eperonnier de Germain,Polyplectron germaini
eperonnier de Hainan,Polyplectron katsumatae
eperonnier chinquis,Polyplectron bicalcaratum
eperonnier de Rothschild,Polyplectron inopinatum
eperonnier a queue bronzee,Polyplectron chalcurum
Faisan sp.,Phasianidae sp. (pheasant sp.)
Bambusicole de Fytch,Bambusicola fytchii
Bambusicole de Chine,Bambusicola thoracicus
Bambusicole de Taiwan,Bambusicola sonorivox
Coq de Java,Gallus varius
Coq bankiva,Gallus gallus
Coq bankiva (forme domestique),Gallus gallus (Domestic type)
Coq de Sonnerat,Gallus sonneratii
Coq de Lafayette,Gallus lafayettii
Francolin de Latham,Peliperdix lathami
Francolin huppe,Ortygornis sephaena
Francolin huppe (rovuma),Ortygornis sephaena rovuma
Francolin huppe (groupe sephaena),Ortygornis sephaena [sephaena Group]
Francolin gris,Ortygornis pondicerianus
Francolin multiraie,Ortygornis gularis
Francolin perle,Francolinus pintadeanus
Francolin noir,Francolinus francolinus
Francolin noir (francolinus/arabistanicus),Francolinus francolinus francolinus/arabistanicus
Francolin noir (groupe henrici),Francolinus francolinus [henrici Group]
Francolin peint,Francolinus pictus
Francolin coqui,Campocolinus coqui
Francolin coqui (groupe hubbardi),Campocolinus coqui [hubbardi Group]
Francolin coqui (coqui),Campocolinus coqui coqui
Francolin a gorge blanche,Campocolinus albogularis
Francolin a gorge blanche (albogularis/buckleyi),Campocolinus albogularis albogularis/buckleyi
Francolin a gorge blanche (dewittei),Campocolinus albogularis dewittei
Francolin de Schlegel,Campocolinus schlegelii
Francolin a collier,Scleroptila streptophora
Francolin de Levaillant,Scleroptila levaillantii
Francolin de Finsch,Scleroptila finschi
Francolin montagnard,Scleroptila psilolaema
Francolin montagnard (psilolaema),Scleroptila psilolaema psilolaema
Francolin montagnard (elgonensis),Scleroptila psilolaema elgonensis
Francolin a ailes grises,Scleroptila afra
Francolin d'Archer,Scleroptila gutturalis
Francolin d'Archer (gutturalis/lorti),Scleroptila gutturalis gutturalis/lorti
Francolin d'Archer (jugularis),Scleroptila gutturalis jugularis
Francolin d'Archer (levalliantoides),Scleroptila gutturalis levalliantoides
Francolin de Shelley,Scleroptila shelleyi
Francolin de Shelley (shelleyi),Scleroptila shelleyi shelleyi
Francolin de Shelley (whytei),Scleroptila shelleyi whytei
Tetraogalle du Tibet,Tetraogallus tibetanus
Tetraogalle de l'Altai,Tetraogallus altaicus
Tetraogalle du Caucase,Tetraogallus caucasicus
Tetraogalle de Perse,Tetraogallus caspius
Tetraogalle de l'Himalaya,Tetraogallus himalayensis
Tetraogalle du Tibet ou T. de l'Himalaya,Tetraogallus tibetanus/himalayensis
Perdrix si-si,Ammoperdix griseogularis
Perdrix de Hey,Ammoperdix heyi
Caille tasmane,Synoicus ypsilophorus
Caille de montagne,Synoicus monorthonyx
Caille peinte,Synoicus chinensis
Caille bleue,Synoicus adansonii
Caille de Madagascar,Margaroperdix madagarensis
Caille des bles,Coturnix coturnix
Caille du Japon,Coturnix japonica
Caille arlequin,Coturnix delegorguei
Caille nattee,Coturnix coromandelica
Caille des bles ou C. nattee,Coturnix coturnix/coromandelica
Caille des chaumes,Coturnix pectoralis
Caille de Nouvelle-Zelande,Coturnix novaezelandiae
Caille sp.,Synoicus/Coturnix sp.
Perdrix gambra,Alectoris barbara
Perdrix a tete noire,Alectoris melanocephala
Perdrix rouge,Alectoris rufa
Perdrix choukar,Alectoris chukar
Perdrix bartavelle,Alectoris graeca
Perdrix bartavelle (groupe graeca),Alectoris graeca [graeca Group]
Perdrix bartavelle (whitakeri),Alectoris graeca whitakeri
Hybride Perdrix rouge x P. bartavelle,Alectoris rufa x graeca
Hybride Perdrix choukar x P. bartavelle,Alectoris chukar x graeca
Perdrix rouge ou P. bartavelle,Alectoris rufa/graeca
Perdrix de Philby,Alectoris philbyi
Perdrix de Przewalski,Alectoris magna
Perdicule rousse-gorge,Perdicula asiatica
Perdicule argoondah,Perdicula argoondah
Perdicule rousse-gorge ou P. argoondah,Perdicula asiatica/argoondah
Perdicule a bec rouge,Perdicula erythrorhyncha
Perdicule du Manipur,Perdicula manipurensis
Ophrysie de l'Himalaya,Ophrysia superciliosa
Francolin de Hartlaub,Pternistis hartlaubi
Francolin du Cameroun,Pternistis camerunensis
Francolin noble,Pternistis nobilis
Francolin a cou roux,Pternistis castaneicollis
Francolin a front noir,Pternistis atrifrons
Francolin d'Erckel,Pternistis erckelii
Francolin somali,Pternistis ochropectus
Francolin de Swierstra,Pternistis swierstrai
Francolin d'Ahanta,Pternistis ahantensis
Francolin a bandes grises,Pternistis griseostriatus
Francolin de Jackson,Pternistis jacksoni
Francolin a bec rouge,Pternistis adspersus
Francolin criard,Pternistis capensis
Francolin du Natal,Pternistis natalensis
Francolin de Hildebrandt,Pternistis hildebrandti
Francolin a double eperon,Pternistis bicalcaratus
Francolin ecaille,Pternistis squamatus
Francolin a bec jaune,Pternistis icterorhynchus
Francolin de Clapperton,Pternistis clappertoni
Francolin de Harwood,Pternistis harwoodi
Francolin de Swainson,Pternistis swainsonii
Francolin a cou jaune,Pternistis leucoscepus
