"","x"
"2557","Black-crested Tit-tyrant"
"2558","Pied-crested Tit-tyrant"
"2559","Ash-breasted Tit-tyrant"
"2560","Yellow-billed Tit-tyrant"
"2561","Tufted Tit-tyrant"
"2562","Juan Fernandez Tit-tyrant"
"2563","Bearded Tachuri"
"2564","Grey-backed Tachuri"
"2565","Sharp-tailed Tyrant"
"2566","Crested Doradito"
"2567","Subtropical Doradito"
"2568","Dinelli's Doradito"
"2569","Warbling Doradito"
"2570","Ticking Doradito"
"2571","Torrent Tyrannulet"
"2572","River Tyrannulet"
"2573","Sooty Tyrannulet"
"2574","White-crested Tyrannulet"
"2575","Straneck's Tyrannulet"
"2576","Agile Tit-tyrant"
"2577","Unstreaked Tit-tyrant"
"2578","Short-tailed Field-tyrant"
"2579","Rufous-tailed Attila"
"2580","Cinnamon Attila"
"2581","Ochraceous Attila"
"2582","Citron-bellied Attila"
"2583","White-eyed Attila"
"2584","Grey-hooded Attila"
"2585","Bright-rumped Attila"
"2586","Piratic Flycatcher"
"2587","Large-headed Flatbill"
"2588","Rufous-tailed Flatbill"
"2589","Dusky-tailed Flatbill"
"2590","Flammulated Flycatcher"
"2591","Great Kiskadee"
"2592","Lesser Kiskadee"
"2593","Cattle Tyrant"
"2594","Sulphury Flycatcher"
"2595","Boat-billed Flycatcher"
"2596","Golden-bellied Flycatcher"
"2597","Golden-crowned Flycatcher"
"2598","Baird's Flycatcher"
"2599","Sulphur-bellied Flycatcher"
"2600","Southern Streaked Flycatcher"
"2601","Northern Streaked Flycatcher"
"2602","Rusty-margined Flycatcher"
"2603","Social Flycatcher"
"2604","Grey-capped Flycatcher"
"2605","Dusky-chested Flycatcher"
"2606","White-ringed Flycatcher"
"2607","Yellow-throated Flycatcher"
"2608","Three-striped Flycatcher"
"2609","Lemon-browed Flycatcher"
"2610","White-bearded Flycatcher"
"2611","Variegated Flycatcher"
"2612","Crowned Slaty Flycatcher"
"2613","Snowy-throated Kingbird"
"2614","White-throated Kingbird"
"2615","Tropical Kingbird"
"2616","Couch's Kingbird"
"2617","Cassin's Kingbird"
"2618","Thick-billed Kingbird"
"2619","Western Kingbird"
"2620","Eastern Kingbird"
"2621","Grey Kingbird"
"2622","Loggerhead Kingbird"
"2623","Giant Kingbird"
"2624","Scissor-tailed Flycatcher"
"2625","Fork-tailed Flycatcher"
"2626","Rufous Mourner"
"2627","Greyish Mourner"
"2628","Pale-bellied Mourner"
"2629","Rufous Casiornis"
"2630","Ash-throated Casiornis"
"2631","Choco Sirystes"
"2632","White-rumped Sirystes"
"2633","Sibilant Sirystes"
"2634","Todd's Sirystes"
"2635","Rufous Flycatcher"
"2636","Swainson's Flycatcher"
"2637","Sad Flycatcher"
"2638","Dusky-capped Flycatcher"
"2639","Sooty-crowned Flycatcher"
"2640","Panama Flycatcher"
"2641","Short-crested Flycatcher"
"2642","Venezuelan Flycatcher"
"2643","Pale-edged Flycatcher"
"2644","Rufous-tailed Flycatcher"
"2645","La Sagra's Flycatcher"
"2646","Stolid Flycatcher"
"2647","Puerto Rican Flycatcher"
"2648","Lesser Antillean Flycatcher"
"2649","Great Crested Flycatcher"
"2650","Yucatan Flycatcher"
"2651","Brown-crested Flycatcher"
"2652","Grenada Flycatcher"
"2653","Apical Flycatcher"
"2654","Ash-throated Flycatcher"
"2655","Nutting's Flycatcher"
"2656","Galapagos Flycatcher"
"2657","Long-tailed Tyrant"
"2658","Mouse-grey Flycatcher"
"2659","Bran-colored Flycatcher"
"2660","Rufescent Flycatcher"
"2661","Olive-chested Flycatcher"
"2662","Flavescent Flycatcher"
"2663","Orange-crested Flycatcher"
"2664","Unadorned Flycatcher"
"2665","Roraiman Flycatcher"
"2666","Crowned Chat-tyrant"
"2667","Jelski's Chat-tyrant"
"2668","Golden-browed Chat-tyrant"
"2669","Yellow-bellied Chat-tyrant"
"2670","Patagonian Tyrant"
"2671","Slaty-backed Chat-tyrant"
"2672","Blackish Chat-tyrant"
"2673","Chestnut-belted Chat-tyrant"
"2674","Rufous-breasted Chat-tyrant"
"2675","Brown-backed Chat-tyrant"
"2676","Rufous-browed Chat-tyrant"
"2677","D'Orbigny's Chat-tyrant"
"2678","Piura Chat-tyrant"
"2679","White-browed Chat-tyrant"
"2680","Tumbes Tyrant"
"2681","Northern Scrub-flycatcher"
"2682","Amazonian Scrub-flycatcher"
"2683","Southern Scrub-flycatcher"
"2684","Common Vermilion Flycatcher"
"2685","Little Vermilion Flycatcher"
"2686","Pied Water-tyrant"
"2687","Black-backed Water-tyrant"
"2688","Masked Water-tyrant"
"2689","White-headed Marsh-tyrant"
"2690","Streamer-tailed Tyrant"
"2691","Shear-tailed Grey Tyrant"
"2692","Cock-tailed Tyrant"
"2693","Strange-tailed Tyrant"
"2694","Austral Negrito"
"2695","Andean Negrito"
"2696","Spectacled Tyrant"
"2697","Riverside Tyrant"
"2698","Sclater's Black-tyrant"
"2699","Amazonian Black-tyrant"
"2700","Rufous-tailed Tyrant"
"2701","Caatinga Black-tyrant"
"2702","Crested Black-tyrant"
"2703","Velvety Black-tyrant"
"2704","Andean Black-tyrant"
"2705","Plumbeous Black-tyrant"
"2706","Blue-billed Black-tyrant"
"2707","Cinereous Black-tyrant"
"2708","Hudson's Black-tyrant"
"2709","White-winged Black-tyrant"
"2710","White-rumped Black-tyrant"
"2711","Yellow-browed Tyrant"
"2712","Little Ground-tyrant"
"2713","Spot-billed Ground-tyrant"
"2714","Taczanowski's Ground-tyrant"
"2715","Puna Ground-tyrant"
"2716","Cinereous Ground-tyrant"
"2717","White-fronted Ground-tyrant"
"2718","Ochre-naped Ground-tyrant"
"2719","Rufous-naped Ground-tyrant"
"2720","Chestnut-naped Ground-tyrant"
"2721","Dark-faced Ground-tyrant"
"2722","White-browed Ground-tyrant"
"2723","Plain-capped Ground-tyrant"
"2724","Cinnamon-bellied Ground-tyrant"
"2725","Black-fronted Ground-tyrant"
"2726","Red-rumped Bush-tyrant"
"2727","Rufous-webbed Bush-tyrant"
"2728","Fire-eyed Diucon"
"2729","Grey Monjita"
"2730","Black-crowned Monjita"
"2731","White-rumped Monjita"
"2732","White Monjita"
"2733","Salinas Monjita"
"2734","Rusty-backed Monjita"
"2735","Black-and-white Monjita"
"2736","Black-billed Shrike-tyrant"
"2737","White-tailed Shrike-tyrant"
"2738","Great Shrike-tyrant"
"2739","Grey-bellied Shrike-tyrant"
"2740","Lesser Shrike-tyrant"
"2741","Chocolate-vented Tyrant"
"2742","Streak-throated Bush-tyrant"
"2743","Santa Marta Bush-tyrant"
"2744","Smoky Bush-tyrant"
"2745","Rufous-bellied Bush-tyrant"
"2746","Drab Water-tyrant"
"2747","Fuscous Flycatcher"
"2748","Tawny-chested Flycatcher"
"2749","Black-billed Flycatcher"
"2750","Euler's Flycatcher"
"2751","Grey-breasted Flycatcher"
"2752","Tufted Flycatcher"
"2753","Olive Flycatcher"
"2754","Black Phoebe"
"2755","Eastern Phoebe"
"2756","Say's Phoebe"
"2757","Acadian Flycatcher"
"2758","Yellow-bellied Flycatcher"
"2759","Yellowish Flycatcher"
"2760","Pacific-slope Flycatcher"
"2761","Cordilleran Flycatcher"
"2762","White-throated Flycatcher"
"2763","Willow Flycatcher"
"2764","Alder Flycatcher"
"2765","Buff-breasted Flycatcher"
"2766","Black-capped Flycatcher"
"2767","American Grey Flycatcher"
"2768","Least Flycatcher"
"2769","Hammond's Flycatcher"
"2770","American Dusky Flycatcher"
"2771","Pine Flycatcher"
"2772","Olive-sided Flycatcher"
"2773","Greater Pewee"
"2774","Dark Pewee"
"2775","Smoke-colored Pewee"
"2776","Ochraceous Pewee"
"2777","Western Wood-pewee"
"2778","Eastern Wood-pewee"
"2779","Northern Tropical Pewee"
"2780","Western Tropical Pewee"
"2781","Southern Tropical Pewee"
"2782","Cuban Pewee"
"2783","Jamaican Pewee"
"2784","Hispaniolan Pewee"
"2785","Lesser Antillean Pewee"
"2786","White-throated Pewee"
"2787","Blackish Pewee"
"2788","Belted Flycatcher"
"2789","Pileated Flycatcher"
"2790","Albert's Lyrebird"
"2791","Superb Lyrebird"
"2792","Rufous Scrub-bird"
"2793","Noisy Scrub-bird"
"2794","White-eared Catbird"
"2795","Black-eared Catbird"
"2796","Green Catbird"
"2797","Tooth-billed Bowerbird"
"2798","Archbold's Bowerbird"
"2799","MacGregor's Bowerbird"
"2800","Streaked Bowerbird"
"2801","Vogelkop Bowerbird"
"2802","Golden-fronted Bowerbird"
"2803","Golden Bowerbird"
"2804","Regent Bowerbird"
"2805","Flame Bowerbird"
"2806","Masked Bowerbird"
"2807","Fire-maned Bowerbird"
"2808","Satin Bowerbird"
"2809","Spotted Bowerbird"
"2810","Western Bowerbird"
"2811","Yellow-breasted Bowerbird"
"2812","Great Bowerbird"
"2813","Fawn-breasted Bowerbird"
"2814","White-throated Treecreeper"
"2815","Papuan Treecreeper"
"2816","Red-browed Treecreeper"
"2817","White-browed Treecreeper"
"2818","Rufous Treecreeper"
"2819","Brown Treecreeper"
"2820","Black-tailed Treecreeper"
"2821","Wallace's Fairy-wren"
"2822","Orange-crowned Fairy-wren"
"2823","Broad-billed Fairy-wren"
"2824","Emperor Fairy-wren"
"2825","Purple-crowned Fairy-wren"
"2826","Red-winged Fairy-wren"
"2827","Blue-breasted Fairy-wren"
"2828","Lovely Fairy-wren"
"2829","Purple-backed Fairy-wren"
"2830","Variegated Fairy-wren"
"2831","Superb Fairy-wren"
"2832","Splendid Fairy-wren"
"2833","White-shouldered Fairy-wren"
"2834","Red-backed Fairy-wren"
"2835","White-winged Fairy-wren"
"2836","Southern Emu-wren"
"2837","Mallee Emu-wren"
"2838","Rufous-crowned Emu-wren"
"2839","Grey Grasswren"
"2840","White-throated Grasswren"
"2841","Carpentarian Grasswren"
"2842","Striated Grasswren"
"2843","Short-tailed Grasswren"
"2844","Black Grasswren"
"2845","Eyrean Grasswren"
"2846","Kalkadoon Grasswren"
"2847","Dusky Grasswren"
"2848","Western Grasswren"
"2849","Thick-billed Grasswren"
"2850","Eastern Bristlebird"
"2851","Western Bristlebird"
"2852","Rufous Bristlebird"
"2853","Dark-eared Myza"
"2854","White-eared Myza"
"2855","Banded Honeyeater"
"2856","White-streaked Honeyeater"
"2857","Crescent Honeyeater"
"2858","White-cheeked Honeyeater"
"2859","New Holland Honeyeater"
"2860","Scaly-crowned Honeyeater"
"2861","Olive Honeyeater"
"2862","Brown Honeyeater"
"2863","Grey-eared Honeyeater"
"2864","Silver-eared Honeyeater"
"2865","Scaly-breasted Honeyeater"
"2866","Buru Honeyeater"
"2867","Seram Honeyeater"
"2868","Flame-eared Honeyeater"
"2869","Black-necklaced Honeyeater"
"2870","Blue-faced Honeyeater"
"2871","White-quilled Honeyeater"
"2872","Gilbert's Honeyeater"
"2873","White-naped Honeyeater"
"2874","Black-headed Honeyeater"
"2875","White-throated Honeyeater"
"2876","Strong-billed Honeyeater"
"2877","Golden-backed Honeyeater"
"2878","Black-chinned Honeyeater"
"2879","Brown-headed Honeyeater"
"2880","White-eared Honeyeater"
"2881","Yellow-throated Honeyeater"
"2882","Makira Honeyeater"
"2883","Guadalcanal Honeyeater"
"2884","Kadavu Honeyeater"
"2885","Yellow-billed Honeyeater"
"2886","Giant Honeyeater"
"2887","Mao"
"2888","Crow Honeyeater"
"2889","Kikau"
"2890","Fiji Wattled Honeyeater"
"2891","Polynesian Wattled Honeyeater"
"2892","Spotted Honeyeater"
"2893","Macleay's Honeyeater"
"2894","Tawny-breasted Honeyeater"
"2895","Striped Honeyeater"
"2896","Painted Honeyeater"
"2897","White-streaked Friarbird"
"2898","Meyer's Friarbird"
"2899","Brass's Friarbird"
"2900","Little Friarbird"
"2901","Grey Friarbird"
"2902","Timor Friarbird"
"2903","Dusky Friarbird"
"2904","Seram Friarbird"
"2905","Black-faced Friarbird"
"2906","Tanimbar Friarbird"
"2907","Helmeted Friarbird"
"2908","New Britain Friarbird"
"2909","New Ireland Friarbird"
"2910","White-naped Friarbird"
"2911","Silver-crowned Friarbird"
"2912","Noisy Friarbird"
"2913","New Caledonian Friarbird"
"2914","Black Honeyeater"
"2915","Bismarck Honeyeater"
"2916","Drab Myzomela"
"2917","White-chinned Myzomela"
"2918","Ashy Myzomela"
"2919","Ruby-throated Myzomela"
"2920","Moluccan Myzomela"
"2921","Obi Myzomela"
"2922","Red-brown Myzomela"
"2923","Dusky Myzomela"
"2924","Reddish Myzomela"
"2925","Red Myzomela"
"2926","Papuan Black Myzomela"
"2927","New Ireland Myzomela"
"2928","Crimson-hooded Myzomela"
"2929","Red-headed Myzomela"
"2930","Sumba Myzomela"
"2931","Mountain Myzomela"
"2932","Rotuma Myzomela"
"2933","Sulawesi Myzomela"
"2934","Bacan Myzomela"
"2935","Wakolo Myzomela"
"2936","Banda Myzomela"
"2937","Scarlet Myzomela"
"2938","New Caledonian Myzomela"
"2939","Cardinal Myzomela"
"2940","Micronesian Myzomela"
"2941","Sclater's Myzomela"
"2942","Bismarck Black Myzomela"
"2943","Red-capped Myzomela"
"2944","Crimson-rumped Myzomela"
"2945","Malaita Myzomela"
"2946","Black-headed Myzomela"
"2947","Sooty Myzomela"
"2948","Orange-breasted Myzomela"
"2949","Black-bellied Myzomela"
"2950","Black-breasted Myzomela"
"2951","Red-collared Myzomela"
"2952","Long-billed Myzomela"
"2953","Western Spinebill"
"2954","Eastern Spinebill"
"2955","Pied Honeyeater"
"2956","Tui"
"2957","New Zealand Bellbird"
"2958","Plain Honeyeater"
"2959","Marbled Honeyeater"
"2960","Streak-headed Honeyeater"
"2961","Barred Honeyeater"
"2962","Tawny-crowned Honeyeater"
"2963","Vanuatu Honeyeater"
"2964","Green-backed Honeyeater"
"2965","Leaden Honeyeater"
"2966","Yellowish-streaked Honeyeater"
"2967","Rufous-sided Honeyeater"
"2968","Rufous-backed Honeyeater"
"2969","Mayr's Honeyeater"
"2970","Grey-streaked Honeyeater"
"2971","Bougainville Honeyeater"
"2972","Bar-breasted Honeyeater"
"2973","Brown-backed Honeyeater"
"2974","Rufous-banded Honeyeater"
"2975","Rufous-throated Honeyeater"
"2976","Grey Honeyeater"
"2977","Gibberbird"
"2978","Yellow Chat"
"2979","Crimson Chat"
"2980","White-fronted Chat"
"2981","Orange Chat"
"2982","Long-billed Honeyeater"
"2983","Tawny Straightbill"
"2984","Olive Straightbill"
"2985","Macgregor's Honeyeater"
"2986","Arfak Honeyeater"
"2987","Smoky Honeyeater"
"2988","Foja Honeyeater"
"2989","Spangled Honeyeater"
"2990","Orange-cheeked Honeyeater"
"2991","Puff-backed Honeyeater"
"2992","Yellow-spotted Honeyeater"
"2993","Lewin's Honeyeater"
"2994","Scrub Honeyeater"
"2995","Hill-forest Honeyeater"
"2996","Mimic Honeyeater"
"2997","Forest Honeyeater"
"2998","Mottle-breasted Honeyeater"
"2999","Elegant Honeyeater"
"3000","Graceful Honeyeater"
