cur_alternate_com_name,sci_name
Monarca Apagado (hebetior),Myiagra hebetior hebetior
Monarca Apagado (eichhorni),Myiagra hebetior eichhorni
Monarca Apagado (cervinicolor),Myiagra hebetior cervinicolor
Myiagra sp.,Myiagra sp.
Corvino Negro,Corcorax melanorhamphos
Corvino Apostol,Struthidea cinerea
Melampita Chica,Melampitta lugubris
Melampita Grande,Melampitta gigantea
Arrendajo Crestado,Platylophus galericulatus
Alcaudon Tigre,Lanius tigrinus
Alcaudon Bucefalo,Lanius bucephalus
Alcaudon Dorsirrojo,Lanius collurio
Alcaudon Colirrojo,Lanius phoenicuroides
Alcaudon Dorsirrojo x Colirrojo (hibrido),Lanius collurio x phoenicuroides
Alcaudon Isabel,Lanius isabellinus
Alcaudon Isabel (isabellinus),Lanius isabellinus isabellinus
Alcaudon Isabel (arenarius/tsaidamensis),Lanius isabellinus arenarius/tsaidamensis
Alcaudon Colirrojo/Isabel,Lanius phoenicuroides/isabellinus
Alcaudon Pardo,Lanius cristatus
Alcaudon Pardo (cristatus/confusus),Lanius cristatus cristatus/confusus
Alcaudon Pardo (superciliosus),Lanius cristatus superciliosus
Alcaudon Pardo (lucionensis),Lanius cristatus lucionensis
Alcaudon Tigre x Pardo (hibrido),Lanius tigrinus x cristatus
Alcaudon Colirrojo/Isabel/Pardo,Lanius phoenicuroides/isabellinus/cristatus
Alcaudon Birmano,Lanius collurioides
Alcaudon de Emin,Lanius gubernator
Alcaudon Dorsicastano,Lanius vittatus
Alcaudon Schach,Lanius schach
Alcaudon Schach (erythronotus/caniceps),Lanius schach erythronotus/caniceps
Alcaudon Schach (schach),Lanius schach schach
Alcaudon Schach (tricolor/longicaudatus),Lanius schach tricolor/longicaudatus
Alcaudon Schach (bentet),Lanius schach bentet
Alcaudon Schach (grupo nasutus),Lanius schach [nasutus Group]
Alcaudon Dorsicastano/Schach,Lanius vittatus/schach
Alcaudon Tibetano,Lanius tephronotus
Alcaudon Filipino,Lanius validirostris
Alcaudon Americano,Lanius ludovicianus
Alcaudon Boreal,Lanius borealis
Alcaudon Boreal (asiatico),Lanius borealis [mollis Group]
Alcaudon Boreal (americano),Lanius borealis borealis
Alcaudon Americano/Norteno,Lanius ludovicianus/borealis
Alcaudon Real,Lanius meridionalis
Alcaudon Norteno,Lanius excubitor
Alcaudon Norteno (grupo excubitor),Lanius excubitor [excubitor Group]
Alcaudon Norteno (grupo elegans),Lanius excubitor [elegans Group]
Alcaudon Norteno (aucheri/buryi),Lanius excubitor aucheri/buryi
Alcaudon Norteno (uncinatus),Lanius excubitor uncinatus
Alcaudon Norteno (estepario),Lanius excubitor pallidirostris
Alcaudon Norteno (lathora),Lanius excubitor lahtora
Alcaudon Boreal/Norteno,Lanius borealis/excubitor
Alcaudon Real/Norteno,Lanius meridionalis/excubitor
Alcaudon Chico,Lanius minor
Alcaudon Chino,Lanius sphenocercus
Alcaudon Gigante,Lanius giganteus
Alcaudon Chino/Gigante,Lanius sphenocercus/giganteus
Alcaudon Dorsigris,Lanius excubitoroides
Alcaudon Colilargo,Lanius cabanisi
Alcaudon Piquigualdo,Lanius corvinus
Alcaudon Pio,Lanius melanoleucus
Alcaudon de Los Taita,Lanius dorsalis
Alcaudon Somali,Lanius somalicus
Alcaudon de Mackinnon,Lanius mackinnoni
Alcaudon Fiscal Norteno,Lanius humeralis
Alcaudon Fiscal Sureno,Lanius collaris
Alcaudon Fiscal Sureno (marwitzi),Lanius collaris marwitzi
Alcaudon Fiscal Sureno (grupo collaris),Lanius collaris [collaris Group]
Alcaudon Fiscal Norteno/Sureno,Lanius humeralis/collaris
Alcaudon de Souza,Lanius souzae
Alcaudon de Santo Tome,Lanius newtoni
Alcaudon Nubico,Lanius nubicus
Alcaudon Comun,Lanius senator
Alcaudon Comun (occidental),Lanius senator senator
Alcaudon Comun (Balear),Lanius senator badius
Alcaudon Comun (del Caucaso),Lanius senator niloticus
Alcaudon Dorsirrojo x Comun (hibrido),Lanius collurio x senator
Alcaudon sp.,Lanius sp.
Alcaudon Culiblanco,Eurocephalus ruppelli
Alcaudon Coroniblanco,Eurocephalus anguitimens
Urraca Negra,Platysmurus leucopterus
Urraca Negra (leucopterus),Platysmurus leucopterus leucopterus
Urraca Negra (aterrimus),Platysmurus leucopterus aterrimus
Arrendajo Siberiano,Perisoreus infaustus
Arrendajo de Sichuan,Perisoreus internigrans
Arrendajo Canadiense,Perisoreus canadensis
Arrendajo Canadiense (grupo canadensis),Perisoreus canadensis [canadensis Group]
Arrendajo Canadiense (capitalis/bicolor),Perisoreus canadensis capitalis/bicolor
Arrendajo Canadiense (obscurus/griseus),Perisoreus canadensis obscurus/griseus
Chara de Omiltemi,Cyanolyca mirabilis
Chara Enana,Cyanolyca nanus
Chara Gorjinegra,Cyanolyca pumilo
Chara Gorjiplateada,Cyanolyca argentigula
Chara Coroniazul,Cyanolyca cucullata
Chara Hermosa,Cyanolyca pulchra
Chara Collareja,Cyanolyca armillata
Chara Collareja (armillata/meridana),Cyanolyca armillata armillata/meridana
Chara Collareja (quindiuna),Cyanolyca armillata quindiuna
Chara Turquesa,Cyanolyca turcosa
Chara Andina,Cyanolyca viridicyanus
Urraca Hermosa Carinegra,Calocitta colliei
Urraca Hermosa Cariblanca,Calocitta formosa
Urraca Hermosa Carinegra x Cariblanca (hibrido),Calocitta colliei x formosa
Urraca Hermosa Carinegra/Cariblanca,Calocitta colliei/formosa
Chara Papan,Psilorhinus morio
Chara Pinta,Cyanocorax dickeyi
Chara Pechinegra,Cyanocorax affinis
Chara Verde,Cyanocorax yncas
Chara Verde (grupo luxuosus),Cyanocorax yncas [luxuosus Group]
Chara Verde (grupo yncas),Cyanocorax yncas [yncas Group]
Chara Centroamericana,Cyanocorax melanocyaneus
Chara de San Blas,Cyanocorax sanblasianus
Chara Yucateca,Cyanocorax yucatanicus
Chara de Beechey,Cyanocorax beecheii
Chara Morada,Cyanocorax cyanomelas
Chara Cerulea,Cyanocorax caeruleus
Chara Violacea,Cyanocorax violaceus
Chara Crestada,Cyanocorax cristatellus
Chara Coliblanca,Cyanocorax mystacalis
Chara de Cayena,Cyanocorax cayanus
Chara Nuquiazul,Cyanocorax heilprini
Chara Nuquiazul (heilprini),Cyanocorax heilprini heilprini
Chara Nuquiazul (hafferi),Cyanocorax heilprini hafferi
Chara Monuda,Cyanocorax chrysops
Chara Nuquiblanca,Cyanocorax cyanopogon
Chara (Cyanocorax) sp.,Cyanocorax sp.
Chara Pinonera,Gymnorhinus cyanocephalus
Chara de Steller,Cyanocitta stelleri
Chara de Steller (grupo stelleri),Cyanocitta stelleri [stelleri Group]
Chara de Steller (grupo diademata),Cyanocitta stelleri [diademata Group]
Chara de Steller (grupo coronata),Cyanocitta stelleri [coronata Group]
Chara Azul,Cyanocitta cristata
Chara Verde x Azul (hibrido),Cyanocorax yncas x Cyanocitta cristata
Chara de Steller x Azul (hibrido),Cyanocitta stelleri x cristata
Chara Floridana,Aphelocoma coerulescens
Chara de Santa Cruz,Aphelocoma insularis
Chara Californiana,Aphelocoma californica
Chara de Steller x Californiana (hibrido),Cyanocitta stelleri x Aphelocoma californica
Chara de Woodhouse,Aphelocoma woodhouseii
Chara de Woodhouse (grupo woodhouseii),Aphelocoma woodhouseii [woodhouseii Group]
Chara de Woodhouse (sumichrasti/remota),Aphelocoma woodhouseii sumichrasti/remota
Chara de Steller x de Woodhouse (hibrido),Cyanocitta stelleri x Aphelocoma woodhouseii
Chara Californiana/de Woodhouse,Aphelocoma californica/woodhouseii
Chara Pechigris,Aphelocoma wollweberi
Chara Pechigris (grupo wollweberi),Aphelocoma wollweberi [wollweberi Group]
Chara Pechigris (couchii),Aphelocoma wollweberi couchii
Chara Pechigris (potosina),Aphelocoma wollweberi potosina
Chara Mexicana,Aphelocoma ultramarina
Chara Pechigris/Mexicana,Aphelocoma wollweberi/ultramarina
Chara Unicolor,Aphelocoma unicolor
Chara (Aphelocoma) sp.,Aphelocoma sp.
Arrendajo Euroasiatico,Garrulus glandarius
Arrendajo Euroasiatico (Euroasiatico),Garrulus glandarius [glandarius Group]
Arrendajo Euroasiatico (grupo atricapillus),Garrulus glandarius [atricapillus Group]
Arrendajo Euroasiatico (grupo cervicalis),Garrulus glandarius [cervicalis Group]
Arrendajo Euroasiatico (hyrcanus),Garrulus glandarius hyrcanus
Arrendajo Euroasiatico (grupo brandtii),Garrulus glandarius [brandtii Group]
Arrendajo Euroasiatico (grupo bispecularis),Garrulus glandarius [bispecularis Group]
Arrendajo Euroasiatico (leucotis/oatesi),Garrulus glandarius leucotis/oatesi
Arrendajo Euroasiatico (grupo japonicus),Garrulus glandarius [japonicus Group]
Arrendajo Cabecinegro,Garrulus lanceolatus
Arrendajo de Lidth,Garrulus lidthi
Chara/Arrendajo sp.,Corvidae sp. (jay sp.)
Rabilargo Iberico,Cyanopica cooki
Rabilargo Asiatico,Cyanopica cyanus
Rabilargo Asiatico (grupo cyanus),Cyanopica cyanus [cyanus Group]
Rabilargo Asiatico (japonica),Cyanopica cyanus japonica
Urraca Cingalesa,Urocissa ornata
Urraca de Formosa,Urocissa caerulea
Urraca Piquigualda,Urocissa flavirostris
Urraca Piquirroja,Urocissa erythroryncha
Urraca Piquigualda/Piquirroja,Urocissa flavirostris/erythroryncha
Urraca de Whitehead,Urocissa whiteheadi
Urraca de Whitehead (xanthomelana),Urocissa whiteheadi xanthomelana
Urraca de Whitehead (whiteheadi),Urocissa whiteheadi whiteheadi
Urraca Verde,Cissa chinensis
Urraca Verde (grupo chinensis),Cissa chinensis [chinensis Group]
Urraca Verde (margaritae),Cissa chinensis margaritae
Urraca Ventrigualda,Cissa hypoleuca
Urraca Verde de Cola Corta,Cissa thalassina
Urraca Verde de Borneo,Cissa jefferyi
Cissa sp.,Cissa sp.
Urraca Vagabunda,Dendrocitta vagabunda
Urraca Gris,Dendrocitta formosae
Urraca Vagabunda/Gris,Dendrocitta vagabunda/formosae
Urraca de Sumatra,Dendrocitta occipitalis
Urraca de Borneo,Dendrocitta cinerascens
Urraca Ventriblanca,Dendrocitta leucogastra
Urraca Acollarada,Dendrocitta frontalis
Urraca de Andaman,Dendrocitta bayleii
Urraca Bronceada,Crypsirina temia
Urraca Encapuchada,Crypsirina cucullata
Urraca de Raquetas,Temnurus temnurus
Dendrocitta/Crypsirina/Temnurus sp.,Dendrocitta/Crypsirina/Temnurus sp.
Urraca Magrebi,Pica mauritanica
Urraca arabe,Pica asirensis
Urraca del Himalaya,Pica bottanensis
Urraca Oriental,Pica serica
Urraca Comun,Pica pica
Urraca Comun (iberica),Pica pica melanotos
Urraca Comun (Euroasiatico),Pica pica [pica Group]
Urraca Comun (camtschatica),Pica pica camtschatica
Urraca Oriental/Comun,Pica serica/pica
Urraca de Hudson,Pica hudsonia
Urraca de Nuttall,Pica nuttalli
Pica sp.,Pica sp.
Urraquita de Stresemann,Zavattariornis stresemanni
Arrendajo Terrestre Mongol,Podoces hendersoni
Arrendajo Terrestre de Xinjiang,Podoces biddulphi
Arrendajo Terrestre del Turquestan,Podoces panderi
Arrandejo Terrestre Irani,Podoces pleskei
Cascanueces Americano,Nucifraga columbiana
Cascanueces Comun,Nucifraga caryocatactes
Cascanueces Comun (grupo caryocatactes),Nucifraga caryocatactes [caryocatactes Group]
Cascanueces Comun (grupo hemispila),Nucifraga caryocatactes [hemispila Group]
Cascanueces del Himalaya,Nucifraga multipunctata
Chova Piquirroja,Pyrrhocorax pyrrhocorax
Chova Piquirroja (grupo pyrrhocorax),Pyrrhocorax pyrrhocorax [pyrrhocorax Group]
Chova Piquirroja (baileyi),Pyrrhocorax pyrrhocorax baileyi
Chova Piquigualda,Pyrrhocorax graculus
Chova Piquigualda/Piquirroja,Pyrrhocorax pyrrhocorax/graculus
Piapiac,Ptilostomus afer
Grajilla Occidental,Corvus monedula
Grajilla Oriental,Corvus dauuricus
Cuervo Indio,Corvus splendens
Cuervo de Nueva Caledonia,Corvus moneduloides
Cuervo de Las Banggai,Corvus unicolor
Cuervo Picofino,Corvus enca
Cuervo Picofino (Sierra Madre),Corvus enca samarensis/sierramadrensis
Cuervo Picofino (grupo enca),Corvus enca [enca Group]
Cuervo Violeta,Corvus violaceus
Cuervo de Celebes,Corvus typicus
Cuervo de Flores,Corvus florensis
Cuervo de Las Marianas,Corvus kubaryi
Cuervo Moluqueno,Corvus validus
Cuervo Piquiblanco,Corvus woodfordi
Cuervo de La Bougainville,Corvus meeki
Cuervo Cabecipardo,Corvus fuscicapillus
Cuervo Gris,Corvus tristis
Cuervo de El Cabo,Corvus capensis
Graja,Corvus frugilegus
Cuervo Americano,Corvus brachyrhynchos
Cuervo Palmero,Corvus palmarum
Cuervo Palmero (cubano),Corvus palmarum minutus
Cuervo Palmero (palmarum),Corvus palmarum palmarum
Cuervo Cubano,Corvus nasicus
Cuervo de La Espanola,Corvus leucognaphalus
Cuervo Jamaicano,Corvus jamaicensis
Cuervo Tamaulipeco,Corvus imparatus
Cuervo Sinaloense,Corvus sinaloae
Cuervo Pescador,Corvus ossifragus
Cuervo Indio x Pescador (hibrido),Corvus splendens x ossifragus
Cuervo Americano/Pescador,Corvus brachyrhynchos/ossifragus
Cuervo Hawaiano,Corvus hawaiiensis
Cuervo Llanero,Corvus cryptoleucus
Corneja Negra,Corvus corone
Corneja Negra (Oeste),Corvus corone corone
Corneja Negra (Este),Corvus corone orientalis
Corneja Cenicienta,Corvus cornix
Corneja Cenicienta (grupo cornix),Corvus cornix [cornix Group]
Corneja Cenicienta (capellanus),Corvus cornix capellanus
Corneja Negra x Cenicienta (hibrido),Corvus corone x cornix
Corneja Negra/Cenicienta,Corvus corone/cornix
Cuervo Picudo,Corvus macrorhynchos
Cuervo Picudo (grupo macrorhynchos),Corvus macrorhynchos [macrorhynchos Group]
Cuervo Picudo (culminatus),Corvus macrorhynchos culminatus
Cuervo Picudo (levaillantii),Corvus macrorhynchos levaillantii
Cuervo de Torres,Corvus orru
Cuervo de Las Bismarck,Corvus insularis
Cuervo de Bennett,Corvus bennetti
Corneja sp.,Corvus sp. (crow sp.)
Cuervo Australiano,Corvus coronoides
Cuervo de Mellor,Corvus mellori
Cuervo de Tasmania,Corvus tasmanicus
Cuervo Acollarado,Corvus pectoralis
Cuervo Pio,Corvus albus
Cuervo Deserticola,Corvus ruficollis
Cuervo Etiope,Corvus edithae
Ciuervo Pio x Etiope (hibrido),Corvus albus x edithae
Cuervo Colicorto,Corvus rhipidurus
Cuervo Cuelliblanco,Corvus albicollis
Cuervo Picogordo,Corvus crassirostris
Cuervo Grande,Corvus corax
Cuervo sp.,Corvus sp. (raven sp.)
Corneja/Cuervo sp.,Corvus sp.
Ave del Paraiso de Loria,Cnemophilus loriae
Ave del Paraiso Crestada Amarilla,Cnemophilus macgregorii
Ave del Paraiso Crestada Amarilla (sanguineus),Cnemophilus macgregorii sanguineus
Ave del Paraiso Crestada Amarilla (macgregorii),Cnemophilus macgregorii macgregorii
Ave del Paraiso Sedosa,Loboparadisea sericea
Picabayas Oscuro,Melanocharis arfakiana
Picabayas Negro,Melanocharis nigra
Picabayas Colilargo,Melanocharis longicauda
Picabayas Abanico,Melanocharis versteri
Picabayas Satinado,Melanocharis citreola
Picabayas Estriado,Melanocharis striativentris
Picabayas Moteado,Melanocharis crassirostris
Picabayas Moteado (crassirostris),Melanocharis crassirostris crassirostris
Picabayas Moteado (piperata/viridescens),Melanocharis crassirostris piperata/viridescens
Melanocharis sp.,Melanocharis sp.
Picudo Ventrigualdo,Toxorhamphus novaeguineae
Picudo Cabecigris,Toxorhamphus poliopterus
Picudo Ventrigualdo/Cabecigris,Toxorhamphus novaeguineae/poliopterus
Picudo Pechigris,Oedistoma iliolophus
Picudo Pigmeo,Oedistoma pygmaeum
Kokako de Isla Norte,Callaeas wilsoni
Kokako de Isla Sur,Callaeas cinereus
Tieke de Isla Norte,Philesturnus rufusater
Tieke de Isla Sur,Philesturnus carunculatus
Huia,Heteralocha acutirostris
Hihi,Notiomystis cincta
Petroica Terrestre Grande,Amalocichla sclateriana
Petroica Terrestre Chica,Amalocichla incerta
Petroica Torrentera,Monachella muelleriana
Petroica Torrentera (muelleriana),Monachella muelleriana muelleriana
Petroica Torrentera (coultasi),Monachella muelleriana coultasi
Petroica Fascinante,Microeca fascinans
Petroica de Las Tanimbar,Microeca hemixantha
Petroica Limon,Microeca flavigaster
Petroica Limon (grupo flavigaster),Microeca flavigaster [flavigaster Group]
Petroica Limon (tormenti),Microeca flavigaster tormenti
Petroica de Bismarck (forma no descrita),Microeca [undescribed form]
Petroica Patigualda,Microeca griseoceps
Petroica Olivacea,Microeca flavovirescens
Petroica Papu,Microeca papuana
Microeca sp.,Microeca sp.
Petroica Granate,Eugerygone rubra
Petroica del Norte,Petroica longipes
Petroica del Sur,Petroica australis
Petroica Carbonera,Petroica macrocephala
Petroica Carbonera (grupo macrocephala),Petroica macrocephala [macrocephala Group]
Petroica Carbonera (dannefaerdi),Petroica macrocephala dannefaerdi
Petroica de Las Chatham,Petroica traversi
Petroica Escarlata,Petroica boodang
Petroica Escarlata (campbelli),Petroica boodang campbelli
Petroica Escarlata (boodang/leggii),Petroica boodang boodang/leggii
Petroica Flamigera,Petroica phoenicea
Petroica Rosada,Petroica rosea
Petroica Encarnada,Petroica rodinogaster
Petroica Montanesa,Petroica bivittata
Petroica Roquera,Petroica archboldi
Petroica Multicolor,Petroica multicolor
Petroica Frentirroja,Petroica goodenovii
Petroica del Pacifico,Petroica pusilla
Petroica del Pacifico (Salomon),Petroica pusilla [polymorpha Group]
Petroica del Pacifico (Vanuatu),Petroica pusilla [similis Group]
Petroica del Pacifico (Samoa),Petroica pusilla pusilla
Petroica sp.,Petroica sp.
Petroica Encapuchada,Melanodryas cucullata
Petroica de Tasmania,Melanodryas vittata
Petroica Cariblanca,Tregellasia leucops
Petroica Amarillenta,Tregellasia capito
Petroica Amarilla,Eopsaltria australis
Petroica Pechigris,Eopsaltria griseogularis
Petroica Ventrigualda,Eopsaltria flaviventris
Petroica Pechiblanca,Eopsaltria georgiana
Petroica de Manglar,Eopsaltria pulverulenta
Petroica Barbinegra,Poecilodryas brachyura
Petroica Flanquinegra,Poecilodryas hypoleuca
Petroica Cejuda,Poecilodryas superciliosa
Petroica Ventricanela,Poecilodryas cerviniventris
Petroica Bandeada,Poecilodryas placens
Petroica Gorjinegra,Poecilodryas albonotata
Petroica Aliblanca,Peneothello sigillata
Petroica Sombria,Peneothello cryptoleuca
Petroica Culiblanca,Peneothello bimaculata
Petroica Azulada,Peneothello cyanus
Petroica Ceniza,Heteromyias albispecularis
Petroica Ceniza (albispecularis),Heteromyias albispecularis albispecularis
Petroica Ceniza (grupo armiti),Heteromyias albispecularis [armiti Group]
Petroica Cabecigris,Heteromyias cinereifrons
Petroica Dorsiverde,Pachycephalopsis hattamensis
Petroica Ojiblanca,Pachycephalopsis poliosoma
Petroica Matorralera Papu,Drymodes beccarii
Petroica Matorralera Nortena,Drymodes superciliaris
Petroica Matorralera Surena,Drymodes brunneopygia
Picatartes Cuelliblanco,Picathartes gymnocephalus
Picatartes Cuelligris,Picathartes oreas
Saltarrocas de El Cabo,Chaetops frenatus
Saltarrocas del Drakensberg,Chaetops aurantius
Zordala Colilarga,Eupetes macrocerus
Hiliota Ventrigualda,Hyliota flavigaster
Hiliota Austral,Hyliota australis
Hiliota de Los Usambara,Hyliota usambara
Hiliota Violacea,Hyliota violacea
Papamoscas Duende,Stenostira scita
Papamoscas Ventrigualdo,Chelidorhynx hypoxanthus
Elminia Azul,Elminia longicauda
Elminia Blanquiazul,Elminia albicauda
Elminia Cabecinegra,Elminia nigromitrata
Elminia Ventriblanca,Elminia albiventris
Elminia Ventriblanca (albiventris),Elminia albiventris albiventris
Elminia Ventriblanca (toroensis),Elminia albiventris toroensis
Elminia Coliblanca,Elminia albonotata
Papamoscas Cabecigris,Culicicapa ceylonensis
Papamoscas Citrino,Culicicapa helianthea
Pajaro Moscon Carirrojo,Cephalopyrus flammiceps
Herrerillo Modesto,Sylviparus modestus
Carbonero Sultan,Melanochlora sultanea
Carbonero Sultan (grupo sultanea),Melanochlora sultanea [sultanea Group]
Carbonero Sultan (gayeti),Melanochlora sultanea gayeti
Carbonero Garrapinos,Periparus ater
Carbonero Garrapinos (britanico),Periparus ater britannicus/hibernicus
Carbonero Garrapinos (continental),Periparus ater [ater Group]
Carbonero Garrapinos (del Atlas),Periparus ater ledouci/atlas
Carbonero Garrapinos (de Chipre),Periparus ater cypriotes
Carbonero Garrapinos (del Caucaso),Periparus ater [phaeonotus Group]
Carbonero Garrapinos (melanolophus),Periparus ater melanolophus
Carbonero Garrapinos (del Himalaya),Periparus ater aemodius/rufipectus
Carbonero Garrapinos (chino),Periparus ater ptilosus/kuatunensis
Carbonero Nuquirrufo,Periparus rufonuchalis
Carbonero Culirrufo,Periparus rubidiventris
Carbonero Nuquirrufo/Culirrufo,Periparus rufonuchalis/rubidiventris
Carbonero Ventrigualdo,Periparus venustulus
Carbonero Elegante,Periparus elegans
Carbonero de Palawan,Periparus amabilis
Herrerillo Capuchino,Lophophanes cristatus
Herrerillo Crestigris,Lophophanes dichrous
Carbonero Ventricastano,Sittiparus castaneoventris
Carbonero Olivaceo,Sittiparus olivaceus
Carbonero Variado,Sittiparus varius
Carbonero Ventricastano/Variado,Sittiparus castaneoventris/varius
Carbonero de Owston,Sittiparus owstoni
Carbonero Frentiblanco,Sittiparus semilarvatus
Carbonero Cejiblanco,Poecile superciliosus
Carbonero Lugubre,Poecile lugubris
Carbonero de David,Poecile davidi
Carbonero Palustre,Poecile palustris
Carbonero del Caspio,Poecile hyrcanus
Carbonero Barbinegro,Poecile hypermelaenus
Carbonero Montano,Poecile montanus
Carbonero Montano (grupo montanus),Poecile montanus [montanus Group]
Carbonero Montano (grupo songarus),Poecile montanus [songarus Group]
Carbonero Palustre/Montano,Poecile palustris/montanus
Carbonero de Sichuan,Poecile weigoldicus
Carbonero de Carolina,Poecile carolinensis
Carbonero Cabecinegro,Poecile atricapillus
Carbonero de Carolina x Cabecinegro (hibrido),Poecile carolinensis x atricapillus
Carbonero de Carolina/Cabecinegro,Poecile carolinensis/atricapillus
Carbonero Montanes,Poecile gambeli
Carbonero Montanes (grupo gambeli),Poecile gambeli [gambeli Group]
Carbonero Montanes (grupo baileyae),Poecile gambeli [baileyae Group]
Carbonero Cabecinegro x Montanes (hibrido),Poecile atricapillus x gambeli
Carbonero Cabecinegro/Montanes,Poecile atricapillus/gambeli
Carbonero Mexicano,Poecile sclateri
Carbonero Dorsicastano,Poecile rufescens
Carbonero Boreal,Poecile hudsonicus
Carbonero Cabecinegro x Boreal (hibrido),Poecile atricapillus x hudsonicus
Carbonero Montanes x Boreal (hibrido),Poecile gambeli x hudsonicus
Carbonero Lapon,Poecile cinctus
Carbonero Montano x Lapon (hibrido),Poecile montanus x cinctus
Poecile sp.,Poecile sp.
Herrerillo Comun,Cyanistes caeruleus
Herrerillo Canario,Cyanistes teneriffae
Herrerillo Azul,Cyanistes cyanus
Herrerillo Azul (grupo cyanus),Cyanistes cyanus [cyanus Group]
Herrerillo Azul (grupo flavipectus),Cyanistes cyanus [flavipectus Group]
Herrerillo Comun x Azul (hibrido),Cyanistes caeruleus x cyanus
Herrerillo Comun/Azul,Cyanistes caeruleus/cyanus
Herrerillo Embridado,Baeolophus wollweberi
Herrerillo Unicolor,Baeolophus inornatus
Herrerillo de Ridgway,Baeolophus ridgwayi
Herrerillo Embridado/de Ridgway,Baeolophus wollweberi/ridgwayi
Herrerillo Unicolor/de Ridgway,Baeolophus inornatus/ridgwayi
Herrerillo Bicolor,Baeolophus bicolor
Carbonero de Carolina x Herrerillo Bicolor (hibrido),Poecile carolinensis x Baeolophus bicolor
Carbonero Cabecinegro x Herrerillo Bicolor (hibrido),Poecile atricapillus x Baeolophus bicolor
Herrerillo Crestinegro,Baeolophus atricristatus
Herrerillo Bicolor x Crestinegro (hibrido),Baeolophus bicolor x atricristatus
Herrerillo Bicolor/Crestinegro,Baeolophus bicolor/atricristatus
Carbonero Terrestre,Pseudopodoces humilis
Carbonero Dorsiverde,Parus monticolus
Carbonero Comun,Parus major
Carbonero Comun (comun),Parus major [major Group]
Carbonero Comun (del Turkestan),Parus major [bokharensis Group]
Carbonero Indio,Parus cinereus
Carbonero Japones,Parus minor
Carbonero Japones (grupo minor),Parus minor [minor Group]
Carbonero Japones (commixtus),Parus minor commixtus
Carbonero Japones (amamiensis),Parus minor amamiensis
Carbonero Japones (okinawae),Parus minor okinawae
Carbonero Japones (nigriloris),Parus minor nigriloris
Carbonero sp.,Parus sp.
Carbonero Nuquiblanco,Machlolophus nuchalis
Carbonero de Formosa,Machlolophus holsti
Carbonero Carigualdo Himalayano,Machlolophus xanthogenys
Carbonero Carigualdo Indio,Machlolophus aplonotus
Carbonero Carigualdo Chino,Machlolophus spilonotus
Carbonero Guineano,Melaniparus guineensis
Carbonero Aliblanco,Melaniparus leucomelas
Carbonero Ventrirrufo,Melaniparus rufiventris
Carbonero Ventrirrufo (rufiventris/masukuensis),Melaniparus rufiventris rufiventris/masukuensis
Carbonero Ventrirrufo (pallidiventris),Melaniparus rufiventris pallidiventris
Carbonero Ventriblanco,Melaniparus albiventris
Carbonero Negro,Melaniparus niger
Carbonero de Carp,Melaniparus carpi
Carbonero Cenizo,Melaniparus funereus
Carbonero del Miombo,Melaniparus griseiventris
Carbonero del Ruwenzori,Melaniparus fasciiventer
Carbonero Somali,Melaniparus thruppi
Carbonero Gorjirrufo,Melaniparus fringillinus
Carbonero Dorsiblanco,Melaniparus leuconotus
Carbonero Cinereo,Melaniparus cinerascens
Carbonero Gris,Melaniparus afer
Parido sp.,Paridae sp.
Pajaro Moscon Baloncito,Auriparus flaviceps
Pajaro Moscon Europeo,Remiz pendulinus
Pajaro Moscon Cabecinegro,Remiz macronyx
Pajaro Moscon Coronado,Remiz coronatus
Pajaro Moscon Chino,Remiz consobrinus
Pajaro Moscon Sudanes,Anthoscopus punctifrons
Pajaro Moscon Gris,Anthoscopus musculus
Pajaro Moscon Amarillo,Anthoscopus parvulus
Pajaro Moscon Frentigualdo,Anthoscopus flavifrons
Pajaro Moscon Africano,Anthoscopus caroli
Pajaro Moscon Africano (grupo ansorgei),Anthoscopus caroli [ansorgei Group]
Pajaro Moscon Africano (sylviella/sharpei),Anthoscopus caroli sylviella/sharpei
Pajaro Moscon Africano (roccatii),Anthoscopus caroli roccatii
Pajaro Moscon Africano (rankinei),Anthoscopus caroli rankinei
Pajaro Moscon Africano (grupo caroli),Anthoscopus caroli [caroli Group]
Pajaro Moscon de El Cabo,Anthoscopus minutus
Alondra Ibis,Alaemon alaudipes
Alondra Ibis (boavistae),Alaemon alaudipes boavistae
Alondra Ibis (grupo alaudipes),Alaemon alaudipes [alaudipes Group]
Alondra de Hamerton,Alaemon hamertoni
Alondra Espolada,Chersomanes albofasciata
Alondra de Beesley,Chersomanes beesleyi
Alondra de Gray,Ammomanopsis grayi
Alondra Chuana,Certhilauda chuana
Alondra Namaqua,Certhilauda subcoronata
Alondra de Benguela,Certhilauda benguelensis
Alondra de Transvaal,Certhilauda semitorquata
Alondra de El Cabo,Certhilauda curvirostris
Alondra de Agulhas,Certhilauda brevirostris
Alondra de El Cabo/de Agulhas,Certhilauda curvirostris/brevirostris
Certhilauda sp.,Certhilauda sp.
Alondra Colirrufa,Pinarocorys erythropygia
Alondra Oscura,Pinarocorys nigricans
Calandria Picogorda,Ramphocoris clotbey
Terrera Colinegra,Ammomanes cinctura
Terrera Colirroja,Ammomanes phoenicura
Terrera Sahariana,Ammomanes deserti
Ammomanes sp.,Ammomanes sp.
Terrera Orejinegra,Eremopterix australis
Alondra Malgache,Eremopterix hova
