cur_alternate_com_name,sci_name
Chachalaca Culirroja (ruficrissa),Ortalis ruficauda ruficrissa
Chachalaca Culirroja (ruficauda),Ortalis ruficauda ruficauda
Chachalaca Cabecirrufa,Ortalis erythroptera
Chachalaca Ventricastana,Ortalis wagleri
Chachalaca Pechigris,Ortalis poliocephala
Chachalaca Charata,Ortalis canicollis
Chachalaca Ventriblanca,Ortalis leucogastra
Chachalaca Colombiana,Ortalis columbiana
Chachalaca Moteada,Ortalis guttata
Chachalaca Moteada (guttata/subaffinis),Ortalis guttata guttata/subaffinis
Chachalaca Moteada (remota),Ortalis guttata remota
Chachalaca Oriental,Ortalis araucuan
Chachalaca Escamosa,Ortalis squamata
Chachalaca Guayanesa,Ortalis motmot
Chachalaca Cabecicastana,Ortalis ruficeps
Chachalaca Cejuda,Ortalis superciliaris
Chachalaca sp.,Ortalis sp.
Pava Camata,Penelope argyrotis
Pava Barbuda,Penelope barbata
Pava de Orton,Penelope ortoni
Pava Andina,Penelope montagnii
Pava Marail,Penelope marail
Pava Yacupemba,Penelope superciliaris
Pava Carirroja,Penelope dabbenei
Pava Amazonica,Penelope jacquacu
Pava Amazonica (granti),Penelope jacquacu granti
Pava Amazonica (grupo jacquacu),Penelope jacquacu [jacquacu Group]
Pava Marail/Amazonica,Penelope marail/jacquacu
Pava Cojolita,Penelope purpurascens
Pava del Cauca,Penelope perspicax
Pava Aliblanca,Penelope albipennis
Pava Oscura,Penelope obscura
Pava de Las Yungas,Penelope bridgesi
Pava Crestiblanca,Penelope pileata
Pava Ventrirrufa,Penelope ochrogaster
Pava Yacucaca,Penelope jacucaca
Penelope sp.,Penelope sp.
Pava de Trinidad,Pipile pipile
Pava Goliazul,Pipile cumanensis
Pava Goliazul (cumanensis),Pipile cumanensis cumanensis
Pava Goliazul (grayi),Pipile cumanensis grayi
Pava Cuyubi,Pipile cujubi
Pava Cuyubi (nattereri),Pipile cujubi nattereri
Pava Cuyubi (cujubi),Pipile cujubi cujubi
Pava Goliazul/Cuyubi,Pipile cumanensis/cujubi
Pava Yacutinga,Pipile jacutinga
Pava Aburria,Aburria aburri
Pava Negra,Chamaepetes unicolor
Pava Falcialar,Chamaepetes goudotii
Pava Pajuil,Penelopina nigra
Pavon Cornudo,Oreophasis derbianus
Pauji Nocturno,Nothocrax urumutum
Pauji Culicastano,Mitu tomentosum
Pauji Culiblanco,Mitu salvini
Pauji Tuberoso,Mitu tuberosum
Pauji de Alagoas,Mitu mitu
Pauji de Yelmo,Pauxi pauxi
Pauji Unicornio Peruano,Pauxi koepckeae
Pauji Unicornio Boliviano,Pauxi unicornis
Pavon Norteno,Crax rubra
Pavon Piquiazul,Crax alberti
Pavon Poru,Crax daubentoni
Pavon Guayanes,Crax alector
Pavon Carunculado,Crax globulosa
Pavon Muitu,Crax fasciolata
Pavon Muitu (pinima),Crax fasciolata pinima
Pavon Muitu (fasciolata/grayi),Crax fasciolata fasciolata/grayi
Pavon Piquirrojo,Crax blumenbachii
Pavon/Pauji sp.,Cracidae sp. (curassow sp.)
Cracidae sp.,Cracidae sp.
Pintada Comun,Numida meleagris
Pintada Comun (sabyi),Numida meleagris sabyi
Pintada Comun (galeatus),Numida meleagris galeatus
Pintada Comun (meleagris/somaliensis),Numida meleagris meleagris/somaliensis
Pintada Comun (reichenowi),Numida meleagris reichenowi
Pintada Comun (grupo mitratus),Numida meleagris [mitratus Group]
Pintada Comun (domestico),Numida meleagris (Domestic type)
Pintada Pechiblanca,Agelastes meleagrides
Pintada Negra,Agelastes niger
Pintada Vulturina,Acryllium vulturinum
Pintada Plumifera,Guttera plumifera
Pintada Monuda Oriental,Guttera pucherani
Pintada Monuda Oriental (pucherani),Guttera pucherani pucherani
Pintada Monuda Oriental (verreauxi/sclateri),Guttera pucherani verreauxi/sclateri
Pintada Monuda Oriental (edouardi/barbata),Guttera pucherani edouardi/barbata
Gallinita Roquera,Ptilopachus petrosus
Gallinita Roquera (petrosus),Ptilopachus petrosus petrosus
Gallinita Roquera (major),Ptilopachus petrosus major
Gallinita de Nahan,Ptilopachus nahani
Colin Carirrufo,Rhynchortyx cinctus
Colin Serrano,Oreortyx pictus
Colin Cariclaro,Dendrortyx leucophrys
Colin Rabudo,Dendrortyx macroura
Colin Barbudo,Dendrortyx barbatus
Colin Bandeado,Philortyx fasciatus
Colin de Virginia,Colinus virginianus
Colin de Virginia (grupo virginianus),Colinus virginianus [virginianus Group]
Colin de Virginia (graysoni/nigripectus),Colinus virginianus graysoni/nigripectus
Colin de Virginia (grupo pectoralis),Colinus virginianus [pectoralis Group]
Colin de Virginia (grupo coyoleos),Colinus virginianus [coyoleos Group]
Colin Gorjinegro,Colinus nigrogularis
Colin Crestudo,Colinus cristatus
Colin Crestudo (grupo leucopogon),Colinus cristatus [leucopogon Group]
Colin Crestudo (grupo cristatus),Colinus cristatus [cristatus Group]
Colin Escamado,Callipepla squamata
Colin de Virginia x Escamado (hibrido),Colinus virginianus x Callipepla squamata
Colin Elegante,Callipepla douglasii
Colin de California,Callipepla californica
Colin Escamado x de California (hibrido),Callipepla squamata x californica
Colin de Gambel,Callipepla gambelii
Colin Escamado x de Gambel (hibrido),Callipepla squamata x gambelii
Colin de California x de Gambel (hibrido),Callipepla californica x gambelii
Colin de California/de Gambel,Callipepla californica/gambelii
Colin de Moctezuma,Cyrtonyx montezumae
Colin de Moctezuma (grupo montezumae),Cyrtonyx montezumae [montezumae Group]
Colin de Moctezuma (sallei/rowleyi),Cyrtonyx montezumae sallei/rowleyi
Colin Ocelado,Cyrtonyx ocellatus
Colin Cantor,Dactylortyx thoracicus
Corcovado Comun,Odontophorus gujanensis
Corcovado Uru,Odontophorus capueira
Corcovado Orejinegro,Odontophorus melanotis
Corcovado Carinegro,Odontophorus atrifrons
Corcovado Frentirrojo,Odontophorus erythrops
Corcovado Castano,Odontophorus hyperythrus
Corcovado Dorsioscuro,Odontophorus melanonotus
Corcovado Pechirrufo,Odontophorus speciosus
Corcovado del Tacarcuna,Odontophorus dialeucos
Corcovado Gorjiblanco,Odontophorus strophium
Corcovado Venezolano,Odontophorus columbianus
Corcovado Pechinegro,Odontophorus leucolaemus
Corcovado Enmascarado,Odontophorus balliviani
Corcovado Estrellado,Odontophorus stellatus
Corcovado Goteado,Odontophorus guttatus
Corcovado sp.,Odontophorus sp.
Odontophoridae sp.,Odontophoridae sp.
Perdiz de Las Udzungwa,Xenoperdix udzungwensis
Perdiz de Las Udzungwa (udzungwensis),Xenoperdix udzungwensis udzungwensis
Perdiz de Las Udzungwa (obscuratus),Xenoperdix udzungwensis obscuratus
Perdicilla Herrumbrosa,Caloperdix oculeus
Perdiz Rulrul,Rollulus rouloul
Perdiz Negra,Melanoperdix niger
Arborofila Comun,Arborophila torqueola
Arborofila de Sichuan,Arborophila rufipectus
Arborofila Pechirroja,Arborophila mandellii
Arborofila de Fujian,Arborophila gingica
Arborofila Golirrufa,Arborophila rufogularis
Arborofila Piquirroja,Arborophila rubrirostris
Arborofila de Camboya,Arborophila cambodiana
Arborofila de Camboya (diversa),Arborophila cambodiana diversa
Arborofila de Camboya (cambodiana/chandamonyi),Arborophila cambodiana cambodiana/chandamonyi
Arborofila de Hainan,Arborophila ardens
Arborofila de Formosa,Arborophila crudigularis
Arborofila Cariblanca,Arborophila atrogularis
Arborofila Pechiparda,Arborophila brunneopectus
Arborofila de David,Arborophila davidi
Arborofila de Borneo,Arborophila hyperythra
Arborofila de Malasia,Arborophila campbelli
Arborofila Batak,Arborophila rolli
Arborofila de Sumatra,Arborophila sumatrana
Arborofila Batak/de Sumatra,Arborophila rolli/sumatrana
Arborofila de Java,Arborophila javanica
Arborofila Oriental,Arborophila orientalis
Perdiz Lerwa,Lerwa lerwa
Faisan Ensangrentado,Ithaginis cruentus
Tragopan Dorsigris,Tragopan melanocephalus
Tragopan Satiro,Tragopan satyra
Tragopan de Blyth,Tragopan blythii
Tragopan Cariazul,Tragopan temminckii
Tragopan Chino,Tragopan caboti
Perdiz Faisan Gorjioscura,Tetraophasis obscurus
Perdiz Faisan Gorjiclara,Tetraophasis szechenyii
Monal Colirrojo,Lophophorus impejanus
Monal Coliblanco,Lophophorus sclateri
Monal Coliverde,Lophophorus lhuysii
Faisan Koklas,Pucrasia macrolopha
Guajolote Gallipavo,Meleagris gallopavo
Pavo Comun (domestico),Meleagris gallopavo (Domestic type)
Guajolote Ocelado,Meleagris ocellata
Grevol Engolado,Bonasa umbellus
Grevol Comun,Tetrastes bonasia
Grevol Chino,Tetrastes sewerzowi
Gallo de Las Artemisas Grande,Centrocercus urophasianus
Gallo de Las Artemisas Chico,Centrocercus minimus
Gallo de Las Artemisas Grande/Chico,Centrocercus urophasianus/minimus
Gallo Oscuro,Dendragapus obscurus
Gallo Fuliginoso,Dendragapus fuliginosus
Gallo Oscuro/Fuliginoso,Dendragapus obscurus/fuliginosus
Gallo de Las Praderas Rabudo,Tympanuchus phasianellus
Gallo de Las Artemisas Grande x de Las Praderas Rabudo (hibrido),Centrocercus urophasianus x Tympanuchus phasianellus
Gallo Oscuro x Gallo de Las Praderas Rabudo (hibrido),Dendragapus obscurus x Tympanuchus phasianellus
Gallo de Las Praderas Grande,Tympanuchus cupido
Gallo de Las Praderas Grande (pinnatus),Tympanuchus cupido pinnatus
Gallo de Las Praderas Grande (cupido),Tympanuchus cupido cupido
Gallo de Las Praderas Grande (attwateri),Tympanuchus cupido attwateri
Gallo de Las Praderas Rabudo x Grande (hibrido),Tympanuchus phasianellus x cupido
Gallo de Las Praderas Chico,Tympanuchus pallidicinctus
Gallo de Las Praderas Grande x Chico (hibrido),Tympanuchus cupido x pallidicinctus
Gallo de Las Praderas Grande/Chico,Tympanuchus cupido/pallidicinctus
Lagopodo Coliblanco,Lagopus leucura
Lagopodo Comun,Lagopus lagopus
Lagopodo Comun (scotica),Lagopus lagopus scotica
Lagopodo Comun (grupo lagopus),Lagopus lagopus [lagopus Group]
Lagopodo Alpino,Lagopus muta
Lagopodo sp.,Lagopus sp.
Gallo Siberiano,Falcipennis falcipennis
Gallo Canadiense,Canachites canadensis
Gallo Canadiense (grupo canadensis),Canachites canadensis [canadensis Group]
Gallo Canadiense (franklinii/isleibi),Canachites canadensis franklinii/isleibi
Grevol Engolado/Gallo Canadiense,Bonasa umbellus/Canachites canadensis
Urogallo Piquinegro,Tetrao urogalloides
Urogallo Comun,Tetrao urogallus
Gallo Lira Comun,Lyrurus tetrix
Urogallo Comun x Gallo Lira Comun (hibrido),Tetrao urogallus x Lyrurus tetrix
Gallo Lira Caucasiano,Lyrurus mlokosiewiczi
Tetraoninae sp.,Tetraoninae sp.
Perdiz Piquilarga,Rhizothera longirostris
Perdiz del Dulit,Rhizothera dulitensis
Perdiz Tibetana,Perdix hodgsoniae
Perdiz Pardilla,Perdix perdix
Perdiz Daurica,Perdix dauurica
Faisan Cobrizo,Syrmaticus soemmerringii
Faisan Venerado,Syrmaticus reevesii
Faisan Mikado,Syrmaticus mikado
Faisan de Elliot,Syrmaticus ellioti
Faisan de Hume,Syrmaticus humiae
Faisan Dorado,Chrysolophus pictus
Faisan de Lady Amherst,Chrysolophus amherstiae
Faisan Vulgar,Phasianus colchicus
Faisan Vulgar (Asia),Phasianus colchicus [colchicus Group]
Faisan Vulgar (Japon),Phasianus colchicus [versicolor Group]
Faisan Chir,Catreus wallichii
Faisan Orejudo Gris,Crossoptilon harmani
Faisan Orejudo Blanco,Crossoptilon crossoptilon
Faisan Orejudo Gris x Blanco (hibrido),Crossoptilon harmani x crossoptilon
Faisan Orejudo Gris/Orejudo Blanco,Crossoptilon harmani/crossoptilon
Faisan Orejudo Pardo,Crossoptilon mantchuricum
Faisan Orejudo Azul,Crossoptilon auritum
Faisan de Edwards,Lophura edwardsi
Faisan de Swinhoe,Lophura swinhoii
Faisan Coliblanco,Lophura bulweri
Faisan Kalij,Lophura leucomelanos
Faisan Plateado,Lophura nycthemera
Faisan de Edwards x Plateado (hibrido),Lophura edwardsi x nycthemera
Faisan Colicanelo,Lophura erythrophthalma
Faisan Colicanelo (erythrophthalma),Lophura erythrophthalma erythrophthalma
Faisan Colicanelo (pyronota),Lophura erythrophthalma pyronota
Faisan Siames,Lophura diardi
Faisan Sencillo,Lophura inornata
Faisan Sencillo (hoogerwerfi),Lophura inornata hoogerwerfi
Faisan Sencillo (inornata),Lophura inornata inornata
Faisan Noble de Borneo,Lophura ignita
Faisan Noble de Borneo (rufa),Lophura ignita rufa
Faisan Noble de Borneo (ignita/nobilis),Lophura ignita ignita/nobilis
Argos Vietnamita,Rheinardia ocellata
Agos Malayo,Rheinardia nigrescens
Argos Real,Argusianus argus
Pavo Real del Congo,Afropavo congensis
Pavo Real Comun,Pavo cristatus
Pavo Real Comun (domestico),Pavo cristatus (Domestic type)
Pavo Real Cuelliverde,Pavo muticus
Pavo Real Comun x Real Cuelliverde (hibrido),Pavo cristatus x muticus
Arborofila Pativerde,Tropicoperdix chloropus
Arborofila Pativerde (de Tonkin),Tropicoperdix chloropus tonkinensis
Arborofila Pativerde (grupo chloropus),Tropicoperdix chloropus [chloropus Group]
Arborofila Pechicastana,Tropicoperdix charltonii
Arborofila Pechicastana (charltonii/atjenensis),Tropicoperdix charltonii charltonii/atjenensis
Arborofila Pechicastana (graydoni),Tropicoperdix charltonii graydoni
Arborophila/Tropicoperdix sp.,Arborophila/Tropicoperdix sp.
Perdicilla Cabecirroja,Haematortyx sanguiniceps
Faisancillo Rojo,Galloperdix spadicea
Faisancillo Moteado,Galloperdix lunulata
Faisancillo Rojo/Moteado,Galloperdix spadicea/lunulata
Faisancillo de Ceilan,Galloperdix bicalcarata
Espolonero de Palawan,Polyplectron napoleonis
Espolonero de Borneo,Polyplectron schleiermacheri
Espolonero Malayo,Polyplectron malacense
Espolonero de Germain,Polyplectron germaini
Espolonero de Hainan,Polyplectron katsumatae
Espolonero Chinquis,Polyplectron bicalcaratum
Espolonero de Rothschild,Polyplectron inopinatum
Espolonero Colibronceado,Polyplectron chalcurum
Faisan sp.,Phasianidae sp. (pheasant sp.)
Bambusicola Montana,Bambusicola fytchii
Bambusicola China,Bambusicola thoracicus
Bambusicola de Formosa,Bambusicola sonorivox
Gallo de Java,Gallus varius
Gallo Bankiva,Gallus gallus
Gallo Bankiva (domestico),Gallus gallus (Domestic type)
Gallo Gris,Gallus sonneratii
Gallo de Ceilan,Gallus lafayettii
Francolin Cariblanco,Peliperdix lathami
Francolin Capirotado,Ortygornis sephaena
Francolin Capirotado (rovuma),Ortygornis sephaena rovuma
Francolin Capirotado (grupo sephaena),Ortygornis sephaena [sephaena Group]
Francolin Gris,Ortygornis pondicerianus
Francolin Palustre,Ortygornis gularis
Francolin Chino,Francolinus pintadeanus
Francolin Ventrinegro,Francolinus francolinus
Francolin Ventrinegro (francolinus/arabistanicus),Francolinus francolinus francolinus/arabistanicus
Francolin Ventrinegro (grupo henrici),Francolinus francolinus [henrici Group]
Francolin Pintojo,Francolinus pictus
Francolin Coqui,Campocolinus coqui
Francolin Coqui (grupo hubbardi),Campocolinus coqui [hubbardi Group]
Francolin Coqui (coqui),Campocolinus coqui coqui
Francolin Gorjiblanco,Campocolinus albogularis
Francolin Gorjiblanco (albogularis/buckleyi),Campocolinus albogularis albogularis/buckleyi
Francolin Gorjiblanco (dewittei),Campocolinus albogularis dewittei
Francolin de Schlegel,Campocolinus schlegelii
Francolin Acollarado,Scleroptila streptophora
Francolin Alirrojo,Scleroptila levaillantii
Francolin de Finsch,Scleroptila finschi
Francolin Etiope,Scleroptila psilolaema
Francolin Etiope (psilolaema),Scleroptila psilolaema psilolaema
Francolin Etiope (elgonensis),Scleroptila psilolaema elgonensis
Francolin Aligris,Scleroptila afra
Francolin del Orange,Scleroptila gutturalis
Francolin del Orange (gutturalis/lorti),Scleroptila gutturalis gutturalis/lorti
Francolin del Orange (jugularis),Scleroptila gutturalis jugularis
Francolin del Orange (levalliantoides),Scleroptila gutturalis levalliantoides
Francolin de Shelley,Scleroptila shelleyi
Francolin de Shelley (shelleyi),Scleroptila shelleyi shelleyi
Francolin de Shelley (whytei),Scleroptila shelleyi whytei
Perdigallo Tibetano,Tetraogallus tibetanus
Perdigallo Altaico,Tetraogallus altaicus
Perdigallo Caucasiano,Tetraogallus caucasicus
Perdigallo del Caspio,Tetraogallus caspius
Perdigallo Himalayo,Tetraogallus himalayensis
Perdigallo Tibetano/Himalayo,Tetraogallus tibetanus/himalayensis
Perdiz Gorjigris,Ammoperdix griseogularis
Perdiz Desertica,Ammoperdix heyi
Codorniz de Tasmania,Synoicus ypsilophorus
Codorniz Papu,Synoicus monorthonyx
Codorniz China,Synoicus chinensis
Codorniz Africana,Synoicus adansonii
Perdiz Malgache,Margaroperdix madagarensis
Codorniz Comun,Coturnix coturnix
Codorniz Japonesa,Coturnix japonica
Codorniz Arlequin,Coturnix delegorguei
Codorniz Coromandelica,Coturnix coromandelica
Codorniz Comun/Coromandelica,Coturnix coturnix/coromandelica
Codorniz Pectoral,Coturnix pectoralis
Codorniz de Nueva Zelanda,Coturnix novaezelandiae
Synoicus/Coturnix sp.,Synoicus/Coturnix sp.
Perdiz Moruna,Alectoris barbara
Perdiz arabe,Alectoris melanocephala
Perdiz Roja,Alectoris rufa
Perdiz Chucar,Alectoris chukar
Perdiz Griega,Alectoris graeca
Perdiz Griega (europea),Alectoris graeca [graeca Group]
Perdiz Griega (siciliana),Alectoris graeca whitakeri
Perdiz Griega x Roja (hibrido),Alectoris rufa x graeca
Perdiz Chucar x Griega (hibrido),Alectoris chukar x graeca
Perdiz Roja/Griega,Alectoris rufa/graeca
Perdiz Gorjinegra,Alectoris philbyi
Perdiz Magna,Alectoris magna
Perdicilla Golirroja,Perdicula asiatica
Perdicilla Argunda,Perdicula argoondah
Perdicilla Golirroja/Argunda,Perdicula asiatica/argoondah
Perdicilla Piquirroja,Perdicula erythrorhyncha
Perdicilla de Manipur,Perdicula manipurensis
Perdicilla Himalaya,Ophrysia superciliosa
Francolin de Hartlaub,Pternistis hartlaubi
Francolin de Camerun,Pternistis camerunensis
Francolin Noble,Pternistis nobilis
Francolin Cuellicastano,Pternistis castaneicollis
Francolin Frentinegro,Pternistis atrifrons
Francolin de Erckel,Pternistis erckelii
Francolin de Yibuti,Pternistis ochropectus
Francolin de Swierstra,Pternistis swierstrai
Francolin de Ahanta,Pternistis ahantensis
Francolin Angoleno,Pternistis griseostriatus
Francolin de Jackson,Pternistis jacksoni
Francolin Piquirrojo,Pternistis adspersus
Francolin de El Cabo,Pternistis capensis
Francolin de Natal,Pternistis natalensis
Francolin de Hildebrandt,Pternistis hildebrandti
Francolin Biespolado,Pternistis bicalcaratus
Francolin Escamoso,Pternistis squamatus
Francolin Piquigualdo,Pternistis icterorhynchus
Francolin de Clapperton,Pternistis clappertoni
Francolin de Harwood,Pternistis harwoodi
Francolin de Swainson,Pternistis swainsonii
Francolin Gorjiamarillo,Pternistis leucoscepus
Francolin del Victoria,Pternistis rufopictus
Francolin Gorjirrojo,Pternistis afer
Francolin Gorjirrojo (cranchii/harterti),Pternistis afer cranchii/harterti
Francolin Gorjirrojo (grupo leucoparaeus),Pternistis afer [leucoparaeus Group]
Francolin Gorjirrojo (afer),Pternistis afer afer
Francolin Gorjirrojo (castaneiventer),Pternistis afer castaneiventer
Francolin sp.,Phasianidae sp. (francolin sp.)
Flamenco Chileno,Phoenicopterus chilensis
Flamenco Rojo,Phoenicopterus ruber
Flamenco Comun,Phoenicopterus roseus
Flamenco Rojo/Comun,Phoenicopterus ruber/roseus
Flamenco Enano,Phoeniconaias minor
Flamenco Comun/Enano,Phoenicopterus roseus/Phoeniconaias minor
Parina Grande,Phoenicoparrus andinus
Parina Chica,Phoenicoparrus jamesi
Flamenco/Parina sp.,Phoenicopteridae sp.
Zampullin Pimpollo,Rollandia rolland
Zampullin del Titicaca,Rollandia microptera
Zampullin del Aloatra,Tachybaptus rufolavatus
Zampullin Comun,Tachybaptus ruficollis
Zampullin Comun (grupo ruficollis),Tachybaptus ruficollis [ruficollis Group]
Zampullin Comun (tricolor-Islas del Pacifico),Tachybaptus ruficollis [tricolor Group]
Zampullin Australiano,Tachybaptus novaehollandiae
Zampullin Malgache,Tachybaptus pelzelnii
Zampullin Macacito,Tachybaptus dominicus
Zampullin Picogrueso,Podilymbus podiceps
Zampullin del Atitlan,Podilymbus gigas
