"","French.name"
"1052","Engoulevent a longue queue"
"1053","Engoulevent de Reichenow"
"1054","Engoulevent du Mozambique"
"1055","Engoulevent a balanciers"
"1056","Engoulevent porte-etendard"
"1058","egothele caledonien"
"1059","Grand egothele"
"1060","egothele de Tate"
"1061","egothele des Moluques"
"1062","egothele d'Australie"
"1063","egothele affin"
"1064","egothele de Bennett"
"1065","egothele de Wallace"
"1066","egothele d'Archbold"
"1067","egothele montagnard"
"1068","Hemiprocne couronne"
"1069","Hemiprocne longipenne"
"1070","Hemiprocne coiffe"
"1071","Hemiprocne a moustaches"
"1072","Martinet a points blancs"
"1073","Martinet a menton blanc"
"1074","Martinet de Storer"
"1075","Martinet sombre"
"1076","Martinet a plastron blanc"
"1077","Martinet de Rothschild"
"1078","Martinet fuligineux"
"1079","Martinet a tete grise"
"1080","Martinet a collier roux"
"1081","Martinet des tepuis"
"1082","Martinet a collier blanc"
"1083","Martinet a collier interrompu"
"1084","Martinet a nuque blanche"
"1085","Martinet des Philippines"
"1086","Martinet papou"
"1087","Martinet de Grandidier"
"1088","Martinet de Sao Tome"
"1089","Martinet indien"
"1090","Martinet d'Ussher"
"1091","Martinet de Chapin"
"1092","Martinet leucopyge"
"1093","Martinet de Sabine"
"1094","Martinet de Cassin"
"1095","Martinet de Böhm"
"1096","Martinet du Costa Rica"
"1097","Martinet spinicaude"
"1098","Martinet chiquesol"
"1099","Martinet a croupion gris"
"1100","Martinet de Bolivie"
"1101","Martinet de Vaux"
"1102","Martinet d'Andre"
"1103","Martinet ramoneur"
"1104","Martinet de Chapman"
"1105","Martinet de Sick"
"1106","Martinet polioure"
"1107","Martinet epineux"
"1108","Martinet de Cochinchine"
"1109","Martinet geant"
"1110","Martinet des Celebes"
"1111","Salangane pygmee"
"1112","Salangane linchi"
"1113","Salangane soyeuse"
"1114","Salangane geante"
"1115","Salangane papoue"
"1116","Salangane de Whitehead"
"1117","Salangane de Salomonsen"
"1118","Salangane de Mayr"
"1119","Salangane des Moluques"
"1120","Salangane de montagne"
"1121","Salangane d'Australie"
"1122","Salangane de l'Himalaya"
"1123","Salangane des volcans"
"1124","Salangane a nid noir"
"1125","Salangane de Vanikoro"
"1126","Salangane de Cook"
"1127","Salangane de la Societe"
"1128","Salangane des Carolines"
"1129","Salangane des Palau"
"1130","Salangane de Guam"
"1131","Salangane de Mearns"
"1132","Salangane a croupion blanc"
"1133","Salangane de Malabar"
"1134","Salangane des Mascareignes"
"1135","Salangane des Seychelles"
"1136","Salangane a nid blanc"
"1137","Salangane de la Sonde"
"1138","Martinet de Shoa"
"1139","Martinet a gorge blanche"
"1140","Martinet montagnard"
"1141","Martinet des Andes"
"1142","Martinet petit-rolle"
"1143","Martinet pygmee"
"1144","Martinet claudia"
"1145","Martinet de San Geronimo"
"1146","Martinet de Cayenne"
"1147","Martinet des palmes"
"1148","Martinet de Madagascar"
"1149","Martinet batassia"
"1152","Martinet d'Assam"
"1153","Martinet de Siberie"
"1154","Martinet cafre"
"1155","Martinet de Bates"
"1156","Martinet horus"
"1157","Martinet malais"
"1158","Martinet des maisons"
"1159","Martinet du Nyanza"
"1160","Martinet de Bradfield"
"1161","Martinet du Cap"
"1163","Martinet malgache"
"1164","Martinet de Berlioz"
"1165","Martinet unicolore"
"1166","Martinet du Cap-Vert"
"1167","Martinet pale"
"1168","Martinet noir"
"1169","Colibri topaze"
"1170","Colibri flamboyant"
"1171","Colibri jacobin"
"1172","Colibri demi-deuil"
"1173","Bec-en-faucille aigle"
"1174","Bec-en-faucille de La Condamine"
"1175","Ermite tachete"
"1176","Ermite de Dohrn"
"1177","Ermite bronze"
"1178","Ermite hirsute"
"1179","Ermite de Rucker"
"1180","Ermite a queue blanche"
"1181","Ermite d'Antonia"
"1182","Ermite de Gounelle"
"1183","Ermite terne"
"1184","Ermite balafre"
"1185","Ermite nain"
"1186","Ermite du Tapajos"
"1187","Ermite d'Idalie"
"1188","Ermite de Natterer"
"1189","Ermite a gorge noire"
"1190","Ermite a gorge rayee"
"1191","Ermite a gorge grise"
"1193","Ermite roussatre"
"1194","Ermite de Stuart"
"1195","Ermite ocre"
"1196","Ermite d'Auguste"
"1197","Ermite de Pretre"
"1198","Ermite eurynome"
"1199","Ermite anthophile"
"1200","Ermite d'Osery"
"1201","Ermite yaruqui"
"1202","Ermite vert"
"1203","Ermite a ventre fauve"
"1204","Ermite de Koepcke"
"1205","Ermite de Filippi"
"1206","Ermite de Bourcier"
"1208","Ermite de Hartert"
"1209","Ermite a longue queue"
"1211","Ermite a brins blancs"
"1212","Ermite a long bec"
"1213","Porte-lance de Louise"
"1214","Porte-lance de Jeanne"
"1215","Colibri a collier blanc"
"1216","Colibri de Geoffroy"
"1217","Colibri superbe"
"1218","Colibri lumachelle"
"1219","Colibri de Delphine"
"1220","Colibri thalassin"
"1221","Colibri d'Anais"
"1222","Colibri a ventre blanc"
"1223","Colibri d'equateur"
"1224","Colibri aux huppes d'or"
"1225","Colibri feerique"
"1226","Colibri oreillard"
"1227","Colibri guainumbi"
"1228","Colibri des tepuis"
"1229","Colibri tout-vert"
"1230","Colibri rubis-topaze"
"1231","Colibri avocette"
"1232","Mango a cravate verte"
"1233","Mango de Prevost"
"1234","Mango a cravate noire"
"1235","Mango de Veraguas"
"1236","Mango dore"
"1238","Mango vert"
"1239","Mango de Jamaique"
"1240","Colibri falle-vert"
"1241","Colibri madere"
"1242","Heliange mars"
"1245","Heliange a gorge amethyste"
"1246","Heliange a queue bleue"
"1247","Heliange tourmaline"
"1248","Heliange menu"
"1249","Heliange viola"
"1250","Heliange royal"
"1251","Colibri du Chili"
"1252","Colibri robinson"
"1253","Coquette a queue fine"
"1254","Coquette de Popelaire"
"1255","Coquette de Langsdorff"
"1256","Coquette de Letizia"
"1257","Coquette a raquettes"
"1258","Coquette huppe-col"
"1259","Coquette de Gould"
"1260","Coquette magnifique"
"1261","Coquette du Guerrero"
"1262","Coquette de Delattre"
"1263","Coquette pailletee"
"1264","Coquette chalybee"
"1265","Coquette de Verreaux"
"1266","Coquette paon"
"1267","Coquette d'Helene"
"1268","Coquette adorable"
"1269","Colibri a queue mi-blanche"
"1270","Colibri de Hartert"
"1271","Colibri mouchete"
"1272","Sylphe a queue d'azur"
"1273","Sylphe a queue violette"
"1274","Sylphe du Venezuela"
"1275","Colibri sapho"
"1276","Colibri comete"
"1277","Colibri de Bourcier"
"1278","Colibri du Chimborazo"
"1279","Colibri d'Estelle"
"1280","Colibri de Stolzmann"
"1281","Colibri a flancs blancs"
"1282","Colibri a plastron noir"
"1283","Colibri adele"
"1284","Colibri avocettin"
"1285","Porte-traine lesbie"
"1286","Porte-traine nouna"
"1287","Colibri a dos noir"
"1288","Colibri a petit bec"
"1289","Metallure a tete rousse"
"1290","Metallure olivatre"
"1291","Metallure de Stanley"
"1292","Metallure a queue bronzee"
"1293","Metallure arc-en-ciel"
"1294","Colibri a barbe bleue"
"1295","Colibri de Linden"
"1296","Colibri casque"
"1297","Colibri de Stübel"
"1299","Colibri noble"
"1300","Metallure doree"
"1301","Metallure emeraude"
"1302","Metallure verte"
"1303","Metallure de Baron"
"1304","Metallure du Chinguela"
"1305","Metallure de Therese"
"1306","Metallure a gorge feu"
"1307","Metallure a queue d'airain"
"1308","Metallure phebe"
"1309","erione d'Aurelie"
"1310","erione a pattes rousses"
"1311","erione givree"
"1312","erione a robe noire"
"1313","erione d'Isabella"
"1314","erione pattue"
"1315","erione de Derby"
"1316","erione turquoise"
"1317","erione a ventre cuivre"
"1318","erione catherine"
"1320","erione a poitrine d'or"
"1321","erione a front bleu"
"1322","erione multicolore"
"1323","erione d'Aline"
"1324","Loddigesie admirable"
"1325","Colibri etincelant"
"1326","Colibri de Castelnau"
"1327","Colibri d'Alice"
"1328","Colibri pamela"
"1329","Inca celeste"
"1330","Inca noir"
"1331","Inca brun"
"1333","Inca a collier"
"1339","Inca violifere"
"1340","Inca iris"
"1341","Inca a queue blanche"
"1342","Inca de Wetmore"
"1343","Inca a gemme bleue"
"1345","Inca de Bonaparte"
"1347","Inca porphyre"
"1348","Colibri de Lafresnaye"
"1349","Colibri porte-epee"
"1350","Colibri a ailes saphir"
"1351","Colibri flavescent"
"1352","Colibri de Matthews"
"1353","Colibri de Jardine"
"1354","Haut-de-chausses a palettes"
"1355","Colibri de Bouguer"
"1356","Colibri a queue blanche"
"1357","Colibri de Benjamin"
"1358","Colibri a sous-caudales rousses"
"1359","Brillant a couronne verte"
"1360","Brillant a gorge rose"
"1361","Brillant de Branicki"
"1362","Brillant a gorge noire"
"1364","Brillant a bandeau bleu"
"1365","Brillant rubinoide"
"1366","Brillant fer-de-lance"
"1367","Brillant imperatrice"
"1368","Brillant a front violet"
"1369","Colibri rubis-emeraude"
"1370","Colibri geant"
"1374","emeraude du Panama"
"1375","emeraude de Gibson"
"1376","emeraude orvert"
"1377","emeraude d'Olivares"
"1381","emeraude splendide"
"1382","emeraude cuivree"
"1383","emeraude a queue etroite"
"1384","emeraude a queue courte"
"1387","Colibri circe"
"1388","Colibri de Doubleday"
"1391","Colibri a tete violette"
"1392","Colibri d'Abeille"
"1393","Colibri huppe"
"1394","Colibri de Delalande"
"1395","Colibri a huppe bleue"
"1397","Colibri a tete rose"
"1398","Colibri du Tolima"
"1401","Campyloptere a ventre gris"
"1403","Campyloptere rougeatre"
"1404","Campyloptere violet"
"1405","Campyloptere a queue blanche"
"1406","Campyloptere lazulite"
"1407","Campyloptere de Santa Marta"
"1408","Campyloptere du Napo"
"1409","Campyloptere montagnard"
"1410","Colibri hirondelle"
"1411","Colibri a epaulettes"
"1412","Colibri d'Oaxaca"
"1413","Colibri du Guerrero"
"1414","Colibri a ventre noir"
"1417","Colibri a coiffe blanche"
"1418","Colibri de Buffon"
"1419","Colibri a queue bronzee"
"1421","Dryade couronnee"
"1422","Dryade a queue fourchue"
"1423","Dryade de Waterton"
"1424","Dryade glaucope"
"1425","Colibri grivele"
"1426","Colibri a gorge blanche"
"1427","Colibri trompeur"
"1433","Ariane a ventre gris"
"1435","Ariane du Yucatan"
"1436","Ariane cannelle"
"1443","Ariane de Lucy"
"1444","Ariane de Boucard"
"1475","Colibri a tete noire"
"1478","Colibri a calotte violette"
"1479","Colibri de Xantus"
"1480","Colibri a oreilles blanches"
"1481","Colibri a poitrine violette"
"1482","Colibri a queue en ciseaux"
"1483","Colibri de Rivoli"
"1484","Colibri insigne"
"1485","Colibri de Constant"
"1486","Colibri corinne"
"1487","Colibri mediastin"
"1488","Colibri d'Angele"
"1489","Colibri vert-d'eau"
"1490","Colibri de Sybil"
"1491","Colibri a gorge amethyste"
"1492","Colibri a gorge bleue"
"1493","Colibri a gorge lilas"
"1494","Colibri a gorge pourpree"
"1496","Colibri a ventre chatain"
"1497","Colibri a gorge grenat"
"1498","Colibri de Fanny"
"1499","Colibri d'Arica"
"1500","Colibri vesper"
"1501","Colibri cora"
"1502","Colibri de Mulsant"
"1503","Colibri bourdon"
"1504","Colibri d'Heliodore"
"1505","Colibri de Santa Marta"
"1506","Colibri de Berlepsch"
"1507","Colibri de Jourdan"
"1508","Colibri a queue courte"
"1509","Colibri de Burmeister"
"1510","Colibri amethyste"
"1513","Colibri a queue singuliere"
"1514","Colibri d'Eliza"
"1515","Colibri zemes"
"1516","Colibri lucifer"
"1517","Colibri charmant"
"1518","Colibri d'Inagua"
"1519","Colibri des Bahamas"
"1520","Colibri nain"
"1521","Colibri d'Elena"
"1522","Colibri d'Anna"
"1523","Colibri de Costa"
"1524","Colibri a gorge noire"
"1525","Colibri a gorge rubis"
"1526","Colibri a queue large"
"1527","Colibri calliope"
"1528","Colibri roux"
"1529","Colibri d'Allen"
"1530","Colibri flammule"
"1531","Colibri scintillant"
"1532","Colibri ardent"
"1535","Hoazin huppe"
"1536","Ani des paletuviers"
"1537","Ani a bec lisse"
"1538","Ani a bec cannele"
"1539","Guira cantara"
"1540","Geocoucou tachete"
"1541","Geocoucou faisan"
"1542","Geocoucou pavonin"
"1543","Geocoucou de Lesson"
"1544","Geocoucou veloce"
"1545","Grand Geocoucou"
"1546","Geocoucou de Geoffroy"
"1547","Geocoucou barre"
"1548","Geocoucou a ailes rousses"
"1549","Geocoucou de Pucheran"
"1550","Coua geant"
"1551","Coua de Coquerel"
"1552","Coua de Serres"
"1553","Coua de Reynaud"
"1554","Coua coureur"
"1555","Coua a tete rousse"
"1557","Coua huppe"
"1559","Coua de Verreaux"
"1560","Coua bleu"
"1561","Calobate radieux"
"1562","Calobate de Sumatra"
"1563","Calobate d'Annam"
"1564","Coucal a tete fauve"
"1565","Coucal atralbin"
"1566","Coucal menebiki"
"1567","Coucal de Biak"
"1568","Coucal roux"
"1569","Coucal de Ceylan"
"1570","Coucal a face noire"
"1571","Coucal de Steere"
"1572","Coucal de Strickland"
"1573","Coucal des Celebes"
"1574","Coucal du Gabon"
"1575","Coucal a ventre blanc"
"1576","Coucal du Senegal"
"1577","Coucal a nuque bleue"
"1578","Coucal des papyrus"
"1579","Coucal a sourcils blancs"
"1580","Coucal noirou"
"1581","Grand Coucal"
"1582","Coucal des Andaman"
"1583","Coucal goliath"
"1584","Coucal toulou"
"1585","Coucal noir"
"1586","Coucal vert"
"1587","Coucal rufin"
"1588","Coucal violet"
"1589","Coucal de Bernstein"
"1590","Coucal faisan"
"1592","Malcoha de Raffles"
"1593","Malcoha a bec jaune"
"1594","Malcoha austral"
"1595","Malcoha sirkir"
"1596","Malcoha javanais"
"1597","Malcoha a face rouge"
"1598","Malcoha a bec vert"
"1599","Malcoha de Diard"
"1600","Malcoha a ventre roux"
"1601","Malcoha sombre"
"1602","Malcoha rouverdin"
"1604","Malcoha a sourcils rouges"
"1606","Malcoha a bec peint"
"1607","Coucou jacobin"
"1608","Coucou de Levaillant"
"1609","Coucou a collier"
"1610","Coucou geai"
"1611","Petit Piaye"
"1612","Piaye nain"
"1613","Piaye cendre"
"1615","Piaye ecureuil"
"1616","Piaye a ventre noir"
"1617","Coulicou a bec jaune"
"1618","Coulicou d'Euler"
"1619","Coulicou manioc"
"1620","Coulicou de Cocos"
"1621","Coulicou de Vieillot"
"1622","Coulicou a bec noir"
"1623","Coulicou a tete grise"
"1624","Tacco de pluie"
"1625","Tacco cabrite"
"1626","Tacco de Cuba"
"1628","Tacco de Jamaique"
"1629","Tacco d'Hispaniola"
"1630","Tacco de Porto Rico"
"1631","Coucou d'Audebert"
"1632","Coucou a tete noire"
"1633","Coucou koël"
"1634","Coucou bleute"
"1635","Coucou de Nouvelle-Zelande"
"1636","Coucou presageur"
"1645","Coucou emeraude"
"1646","Coucou violet"
"1647","Coucou a gorge jaune"
"1648","Coucou de Klaas"
"1649","Coucou foliotocol"
"1650","Coucou didric"
"1651","Coucou a poitrine rousse"
"1652","Coucou a eventail"
"1653","Coucou de Sonnerat"
"1654","Coucou plaintif"
"1655","Coucou a tete grise"
"1656","Coucou des buissons"
"1657","Coucou de Heinrich"
"1660","Coucou de Mechow"
"1662","Coucou olivatre"
"1663","Coucou montagnard"
"1664","Coucou a queue fourchue"
"1665","Coucou surnicou"
"1666","Coucou veloute"
"1667","Coucou des Moluques"
"1668","Coucou de Bock"
"1669","Coucou epervier"
"1670","Coucou shikra"
"1671","Coucou a moustaches"
"1672","Coucou de Hodgson"
"1673","Coucou fugitif"
"1674","Coucou de Chine"
"1675","Coucou des Philippines"
"1676","Coucou des Celebes"
"1677","Coucou solitaire"
"1678","Coucou criard"
"1679","Coucou a ailes courtes"
"1680","Coucou gris"
"1681","Coucou africain"
"1682","Coucou de l'Himalaya"
"1683","Coucou de la Sonde"
"1684","Petit Coucou"
"1685","Coucou de Madagascar"
"1686","Grebifoulque d'Afrique"
"1687","Grebifoulque d'Asie"
"1688","Grebifoulque d'Amerique"
"1689","Rale perle"
"1690","Rale ponctue"
"1691","Rale a camail"
"1692","Rale a tete rousse"
"1693","Rale de Böhm"
"1694","Rale affin"
"1695","Rale insulaire"
"1696","Rale a miroir"
"1697","Rale de Waters"
"1698","Rale a pieds rouges"
"1699","Rale a gorge grise"
"1700","Rale a gorge blanche"
"1701","Rale des tsingy"
"1706","Rale tricolore"
"1707","Rale des Andaman"
"1708","Rale barre"
"1709","Rale de foret"
"1710","Rale de Swinhoe"
"1711","Rale jaune"
"1712","Rale etoile"
"1713","Rale ocelle"
"1716","Rale brunoir"
"1717","Rale de Levraud"
"1718","Rale roux"
"1719","Rale a menton blanc"
"1720","Rale grele"
"1721","Rale noir"
"1723","Rale des Galapagos"
"1724","Rale blanc et roux"
"1725","Rale de Conover"
"1729","Rale gris"
"1730","Rale du Mexique"
"1731","Rale de Californie"
"1732","Rale elegant"
"1733","Rale tapageur"
"1734","Rale de Wetmore"
"1735","Rale de Virginie"
"1736","Rale de Bogota"
"1737","Rale austral"
"1738","Rale d'eau"
"1739","Rale a joues brunes"
"1740","Rale bleuatre"
"1741","Rale de Madagascar"
"1742","Rale de Platen"
"1743","Rale strie"
"1744","Rale de Luçon"
"1745","Rale a poitrine grise"
"1746","Rale des Auckland"
"1748","Rale de Calayan"
"1749","Rale weka"
"1761","Rale de Cuvier"
"1762","Rale des pres"
"1763","Rale des genets"
"1764","Rale de Rouget"
"1765","Rale ypecaha"
"1766","Rale de Wolf"
"1767","Rale des paletuviers"
"1768","Rale a ventre blanc"
"1769","Rale de Cayenne"
"1770","Rale a cou roux"
"1771","Rale a ailes rouges"
"1772","Rale saracura"
"1773","Rale concolore"
"1774","Rale de Zapata"
"1777","Rale tachete"
"1778","Rale noiratre"
"1779","Rale a bec ensanglante"
"1780","Rale de Rosenberg"
"1781","Rale des Talaud"
"1782","Rale a ventre gris"
"1785","Marouette de Caroline"
"1786","Marouette ponctuee"
"1787","Marouette d'Australie"
"1788","Marouette brune"
"1789","Marouette mandarin"
"1790","Marouette akool"
"1791","Marouette a bec jaune"
"1792","Marouette poussin"
"1793","Marouette de Baillon"
"1794","Marouette d'Olivier"
"1795","Marouette bicolore"
"1796","Marouette de Henderson"
"1797","Marouette fuligineuse"
"1798","Rale isabelle"
"1799","Rale des Philippines"
"1800","Rale a gros bec"
"1801","Rale des Moluques"
"1802","Rale a poitrine blanche"
"1804","Rale raye"
"1805","Rale geant"
"1806","Rale a crete"
"1807","Taleve sultane"
"1808","Takahe du Sud"
"1809","Taleve d'Allen"
"1811","Taleve favorite"
"1814","Gallinule de Gough"
"1815","Gallinule poule-d'eau"
"1816","Gallinule d'Amerique"
"1817","Gallinule sombre"
"1818","Gallinule africaine"
"1819","Gallinule a face noire"
"1820","Gallinule aborigene"
"1821","Gallinule de Tasmanie"
"1822","Foulque a crete"
"1823","Foulque macroule"
"1824","Foulque des Hawai"
"1825","Foulque d'Amerique"
"1826","Foulque leucoptere"
"1827","Foulque ardoisee"
"1828","Foulque a jarretieres"
"1829","Foulque a front rouge"
"1830","Foulque geante"
"1831","Foulque cornue"
"1832","Agami trompette"
"1834","Agami a ailes blanches"
"1835","Agami vert"
"1838","Courlan brun"
"1839","Grue royale"
"1840","Grue couronnee"
"1841","Grue de Siberie"
"1842","Grue caronculee"
"1843","Grue de paradis"
"1844","Grue demoiselle"
"1845","Grue du Japon"
"1846","Grue blanche"
"1847","Grue cendree"
"1848","Grue moine"
"1849","Grue a cou noir"
"1850","Outarde canepetiere"
"1851","Grande Outarde"
"1852","Outarde houbara"
"1853","Outarde de Macqueen"
"1854","Outarde de Hartlaub"
"1855","Outarde a ventre noir"
"1856","Outarde de Ludwig"
"1857","Outarde de Denham"
"1858","Outarde de Heuglin"
"1859","Outarde nubienne"
"1860","Outarde arabe"
"1861","Outarde kori"
"1862","Outarde a tete noire"
"1863","Outarde d'Australie"
