species_code,avibase_code,taxon_order,category,primary_com_name,cur_alternate_com_name,sci_name,com_name_locale_code
whnmyn1,avibase-50A744AD,26866,species,White-necked Myna,Streptocitte a cou blanc,Streptocitta albicollis,fr
whnmyn2,avibase-78348EF2,26867,issf,White-necked Myna (Northern),Streptocitte a cou blanc (torquata),Streptocitta albicollis torquata,fr
whnmyn3,avibase-4BF75EE6,26868,issf,White-necked Myna (Southern),Streptocitte a cou blanc (albicollis),Streptocitta albicollis albicollis,fr
baemyn1,avibase-15FFA539,26869,species,Bare-eyed Myna,Streptocitte des Sula,Streptocitta albertinae,fr
yefmyn1,avibase-645D0A23,26870,species,Yellow-faced Myna,Mino de Dumont,Mino dumontii,fr
golmyn1,avibase-585791D1,26871,species,Golden Myna,Mino d'Anais,Mino anais,fr
lotmyn1,avibase-2F1EB496,26875,species,Long-tailed Myna,Mino de Krefft,Mino kreffti,fr
gocmyn1,avibase-79264228,26876,species,Golden-crested Myna,Mainate couronne,Ampeliceps coronatus,fr
ceymyn1,avibase-6BEF1E77,26877,species,Sri Lanka Myna,Mainate de Ceylan,Gracula ptilogenys,fr
hilmyn,avibase-5CF6F8EB,26878,species,Common Hill Myna,Mainate religieux,Gracula religiosa,fr
cohmyn1,avibase-DEA48F1F,26879,issf,Common Hill Myna (Common),Mainate religieux (groupe religiosa),Gracula religiosa [religiosa Group],fr
cohmyn2,avibase-0DC9A072,26886,issf,Common Hill Myna (Tenggara),Mainate religieux (venerata),Gracula religiosa venerata,fr
sohmyn1,avibase-1A713EA2,26887,species,Southern Hill Myna,Mainate indien,Gracula indica,fr
engmyn1,avibase-69497008,26888,species,Enggano Myna,Mainate d'Enggano,Gracula enganensis,fr
niamyn1,avibase-E5D74EED,26889,species,Nias Myna,Mainate de Nias,Gracula robusta,fr
eursta,avibase-94A44032,26890,species,European Starling,etourneau sansonnet,Sturnus vulgaris,fr
sposta1,avibase-B0D81671,26903,species,Spotless Starling,etourneau unicolore,Sturnus unicolor,fr
y00626,avibase-C0D02034,26904,slash,European/Spotless Starling,etourneau sansonnet ou e. unicolore,Sturnus vulgaris/unicolor,fr
watsta1,avibase-9D95139B,26905,species,Wattled Starling,etourneau caroncule,Creatophora cinerea,fr
rossta2,avibase-24208346,26906,species,Rosy Starling,etourneau roselin,Pastor roseus,fr
dausta1,avibase-2FC5C397,26907,species,Daurian Starling,etourneau de Daourie,Agropsar sturninus,fr
chcsta1,avibase-FDA38B76,26908,species,Chestnut-cheeked Starling,etourneau a joues marron,Agropsar philippensis,fr
y00756,avibase-BE0D3D26,26909,slash,Daurian/Chestnut-cheeked Starling,etourneau de Daourie ou e. a joues marron,Agropsar sturninus/philippensis,fr
bkcsta1,avibase-DAC2B38A,26910,species,Black-collared Starling,etourneau a cou noir,Gracupica nigricollis,fr
aspsta2,avibase-375766BC,26911,species,Asian Pied Starling,etourneau pie,Gracupica contra,fr
aspsta1,avibase-5DC5A1CC,26912,issf,Asian Pied Starling (Asian),etourneau pie (groupe contra),Gracupica contra [contra Group],fr
aspsta3,avibase-6BF56F5F,26917,issf,Asian Pied Starling (Javan),etourneau pie (jalla),Gracupica contra jalla,fr
whfsta2,avibase-E3A389C3,26918,species,White-faced Starling,etourneau de Ceylan,Sturnornis albofrontatus,fr
balmyn1,avibase-5E135F53,26919,species,Bali Myna,etourneau de Rothschild,Leucopsar rothschildi,fr
rodsta2,avibase-C66353E1,26920,species,Rodrigues Starling,etourneau de Rodrigues,Necropsar rodericanus,fr
reusta1,avibase-2AF0BD16,26921,species,Reunion Starling,etourneau de Bourbon,Fregilupus varius,fr
whssta2,avibase-ED5CDA85,26922,species,White-shouldered Starling,etourneau mandarin,Sturnia sinensis,fr
brasta1,avibase-E44DFDFA,26923,species,Brahminy Starling,etourneau des pagodes,Sturnia pagodarum,fr
chtsta2,avibase-52CE07EE,26924,species,Chestnut-tailed Starling,etourneau a tete grise,Sturnia malabarica,fr
chtsta1,avibase-164D19CA,26925,issf,Chestnut-tailed Starling (Western),etourneau a tete grise (malabarica),Sturnia malabarica malabarica,fr
chtsta3,avibase-1F69E8A3,26926,issf,Chestnut-tailed Starling (Eastern),etourneau a tete grise (nemoricola),Sturnia malabarica nemoricola,fr
malsta1,avibase-1D3605F2,26927,species,Malabar Starling,etourneau de Blyth,Sturnia blythii,fr
y00824,avibase-B2D85309,26928,slash,Chestnut-tailed/Malabar Starling,etourneau a tete grise ou e. de Blyth,Sturnia malabarica/blythii,fr
whhsta2,avibase-8A195598,26929,species,White-headed Starling,etourneau a tete blanche,Sturnia erythropygia,fr
rebsta1,avibase-8E1A6EB9,26933,species,Red-billed Starling,etourneau soyeux,Spodiopsar sericeus,fr
whcsta1,avibase-632ACC15,26934,species,White-cheeked Starling,etourneau gris,Spodiopsar cineraceus,fr
commyn,avibase-F23A2F38,26935,species,Common Myna,Martin triste,Acridotheres tristis,fr
banmyn1,avibase-F8CFF92C,26938,species,Bank Myna,Martin des berges,Acridotheres ginginianus,fr
vibsta3,avibase-2241879F,26939,species,Vinous-breasted Starling,Martin vineux,Acridotheres burmannicus,fr
vibsta1,avibase-A0FB9485,26940,issf,Vinous-breasted Starling (Burmese),Martin vineux (burmannicus),Acridotheres burmannicus burmannicus,fr
vibsta4,avibase-DDF650D1,26941,issf,Vinous-breasted Starling (Vinous-breasted),Martin vineux (leucocephalus),Acridotheres burmannicus leucocephalus,fr
bkwsta1,avibase-EC5675E3,26942,species,Black-winged Starling,Martin a ailes noires,Acridotheres melanopterus,fr
bkwsta2,avibase-462CDF14,26943,issf,Black-winged Starling (Black-winged),Martin a ailes noires (melanopterus),Acridotheres melanopterus melanopterus,fr
bkwsta3,avibase-2CE58BE1,26944,issf,Black-winged Starling (Gray-backed),Martin a ailes noires (tricolor),Acridotheres melanopterus tricolor,fr
bkwsta4,avibase-8FEC2A63,26945,issf,Black-winged Starling (Gray-rumped),Martin a ailes noires (tertius),Acridotheres melanopterus tertius,fr
junmyn1,avibase-8724C64A,26946,species,Jungle Myna,Martin forestier,Acridotheres fuscus,fr
y00823,avibase-A24F2043,26951,slash,Common/Jungle Myna,Martin triste ou M. forestier,Acridotheres tristis/fuscus,fr
whvmyn,avibase-D70B61EE,26952,species,Javan Myna,Martin de Java,Acridotheres javanicus,fr
pabmyn1,avibase-5FE2771C,26953,species,Pale-bellied Myna,Martin cendre,Acridotheres cinereus,fr
colmyn1,avibase-EABE979B,26954,species,Collared Myna,Martin a collier,Acridotheres albocinctus,fr
whvmyn1,avibase-B483CC1C,26955,species,Great Myna,Grand Martin,Acridotheres grandis,fr
x00468,avibase-DE89E1FB,26956,hybrid,Black-collared Starling x Great Myna (hybrid),Hybride etourneau a cou noir x Grand Martin,Gracupica nigricollis x Acridotheres grandis,fr
x00469,avibase-C6AE4595,26957,hybrid,Common x Great Myna (hybrid),Hybride Martin triste x Grand Martin,Acridotheres tristis x grandis,fr
x00893,avibase-5AE7BF15,26958,hybrid,Javan x Great Myna (hybrid),Hybride Martin de Java x Grand Martin,Acridotheres javanicus x grandis,fr
cremyn,avibase-65BCBB64,26959,species,Crested Myna,Martin huppe,Acridotheres cristatellus,fr
y01011,avibase-BB7E94B4,26963,slash,Jungle/Crested Myna,Martin forestier ou M. huppe,Acridotheres fuscus/cristatellus,fr
blkmyn1,avibase-8F883D37,26964,spuh,black myna sp.,Acridotheres sp. (Martin fonce),Acridotheres sp. (black myna sp.),fr
acrido1,avibase-57FE5A40,26965,spuh,Acridotheres sp.,Acridotheres sp.,Acridotheres sp.,fr
madsta1,avibase-9D7AA862,26966,species,Madagascar Starling,etourneau malgache,Hartlaubius auratus,fr
vibsta2,avibase-B1A3AF6C,26967,species,Violet-backed Starling,etourneau amethyste,Cinnyricinclus leucogaster,fr
slbsta1,avibase-F2C7AA06,26971,species,Slender-billed Starling,Rufipenne a bec fin,Onychognathus tenuirostris,fr
pawsta1,avibase-975D0D5D,26974,species,Pale-winged Starling,Rufipenne nabouroup,Onychognathus nabouroup,fr
neusta1,avibase-DB82ABEA,26975,species,Neumann's Starling,Rufipenne de Neumann,Onychognathus neumanni,fr
rewsta1,avibase-508D5CA2,26978,species,Red-winged Starling,Rufipenne morio,Onychognathus morio,fr
chwsta1,avibase-01D755E8,26981,species,Chestnut-winged Starling,Rufipenne de foret,Onychognathus fulgidus,fr
chwsta2,avibase-CF012DD7,26982,issf,Chestnut-winged Starling (Chestnut-winged),Rufipenne de foret (fulgidus),Onychognathus fulgidus fulgidus,fr
chwsta3,avibase-41BB6C39,26983,issf,Chestnut-winged Starling (Hartlaub's),Rufipenne de foret (hartlaubii/intermedius),Onychognathus fulgidus hartlaubii/intermedius,fr
walsta1,avibase-E11D6D66,26986,species,Waller's Starling,Rufipenne de Waller,Onychognathus walleri,fr
walsta3,avibase-422ECB4F,26987,issf,Waller's Starling (Preuss's),Rufipenne de Waller (preussi),Onychognathus walleri preussi,fr
walsta4,avibase-370BB647,26988,issf,Waller's Starling (Albertine),Rufipenne de Waller (elgonensis),Onychognathus walleri elgonensis,fr
walsta5,avibase-C001949F,26989,issf,Waller's Starling (Waller's),Rufipenne de Waller (walleri),Onychognathus walleri walleri,fr
trista1,avibase-0EDF9145,26990,species,Tristram's Starling,Rufipenne de Tristram,Onychognathus tristramii,fr
whbsta1,avibase-B3461BEC,26991,species,White-billed Starling,Rufipenne a bec blanc,Onychognathus albirostris,fr
brcsta1,avibase-E8DEABBD,26992,species,Bristle-crowned Starling,Rufipenne de Salvadori,Onychognathus salvadorii,fr
somsta1,avibase-9F79E839,26993,species,Somali Starling,Rufipenne de Blyth,Onychognathus blythii,fr
socsta1,avibase-9AD060AA,26994,species,Socotra Starling,Rufipenne de Socotra,Onychognathus frater,fr
spwsta1,avibase-58C780B0,26995,species,Spot-winged Starling,Choucador a ailes tachetees,Saroglossa spilopterus,fr
babsta1,avibase-3F941452,26996,species,Babbling Starling,Choucador a gorge noire,Neocichla gutturalis,fr
babsta2,avibase-43BBA1C7,26997,issf,Babbling Starling (Western),Choucador a gorge noire (gutturalis),Neocichla gutturalis gutturalis,fr
babsta3,avibase-7BE2E001,26998,issf,Babbling Starling (Eastern),Choucador a gorge noire (angusta),Neocichla gutturalis angusta,fr
whcsta2,avibase-D9E58EA7,26999,species,White-collared Starling,Choucador a cou blanc,Grafisia torquata,fr
magsta1,avibase-D3390C6C,27000,species,Magpie Starling,Choucador pie,Speculipastor bicolor,fr
shasta2,avibase-D6F2837E,27001,species,Sharpe's Starling,Choucador de Sharpe,Pholia sharpii,fr
abbsta2,avibase-1350773F,27002,species,Abbott's Starling,Choucador d'Abbott,Poeoptera femoralis,fr
natsta1,avibase-E2FB8C49,27003,species,Narrow-tailed Starling,Choucador a queue etroite,Poeoptera lugubris,fr
stusta1,avibase-AEC1B69C,27004,species,Stuhlmann's Starling,Choucador de Stuhlmann,Poeoptera stuhlmanni,fr
kensta1,avibase-295B9665,27005,species,Kenrick's Starling,Choucador de Kenrick,Poeoptera kenricki,fr
bbgsta1,avibase-40781028,27008,species,Black-bellied Starling,Choucador a ventre noir,Notopholia corusca,fr
phgsta1,avibase-A8BD788E,27011,species,Purple-headed Starling,Choucador a tete pourpree,Hylopsar purpureiceps,fr
ctgsta1,avibase-60B48D34,27012,species,Copper-tailed Starling,Choucador a queue bronzee,Hylopsar cupreocauda,fr
hilsta1,avibase-621F6E07,27013,species,Hildebrandt's Starling,Choucador de Hildebrandt,Lamprotornis hildebrandti,fr
shesta1,avibase-B24A13C7,27014,species,Shelley's Starling,Choucador de Shelley,Lamprotornis shelleyi,fr
bugsta1,avibase-996AF595,27015,species,Burchell's Starling,Choucador de Burchell,Lamprotornis australis,fr
ruegls1,avibase-3BB2565D,27016,species,Rüppell's Starling,Choucador de Rüppell,Lamprotornis purpuroptera,fr
ltgsta1,avibase-56713D11,27019,species,Long-tailed Glossy Starling,Choucador a longue queue,Lamprotornis caudatus,fr
megsta1,avibase-69598630,27020,species,Meves's Starling,Choucador de Meves,Lamprotornis mevesii,fr
mevgls1,avibase-75BAB34E,27021,issf,Meves's Starling (Meves's),Choucador de Meves (mevesii),Lamprotornis mevesii mevesii,fr
mevsta1,avibase-20521EC7,27022,issf,Meves's Starling (Cunene),Choucador de Meves (violacior),Lamprotornis mevesii violacior,fr
mevgls2,avibase-6135A721,27023,issf,Meves's Starling (Benguela),Choucador de Meves (benguelensis),Lamprotornis mevesii benguelensis,fr
ashsta2,avibase-6BFEA7BE,27024,species,Ashy Starling,Choucador cendre,Lamprotornis unicolor,fr
spgsta1,avibase-18B10CF9,27025,species,Splendid Starling,Choucador splendide,Lamprotornis splendidus,fr
prgsta1,avibase-A7EA21CA,27030,species,Principe Starling,Choucador de Principe,Lamprotornis ornatus,fr
gobsta5,avibase-EE674721,27031,species,Golden-breasted Starling,Choucador royal,Lamprotornis regius,fr
supsta1,avibase-405CCAAE,27032,species,Superb Starling,Choucador superbe,Lamprotornis superbus,fr
chbsta1,avibase-B92C3566,27033,species,Chestnut-bellied Starling,Choucador a ventre roux,Lamprotornis pulcher,fr
afpsta1,avibase-C244BE28,27034,species,African Pied Starling,Spreo bicolore,Lamprotornis bicolor,fr
whcsta3,avibase-A77D4A77,27035,species,White-crowned Starling,Spreo a calotte blanche,Lamprotornis albicapillus,fr
fissta1,avibase-4FF4CAF8,27038,species,Fischer's Starling,Spreo de Fischer,Lamprotornis fischeri,fr
lbesta1,avibase-0AA15ACA,27039,species,Lesser Blue-eared Starling,Choucador de Swainson,Lamprotornis chloropterus,fr
lbegls1,avibase-0319D393,27040,issf,Lesser Blue-eared Starling (Lesser),Choucador de Swainson (chloropterus),Lamprotornis chloropterus chloropterus,fr
lbegls2,avibase-951890AD,27041,issf,Lesser Blue-eared Starling (Miombo),Choucador de Swainson (elisabeth),Lamprotornis chloropterus elisabeth,fr
stgsta1,avibase-D5703E7A,27042,species,Sharp-tailed Starling,Choucador a queue fine,Lamprotornis acuticaudus,fr
gbesta1,avibase-7DDB347E,27045,species,Greater Blue-eared Starling,Choucador a oreillons bleus,Lamprotornis chalybaeus,fr
emesta1,avibase-86BC7EC3,27050,species,Emerald Starling,Choucador iris,Lamprotornis iris,fr
pugsta1,avibase-6A0BA87A,27051,species,Purple Starling,Choucador pourpre,Lamprotornis purpureus,fr
capgls1,avibase-57BBB7F1,27054,species,Cape Starling,Choucador a epaulettes rouges,Lamprotornis nitens,fr
btgsta1,avibase-AEEED5D0,27055,species,Bronze-tailed Starling,Choucador a queue violette,Lamprotornis chalcurus,fr
glossy1,avibase-5672A1E0,27058,spuh,Lamprotornis sp.,Lamprotornis sp.,Lamprotornis sp.,fr
y00757,avibase-78DE8554,27059,spuh,myna/starling sp.,Sturnide sp.,Sturnidae sp.,fr
blumoc,avibase-C4D41592,27060,species,Blue Mockingbird,Moqueur bleu,Melanotis caerulescens,fr
bawmoc1,avibase-67BFEEF0,27063,species,Blue-and-white Mockingbird,Moqueur bleu et blanc,Melanotis hypoleucus,fr
blacat1,avibase-240F0470,27064,species,Black Catbird,Moqueur noir,Melanoptila glabrirostris,fr
grycat,avibase-95B77F08,27065,species,Gray Catbird,Moqueur chat,Dumetella carolinensis,fr
whbthr1,avibase-55539291,27066,species,White-breasted Thrasher,Moqueur gorge-blanche,Ramphocinclus brachyurus,fr
whbthr3,avibase-626A3A6E,27067,issf,White-breasted Thrasher (Martinique),Moqueur gorge-blanche (brachyurus),Ramphocinclus brachyurus brachyurus,fr
whbthr4,avibase-D8F3F82C,27068,issf,White-breasted Thrasher (St. Lucia),Moqueur gorge-blanche (sanctaeluciae),Ramphocinclus brachyurus sanctaeluciae,fr
scbthr,avibase-C146593B,27069,species,Scaly-breasted Thrasher,Moqueur grivotte,Allenia fusca,fr
peethr1,avibase-C2A16FAE,27075,species,Pearly-eyed Thrasher,Moqueur corossol,Margarops fuscatus,fr
y01158,avibase-51DCBC32,27080,slash,Scaly-breasted/Pearly-eyed Thrasher,Moqueur grivotte ou M. corossol,Allenia fusca/Margarops fuscatus,fr
brotre1,avibase-9E532090,27081,species,Brown Trembler,Trembleur brun,Cinclocerthia ruficauda,fr
gratre1,avibase-65229424,27086,species,Gray Trembler,Trembleur gris,Cinclocerthia gutturalis,fr
y01010,avibase-4F784C9F,27089,slash,Brown/Gray Trembler,Trembleur brun ou T. gris,Cinclocerthia ruficauda/gutturalis,fr
cubthr,avibase-033B53E6,27090,species,Curve-billed Thrasher,Moqueur a bec courbe,Toxostoma curvirostre,fr
cubthr1,avibase-2B37C1B5,27091,issf,Curve-billed Thrasher (curvirostre Group),Moqueur a bec courbe (groupe curvirostre),Toxostoma curvirostre [curvirostre Group],fr
cubthr2,avibase-280C7E67,27095,issf,Curve-billed Thrasher (palmeri Group),Moqueur a bec courbe (groupe palmeri),Toxostoma curvirostre [palmeri Group],fr
ocethr1,avibase-624FDE60,27100,species,Ocellated Thrasher,Moqueur ocelle,Toxostoma ocellatum,fr
brnthr,avibase-C8F9F2D0,27103,species,Brown Thrasher,Moqueur roux,Toxostoma rufum,fr
lobthr,avibase-6CB9F53A,27106,species,Long-billed Thrasher,Moqueur a long bec,Toxostoma longirostre,fr
x00971,avibase-43C463AB,27109,hybrid,Curve-billed x Long-billed Thrasher (hybrid),Hybride Moqueur a bec courbe x M. a long bec,Toxostoma curvirostre x longirostre,fr
y00329,avibase-EE637470,27110,slash,Brown/Long-billed Thrasher,Moqueur roux ou M. a long bec,Toxostoma rufum/longirostre,fr
cozthr1,avibase-E92F543E,27111,species,Cozumel Thrasher,Moqueur de Cozumel,Toxostoma guttatum,fr
benthr,avibase-E866F8FA,27112,species,Bendire's Thrasher,Moqueur de Bendire,Toxostoma bendirei,fr
y00330,avibase-399A8364,27116,slash,Curve-billed/Bendire's Thrasher,Moqueur a bec courbe ou M. de Bendire,Toxostoma curvirostre/bendirei,fr
grathr1,avibase-A3E0C737,27117,species,Gray Thrasher,Moqueur gris,Toxostoma cinereum,fr
calthr,avibase-20748450,27120,species,California Thrasher,Moqueur de Californie,Toxostoma redivivum,fr
lecthr,avibase-6DF504ED,27123,species,LeConte's Thrasher,Moqueur de LeConte,Toxostoma lecontei,fr
lecthr1,avibase-E3469463,27124,issf,LeConte's Thrasher (LeConte's),Moqueur de LeConte (lecontei/macmillanorum),Toxostoma lecontei lecontei/macmillanorum,fr
lecthr2,avibase-BD7FD310,27127,issf,LeConte's Thrasher (Vizcaino),Moqueur de LeConte (arenicola),Toxostoma lecontei arenicola,fr
crithr,avibase-F4EE41F5,27128,species,Crissal Thrasher,Moqueur cul-roux,Toxostoma crissale,fr
x00470,avibase-85D513A2,27133,hybrid,California x Crissal Thrasher (hybrid),Hybride Moqueur de Californie x M. cul-roux,Toxostoma redivivum x crissale,fr
toxost1,avibase-BC43D2B2,27134,spuh,Toxostoma sp.,Toxostoma sp.,Toxostoma sp.,fr
sagthr,avibase-F6DF700B,27135,species,Sage Thrasher,Moqueur des armoises,Oreoscoptes montanus,fr
chimoc1,avibase-7EEE7E61,27136,species,Chilean Mockingbird,Moqueur du Chili,Mimus thenca,fr
patmoc1,avibase-ADEDDFD6,27137,species,Patagonian Mockingbird,Moqueur de Patagonie,Mimus patagonicus,fr
chbmoc1,avibase-F0CD0BD7,27138,species,Chalk-browed Mockingbird,Moqueur plombe,Mimus saturninus,fr
whbmoc1,avibase-CE56D85A,27143,species,White-banded Mockingbird,Moqueur a ailes blanches,Mimus triurus,fr
brbmoc1,avibase-38961C3A,27144,species,Brown-backed Mockingbird,Moqueur a dos brun,Mimus dorsalis,fr
bahmoc,avibase-38C451EA,27145,species,Bahama Mockingbird,Moqueur des Bahamas,Mimus gundlachii,fr
galmoc1,avibase-1050FB29,27148,species,Galapagos Mockingbird,Moqueur des Galapagos,Mimus parvulus,fr
chamoc1,avibase-1B4F109C,27155,species,Floreana Mockingbird,Moqueur de Floreana,Mimus trifasciatus,fr
hoomoc1,avibase-87608314,27156,species,Española Mockingbird,Moqueur d'Espanola,Mimus macdonaldi,fr
chamoc2,avibase-23512589,27157,species,San Cristobal Mockingbird,Moqueur de San Cristobal,Mimus melanotis,fr
lotmoc1,avibase-BF9BFD26,27158,species,Long-tailed Mockingbird,Moqueur a longue queue,Mimus longicaudatus,fr
socmoc1,avibase-53B8B2E8,27163,species,Socorro Mockingbird,Moqueur de Socorro,Mimus graysoni,fr
tromoc,avibase-1281617B,27164,species,Tropical Mockingbird,Moqueur des savanes,Mimus gilvus,fr
tromoc1,avibase-FCD64103,27165,issf,Tropical Mockingbird (Tropical),Moqueur des savanes (groupe gilvus),Mimus gilvus [gilvus Group],fr
tromoc2,avibase-E73BB746,27175,issf,Tropical Mockingbird (San Andres),Moqueur des savanes (magnirostris),Mimus gilvus magnirostris,fr
normoc,avibase-7EFF698D,27176,species,Northern Mockingbird,Moqueur polyglotte,Mimus polyglottos,fr
x00907,avibase-0E9E0587,27180,hybrid,Bahama x Northern Mockingbird (hybrid),Hybride Moqueur des Bahamas x M. polyglotte,Mimus gundlachii x polyglottos,fr
x00703,avibase-20D66927,27181,hybrid,Tropical x Northern Mockingbird (hybrid),Hybride Moqueur des savanes x M. polyglotte,Mimus gilvus x polyglottos,fr
y01122,avibase-FC0B7A77,27182,slash,Tropical/Northern Mockingbird,Moqueur des savanes ou M. polyglotte,Mimus gilvus/polyglottos,fr
mimida1,avibase-FCBCFAEB,27183,spuh,Mimidae sp.,Mimide sp.,Mimidae sp.,fr
granda1,avibase-493D380B,27184,species,Grandala,Grandala bleu,Grandala coelicolor,fr
easblu,avibase-A8347C7D,27185,species,Eastern Bluebird,Merlebleu de l'Est,Sialia sialis,fr
easblu1,avibase-0B1E18BC,27186,issf,Eastern Bluebird (Eastern),Merlebleu de l'Est (sialis/bermudensis),Sialia sialis sialis/bermudensis,fr
easblu2,avibase-359E9172,27189,issf,Eastern Bluebird (Mexican),Merlebleu de l'Est (groupe guatemalae),Sialia sialis [guatemalae Group],fr
wesblu,avibase-AC2B812A,27195,species,Western Bluebird,Merlebleu de l'Ouest,Sialia mexicana,fr
x00972,avibase-B5EA76DA,27202,hybrid,Eastern x Western Bluebird (hybrid),Hybride Merlebleu de l'Est x M. de l'Ouest,Sialia sialis x mexicana,fr
moublu,avibase-97B870B4,27203,species,Mountain Bluebird,Merlebleu azure,Sialia currucoides,fr
x00864,avibase-0114EA7B,27204,hybrid,Eastern x Mountain Bluebird (hybrid),Hybride Merlebleu de l'Est x M. azure,Sialia sialis x currucoides,fr
x00204,avibase-BB7FEBEA,27205,hybrid,Western x Mountain Bluebird (hybrid),Hybride Merlebleu de l'Ouest x M. azure,Sialia mexicana x currucoides,fr
bluebi,avibase-FF30A8CD,27206,spuh,bluebird sp.,Sialia sp.,Sialia sp.,fr
rufthr1,avibase-031AC7C9,27207,species,Rufous Flycatcher-Thrush,Stizorhin de Fraser,Neocossyphus fraseri,fr
fifthr1,avibase-6DD922F2,27211,species,Finsch's Flycatcher-Thrush,Stizorhin de Finsch,Neocossyphus finschi,fr
rtathr1,avibase-90FDC4CC,27212,species,Red-tailed Ant-Thrush,Neocossyphe a queue rousse,Neocossyphus rufus,fr
retant3,avibase-C8F3D1C5,27213,issf,Red-tailed Ant-Thrush (Red-tailed),Neocossyphe a queue rousse (gabunensis),Neocossyphus rufus gabunensis,fr
retant4,avibase-6348DE74,27214,issf,Red-tailed Ant-Thrush (Coastal),Neocossyphe a queue rousse (rufus),Neocossyphus rufus rufus,fr
wtathr1,avibase-0BD37CDF,27215,species,White-tailed Ant-Thrush,Neocossyphe a queue blanche,Neocossyphus poensis,fr
towsol,avibase-5459228D,27221,species,Townsend's Solitaire,Solitaire de Townsend,Myadestes townsendi,fr
brbsol1,avibase-E4DF8DBE,27224,species,Brown-backed Solitaire,Solitaire a dos brun,Myadestes occidentalis,fr
cubsol1,avibase-6FD86A69,27228,species,Cuban Solitaire,Solitaire de Cuba,Myadestes elisabeth,fr
rutsol1,avibase-FE142904,27231,species,Rufous-throated Solitaire,Solitaire siffleur,Myadestes genibarbis,fr
rutsol2,avibase-88CEA8C4,27232,issf,Rufous-throated Solitaire (Rufous-throated),Solitaire siffleur (groupe genibarbis),Myadestes genibarbis [genibarbis Group],fr
rutsol3,avibase-AA630824,27238,issf,Rufous-throated Solitaire (St. Vincent),Solitaire siffleur (sibilans),Myadestes genibarbis sibilans,fr
blfsol1,avibase-F76226A8,27239,species,Black-faced Solitaire,Solitaire masque,Myadestes melanops,fr
varsol1,avibase-6EFA5695,27240,species,Varied Solitaire,Solitaire varie,Myadestes coloratus,fr
slcsol1,avibase-E294A36A,27241,species,Slate-colored Solitaire,Solitaire ardoise,Myadestes unicolor,fr
andsol1,avibase-8FE62CA5,27244,species,Andean Solitaire,Solitaire des Andes,Myadestes ralloides,fr
andsol2,avibase-7F326F21,27245,issf,Andean Solitaire (plumbeiceps),Solitaire des Andes (plumbeiceps),Myadestes ralloides plumbeiceps,fr
andsol3,avibase-9D72DE57,27246,issf,Andean Solitaire (venezuelensis/candelae),Solitaire des Andes (venezuelensis/candelae),Myadestes ralloides venezuelensis/candelae,fr
andsol4,avibase-9DE236B3,27249,issf,Andean Solitaire (ralloides),Solitaire des Andes (ralloides),Myadestes ralloides ralloides,fr
kamao,avibase-2641F161,27250,species,Kamao,Solitaire kamao,Myadestes myadestinus,fr
amaui,avibase-09CC6AEA,27251,species,Amaui,Solitaire d'Oahu,Myadestes woahensis,fr
olomao,avibase-C52EFB11,27252,species,Olomao,Solitaire de Lanai,Myadestes lanaiensis,fr
omao,avibase-A1C41A3F,27255,species,Omao,Solitaire d'Hawai,Myadestes obscurus,fr
puaioh,avibase-62B955D3,27256,species,Puaiohi,Solitaire puaiohi,Myadestes palmeri,fr
lotthr1,avibase-37CC6F0D,27257,species,Long-tailed Thrush,Grive de Dixon,Zoothera dixoni,fr
alpthr1,avibase-CE0D5641,27258,species,Alpine Thrush,Grive de Hodgson,Zoothera mollissima,fr
himthr1,avibase-1BF62F08,27259,species,Himalayan Thrush,Grive de Salim Ali,Zoothera salimalii,fr
y01005,avibase-64E34648,27260,slash,Alpine/Himalayan Thrush,Grive de Hodgson ou G. de Salim Ali,Zoothera mollissima/salimalii,fr
sicthr1,avibase-A328C3EC,27261,species,Sichuan Thrush,Grive du Sichuan,Zoothera griseiceps,fr
y01006,avibase-03A041E5,27262,slash,Alpine/Sichuan Thrush,Grive de Hodgson ou G. du Sichuan,Zoothera mollissima/griseiceps,fr
y01052,avibase-C42FF0E5,27263,slash,Alpine/Himalayan/Sichuan Thrush,"Grive de Hodgson, G. de Salim Ali ou G. du Sichuan",Zoothera mollissima/salimalii/griseiceps,fr
geomal1,avibase-6E50C3FA,27264,species,Geomalia,Geomalie des Celebes,Zoothera heinrichi,fr
dasthr1,avibase-6A3FCF48,27265,species,Dark-sided Thrush,Grive a grand bec,Zoothera marginata,fr
lobthr1,avibase-F13C1733,27266,species,Long-billed Thrush,Grive montagnarde,Zoothera monticola,fr
evethr1,avibase-5CA42489,27269,species,Everett's Thrush,Grive d'Everett,Zoothera everetti,fr
sunthr1,avibase-B0B3DA78,27270,species,Sunda Thrush,Grive andromede,Zoothera andromedae,fr
scathr2,avibase-8E267A26,27271,species,White's Thrush,Grive doree,Zoothera aurea,fr
scathr8,avibase-F58200CE,27274,species,Scaly Thrush,Grive dama,Zoothera dauma,fr
scathr3,avibase-772FFECE,27275,issf,Scaly Thrush (Scaly),Grive dama (dauma),Zoothera dauma dauma,fr
scathr7,avibase-8693079B,27276,issf,Scaly Thrush (Horsfield's),Grive dama (horsfieldi),Zoothera dauma horsfieldi,fr
scathr9,avibase-E00DAA30,27277,issf,Scaly Thrush (Iriomotejima),Grive dama (iriomotensis),Zoothera dauma iriomotensis,fr
