,keyword,mean
1577,Mallard,29.41704036
1578,Mallee Emu-wren,2.004484305
1579,Malleefowl,13.27802691
1580,Mandarin Duck,12.37219731
1581,Maned Duck,8.071748879
1582,Mangrove Cuckoo,4.892376682
1583,Mangrove Finch,7.201793722
1584,Mangrove Hummingbird,5.031390135
1585,Mangrove Pitta,3.914798206
1586,Mangrove Swallow,1.932735426
1587,Mangrove Whistler,6.156950673
1588,Manx Shearwater,23.11210762
1589,Mao,72.97757848
1590,Marabou,27.77130045
1591,Marbled Frogmouth,3.910313901
1592,Marbled Godwit,18.04484305
1593,Marbled Murrelet,15.10762332
1594,Marbled Teal,5.533632287
1595,Mariana Crow,9.147982063
1596,Maroon-fronted Parrot,3.964125561
1597,Maroon Oriole,6.349775785
1598,Marsh Babbler,3.242152466
1599,Marsh Owl,14.83408072
1600,Marsh Sandpiper,12.91479821
1601,Marsh Tit,17.34529148
1602,Marsh Warbler,13.71748879
1603,Marsh Wren,20.65022422
1604,Martial Eagle,29.55605381
1605,Marvelous Spatuletail,8.112107623
1606,Mascarene Petrel,4.515695067
1607,Masked Booby,12.61883408
1608,Masked Bowerbird,4.932735426
1609,Masked Duck,2.769058296
1610,Masked Finch,12.60089686
1611,Masked Finfoot,3.6367713
1612,Masked Flowerpiercer,3.547085202
1613,Masked Lapwing,19.78026906
1614,Masked Shrike,4.556053812
1615,Masked Tityra,2.955156951
1616,Masked Trogon,3.677130045
1617,Maui Akepa,3.520179372
1618,Maui Nukupuu,0.98206278
1619,Maui Parrotbill,7.278026906
1620,Mauritius Fody,7.251121076
1621,Mauritius Kestrel,9.713004484
1622,Mauritius Olive White-eye,2.932735426
1623,Mayotte Drongo,3.125560538
1624,McKay's Bunting,1.735426009
1625,Meadow Bunting,6.461883408
1626,Meadow Pipit,9.058295964
1627,Mediterranean Gull,12.94618834
1628,Melancholy Woodpecker,4.816143498
1629,Melodious Warbler,5.730941704
1630,Merlin,47.07623318
1631,Metallic Starling,8.112107623
1632,Mew Gull,15.13004484
1633,Mexican Hermit,6.587443946
1634,Mexican Jay,32.39013453
1635,Mexican Rail,25.89237668
1636,Mexican Whip-poor-will,6.816143498
1637,Micronesian Starling,4.33632287
1638,Middle Spotted Woodpecker,7.515695067
1639,Mikado Pheasant,1.692825112
1640,Military Macaw,23.69955157
1641,Milky Stork,10.76681614
1642,Millerbird,3.713004484
1643,Mindanao Lorikeet,1.515695067
1644,Mindoro Bleeding-heart,5.466367713
1645,Mississippi Kite,26.00896861
1646,Mistle Thrush,24.06278027
1647,Mistletoebird,3.932735426
1648,Mitred Parakeet,3.99103139
1649,Mongolian Finch,1.565022422
1650,Mongolian Lark,7.282511211
1651,Monk Parakeet,23.37219731
1652,Monotonous Lark,4.551569507
1653,Montezuma Oropendola,14.14349776
1654,Montezuma Quail,9.843049327
1655,Montserrat Oriole,4.161434978
1656,Morepork,29.30044843
1657,Morningbird,11.69506726
1658,Mottled Duck,21.89686099
1659,Mottled Owl,13.14798206
1660,Mountain Barbet,9.01793722
1661,Mountain Bluebird,29.38565022
1662,Mountain Buzzard,14.65022422
1663,Mountain Caracara,4.506726457
1664,Mountain Chickadee,29.5470852
1665,Mountain Chiffchaff,1.273542601
1666,Mountain Kingfisher,14.5470852
1667,Mountain Oriole,7.34529148
1668,Mountain Parakeet,9.457399103
1669,Mountain Plover,13.16591928
1670,Mountain Quail,38.0044843
1671,Mountain Starling,8.757847534
1672,Mountain Thrush,9.273542601
1673,Mountain Warbler,8.394618834
1674,Mountain Wren,20.42152466
1675,Mourning Dove,32.04932735
1676,Mourning Warbler,15.35874439
1677,Moustached Flowerpiercer,1.022421525
1678,Moustached Puffbird,3.197309417
1679,Moustached Treeswift,1.905829596
1680,Moustached Warbler,3.852017937
1681,Mugimaki Flycatcher,9.466367713
1682,Mulga Parrot,12.37219731
1683,Multicolored Tanager,4.67264574
1684,Muscovy Duck,51.91928251
1685,Musician Wren,4.771300448
1686,Musk Duck,5.399103139
1687,Musk Lorikeet,25.69058296
1688,Mute Swan,21.23318386
1689,Myrtle Warbler,18.48878924
1690,Nacunda Nighthawk,1.748878924
1691,Namaqua Dove,5.098654709
1692,Namaqua Sandgrouse,3.686098655
1693,Nanday Parakeet,7.843049327
1694,Nankeen Kestrel,12.06726457
1695,Narcissus Flycatcher,5.165919283
1696,Narcondam Hornbill,15.34529148
1697,Narina Trogon,12.38116592
1698,Nashville Warbler,18.19730942
1699,Nazca Booby,12.10313901
1700,Nechisar Nightjar,4.439461883
1701,Neddicky,10.24215247
1702,Negros Bleeding-heart,4.910313901
1703,Nelson's Sparrow,6.197309417
1704,Neotropical Cormorant,2.569506726
1705,New Britain Rail,6.582959641
1706,New Caledonian Crow,13.07174888
1707,New Caledonian Owlet-nightjar,4.273542601
1708,New Holland Honeyeater,24.6367713
1709,New Zealand Bellbird,10.75784753
1710,New Zealand Falcon,22.64125561
1711,New Zealand Fantail,22.28699552
1712,New Zealand Kaka,15.11659193
1713,New Zealand Pigeon,18.48430493
1714,Nicobar Pigeon,21.632287
1715,Night Parrot,21.10313901
1716,Nightingale Finch,8.569506726
1717,Nihoa Finch,3.067264574
1718,Nile Valley Sunbird,1.775784753
1719,Nilgiri Flycatcher,7.251121076
1720,Nilgiri Pipit,4.708520179
1721,Noisy Friarbird,12.32735426
1722,Noisy Miner,22.96412556
1723,Noisy Pitta,9.376681614
1724,Nonggang Babbler,2.02690583
1725,North Island Brown Kiwi,9.192825112
1726,North Island Kokako,3.959641256
1727,North Island Robin,10.56053812
1728,Northern Bald Ibis,9.919282511
1729,Northern Bobwhite,14.82511211
1730,Northern Boobook,2.946188341
1731,Northern Cardinal,17.4573991
1732,Northern Carmine Bee-eater,2.650224215
1733,Northern Cassowary,10.03139013
1734,Northern Fulmar,6.547085202
1735,Northern Gannet,19.76681614
1736,Northern Giant Petrel,5.995515695
1737,Northern Goshawk,20.80269058
1738,Northern Harrier,36
1739,Northern House Martin,12.5426009
1740,Northern Jacana,6.32735426
1741,Northern Lapwing,4.006726457
1742,Northern Mockingbird,26.27802691
1743,Northern Parula,20.25560538
1744,Northern Pintail,19
1745,Northern Potoo,12.632287
1746,Northern Pygmy-owl,4.811659193
1747,Northern Red Bishop,9.923766816
1748,Northern Rockhopper Penguin,9.820627803
1749,Northern Rosella,10.10762332
1750,Northern Rough-winged Swallow,5.031390135
1751,Northern Royal Albatross,9.219730942
1752,Northern Royal Flycatcher,5.147982063
1753,Northern Saw-whet Owl,14.30044843
1754,Northern Screamer,7.717488789
1755,Northern Shoveler,28.12556054
1756,Northern Waterthrush,15.07623318
1757,Northern Wheatear,13.78475336
1758,Northern White-faced Owl,10.80269058
1759,Northern Wren,16.367713
1760,Northwestern Crow,14.12556054
1761,Nyasa Lovebird,18.60089686
1762,Oahu Alauahio,1.627802691
1763,Oak Titmouse,12.2690583
1764,Oasis Hummingbird,10.05829596
1765,Ocellated Turkey,14.94170404
1766,Oilbird,12.12556054
1767,Okarito Kiwi,17.84304933
1768,Okinawa Rail,16.91479821
1769,Oleaginous Hemispingus,8.439461883
1770,Olivaceous Warbler,4.789237668
1771,Olive-backed Pipit,2
1772,Olive-backed Sunbird,6.367713004
1773,Olive-sided Flycatcher,12.76681614
1774,Olive Finch,28.42600897
1775,Olive Flycatcher,17.91928251
1776,Olive Ibis,11.53363229
1777,Olive Sparrow,19.2690583
1778,Olive Sunbird,17.57847534
1779,Olive Thrush,20.29147982
1780,Olive Warbler,9.946188341
1781,Olive Whistler,10.17488789
1782,Olive Woodpecker,7.022421525
1783,Omani Owl,2.022421525
1784,Omao,28.28699552
1785,Orange-bellied Parrot,8.246636771
1786,Orange-billed Nightingale-thrush,1.340807175
1787,Orange-crowned Warbler,9.66367713
1788,Orange-fronted Parakeet,3.856502242
1789,Orange-headed Thrush,7.538116592
1790,Orange-necked Partridge,2.650224215
1791,Orange-winged Amazon,3.524663677
1792,Orange Bullfinch,8.01793722
1793,Orange Chat,35.43049327
1794,Orange Dove,54.05381166
1795,Orange Oriole,8.69058296
1796,Orange Weaver,26.25112108
1797,Orchard Oriole,10.7309417
1798,Oriental Darter,8.130044843
1799,Oriental Dollarbird,9.112107623
1800,Oriental Greenfinch,2.390134529
1801,Oriental Hobby,51.97309417
1802,Oriental Magpie-robin,5.412556054
1803,Oriental Pied Hornbill,6.937219731
1804,Oriental Plover,3.152466368
1805,Oriental Pratincole,5.412556054
1806,Oriental Skylark,10.6367713
1807,Oriental Stork,5.30941704
1808,Oriental Turtle-dove,1.695067265
1809,Orinoco Goose,2.937219731
1810,Oriole Blackbird,10.3632287
1811,Oriole Finch,11.28699552
1812,Oriole Warbler,11.8161435
1813,Ornate Hawk-eagle,4.65470852
1814,Ortolan Bunting,15.76681614
1815,Osprey,59.30941704
1816,Ou,57.52017937
1817,Ovenbird,24.66367713
1818,Pacific Baza,10.24215247
1819,Pacific Black Duck,12.7264574
1820,Pacific Golden Plover,17.49775785
1821,Pacific Gull,9.753363229
1822,Pacific Loon,16.367713
1823,Pacific Parrotlet,19.0044843
1824,Pacific Robin,16.76233184
1825,Pacific Royal Flycatcher,5.282511211
1826,Pacific Swift,48.04932735
1827,Pacific Wren,16.04932735
1828,Paddyfield Pipit,6.376681614
1829,Paddyfield Warbler,4.156950673
1830,Painted Bunting,24.3632287
1831,Painted Finch,18.71300448
1832,Painted Francolin,5.147982063
1833,Painted Honeyeater,6.488789238
1834,Painted Sandgrouse,11.9058296
1835,Painted Spurfowl,2.403587444
1836,Painted Stork,34.88340807
1837,Palawan Flycatcher,2.874439462
1838,Palawan Hornbill,5.757847534
1839,Palawan Peacock-pheasant,4.242152466
1840,Pale-billed Flowerpecker,1.910313901
1841,Pale-headed Rosella,3.251121076
1842,Pale Sparrow,7.919282511
1843,Pale Thrush,6.466367713
1844,Palestine Sunbird,9.233183857
1845,Palila,23.37668161
1846,Pallid Cuckoo,5.475336323
1847,Pallid Harrier,16.6367713
1848,Pallid Swift,4.677130045
1849,Palm Cockatoo,33.2690583
1850,Palm Crow,14.20179372
1851,Palm Tanager,3.766816143
1852,Palm Warbler,14.79820628
1853,Palmchat,20.97757848
1854,Papuan Eagle,7.479820628
1855,Papuan Frogmouth,5.143497758
1856,Papyrus Gonolek,1.632286996
1857,Paradise Riflebird,7.892376682
1858,Paradise Shelduck,7.650224215
1859,Paradise Tanager,10.19730942
1860,Parakeet Auklet,4.403587444
1861,Pardusco,19.65919283
1862,Parrot Crossbill,5.775784753
1863,Partridge Pigeon,16.42600897
1864,Pauraque,12.44394619
1865,Peaceful Dove,24.05829596
1866,Pearl Kite,13.9955157
1867,Pechora Pipit,4.080717489
1868,Pectoral Sandpiper,12.20179372
1869,Pelagic Cormorant,6.264573991
1870,Pennant-winged Nightjar,5
1871,Peregrine Falcon,39.07174888
1872,Perija Parakeet,3.376681614
1873,Pernambuco Pygmy-owl,2.004484305
1874,Persian Shearwater,3.820627803
1875,Peruvian Booby,3.408071749
1876,Peruvian Martin,12.66367713
1877,Peruvian Pelican,4.744394619
1878,Phainopepla,18.59192825
1879,Pheasant Coucal,28.10762332
1880,Pheasant Cuckoo,10.05829596
1881,Philadelphia Vireo,15.23318386
1882,Philippine Bulbul,4.053811659
1883,Philippine Cockatoo,9.260089686
1884,Philippine Coucal,5.843049327
1885,Philippine Duck,20.03587444
1886,Philippine Eagle,40.12556054
1887,Philippine Falconet,4.668161435
1888,Philippine Frogmouth,3.470852018
1889,Philippine Nightjar,4.573991031
1890,Philippine Pitta,5.3632287
1891,Philippine Scrubfowl,0.820627803
1892,Philippine Trogon,2.816143498
1893,Pied-billed Grebe,10.56950673
1894,Pied Avocet,9.130044843
1895,Pied Bushchat,17.15246637
1896,Pied Butcherbird,16.49775785
1897,Pied Crow,25.0896861
1898,Pied Currawong,13.37668161
1899,Pied Falconet,2.493273543
1900,Pied Goshawk,2.385650224
1901,Pied Harrier,5.33632287
1902,Pied Heron,11.64125561
1903,Pied Kingfisher,16.10313901
1904,Pied Lapwing,7.278026906
1905,Pied Monarch,1.955156951
1906,Pied Oystercatcher,12.65022422
1907,Pied Thrush,8.071748879
1908,Pied Triller,10.62780269
1909,Pied Wheatear,9.66367713
1910,Pigeon Guillemot,13.16591928
1911,Pileated Finch,3.986547085
1912,Pileated Woodpecker,30.57399103
1913,Pilotbird,2.704035874
1914,Pin-tailed Sandgrouse,2.385650224
1915,Pin-tailed Whydah,14.56950673
1916,Pine Bunting,13.51569507
1917,Pine Flycatcher,2.618834081
1918,Pine Grosbeak,23.95067265
1919,Pine Siskin,19.32735426
1920,Pine Warbler,26.11210762
1921,Pink-backed Pelican,2.807174888
1922,Pink-footed Goose,3.484304933
1923,Pink-headed Duck,5.905829596
1924,Pink-legged Graveteiro,1.076233184
1925,Pink-necked Green-pigeon,2.753363229
1926,Pink Pigeon,35.08071749
1927,Pink Robin,24.28251121
1928,Pinyon Jay,13.76233184
1929,Piping Crow,1.964125561
1930,Piping Plover,24.06278027
1931,Pipipi,14.26008969
1932,Piratic Flycatcher,2.174887892
1933,Plain-tailed Wren,2.107623318
1934,Plain Chachalaca,5.677130045
1935,Plain Flowerpecker,7.739910314
1936,Plain Nightjar,1.632286996
1937,Plain Parakeet,5.313901345
1938,Plain Pigeon,14.99103139
1939,Plain Prinia,14.52466368
1940,Plain Swift,26.8161435
1941,Plains-wanderer,2.789237668
1942,Plaintive Cuckoo,8.753363229
1943,Plum-headed Parakeet,7.004484305
1944,Plum-throated Cotinga,1.32735426
1945,Plumbeous Kite,5.968609865
1946,Plumbeous Vireo,6.717488789
1947,Plush-crested Jay,2.443946188
1948,Pomarine Jaeger,8.188340807
1949,Pompadour Cotinga,14.5426009
1950,Powerful Owl,35.55156951
1951,Prairie Falcon,24.49327354
1952,Prairie Warbler,16.83408072
1953,Princess Parrot,34.9058296
1954,Prothonotary Warbler,14.68161435
1955,Providence Petrel,3.511210762
1956,Puaiohi,3.103139013
1957,Puerto Rican Amazon,34.71300448
1958,Puerto Rican Mango,7.852017937
1959,Puerto Rican Tody,4.97309417
1960,Puerto Rican Woodpecker,1.977578475
1961,Puna Flamingo,3.600896861
1962,Puna Ibis,7.883408072
1963,Purple-rumped Sunbird,3.385650224
1964,Purple-winged Roller,0.937219731
1965,Purple Finch,36.29596413
1966,Purple Gallinule,20.71300448
1967,Purple Grenadier,10.80269058
1968,Purple Heron,17.82511211
1969,Purple Honeycreeper,8.677130045
1970,Purple Martin,23.35874439
1971,Purple Roller,40.74887892
1972,Purple Sandpiper,33.87443946
1973,Purple Starling,11.48878924
1974,Purple Sunbird,21.24663677
1975,Purple Swamphen,26.80269058
1976,Pygmy Cormorant,7.098654709
1977,Pygmy Eagle,9.587443946
1978,Pygmy Nightjar,3.932735426
1979,Pygmy Nuthatch,12.07174888
1980,Pyrrhuloxia,10.60986547
1981,Radde's Warbler,2.01793722
1982,Radjah Shelduck,5.219730942
1983,Raggiana Bird-of-paradise,5.399103139
1984,Rain Quail,22.33183857
1985,Rainbow Bee-eater,6.856502242
1986,Rainbow Lorikeet,50.64573991
1987,Rainbow Pitta,8.210762332
1988,Rainbow Starfrontlet,2.739910314
1989,Razorbill,19.65022422
1990,Red-and-green Macaw,8.430493274
1991,Red-and-yellow Barbet,4.641255605
1992,Red-backed Shrike,4.964125561
1993,Red-bellied Woodpecker,21.32286996
1994,Red-billed Blue Magpie,4.251121076
1995,Red-billed Curassow,1.174887892
1996,Red-billed Hornbill,10.34977578
1997,Red-billed Leiothrix,6.632286996
1998,Red-billed Oxpecker,5.32735426
1999,Red-billed Quelea,6.484304933
2000,Red-billed Streamertail,4.713004484
2001,Red-billed Tropicbird,7.304932735
2002,Red-breasted Chat,2.255605381
2003,Red-breasted Flycatcher,5.843049327
2004,Red-breasted Goose,6.538116592
2005,Red-breasted Merganser,15.25112108
2006,Red-breasted Nuthatch,5.66367713
2007,Red-breasted Parakeet,2.69058296
2008,Red-breasted Sapsucker,3.820627803
2009,Red-browed Finch,3.726457399
2010,Red-capped Manakin,5.210762332
2011,Red-cheeked Cordon-bleu,5.417040359
2012,Red-cockaded Woodpecker,10.80269058
2013,Red-collared Woodpecker,2.533632287
2014,Red-crested Cardinal,8.076233184
2015,Red-crested Pochard,8.291479821
2016,Red-crested Turaco,2.511210762
2017,Red-crowned Amazon,2.197309417
2018,Red-crowned Crane,14.0941704
2019,Red-eyed Vireo,8.484304933
2020,Red-footed Booby,9.228699552
2021,Red-footed Falcon,1.002242152
2022,Red-fronted Macaw,5.170403587
2023,Red-headed Barbet,6.376681614
2024,Red-headed Falcon,3.134529148
2025,Red-headed Finch,5.834080717
2026,Red-headed Lovebird,4.098654709
2027,Red-headed Vulture,3.869955157
2028,Red-headed Woodpecker,9.739910314
2029,Red-knobbed Coot,2.542600897
2030,Red-legged Honeycreeper,3.883408072
2031,Red-legged Kittiwake,2.30044843
2032,Red-legged Partridge,8.551569507
2033,Red-legged Seriema,2.484304933
2034,Red-lored Amazon,5.892376682
2035,Red-naped Ibis,8.322869955
2036,Red-naped Sapsucker,8.677130045
2037,Red-necked Buzzard,1.820627803
2038,Red-necked Grebe,6.659192825
2039,Red-necked Phalarope,4.748878924
2040,Red-necked Stint,3.780269058
2041,Red-rumped Parrot,7.843049327
2042,Red-rumped Swallow,9.022421525
2043,Red-shouldered Blackbird,1.542600897
2044,Red-shouldered Hawk,13.86995516
2045,Red-tailed Hawk,18.89686099
2046,Red-tailed Laughingthrush,1.766816143
2047,Red-tailed Shrike,1.542600897
2048,Red-tailed Tropicbird,2.466367713
2049,Red-tailed Wheatear,1.089686099
2050,Red-throated Caracara,1.865470852
2051,Red-throated Loon,5.582959641
2052,Red-throated Pipit,6.094170404
2053,Red-throated Twinspot,0.932735426
2054,Red-vented Bulbul,11.31838565
2055,Red-wattled Lapwing,3.179372197
2056,Red-whiskered Bulbul,15.30941704
2057,Red-winged Blackbird,12.39461883
2058,Red-winged Parrot,2.6367713
2059,Red-winged Starling,6.443946188
2060,Red Avadavat,10.42152466
2061,Red Crossbill,16.77578475
2062,Red Fody,8.766816143
2063,Red Goshawk,21.73991031
2064,Red Junglefowl,12.71748879
2065,Red Kite,61.94618834
2066,Red Knot,42.33183857
2067,Red Lark,27.99103139
2068,Red Lory,28.18834081
2069,Red Phalarope,8.278026906
2070,Red Siskin,31.79372197
2071,Red Spurfowl,14.44394619
2072,Red Tanager,10.77578475
2073,Red Warbler,19.67264574
2074,Red Wattlebird,20.16143498
2075,Red Weaver,50.95067265
2076,Reddish Egret,23.1793722
2077,Redhead,57.38116592
2078,Redpoll,27.59192825
2079,Redthroat,3.856502242
2080,Redwing,61.86995516
2081,Reed Bunting,24.80269058
2082,Regal Sunbird,3.721973094
2083,Regent Bowerbird,14.03587444
2084,Regent Honeyeater,16.19730942
2085,Regent Parrot,24.08520179
2086,Resplendent Quetzal,19.62780269
2087,Restless Flycatcher,11.12107623
2088,Rhinoceros Auklet,9.493273543
2089,Rhinoceros Hornbill,18.04484305
2090,Ribbon-tailed Astrapia,7.403587444
2091,Richard's Pipit,5.730941704
2092,Rifleman,64.3632287
2093,Rimatara Lorikeet,1.421524664
2094,Ring-billed Gull,7.156950673
2095,Ring-necked Dove,6.511210762
2096,Ring-necked Duck,8.6367713
2097,Ring Ouzel,18.95515695
2098,Ringed Kingfisher,10.75336323
2099,Ringed Teal,11.70403587
2100,River Lapwing,4.892376682
2101,River Tern,30.25112108
2102,River Warbler,6.614349776
2103,Riverside Wren,8.69058296
2104,Roadside Hawk,12.02690583
2105,Rock Bunting,13.30493274
2106,Rock Dove,51.64125561
2107,Rock Parrot,30.8206278
2108,Rock Partridge,29.0044843
2109,Rock Pipit,17.94618834
2110,Rock Ptarmigan,13.05381166
2111,Rock Sandpiper,16.81165919
2112,Rock Shag,17.5470852
2113,Rock Sparrow,17.4529148
2114,Rock Wren,11.35874439
2115,Rockrunner,21.02242152
2116,Rockwarbler,3.098654709
2117,Rook,44.28251121
2118,Rose-breasted Grosbeak,11.07847534
2119,Rose-ringed Parakeet,13.06726457
2120,Rose Robin,30.78026906
2121,Roseate Spoonbill,23.86995516
2122,Roseate Tern,11.88789238
2123,Rosy-faced Lovebird,11.0896861
2124,Rosy Starling,8.174887892
2125,Rough-faced Shag,2.632286996
2126,Rough-legged Buzzard,5.013452915
2127,Royal Cinclodes,2.358744395
2128,Royal Penguin,31.73991031
2129,Royal Spoonbill,6.394618834
2130,Royal Tern,25.74887892
2131,Ruby-cheeked Sunbird,4.286995516
2132,Ruby-crowned Kinglet,10.83408072
2133,Ruby-throated Hummingbird,17.74439462
2134,Ruddy Duck,48.39910314
2135,Ruddy Kingfisher,4.811659193
2136,Ruddy Pigeon,3.896860987
2137,Ruddy Shelduck,17.67713004
2138,Ruddy Turnstone,20.13901345
2139,Ruff,40.75784753
2140,Ruffed Grouse,26.18834081
2141,Rufous-bellied Niltava,6.295964126
2142,Rufous-bellied Thrush,7.560538117
2143,Rufous-headed Hornbill,4.825112108
2144,Rufous-legged Owl,8.515695067
2145,Rufous-necked Hornbill,3.66367713
2146,Rufous-necked Wood-rail,0.775784753
2147,Rufous-tailed Hummingbird,1.856502242
2148,Rufous-tailed Robin,3.820627803
2149,Rufous Babbler,6.793721973
2150,Rufous Bristlebird,3.269058296
2151,Rufous Fantail,6.887892377
2152,Rufous Flycatcher,11.21973094
2153,Rufous Hornero,12.13452915
2154,Rufous Hummingbird,11.55605381
2155,Rufous Motmot,5.533632287
2156,Rufous Nightjar,2.538116592
2157,Rufous Owl,8.192825112
2158,Rufous Potoo,3.255605381
2159,Rufous Sibia,7.560538117
2160,Rufous Songlark,7.228699552
2161,Rufous Treepie,20.16591928
2162,Rufous Whistler,11.37219731
2163,Rufous Woodpecker,7.349775785
2164,Rufous Wren,9.466367713
2165,Russet Sparrow,6.820627803
2166,Rustic Bunting,15.88789238
2167,Rusty Blackbird,25.44394619
2168,Rusty Sparrow,10.68161435
2169,Sabine's Gull,7.955156951
2170,Sabota Lark,1.434977578
2171,Sacred Kingfisher,10.48430493
2172,Sad Flycatcher,3.170403587
2173,Saddlebill,5.762331839
2174,Saffron Finch,17.37219731
2175,Saffron Toucanet,3.224215247
2176,Sage Grouse,27.68609865
2177,Sage Thrasher,9.076233184
2178,Sagebrush Sparrow,9.260089686
2179,Saker Falcon,19.70852018
2180,Salmon-crested Cockatoo,8.704035874
2181,Saltmarsh Sparrow,7.901345291
2182,San Lucas Robin,8.161434978
2183,Sand Lark,7.376681614
2184,Sanderling,32.25560538
2185,Sandwich Tern,21.01345291
2186,Santa Marta Parakeet,2.708520179
2187,Sapayoa,3.161434978
2188,Satin Bowerbird,18.367713
2189,Satin Flycatcher,2.713004484
2190,Satyr Tragopan,16.05829596
2191,Savanna Hawk,10.44843049
2192,Savanna Nightjar,5.964125561
2193,Savannah Sparrow,19.55156951
2194,Savi's Warbler,2.192825112
2195,Saxaul Sparrow,5.677130045
2196,Say's Phoebe,30.96860987
2197,Scaled Quail,12.41255605
2198,Scaly-breasted Munia,6.547085202
2199,Scaly Thrush,21.65022422
2200,Scarlet-backed Flowerpecker,9.304932735
2201,Scarlet-headed Flowerpecker,1.865470852
2202,Scarlet Finch,14.78026906
2203,Scarlet Ibis,29.0941704
2204,Scarlet Macaw,27.13901345
2205,Scarlet Minivet,16.74439462
2206,Scarlet Myzomela,5.206278027
2207,Scarlet Robin,30.53363229
2208,Scarlet Tanager,8.923766816
2209,Scissor-tailed Flycatcher,9.66367713
2210,Scott's Oriole,5.950672646
2211,Scottish Crossbill,4.941704036
2212,Screaming Cowbird,2.825112108
2213,Screaming Piha,9.304932735
2214,Scrubtit,2.950672646
2215,Seaside Sparrow,11.17040359
2216,Secretarybird,7.515695067
2217,Sedge Warbler,13.96860987
2218,Sedge Wren,12.32286996
2219,Semipalmated Plover,16.30493274
2220,Semipalmated Sandpiper,20.22421525
2221,Senegal Parrot,25.80269058
2222,Seven-colored Tanager,0.838565022
2223,Seychelles Kestrel,3.403587444
2224,Seychelles Parrot,9.116591928
2225,Seychelles Warbler,4.641255605
2226,Sharp-shinned Hawk,14.12107623
2227,Sharp-tailed Grouse,10.7309417
2228,Sharp-tailed Sandpiper,8.067264574
2229,Sharpbill,12.15695067
2230,Shikra,32.85201794
2231,Shining Honeycreeper,1.843049327
2232,Shiny Cowbird,7.67264574
2233,Shoebill,10.10762332
2234,Shore Plover,10.65470852
2235,Short-billed Dowitcher,6.035874439
2236,Short-eared Owl,12.78026906
2237,Short-tailed Albatross,7.986547085
2238,Short-tailed Parrot,1.130044843
2239,Short-tailed Shearwater,5.399103139
2240,Shy Albatross,4.856502242
2241,Siamese Fireback,9.044843049
2242,Siberian Accentor,1.573991031
2243,Siberian Blue Robin,8.64573991
2244,Siberian Chiffchaff,11.71300448
2245,Siberian Crane,27.80717489
2246,Siberian Jay,14.91928251
2247,Siberian Rubythroat,8.856502242
2248,Siberian Thrush,5.291479821
2249,Siberian Tit,5.367713004
2250,Sichuan Partridge,3.609865471
2251,Sickle-billed Vanga,2.147982063
2252,Sierra Madre Ground-warbler,0.551569507
2253,Silver-backed Tanager,0.995515695
2254,Silver-breasted Broadbill,5.69058296
2255,Silver-eared Mesia,2.784753363
2256,Silver Gull,28.08520179
2257,Silver Oriole,11.69506726
2258,Silver Pheasant,32.37219731
2259,Silver Teal,44.30941704
2260,Silverbird,41.46188341
2261,Silvereye,26.20627803
2262,Silvery Pigeon,3.587443946
2263,Sinai Rosefinch,5.677130045
2264,Sinaloa Martin,16.71300448
2265,Sinaloa Wren,4.031390135
2266,Sind Sparrow,4.542600897
2267,Singing Honeyeater,14.71300448
2268,Singing Quail,19.29596413
2269,Singing Starling,6.896860987
2270,Sinu Parakeet,1.439461883
2271,Sira Barbet,1.067264574
2272,Sirkeer Malkoha,11.47533632
2273,Slaty-backed Gull,5.224215247
2274,Slaty-legged Crake,3.34529148
2275,Slaty Bristlefront,0.511210762
2276,Slaty Egret,2.031390135
2277,Slender-billed Curlew,1.19955157
2278,Slender-billed Vulture,4.798206278
2279,Small-billed Elaenia,2.282511211
2280,Small Minivet,10.57847534
2281,Smew,26.13452915
2282,Smoky Honeyeater,1.578475336
2283,Smoky Robin,19.51569507
2284,Smooth-billed Ani,3.264573991
2285,Snail Kite,11.30493274
2286,Snares Penguin,10.07174888
2287,Snoring Rail,5.291479821
2288,Snow-capped Manakin,0.6367713
2289,Snow Bunting,23.5470852
2290,Snow Goose,32.52466368
2291,Snow Partridge,21.41704036
2292,Snow Petrel,9.044843049
2293,Snow Pigeon,16.08520179
2294,Snowcap,37.91479821
2295,Snowy Egret,19.7309417
2296,Snowy Owl,36.22421525
2297,Snowy Plover,15.367713
2298,Snowy Sheathbill,6.816143498
2299,Sociable Lapwing,5.919282511
2300,Sociable Weaver,10.94618834
2301,Social Flycatcher,5.430493274
2302,Socorro Dove,9.022421525
2303,Socorro Mockingbird,1.995515695
2304,Socotra Cormorant,6.242152466
2305,Soft-plumaged Petrel,2.33632287
2306,Solitary Sandpiper,20.9058296
2307,Solitary Snipe,2.502242152
2308,Somali Ostrich,7.587443946
2309,Somali Pigeon,7.00896861
2310,Sombre Tit,2.542600897
2311,Song Parrot,30.00896861
2312,Song Sparrow,36.75336323
2313,Song Thrush,27.1793722
2314,Song Wren,20.76681614
2315,Sooty-headed Bulbul,6.502242152
2316,Sooty Albatross,8.340807175
2317,Sooty Falcon,8.349775785
2318,Sooty Grouse,21.07623318
2319,Sooty Gull,6.399103139
2320,Sooty Oystercatcher,6.278026906
2321,Sooty Shearwater,12.85650224
2322,Sooty Tern,14.10313901
2323,Sora,60.8161435
2324,South African Shelduck,2.618834081
2325,South African Swallow,7.515695067
2326,South Georgia Pipit,4.035874439
2327,South Island Kokako,4.067264574
2328,South Island Robin,15.53811659
