,species,gbif_mean,gbif_sum
8738,Pycnonotus tympanistrigus,5.4,27
8739,Pycnonotus urostictus,9.1,128
8740,Pycnonotus xantholaemus,167.0,3173
8741,Pycnonotus xanthopygos,5245.1,99657
8742,Pycnonotus xanthorrhous,325.9,6192
8743,Pycnonotus zeylanicus,18.0,306
8744,Pycnoptilus floccosus,310.6,5901
8745,Pycnopygius cinereus,26.8,428
8746,Pycnopygius ixoides,26.4,449
8747,Pycnopygius stictocephalus,32.7,556
8748,Pygarrhichas albogularis,525.2,9979
8749,Pygiptila stellaris,292.2,5259
8750,Pygochelidon melanoleuca,114.7,2065
8751,Pygoscelis adeliae,2986.6,56746
8752,Pygoscelis antarcticus,227.4,4321
8753,Pygoscelis papua,527.3,10018
8754,Pyrenestes minor,6.4,116
8755,Pyrenestes ostrinus,40.6,731
8756,Pyrenestes sanguineus,7.8,124
8757,Pyrgilauda blanfordi,38.2,688
8758,Pyrgilauda davidiana,30.4,577
8759,Pyrgilauda ruficollis,67.5,1282
8760,Pyrgilauda theresae,1.0,2
8761,Pyriglena atra,11.0,209
8762,Pyriglena leuconota,428.7,8145
8763,Pyriglena leucoptera,1031.6,19600
8764,Pyriglena similis,8.9,161
8765,Pyrocephalus obscurus,69.1,1312
8766,Pyrocephalus rubinus,33079.8,628517
8767,Pyroderus scutatus,578.8,10998
8768,Pyrrhocoma ruficeps,3.3,63
8769,Pyrrhocorax graculus,1873.1,35589
8770,Pyrrhocorax pyrrhocorax,5717.9,108640
8771,Pyrrholaemus brunneus,354.2,6729
8772,Pyrrholaemus sagittatus,1519.2,28864
8773,Pyrrhomyias cinnamomeus,2708.3,51457
8774,Pyrrhoplectes epauletta,82.2,1561
8775,Pyrrhula aurantiaca,20.1,221
8776,Pyrrhula cineracea,10.4,125
8777,Pyrrhula erythaca,152.7,2748
8778,Pyrrhula erythrocephala,115.8,2084
8779,Pyrrhula leucogenis,11.7,210
8780,Pyrrhula murina,90.2,1624
8781,Pyrrhula nipalensis,286.2,5152
8782,Pyrrhula owstoni,148.8,2679
8783,Pyrrhula pyrrhula,77423.2,1471041
8784,Pyrrhulagra nigra,1.3,8
8785,Pyrrhulagra violacea,608.3,11557
8786,Pyrrhura albipectus,35.8,681
8787,Pyrrhura amazonum,201.8,3835
8788,Pyrrhura calliptera,112.2,2019
8789,Pyrrhura cruentata,50.4,957
8790,Pyrrhura devillei,36.9,664
8791,Pyrrhura egregia,18.6,298
8792,Pyrrhura frontalis,2008.5,38161
8793,Pyrrhura griseipectus,28.2,507
8794,Pyrrhura hoematotis,50.1,902
8795,Pyrrhura hoffmanni,771.1,14651
8796,Pyrrhura lepida,23.4,445
8797,Pyrrhura leucotis,45.0,765
8798,Pyrrhura melanura,722.0,13718
8799,Pyrrhura molinae,265.2,5038
8800,Pyrrhura orcesi,34.6,657
8801,Pyrrhura perlata,60.0,1080
8802,Pyrrhura pfrimeri,8.0,112
8803,Pyrrhura picta,283.3,5099
8804,Pyrrhura rhodocephala,30.3,546
8805,Pyrrhura rupicola,79.8,1436
8806,Pyrrhura snethlageae,2.4,12
8807,Pyrrhura viridicata,84.6,1608
8808,Pyrrhurus scandens,2.9,23
8809,Pyrroglaux podargina,19.3,309
8810,Pytilia afra,61.0,1159
8811,Pytilia hypogrammica,7.3,131
8812,Pytilia lineata,9.6,153
8813,Pytilia melba,4978.4,94589
8814,Pytilia phoenicoptera,29.0,551
8815,Quelea cardinalis,58.1,1104
8816,Quelea erythrops,187.9,3571
8817,Quelea quelea,17901.7,340133
8818,Querula purpurata,1670.4,31737
8819,Quiscalus lugubris,4645.2,88258
8820,Quiscalus major,49101.4,932926
8821,Quiscalus mexicanus,117264.4,2228024
8822,Quiscalus nicaraguensis,153.8,2922
8823,Quiscalus niger,4912.8,93344
8824,Quiscalus quiscula,391761.9,7443477
8825,Rallina canningi,35.4,602
8826,Rallina eurizonoides,228.6,4343
8827,Rallina fasciata,80.3,1525
8828,Rallina forbesi,8.1,121
8829,Rallina leucospila,8.8,79
8830,Rallina mayri,1.0,2
8831,Rallina rubra,6.7,101
8832,Rallina tricolor,94.6,1798
8833,Rallus aequatorialis,1.8,11
8834,Rallus antarcticus,23.9,431
8835,Rallus aquaticus,26571.9,504867
8836,Rallus caerulescens,545.1,10356
8837,Rallus carvaoensis,3.0,3
8838,Rallus crepitans,13063.7,248210
8839,Rallus cyanocavi,71.0,142
8840,Rallus elegans,2721.7,51712
8841,Rallus indicus,157.9,3001
8842,Rallus limicola,22384.4,425303
8843,Rallus longirostris,193.2,3670
8844,Rallus madagascariensis,24.5,417
8845,Rallus montivagorum,11.0,11
8846,Rallus obsoletus,1747.1,33194
8847,Rallus semiplumbeus,210.5,3999
8848,Rallus tenuirostris,49.6,943
8849,Rallus wetmorei,6.1,104
8850,Ramphastos ambiguus,6847.9,130111
8851,Ramphastos ariel,1.5,3
8852,Ramphastos brevis,1002.2,19041
8853,Ramphastos citreolaemus,4.9,78
8854,Ramphastos dicolorus,1072.8,20383
8855,Ramphastos sulfuratus,9870.1,187532
8856,Ramphastos toco,2245.7,42668
8857,Ramphastos tucanus,2687.0,51053
8858,Ramphastos vitellinus,2621.8,49815
8859,Ramphocaenus melanurus,4167.5,79183
8860,Ramphocaenus sticturus,7.9,135
8861,Ramphocelus bresilius,1168.9,22209
8862,Ramphocelus carbo,6100.2,115904
8863,Ramphocelus costaricensis,5.6,67
8864,Ramphocelus dimidiatus,5519.7,104874
8865,Ramphocelus flammigerus,4740.5,90069
8866,Ramphocelus icteronotus,65.5,1244
8867,Ramphocelus melanogaster,140.9,2537
8868,Ramphocelus nigrogularis,598.9,11380
8869,Ramphocelus passerinii,8441.9,160397
8870,Ramphocelus sanguinolentus,2044.8,38852
8871,Ramphocinclus brachyurus,21.4,407
8872,Ramphocoris clotbey,86.4,1641
8873,Ramphodon naevius,503.6,9568
8874,Ramphomicron dorsale,49.0,784
8875,Ramphomicron microrhynchum,277.8,5278
8876,Ramphotrigon fuscicauda,70.3,1266
8877,Ramphotrigon megacephalum,247.4,4700
8878,Ramphotrigon ruficauda,242.9,4373
8879,Ramsayornis fasciatus,263.8,5012
8880,Ramsayornis modestus,782.8,14873
8881,Randia pseudozosterops,62.9,1069
8882,Raphus cucullatus,1.0,3
8883,Recurvirostra americana,36463.8,692813
8884,Recurvirostra andina,170.4,3238
8885,Recurvirostra avosetta,33232.1,631409
8886,Recurvirostra novaehollandiae,2047.9,38911
8887,Regulus calendula,233663.5,4439606
8888,Regulus goodfellowi,470.1,8932
8889,Regulus ignicapilla,16410.8,311805
8890,Regulus ignicapilla x regulus,1.9,21
8891,Regulus madeirensis,117.8,2238
8892,Regulus regulus,89707.6,1704444
8893,Regulus satrapa,107831.1,2048791
8894,Reinwardtipicus validus,106.3,2019
8895,Reinwardtoena browni,4.2,46
8896,Reinwardtoena crassirostris,8.6,77
8897,Reinwardtoena reinwardti,65.2,1174
8898,Remiz consobrinus,264.3,5022
8899,Remiz coronatus,46.4,881
8900,Remiz macronyx,6.7,74
8901,Remiz pendulinus,6429.3,122156
8902,Rhabdornis grandis,3.8,50
8903,Rhabdornis inornatus,25.3,455
8904,Rhabdornis mystacalis,107.2,2036
8905,Rhabdornis rabori,5.7,51
8906,Rhagologus leucostigma,51.7,776
8907,Rhamphocharis crassirostris,13.3,212
8908,Rhamphomantis megarhynchus,8.2,131
8909,Rhaphidura leucopygialis,294.2,5590
8910,Rhaphidura sabini,70.0,1330
8911,Rhea americana,1048.6,19924
8912,Rhea pennata,540.5,10270
8913,Rhegmatorhina berlepschi,10.1,152
8914,Rhegmatorhina cristata,20.2,343
8915,Rhegmatorhina gymnops,39.1,703
8916,Rhegmatorhina hoffmannsi,14.7,235
8917,Rhegmatorhina melanosticta,66.8,1203
8918,Rhegminornis calobates,1.0,3
8919,Rheinardia ocellata,1.8,18
8920,Rhinocrypta lanceolata,300.5,5710
8921,Rhinomyias additus,6.9,69
8922,Rhinomyias albigularis,6.5,78
8923,Rhinomyias brunneatus,43.2,820
8924,Rhinomyias colonus,9.3,65
8925,Rhinomyias goodfellowi,2.8,22
8926,Rhinomyias gularis,88.3,1590
8927,Rhinomyias insignis,2.4,17
8928,Rhinomyias nicobaricus,5.4,38
8929,Rhinomyias olivaceus,60.6,1090
8930,Rhinomyias oscillans,16.5,297
8931,Rhinomyias ruficauda,25.7,462
8932,Rhinomyias umbratilis,52.3,994
8933,Rhinoplax vigil,3.0,36
8934,Rhinopomastus aterrimus,107.7,2047
8935,Rhinopomastus cyanomelas,2281.3,43345
8936,Rhinopomastus minor,229.1,4352
8937,Rhinoptilus africanus,495.8,9421
8938,Rhinoptilus bitorquatus,3.5,7
8939,Rhinoptilus chalcopterus,203.9,3875
8940,Rhinoptilus cinctus,146.1,2776
8941,Rhinortha chlorophaea,465.7,8848
8942,Rhipidura albicollis,2417.4,45931
8943,Rhipidura albiscapa,29524.3,560961
8944,Rhipidura albiventris,19.1,343
8945,Rhipidura albogularis,2403.8,45672
8946,Rhipidura albolimbata,155.9,2806
8947,Rhipidura atra,116.0,2088
8948,Rhipidura aureola,1470.5,27940
8949,Rhipidura brachyrhyncha,61.6,1047
8950,Rhipidura cockerelli,13.7,205
8951,Rhipidura cyaniceps,91.9,1747
8952,Rhipidura dahli,1.0,3
8953,Rhipidura dedemi,11.8,153
8954,Rhipidura diluta,23.1,416
8955,Rhipidura drownei,4.7,33
8956,Rhipidura dryas,249.2,4735
8957,Rhipidura euryura,9.5,161
8958,Rhipidura fuliginosa,6961.3,132265
8959,Rhipidura fuscorufa,11.8,153
8960,Rhipidura habibiei,3.0,15
8961,Rhipidura hyperythra,27.2,463
8962,Rhipidura javanica,3212.2,61031
8963,Rhipidura kubaryi,4.5,49
8964,Rhipidura layardi,2.0,2
8965,Rhipidura lepida,196.0,3332
8966,Rhipidura leucophrys,39935.4,758772
8967,Rhipidura leucothorax,61.6,1047
8968,Rhipidura maculipectus,9.2,129
8969,Rhipidura malaitae,1.0,1
8970,Rhipidura matthiae,4.3,13
8971,Rhipidura nebulosa,20.2,323
8972,Rhipidura nigritorquis,563.4,10705
8973,Rhipidura nigrocinnamomea,43.6,785
8974,Rhipidura opistherythra,6.7,74
8975,Rhipidura perlata,104.4,1983
8976,Rhipidura personata,6.2,99
8977,Rhipidura phasiana,181.6,3268
8978,Rhipidura phoenicura,31.9,575
8979,Rhipidura rennelliana,10.6,127
8980,Rhipidura rufidorsa,17.0,289
8981,Rhipidura rufifrons,3360.7,63854
8982,Rhipidura rufiventris,1038.1,19724
8983,Rhipidura samarensis,11.7,199
8984,Rhipidura sauli,3.2,29
8985,Rhipidura semirubra,2.3,14
8986,Rhipidura sulaensis,1.5,6
8987,Rhipidura superciliaris,33.8,609
8988,Rhipidura superflua,10.1,81
8989,Rhipidura tenebrosa,7.2,36
8990,Rhipidura teysmanni,39.9,719
8991,Rhipidura threnothorax,49.9,798
8992,Rhipidura verreauxi,85.0,1615
8993,Rhizothera longirostris,2.3,36
8994,Rhodinocichla rosea,627.2,11917
8995,Rhodonessa caryophyllacea,1.0,1
8996,Rhodopechys alienus,20.0,340
8997,Rhodopechys sanguineus,103.9,1975
8998,Rhodopis vesper,522.8,9933
8999,Rhodospingus cruentus,148.7,2826
9000,Rhodospiza obsoleta,302.1,5740
9001,Rhodostethia rosea,335.2,6368
9002,Rhodothraupis celaeno,322.9,6135
9003,Rhopias gularis,362.2,6881
9004,Rhopocichla atriceps,758.4,14409
9005,Rhopodytes diardi,149.7,2844
9006,Rhopodytes sumatranus,131.4,2496
9007,Rhopodytes tristis,1380.6,26232
9008,Rhopodytes viridirostris,1552.6,29500
9009,Rhopophilus albosuperciliaris,6.0,54
9010,Rhopophilus pekinensis,102.9,1956
9011,Rhopornis ardesiacus,28.4,540
9012,Rhyacornis bicolor,11.2,201
9013,Rhyacornis fuliginosa,2381.8,45255
9014,Rhynchocyclus brevirostris,1351.6,25680
9015,Rhynchocyclus fulvipectus,88.9,1601
9016,Rhynchocyclus olivaceus,473.3,8993
9017,Rhynchocyclus pacificus,86.6,1646
9018,Rhynchophanes mccownii,1011.8,19224
9019,Rhynchopsitta pachyrhyncha,7.8,140
9020,Rhynchopsitta terrisi,8.9,133
9021,Rhynchortyx cinctus,52.1,938
9022,Rhynchospiza stolzmanni,87.8,1669
9023,Rhynchospiza strigiceps,286.8,5450
9024,Rhynchostruthus louisae,1.3,4
9025,Rhynchostruthus percivali,24.3,364
9026,Rhynchostruthus socotranus,4.4,31
9027,Rhynchotus maculicollis,58.0,928
9028,Rhynchotus rufescens,978.7,18595
9029,Rhynochetos jubatus,23.2,441
9030,Rhyticeros everetti,10.9,186
9031,Rhyticeros narcondami,45.8,366
9032,Rhyticeros plicatus,287.0,5166
9033,Rhyticeros subruficollis,22.9,413
9034,Rhyticeros undulatus,420.7,7993
9035,Rhytipterna holerythra,1035.9,19683
9036,Rhytipterna immunda,25.9,493
9037,Rhytipterna simplex,605.4,11502
9038,Riccordia bicolor,23.4,421
9039,Riccordia maugaeus,351.2,6673
9040,Riccordia ricordii,1401.3,26625
9041,Riccordia swainsonii,148.2,2815
9042,Ridgwayia pinicola,45.9,872
9043,Rigidipenna inexpectata,4.7,28
9044,Rimator albostriatus,6.0,90
9045,Rimator malacoptilus,37.0,666
9046,Rimator pasquieri,2.8,11
9047,Riparia chinensis,3186.2,60538
9048,Riparia cincta,1242.4,23605
9049,Riparia congica,2.7,41
9050,Riparia diluta,149.7,2845
9051,Riparia paludicola,10544.3,200342
9052,Riparia riparia,67254.1,1277827
9053,Rissa brevirostris,349.8,6646
9054,Rissa tridactyla,17569.3,333817
9055,Robsonius rabori,2.5,32
9056,Robsonius sorsogonensis,11.9,119
9057,Robsonius thompsoni,2.5,43
9058,Rollandia microptera,57.5,1093
9059,Rollandia rolland,2956.2,56168
9060,Rollulus rouloul,27.8,501
9061,Roraimia adusta,7.5,112
9062,Rostratula australis,82.9,1493
9063,Rostratula benghalensis,2066.2,39257
9064,Rostrhamus sociabilis,6635.8,126081
9065,Rougetius rougetii,58.1,1104
9066,Rowettia goughensis,3.6,43
9067,Rubigula cyaniventris,141.8,2694
9068,Rubigula erythropthalmos,416.2,7907
9069,Rubigula squamatus,110.4,2098
9070,Rukia longirostra,3.7,26
9071,Rukia ruki,1.6,11
9072,Rupicola peruvianus,1325.7,25189
9073,Rupicola rupicola,103.1,1959
9074,Rupornis magnirostris,26159.8,497037
9075,Ruwenzorornis johnstoni,30.7,584
9076,Rynchops albicollis,55.8,1061
9077,Rynchops flavirostris,279.1,5303
9078,Rynchops niger,19875.0,377625
9079,Sagittarius serpentarius,1542.1,29300
9080,Sakesphorus canadensis,1142.1,21699
9081,Sakesphorus cristatus,148.6,2824
9082,Sakesphorus luctuosus,175.2,3328
9083,Salpinctes obsoletus,16238.6,308533
9084,Salpornis salvadori,53.7,1021
9085,Salpornis spilonotus,48.7,926
9086,Saltator albicollis,467.8,8889
9087,Saltator atriceps,7400.4,140607
9088,Saltator atricollis,5.3,95
9089,Saltator atripennis,1913.5,36357
9090,Saltator aurantiirostris,3163.9,60114
9091,Saltator cinctus,66.6,1199
9092,Saltator coerulescens,12148.6,230823
9093,Saltator fuliginosus,304.3,5782
9094,Saltator grossus,976.1,18546
9095,Saltator maxillosus,121.9,2317
9096,Saltator maximus,10968.5,208401
9097,Saltator multicolor,2.0,2
9098,Saltator nigriceps,45.9,826
9099,Saltator olivascens,2257.6,42895
9100,Saltator orenocensis,180.1,3421
9101,Saltator rufiventris,2.0,2
9102,Saltator similis,1947.0,36993
9103,Saltator striatipectus,4259.7,80934
9104,Saltatricula atricollis,315.6,5997
9105,Saltatricula multicolor,341.0,6479
9106,Salvadorina waigiuensis,13.6,218
9107,Sapayoa aenigma,55.1,1046
9108,Sappho sparganurus,699.8,13296
9109,Sarcogyps calvus,271.0,5149
9110,Sarcophanops samarensis,8.0,120
9111,Sarcophanops steerii,10.1,171
9112,Sarcops calvus,214.5,4076
9113,Sarcoramphus papa,3086.9,58652
9114,Sarkidiornis melanotos,2559.9,48638
9115,Saroglossa spiloptera,69.6,1322
9116,Sarothrura affinis,21.8,415
9117,Sarothrura ayresi,5.0,35
9118,Sarothrura boehmi,12.3,209
9119,Sarothrura elegans,136.9,2601
9120,Sarothrura insularis,63.5,1080
9121,Sarothrura lugens,3.0,24
9122,Sarothrura pulchra,171.1,3250
9123,Sarothrura rufa,330.1,6272
9124,Sarothrura watersi,3.5,45
9125,Sasia abnormis,135.7,2579
9126,Sasia africana,25.2,478
9127,Sasia ochracea,191.9,3646
9128,Satrapa icterophrys,949.5,18041
9129,Saucerottia beryllina,2742.9,52115
9130,Saucerottia castaneiventris,39.2,705
9131,Saucerottia cyanifrons,419.8,7977
9132,Saucerottia cyanocephala,2364.5,44926
9133,Saucerottia cyanura,248.7,4725
9134,Saucerottia edward,1194.6,22698
9135,Saucerottia hoffmanni,1377.7,26176
9136,Saucerottia saucerottei,1875.2,35628
9137,Saucerottia tobaci,1081.7,20553
9138,Saucerottia viridigaster,157.8,2999
9139,Saudareos flavoviridis,3.3,20
9140,Saudareos iris,1.7,5
9141,Saudareos johnstoniae,1.0,1
9142,Saudareos meyeri,27.1,460
9143,Saudareos ornatus,24.6,467
9144,Saurothera longirostris,403.9,7674
9145,Saurothera merlini,611.7,11623
9146,Saurothera vetula,78.9,1500
9147,Saxicola caprata,10794.2,205089
9148,Saxicola dacotiae,159.8,3037
9149,Saxicola ferreus,2065.1,39236
9150,Saxicola gutturalis,45.8,824
9151,Saxicola insignis,12.7,229
9152,Saxicola jerdoni,40.1,761
9153,Saxicola leucurus,105.3,1896
9154,Saxicola macrorhynchus,52.8,951
9155,Saxicola maurus,4579.1,87003
9156,Saxicola rubetra,27837.5,528913
9157,Saxicola rubicola,55687.8,1058069
9158,Saxicola sibilla,8.2,115
9159,Saxicola stejnegeri,2183.6,41488
9160,Saxicola tectes,94.5,1795
9161,Saxicola torquatus,10342.2,196501
9162,Saxicoloides fulicatus,12509.3,237677
9163,Sayornis nigricans,120861.8,2296375
9164,Sayornis phoebe,234852.4,4462195
9165,Sayornis saya,58153.1,1104909
9166,Scelorchilus albicollis,264.5,5025
9167,Scelorchilus rubecula,1287.5,24463
9168,Scenopoeetes dentirostris,195.2,3708
9169,Scepomycter rubehoensis,3.5,14
9170,Scepomycter winifredae,8.7,78
9171,Schetba rufa,52.9,1005
9172,Schiffornis aenea,14.6,262
9173,Schiffornis major,152.7,2748
9174,Schiffornis turdina,1931.5,36698
9175,Schiffornis virescens,795.3,15111
9176,Schistes albogularis,299.0,5681
9177,Schistes geoffroyi,84.0,1596
9178,Schistochlamys melanopis,514.8,9782
9179,Schistochlamys ruficapillus,307.9,5850
9180,Schistocichla brunneiceps,8.8,150
9181,Schistocichla caurensis,4.9,34
9182,Schistocichla humaythae,19.2,364
9183,Schistocichla leucostigma,220.9,4198
9184,Schistocichla rufifacies,32.6,620
9185,Schistocichla saturata,4.4,71
9186,Schistocichla schistacea,22.4,404
9187,Schistolais leontica,2.5,20
9188,Schistolais leucopogon,191.4,3637
9189,Schizoeaca coryi,12.7,229
9190,Schizoeaca fuliginosa,262.0,4716
9191,Schizoeaca griseomurina,48.5,922
9192,Schizoeaca harterti,19.3,348
9193,Schizoeaca helleri,56.5,1017
9194,Schizoeaca palpebralis,14.7,265
9195,Schizoeaca perijana,1.0,1
9196,Schizoeaca vilcabambae,11.3,79
9197,Schoenicola brevirostris,124.8,2372
9198,Schoenicola platyurus,26.7,454
9199,Schoeniophylax phryganophilus,1111.2,21113
9200,Schoutedenapus myoptilus,65.7,1248
9201,Scissirostrum dubium,8.2,139
9202,Sclateria naevia,368.1,6994
9203,Scleroptila afra,98.5,1871
9204,Sclerurus albigularis,182.3,3464
9205,Sclerurus caudacutus,64.4,1224
9206,Sclerurus cearensis,5.8,23
9207,Sclerurus guatemalensis,271.5,5158
9208,Sclerurus mexicanus,246.5,4683
9209,Sclerurus obscurior,130.0,2470
9210,Sclerurus rufigularis,51.1,971
9211,Sclerurus scansor,281.5,5349
9212,Scolopax bukidnonensis,26.9,457
9213,Scolopax celebensis,1.3,5
9214,Scolopax minor,14088.8,267688
9215,Scolopax mira,13.1,236
9216,Scolopax rochussenii,14.1,99
9217,Scolopax rosenbergii,10.8,151
9218,Scolopax rusticola,19357.5,367792
9219,Scolopax saturata,5.2,47
9220,Scopus umbretta,5458.8,103717
9221,Scotocerca inquieta,375.4,7132
9222,Scotopelia bouvieri,7.1,120
9223,Scotopelia peli,101.0,1919
9224,Scotopelia ussheri,1.7,17
9225,Scytalopus acutirostris,38.4,691
9226,Scytalopus affinis,44.9,719
9227,Scytalopus altirostris,18.4,331
9228,Scytalopus alvarezlopezi,170.7,2561
9229,Scytalopus androstictus,12.4,198
9230,Scytalopus argentifrons,580.5,10449
9231,Scytalopus atratus,377.6,7175
9232,Scytalopus bolivianus,30.4,516
9233,Scytalopus canus,18.4,332
9234,Scytalopus caracae,75.6,1361
9235,Scytalopus chocoensis,140.3,2666
9236,Scytalopus diamantinensis,11.2,190
9237,Scytalopus femoralis,124.1,2234
9238,Scytalopus frankeae,7.9,134
9239,Scytalopus fuscus,460.9,8296
9240,Scytalopus gettyae,8.9,116
9241,Scytalopus gonzagai,3.3,23
9242,Scytalopus griseicollis,377.3,7168
9243,Scytalopus intermedius,27.3,492
9244,Scytalopus iraiensis,13.1,210
9245,Scytalopus krabbei,6.8,34
9246,Scytalopus latebricola,105.9,1906
9247,Scytalopus latrans,952.5,18098
9248,Scytalopus macropus,14.1,240
9249,Scytalopus magellanicus,587.5,11163
9250,Scytalopus meridanus,38.6,694
9251,Scytalopus micropterus,153.7,2921
9252,Scytalopus novacapitalis,22.1,398
9253,Scytalopus opacus,182.3,3282
9254,Scytalopus pachecoi,46.9,892
9255,Scytalopus panamensis,4.4,22
9256,Scytalopus parkeri,77.0,1386
9257,Scytalopus parvirostris,138.4,2492
9258,Scytalopus perijanus,72.3,1012
9259,Scytalopus petrophilus,23.1,415
9260,Scytalopus robbinsi,10.3,144
9261,Scytalopus rodriguezi,37.2,670
9262,Scytalopus sanctaemartae,129.8,2337
9263,Scytalopus schulenbergi,29.6,532
9264,Scytalopus simonsi,61.4,1106
9265,Scytalopus speluncae,196.6,3735
9266,Scytalopus spillmanni,825.5,14859
9267,Scytalopus stilesi,169.6,3223
9268,Scytalopus superciliaris,29.1,523
9269,Scytalopus unicolor,29.2,525
9270,Scytalopus urubambae,21.1,296
9271,Scytalopus vicinior,507.7,9139
9272,Scytalopus whitneyi,7.3,132
9273,Scytalopus zimmeri,23.5,400
9274,Scythrops novaehollandiae,3251.8,61785
9275,Seicercus affinis,102.2,1941
9276,Seicercus burkii,71.1,1350
9277,Seicercus castaniceps,441.7,8392
9278,Seicercus grammiceps,69.1,1244
9279,Seicercus montis,195.2,3514
9280,Seicercus omeiensis,114.7,2064
9281,Seicercus poliogenys,201.2,3823
9282,Seicercus soror,91.2,1732
9283,Seicercus tephrocephalus,120.0,2280
9284,Seicercus valentini,104.9,1889
9285,Seicercus whistleri,502.1,9540
9286,Seiurus aurocapilla,86723.7,1647750
9287,Selasphorus ardens,3.4,24
9288,Selasphorus calliope,6269.9,119128
9289,Selasphorus ellioti,133.6,2539
9290,Selasphorus flammula,946.3,17980
9291,Selasphorus heloisa,198.1,3764
9292,Selasphorus platycercus,19607.5,372542
9293,Selasphorus rufus,31867.1,605474
9294,Selasphorus sasin,22260.6,422952
9295,Selasphorus scintilla,955.8,18161
9296,Selenidera gouldii,98.6,1873
9297,Selenidera maculirostris,245.5,4664
9298,Selenidera nattereri,18.7,280
9299,Selenidera piperivora,115.2,2073
9300,Selenidera reinwardtii,326.4,6201
9301,Selenidera spectabilis,171.3,3255
9302,Seleucidis melanoleucus,34.6,622
9303,Semioptera wallacii,31.6,537
9304,Semnornis frantzii,722.5,13728
9305,Semnornis ramphastinus,825.4,15682
9306,Sephanoides fernandensis,7.6,99
9307,Sephanoides sephaniodes,3142.5,59707
9308,Sericornis arfakianus,16.4,213
9309,Sericornis beccarii,95.4,1718
9310,Sericornis citreogularis,1147.8,21808
9311,Sericornis frontalis,16605.2,315498
9312,Sericornis humilis,615.5,11695
9313,Sericornis keri,163.9,3114
9314,Sericornis maculatus,6.0,84
9315,Sericornis magnirostra,2058.8,39117
9316,Sericornis nouhuysi,109.6,1864
9317,Sericornis papuensis,60.1,1021
9318,Sericornis perspicillatus,83.9,1427
9319,Sericornis rufescens,25.7,334
9320,Sericornis spilodera,23.1,415
9321,Sericornis virgatus,6.5,91
9322,Sericossypha albocristata,290.2,5514
9323,Sericulus ardens,13.8,221
