species_code,avibase_code,taxon_order,category,primary_com_name,cur_alternate_com_name,sci_name,com_name_locale_code
eaywag1,avibase-5983D677,30637,species,Western Yellow Wagtail,Lavandera Boyera,Motacilla flava,es
weywag13,avibase-008B89FA,30638,form,Western Yellow Wagtail (lutea/flavissima),Lavandera Boyera (lutea/flavissima),Motacilla flava lutea/flavissima,es
weywag14,avibase-34DA7F52,30639,issf,Western Yellow Wagtail (flavissima),Lavandera Boyera (flavissima),Motacilla flava flavissima,es
weywag15,avibase-2064577F,30640,issf,Western Yellow Wagtail (lutea),Lavandera Boyera (lutea),Motacilla flava lutea,es
weywag2,avibase-9CAAD123,30641,issf,Western Yellow Wagtail (thunbergi),Lavandera Boyera (thunbergi),Motacilla flava thunbergi,es
weywag3,avibase-C0876FE9,30642,form,Western Yellow Wagtail (flava/beema),Lavandera Boyera (flava/beema),Motacilla flava flava/beema,es
weywag16,avibase-876F7E82,30643,issf,Western Yellow Wagtail (flava),Lavandera Boyera (flava),Motacilla flava flava,es
weywag17,avibase-E7634E0C,30644,issf,Western Yellow Wagtail (beema),Lavandera Boyera (beema),Motacilla flava beema,es
weywag4,avibase-22DF91D0,30645,form,Western Yellow Wagtail (iberiae/cinereocapilla/pygmaea),Lavandera Boyera (cinereocapilla/iberiae/pygmaeus),Motacilla flava [cinereocapilla Group],es
weywag18,avibase-52BA5813,30646,issf,Western Yellow Wagtail (iberiae),Lavandera Boyera (iberiae),Motacilla flava iberiae,es
weywag19,avibase-E8B6C2D9,30647,issf,Western Yellow Wagtail (cinereocapilla),Lavandera Boyera (cinereocapilla),Motacilla flava cinereocapilla,es
weywag20,avibase-AA11A287,30648,issf,Western Yellow Wagtail (pygmaea),Lavandera Boyera (pygmaea),Motacilla flava pygmaea,es
weywag6,avibase-8995B8DE,30649,issf,Western Yellow Wagtail (feldegg),Lavandera Boyera (feldegg),Motacilla flava feldegg,es
weywag7,avibase-2A3F24F8,30650,issf,Western Yellow Wagtail (leucocephala),Lavandera Boyera (leucocephala),Motacilla flava leucocephala,es
weywag21,avibase-E395BE38,30651,intergrade,Western Yellow Wagtail (Channel Wagtail intergrade),Lavandera Boyera (flava x flavissima),Motacilla flava flava x flavissima,es
weywag11,avibase-F810A3E7,30652,intergrade,Western Yellow Wagtail (superciliaris-type intergrade),Lavandera Boyera (superciliaris intermedio),Motacilla flava (superciliaris intergrade),es
weywag10,avibase-91C814F2,30653,intergrade,Western Yellow Wagtail (dombrowskii-type intergrade),Lavandera Boyera (dombrowskii intermedio),Motacilla flava (dombrowskii intergrade),es
weywag12,avibase-7373CA21,30654,intergrade,Western Yellow Wagtail (xanthophrys-type intergrade),Lavandera Boyera (xanthophrys intermedio),Motacilla flava (xanthophrys intergrade),es
eaywag,avibase-5487B650,30655,species,Eastern Yellow Wagtail,Lavandera de Chukotka,Motacilla tschutschensis,es
eaywag2,avibase-15761CE3,30656,issf,Eastern Yellow Wagtail (Eastern),Lavandera de Chukotka (tschutschensis/plexa),Motacilla tschutschensis tschutschensis/plexa,es
weywag8,avibase-C28B85E3,30659,issf,Eastern Yellow Wagtail (Green-headed),Lavandera de Chukotka (taivana),Motacilla tschutschensis taivana,es
weywag9,avibase-48DA6CA9,30660,issf,Eastern Yellow Wagtail (Manchurian),Lavandera de Chukotka (macronyx),Motacilla tschutschensis macronyx,es
y00597,avibase-1F56DC34,30661,slash,Western/Eastern Yellow Wagtail,Lavandera Boyera/de Chukotka,Motacilla flava/tschutschensis,es
citwag,avibase-5B0295C1,30662,species,Citrine Wagtail,Lavandera Cetrina,Motacilla citreola,es
citwag1,avibase-AC71581E,30663,issf,Citrine Wagtail (Gray-backed),Lavandera Cetrina (de dorso gris),Motacilla citreola citreola/werae,es
citwag2,avibase-F1E6C2D1,30666,issf,Citrine Wagtail (Black-backed),Lavandera Cetrina (de dorso negro),Motacilla citreola calcarata,es
x00934,avibase-C3BFB1B2,30667,hybrid,Western Yellow x Citrine Wagtail (hybrid),Lavandera Boyera x Cetrina (hibrido),Motacilla flava x citreola,es
y00429,avibase-B94F805B,30668,slash,Eastern Yellow/Citrine Wagtail,Lavandera de Chukotka/Cetrina,Motacilla tschutschensis/citreola,es
whbwag1,avibase-F75CF94C,30669,species,White-browed Wagtail,Lavandera India,Motacilla maderaspatensis,es
mekwag1,avibase-FE9D807D,30670,species,Mekong Wagtail,Lavandera del Mekong,Motacilla samveasnae,es
japwag1,avibase-B9F2A8B6,30671,species,Japanese Wagtail,Lavandera Japonesa,Motacilla grandis,es
afpwag1,avibase-CE7D41A6,30672,species,African Pied Wagtail,Lavandera Africana,Motacilla aguimp,es
whiwag,avibase-400E032C,30675,species,White Wagtail,Lavandera Blanca,Motacilla alba,es
whiwag1,avibase-80A3185D,30676,issf,White Wagtail (White-faced),Lavandera Blanca (blanca euroasiatica),Motacilla alba alba/dukhunensis,es
whiwag3,avibase-34B07766,30679,issf,White Wagtail (British),Lavandera Blanca (yarrellii),Motacilla alba yarrellii,es
whiwag2,avibase-79C9C30A,30680,issf,White Wagtail (ocularis),Lavandera Blanca (ocularis),Motacilla alba ocularis,es
whiwag4,avibase-24956ECB,30681,issf,White Wagtail (Moroccan),Lavandera Blanca (subpersonata),Motacilla alba subpersonata,es
whiwag5,avibase-60C6206B,30682,issf,White Wagtail (Masked),Lavandera Blanca (personata),Motacilla alba personata,es
whiwag7,avibase-78CA82B4,30683,issf,White Wagtail (Transbaikalian),Lavandera Blanca (baicalensis),Motacilla alba baicalensis,es
whiwag11,avibase-1872BB51,30684,form,White Wagtail (White-faced/Transbaikalian),Lavandera Blanca (alba/dukhunensis/baicalensis),Motacilla alba alba/dukhunensis/baicalensis,es
bkbwag,avibase-0C6E6012,30685,issf,White Wagtail (Black-backed),Lavandera Blanca (lugens),Motacilla alba lugens,es
whiwag8,avibase-AD5998C2,30686,issf,White Wagtail (Chinese),Lavandera Blanca (leucopsis),Motacilla alba leucopsis,es
whiwag6,avibase-3836EDE3,30687,issf,White Wagtail (Hodgson's),Lavandera Blanca (alboides),Motacilla alba alboides,es
whiwag12,avibase-96A06F81,30688,intergrade,White Wagtail (Chinese x Hodgson's),Lavandera Blanca (leucopsis x alboides),Motacilla alba leucopsis x alboides,es
y00917,avibase-9A4A7B69,30689,slash,White-browed/White Wagtail,Lavandera India/Blanca,Motacilla maderaspatensis/alba,es
wagtai1,avibase-F8FCE84A,30690,spuh,wagtail sp.,Lavandera (Motacilla) sp.,Motacilla sp.,es
rtweye1,avibase-BF2ABEE9,30691,species,Madanga,Anteojitos Golirrojo,Madanga ruficollis,es
auspip1,avibase-7BF0555A,30692,species,Australasian Pipit,Bisbita Neozelandes,Anthus novaeseelandiae,es
auspip2,avibase-E353F8BD,30693,issf,Australasian Pipit (Australian),Bisbita Neozelandes (grupo australis),Anthus novaeseelandiae [australis Group],es
auspip3,avibase-74C96ABE,30699,issf,Australasian Pipit (New Zealand),Bisbita Neozelandes (grupo novaeseelandiae),Anthus novaeseelandiae [novaeseelandiae Group],es
ricpip1,avibase-41ECD10E,30704,species,Richard's Pipit,Bisbita de Richard,Anthus richardi,es
oripip1,avibase-57A0C80B,30710,species,Paddyfield Pipit,Bisbita Oriental,Anthus rufulus,es
y00918,avibase-306D9382,30717,slash,Richard's/Paddyfield Pipit,Bisbita de Richard/Oriental,Anthus richardi/rufulus,es
afrpip1,avibase-0D7CC717,30718,species,African Pipit,Bisbita Africano,Anthus cinnamomeus,es
afrpip2,avibase-29A6C2E1,30719,issf,African Pipit (Cameroon),Bisbita Africano (camaroonensis),Anthus cinnamomeus camaroonensis,es
afrpip3,avibase-854153E8,30720,issf,African Pipit (Yemen),Bisbita Africano (eximius),Anthus cinnamomeus eximius,es
afrpip4,avibase-CE117986,30721,issf,African Pipit (African),Bisbita Africano (grupo cinnamomeus),Anthus cinnamomeus [cinnamomeus Group],es
jacpip1,avibase-9D49AF5D,30732,issf,African Pipit (Jackson's),Bisbita Africano (de Jackson),Anthus cinnamomeus latistriatus,es
afrpip5,avibase-A3F14378,30733,issf,African Pipit (Etosha),Bisbita Africano (grotei),Anthus cinnamomeus grotei,es
moupip1,avibase-B855F1E4,30734,species,Mountain Pipit,Bisbita Montano,Anthus hoeschi,es
woopip1,avibase-C21A0347,30735,species,Woodland Pipit,Bisbita del Nyasa,Anthus nyassae,es
lobpip1,avibase-ECFF22D2,30740,species,Long-billed Pipit,Bisbita Piquilargo,Anthus similis,es
lobpip3,avibase-3E3E0327,30741,issf,Long-billed Pipit (West African),Bisbita Piquilargo (bannermani),Anthus similis bannermani,es
lobpip4,avibase-432E1605,30742,issf,Long-billed Pipit (Middle Eastern),Bisbita Piquilargo (captus),Anthus similis captus,es
lobpip5,avibase-0F91A78F,30743,issf,Long-billed Pipit (Arabian),Bisbita Piquilargo (arabicus),Anthus similis arabicus,es
lobpip6,avibase-2387AB04,30744,issf,Long-billed Pipit (Socotra),Bisbita Piquilargo (sokotrae),Anthus similis sokotrae,es
lobpip2,avibase-28BE1D24,30745,issf,Long-billed Pipit (Nairobi),Bisbita Piquilargo (chyuluensis),Anthus similis chyuluensis,es
lobpip25,avibase-429FF689,30746,issf,Long-billed Pipit (East African),Bisbita Piquilargo (grupo nivescens),Anthus similis [nivescens Group],es
lobpip8,avibase-8A74B2CF,30752,issf,Long-billed Pipit (Persian),Bisbita Piquilargo (persa),Anthus similis jerdoni/decaptus,es
lobpip9,avibase-1C11C12F,30755,issf,Long-billed Pipit (Indian),Bisbita Piquilargo (similis/travancoriensis),Anthus similis similis/travancoriensis,es
lobpip10,avibase-A9F2C2B4,30758,issf,Long-billed Pipit (Burmese),Bisbita Piquilargo (yamethini),Anthus similis yamethini,es
lobpip7,avibase-3A1FA0A7,30759,species,Nicholson's Pipit,Bisbita Sudafricano,Anthus nicholsoni,es
blypip1,avibase-9F65782F,30765,species,Blyth's Pipit,Bisbita Estepario,Anthus godlewskii,es
y01013,avibase-F2C3F8E2,30766,slash,Richard's/Blyth's Pipit,Bisbita de Richard/Estepario,Anthus richardi/godlewskii,es
tawpip1,avibase-250CDA58,30767,species,Tawny Pipit,Bisbita Campestre,Anthus campestris,es
plbpip1,avibase-ECC3F122,30771,species,Plain-backed Pipit,Bisbita Liso,Anthus leucophrys,es
bufpip1,avibase-3BC778CE,30781,species,Buffy Pipit,Bisbita del Vaal,Anthus vaalensis,es
lolpip1,avibase-1DD0949C,30788,species,Long-legged Pipit,Bisbita Patilargo,Anthus pallidiventris,es
nilpip1,avibase-9E5537A4,30791,species,Nilgiri Pipit,Bisbita de Los Nilgiri,Anthus nilghiriensis,es
uplpip1,avibase-E097F2EC,30792,species,Upland Pipit,Bisbita del Himalaya,Anthus sylvanus,es
berpip1,avibase-B17CFF22,30793,species,Berthelot's Pipit,Bisbita Caminero,Anthus berthelotii,es
malpip1,avibase-D8A51184,30796,species,Malindi Pipit,Bisbita de Malindi,Anthus melindae,es
strpip1,avibase-C69E0E28,30799,species,Striped Pipit,Bisbita Rayado,Anthus lineiventris,es
yetpip1,avibase-56CB3F84,30802,species,Yellow-tufted Pipit,Bisbita Roquero,Anthus crenatus,es
alppip1,avibase-183DFD8A,30803,species,Alpine Pipit,Bisbita Papu,Anthus gutturalis,es
meapip1,avibase-14873249,30807,species,Meadow Pipit,Bisbita Pratense,Anthus pratensis,es
rospip1,avibase-6137BE25,30810,species,Rosy Pipit,Bisbita Rosado,Anthus roseatus,es
trepip,avibase-365F5E97,30811,species,Tree Pipit,Bisbita Arboreo,Anthus trivialis,es
y00672,avibase-E423CA08,30814,slash,Meadow/Tree Pipit,Bisbita Pratense/Arboreo,Anthus pratensis/trivialis,es
olbpip,avibase-25F7AF65,30815,species,Olive-backed Pipit,Bisbita de Hodgson,Anthus hodgsoni,es
y00758,avibase-852BD07B,30818,slash,Tree/Olive-backed Pipit,Bisbita Arboreo/de Hodgson,Anthus trivialis/hodgsoni,es
pecpip,avibase-9DC4CC54,30819,species,Pechora Pipit,Bisbita del Pechora,Anthus gustavi,es
pecpip1,avibase-F6E9B98B,30820,issf,Pechora Pipit (Pechora),Bisbita del Pechora (gustavi/stejnegeri),Anthus gustavi gustavi/stejnegeri,es
pecpip2,avibase-A62C5A6D,30823,issf,Pechora Pipit (Menzbier's),Bisbita del Pechora (menzbieri),Anthus gustavi menzbieri,es
retpip,avibase-319D044A,30824,species,Red-throated Pipit,Bisbita Gorjirrojo,Anthus cervinus,es
watpip1,avibase-0A3FA185,30825,species,Water Pipit,Bisbita Alpino,Anthus spinoletta,es
watpip2,avibase-56C9EDEE,30826,issf,Water Pipit (Western),Bisbita Alpino (occidental),Anthus spinoletta spinoletta,es
watpip3,avibase-971874C7,30827,issf,Water Pipit (Caucasian),Bisbita Alpino (coutellii),Anthus spinoletta coutellii,es
watpip4,avibase-B7B92F8C,30828,issf,Water Pipit (Blakiston's),Bisbita Alpino (blakistoni),Anthus spinoletta blakistoni,es
y00671,avibase-DBDDA747,30829,slash,Meadow/Water Pipit,Bisbita Pratense/Alpino,Anthus pratensis/spinoletta,es
rocpip1,avibase-E1CBB1C2,30830,species,Rock Pipit,Bisbita Costero,Anthus petrosus,es
rocpip3,avibase-4BA28084,30831,issf,Rock Pipit (Western),Bisbita Costero (occidental),Anthus petrosus petrosus/kleinschmidti,es
rocpip2,avibase-7A9692A4,30834,issf,Rock Pipit (Eastern),Bisbita Costero (oriental),Anthus petrosus littoralis,es
y00759,avibase-944F0B61,30835,slash,Water/Rock Pipit,Bisbita Alpino/Costero,Anthus spinoletta/petrosus,es
amepip,avibase-8F268682,30836,species,American Pipit,Bisbita Pechianteado,Anthus rubescens,es
sibpip1,avibase-CEF9CA9D,30837,issf,American Pipit (japonicus),Bisbita Pechianteado (japonicus),Anthus rubescens japonicus,es
amepip2,avibase-CDA2E56B,30838,issf,American Pipit (rubescens Group),Bisbita Pechianteado (grupo rubescens),Anthus rubescens [rubescens Group],es
y00760,avibase-5E37B771,30842,slash,Water/American Pipit,Bisbita Alpino/Pechianteado,Anthus spinoletta/rubescens,es
sprpip,avibase-BF380B5D,30843,species,Sprague's Pipit,Bisbita Llanero,Anthus spragueii,es
yelpip2,avibase-5CAA1EA8,30844,species,Yellowish Pipit,Bisbita Amarillento,Anthus lutescens,es
yelpip3,avibase-3FAE5E4B,30847,species,Peruvian Pipit,Bisbita Peruano,Anthus peruvianus,es
shbpip1,avibase-8DAF3F7F,30848,species,Short-billed Pipit,Bisbita Piquicorto,Anthus furcatus,es
shbpip3,avibase-19455D26,30849,issf,Short-billed Pipit (Puna),Bisbita Piquicorto (brevirostris),Anthus furcatus brevirostris,es
shbpip2,avibase-5F1CEF93,30850,issf,Short-billed Pipit (Fork-tailed),Bisbita Piquicorto (furcatus),Anthus furcatus furcatus,es
chapip1,avibase-4E83271D,30851,species,Pampas Pipit,Bisbita Chaqueno,Anthus chacoensis,es
corpip1,avibase-0E627EF1,30852,species,Correndera Pipit,Bisbita Correndera,Anthus correndera,es
corpip2,avibase-36B5C0F7,30853,issf,Correndera Pipit (Correndera),Bisbita Correndera (grupo correndera),Anthus correndera [correndera Group],es
corpip3,avibase-CE09404D,30858,issf,Correndera Pipit (Falklands),Bisbita Correndera (grayi),Anthus correndera grayi,es
sogpip1,avibase-AAA4D21C,30859,species,South Georgia Pipit,Bisbita de Georgia del Sur,Anthus antarcticus,es
ocbpip1,avibase-28F81C1C,30860,species,Ochre-breasted Pipit,Bisbita Ocre,Anthus nattereri,es
helpip1,avibase-D46D5344,30861,species,Hellmayr's Pipit,Bisbita Palido,Anthus hellmayri,es
parpip1,avibase-5FC6B003,30865,species,Paramo Pipit,Bisbita Andino,Anthus bogotensis,es
parpip2,avibase-40D01488,30866,issf,Paramo Pipit (meridae),Bisbita Andino (meridae),Anthus bogotensis meridae,es
parpip3,avibase-A7BD729F,30867,issf,Paramo Pipit (bogotensis Group),Bisbita Andino (grupo andino),Anthus bogotensis [bogotensis Group],es
shtpip1,avibase-E6629C69,30871,species,Short-tailed Pipit,Bisbita Colicorto,Anthus brachyurus,es
buspip1,avibase-4C7B3D81,30874,species,Bush Pipit,Bisbita Cafre,Anthus caffer,es
sokpip1,avibase-19489268,30880,species,Sokoke Pipit,Bisbita del Sokoke,Anthus sokokensis,es
pipit1,avibase-AD6E9B95,30881,spuh,pipit sp.,Bisbita (Anthus) sp.,Anthus sp.,es
golpip1,avibase-B9104F62,30882,species,Golden Pipit,Bisbita Dorado,Tmetothylacus tenellus,es
yebpip2,avibase-71F12B23,30883,species,Yellow-breasted Pipit,Bisbita Pechigualdo,Hemimacronyx chloris,es
shalon1,avibase-FED54E53,30884,species,Sharpe's Longclaw,Bisbita de Sharpe,Hemimacronyx sharpei,es
ortlon1,avibase-CA742F9D,30885,species,Orange-throated Longclaw,Bisbita de El Cabo,Macronyx capensis,es
yetlon1,avibase-0D9BFED1,30889,species,Yellow-throated Longclaw,Bisbita Gorjigualdo,Macronyx croceus,es
fuelon2,avibase-14CFB78A,30890,species,Fulleborn's Longclaw,Bisbita de Fulleborn,Macronyx fuelleborni,es
abylon1,avibase-05AE5DFF,30893,species,Abyssinian Longclaw,Bisbita Abisinio,Macronyx flavicollis,es
panlon1,avibase-F774B577,30894,species,Pangani Longclaw,Bisbita de Pangani,Macronyx aurantiigula,es
rotlon1,avibase-70129CB1,30895,species,Rosy-throated Longclaw,Bisbita Gorjirrosa,Macronyx ameliae,es
grilon1,avibase-E05608A4,30899,species,Grimwood's Longclaw,Bisbita de Grimwood,Macronyx grimwoodi,es
longcl1,avibase-7C876763,30900,spuh,longclaw sp.,Macronyx sp.,Macronyx sp.,es
comcha,avibase-37F52281,30901,species,Common Chaffinch,Pinzon Vulgar,Fringilla coelebs,es
comcha3,avibase-6364E4A5,30902,issf,Common Chaffinch (Common),Pinzon Vulgar (grupo coelebs),Fringilla coelebs [coelebs Group],es
comcha5,avibase-05AD15D8,30912,issf,Common Chaffinch (Azores/Madeira),Pinzon Vulgar (Azores/Madeira),Fringilla coelebs moreletti/maderensis,es
comcha4,avibase-15C80D72,30915,issf,Common Chaffinch (Canary Is.),"Pinzon Vulgar (Gran Canaria, Tenerife, La Gomera y El Hierro)",Fringilla coelebs canariensis/ombriosa,es
comcha6,avibase-305F7CDF,30918,issf,Common Chaffinch (La Palma),Pinzon Vulgar (La Palma),Fringilla coelebs palmae,es
comcha1,avibase-242F37E2,30919,issf,Common Chaffinch (African),Pinzon Vulgar (Africano),Fringilla coelebs africana,es
comcha2,avibase-540721BA,30920,issf,Common Chaffinch (Tunisian),Pinzon Vulgar (Tunez),Fringilla coelebs spodiogenys,es
blucha2,avibase-A338CC4F,30921,species,Tenerife Blue Chaffinch,Pinzon Azul de Tenerife,Fringilla teydea,es
blucha3,avibase-EE6907BB,30922,species,Gran Canaria Blue Chaffinch,Pinzon Azul de Gran Canaria,Fringilla polatzeki,es
brambl,avibase-E16B2C03,30923,species,Brambling,Pinzon Real,Fringilla montifringilla,es
y01056,avibase-B55CD676,30924,slash,Common Chaffinch/Brambling,Pinzon Vulgar/Real,Fringilla coelebs/montifringilla,es
eleeup1,avibase-35A15369,30925,species,Elegant Euphonia,Eufonia Elegante,Chlorophonia elegantissima,es
anteup1,avibase-97606697,30929,species,Antillean Euphonia,Eufonia Antillana,Chlorophonia musica,es
anteup2,avibase-1BF6597F,30930,issf,Antillean Euphonia (Hispaniolan),Eufonia Antillana (musica),Chlorophonia musica musica,es
anteup3,avibase-DF48C724,30931,issf,Antillean Euphonia (Puerto Rican),Eufonia Antillana (sclateri),Chlorophonia musica sclateri,es
anteup4,avibase-3A3120CE,30932,issf,Antillean Euphonia (Lesser),Eufonia Antillana (flavifrons),Chlorophonia musica flavifrons,es
goreup1,avibase-852ECDA2,30933,species,Golden-rumped Euphonia,Eufonia Culidorada,Chlorophonia cyanocephala,es
blnchl1,avibase-AB545C67,30937,species,Blue-naped Chlorophonia,Clorofonia Nuquiazul,Chlorophonia cyanea,es
chbchl1,avibase-6538B254,30945,species,Chestnut-breasted Chlorophonia,Clorofonia Pechicastana,Chlorophonia pyrrhophrys,es
yecchl1,avibase-C6D30C38,30946,species,Yellow-collared Chlorophonia,Clorofonia Acollarada,Chlorophonia flavirostris,es
blcchl1,avibase-6BB566A5,30947,species,Blue-crowned Chlorophonia,Clorofonia Coroniazul,Chlorophonia occipitalis,es
gobchl1,avibase-5288BFA0,30948,species,Golden-browed Chlorophonia,Clorofonia Cejidorada,Chlorophonia callophrys,es
jameup1,avibase-2F99B3B8,30949,species,Jamaican Euphonia,Eufonia Jamaicana,Euphonia jamaica,es
orceup1,avibase-692B43A6,30950,species,Orange-crowned Euphonia,Eufonia Coroninaranja,Euphonia saturata,es
plueup1,avibase-7E786B68,30951,species,Plumbeous Euphonia,Eufonia Plumbea,Euphonia plumbea,es
puteup1,avibase-71C90D9E,30952,species,Purple-throated Euphonia,Eufonia Golipurpura,Euphonia chlorotica,es
fineup1,avibase-E921FDF3,30958,species,Finsch's Euphonia,Eufonia de Finsch,Euphonia finschi,es
vefeup1,avibase-D6D63B24,30959,species,Velvet-fronted Euphonia,Eufonia del Magdalena,Euphonia concinna,es
trieup1,avibase-1DF34F2F,30960,species,Trinidad Euphonia,Eufonia de Trinidad,Euphonia trinitatis,es
screup3,avibase-07FE7263,30961,species,West Mexican Euphonia,Eufonia Mexicana,Euphonia godmani,es
screup1,avibase-C29CE0E7,30962,species,Scrub Euphonia,Eufonia Matorralera,Euphonia affinis,es
yeceup1,avibase-D647F6B4,30965,species,Yellow-crowned Euphonia,Eufonia Coronigualda,Euphonia luteicapilla,es
gobeup1,avibase-313E4A17,30966,species,Golden-bellied Euphonia,Eufonia Maquillada,Euphonia chrysopasta,es
whveup1,avibase-A243C1D2,30969,species,White-vented Euphonia,Eufonia Culiblanca,Euphonia minuta,es
gnteup1,avibase-63D35B4C,30972,species,Green-throated Euphonia,Eufonia Bronceada,Euphonia chalybea,es
vioeup1,avibase-94AF0857,30973,species,Violaceous Euphonia,Eufonia Violacea,Euphonia violacea,es
yeteup1,avibase-3CD68A81,30977,species,Yellow-throated Euphonia,Eufonia Gorjiamarilla,Euphonia hirundinacea,es
thbeup1,avibase-F1D2C345,30980,species,Thick-billed Euphonia,Eufonia Piquigruesa,Euphonia laniirostris,es
thbeup2,avibase-71C3745C,30981,issf,Thick-billed Euphonia (Black-tailed),Eufonia Piquigruesa (melanura/crassirostris),Euphonia laniirostris melanura/crassirostris,es
thbeup3,avibase-B5666FBD,30984,issf,Thick-billed Euphonia (Thick-billed),Eufonia Piquigruesa (grupo laniirostris),Euphonia laniirostris [laniirostris Group],es
spceup1,avibase-41B85100,30988,species,Spot-crowned Euphonia,Eufonia Coronipinta,Euphonia imitans,es
olbeup1,avibase-C3FD23AB,30989,species,Olive-backed Euphonia,Eufonia Olivacea,Euphonia gouldi,es
fuveup1,avibase-0676F27A,30992,species,Fulvous-vented Euphonia,Eufonia Ventricanela,Euphonia fulvicrissa,es
taceup1,avibase-3737630E,30996,species,Tawny-capped Euphonia,Eufonia Coronirrufa,Euphonia anneae,es
orbeup1,avibase-2D1A6C0F,30999,species,Orange-bellied Euphonia,Eufonia Ventrinaranja,Euphonia xanthogaster,es
brgeup1,avibase-B4326435,31011,species,Bronze-green Euphonia,Eufonia Verdosa,Euphonia mesochrysa,es
goseup1,avibase-68B4875F,31015,species,Golden-sided Euphonia,Eufonia Negra,Euphonia cayennensis,es
rubeup1,avibase-C49D0B95,31016,species,Rufous-bellied Euphonia,Eufonia Ventrirrufa,Euphonia rufiventris,es
chbeup1,avibase-128745BF,31017,species,Chestnut-bellied Euphonia,Eufonia Ventricastana,Euphonia pectoralis,es
euphon1,avibase-C4DD08A6,31018,spuh,euphonia sp.,Eufonia sp.,Euphonia sp.,es
baygro1,avibase-91A4FA36,31019,species,Black-and-yellow Grosbeak,Picogordo Negrigualdo,Mycerobas icterioides,es
colgro1,avibase-F7B5C386,31020,species,Collared Grosbeak,Picogordo Acollarado,Mycerobas affinis,es
y01064,avibase-A0EC974E,31021,slash,Black-and-yellow/Collared Grosbeak,Picogordo Negrigualdo/Acollarado,Mycerobas icterioides/affinis,es
spwgro1,avibase-7AF5B51C,31022,species,Spot-winged Grosbeak,Picogordo Alimoteado,Mycerobas melanozanthos,es
whwgro1,avibase-E3BD8022,31023,species,White-winged Grosbeak,Picogordo Aliblanco,Mycerobas carnipes,es
mycero1,avibase-730A130B,31026,spuh,Mycerobas sp.,Mycerobas sp.,Mycerobas sp.,es
hoogro1,avibase-5C079E0C,31027,species,Hooded Grosbeak,Picogordo Encapuchado,Coccothraustes abeillei,es
evegro,avibase-C6B5497C,31032,species,Evening Grosbeak,Picogordo Vespertino,Coccothraustes vespertinus,es
evegro1,avibase-8DFEDE81,31036,form,Evening Grosbeak (type 1),Picogordo Vespertino (tipo 1),Coccothraustes vespertinus (type 1),es
evegro2,avibase-52D1B451,31037,form,Evening Grosbeak (type 2),Picogordo Vespertino (tipo 2),Coccothraustes vespertinus (type 2),es
evegro3,avibase-A79182A6,31038,form,Evening Grosbeak (type 3),Picogordo Vespertino (tipo 3),Coccothraustes vespertinus (type 3),es
evegro4,avibase-5D70B7EF,31039,form,Evening Grosbeak (type 4),Picogordo Vespertino (tipo 4),Coccothraustes vespertinus (type 4),es
evegro5,avibase-6D0DF0B9,31040,form,Evening Grosbeak (Mexican or type 5),Picogordo Vespertino (tipo 5),Coccothraustes vespertinus (type 5),es
hawfin,avibase-84E1F114,31041,species,Hawfinch,Picogordo Comun,Coccothraustes coccothraustes,es
yebgro1,avibase-507C9379,31047,species,Yellow-billed Grosbeak,Picogordo Chino,Eophona migratoria,es
japgro1,avibase-A682E863,31050,species,Japanese Grosbeak,Picogordo Japones,Eophona personata,es
poouli,avibase-9AC8AEA8,31053,species,Poo-uli,Poo-Uli,Melamprosops phaeosoma,es
akikik,avibase-2CFFFB8A,31054,species,Akikiki,Akikiki de Kauai,Oreomystis bairdi,es
oahala,avibase-9BD21181,31055,species,Oahu Alauahio,Alauahio de Oahu,Paroreomyza maculata,es
kakawa,avibase-3DB0103D,31056,species,Kakawahie,Alauahio de Molokai,Paroreomyza flammea,es
mauala,avibase-D94752EA,31057,species,Maui Alauahio,Alauahio de Maui,Paroreomyza montana,es
palila,avibase-6B31D099,31058,species,Palila,Palila de Hawai,Loxioides bailleui,es
layfin,avibase-AFEB17B8,31059,species,Laysan Finch,Palila de Laysan,Telespiza cantans,es
nihfin,avibase-DB422AD0,31060,species,Nihoa Finch,Palila de Nihoa,Telespiza ultima,es
kongro,avibase-16AF165D,31061,species,Kona Grosbeak,Kona,Chloridops kona,es
lekfin,avibase-8C3D2DCA,31062,species,Lesser Koa-Finch,Koa Menor,Rhodacanthis flaviceps,es
grkfin,avibase-58F9A637,31063,species,Greater Koa-Finch,Koa Mayor,Rhodacanthis palmeri,es
ulahaw,avibase-E35F8B09,31064,species,Ula-ai-hawane,Ula-Ai-Hawane,Ciridops anna,es
crehon,avibase-A643D860,31065,species,Akohekohe,Akohekohe,Palmeria dolei,es
apapan2,avibase-4309F417,31066,species,Laysan Honeycreeper,Mielerito de Laysan,Himatione fraithii,es
apapan,avibase-374CF449,31067,species,Apapane,Apapane,Himatione sanguinea,es
iiwi,avibase-A71C0CB7,31068,species,Iiwi,Iiwi,Drepanis coccinea,es
x00828,avibase-F3402981,31069,hybrid,Apapane x Iiwi (hybrid),Apapane x Iiwi (hibrido),Himatione sanguinea x Drepanis coccinea,es
hawmam1,avibase-D7D0A5F1,31070,species,Hawaii Mamo,Mamo de Hawaii,Drepanis pacifica,es
blkmam,avibase-97746C36,31071,species,Black Mamo,Mamo Negro,Drepanis funerea,es
ou,avibase-AC2EDFEE,31072,species,Ou,Ou,Psittirostra psittacea,es
