"","Sequence","species","Family1","Order1","Avibase.ID1","wing.lcentr","Wing.Length","Tail.Length","Mass","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size","agriculture","invasive","residential","energy","transportation","resource_use","intrusion","nat_sys_modif","pollution","geological","climate_change","other","masscentr","rangecentr","clutchcentr","clutch.size","gen.length","genlcentr","gbif_mean","gbif_sum","CITES_species","english_name","french_name","spanish_name","en_count","en_mean","fr_count","fr_mean","spa_count","spa_mean","count_mean","mean","category.n","prediction","threatened","prob.predictions"
"8971",6417,"Vireo bellii","Vireonidae","Passeriformes","AVIBASE-C3168495",-0.371238487,55.7,44.1,8.5,"Shrubland",2,3,"Carnivore","Invertivore","Insessorial",21.36,47.35,34.81,-99.81,2636566.53,1,1,1,0,0,1,0,1,1,0,0,0,-1.75590453,2.334460872,0.203906863,3.9,2.186976141,-0.322589626,13797.6,262154,0,"Bell's Vireo","Vireo de Bell","Vireo de Bell",1843,8.26,0,0,0,0,614.3333333,2.753333333,1,0.486234716473776,0,0.619219027499567
"8987",6410,"Vireo masteri","Vireonidae","Passeriformes","AVIBASE-F63CE02E",-0.372841791,55.4,40.2,11.2,"Forest",1,1,"Carnivore","Invertivore","Insessorial",0.12,5.48,3.17,-77.04,3161.83,1,0,1,1,0,1,0,0,0,0,0,0,-1.480056916,-4.391620946,NA,NA,2.493455721,-0.258902863,72.3,1229,0,"Choco Vireo","Vireo du Choco","Vireo del Choco",0,0,0,0,0,0,0,0,2,0.338348428978095,0,0.583789280888106
"9117",8875,"Zoothera everetti","Turdidae","Passeriformes","AVIBASE-5CA42489",-0.08638479,109,73.6,81.9,"Forest",1,1,"Carnivore","Invertivore","Terrestrial",3.24,6.26,5,115.94,3523.43,1,0,0,0,0,1,0,1,0,0,0,0,0.5095283,-4.283337,NA,NA,3.127367,-0.1271755,20.9,356,0,"Everett's Thrush","Grive d'Everett","Zorzal de Everett",0,0,0,0,0,0,0,0,2,0.637273416804733,0,0.654136852954865
"9122",8882,"Zoothera margaretae","Turdidae","Passeriformes","AVIBASE-E1D48C52",-0.1905996,89.5,64.8,65.3,"Forest",1,2,"Carnivore","Invertivore","Terrestrial",-10.79,-10.44,-10.64,161.93,965.95,0,1,0,0,0,1,0,0,0,0,0,0,0.2830213,-5.577415,NA,NA,3.002329,-0.1531585,11.4,57,0,"Makira Thrush","Grive des Salomon","Zorzal de San Cristobal",0,0,0,0,0,0,0,0,2,0.159230329205541,0,0.539723687230533
"9149",8187,"Zosterops feae","Zosteropidae","Passeriformes","AVIBASE-0EE77B43",-0.3851338,53.1,39,11.4,"Forest",1,1,"Omnivore","Invertivore","Insessorial",0.08,0.37,0.22,6.57,398.94,1,0,1,0,1,1,0,0,0,0,0,0,-1.462357,-6.461716,0.2308118,4,2.067345,-0.3474491,9.5,133,0,"Sao Tome White-eye","Zosterops de Fea","Anteojitos de Santo Tome",0,0,0,0,0,0,0,0,2,0.825218749541984,0,0.695343011472955
"9157",8241,"Zosterops grayi","Zosteropidae","Passeriformes","AVIBASE-49B5530A",-0.3375691,62,44,16,"Forest",2,1,"Omnivore","Omnivore","Insessorial",-6,-5.27,-5.58,133.05,556.55,1,0,0,0,0,1,0,1,0,0,0,0,-1.123382,-6.12877,NA,NA,2.056422,-0.3497188,3.9,43,0,"Great Kai White-eye","Zosterops de la Grande Kai","Anteojitos de La Gran Kai",0,0,0,0,0,0,0,0,2,0.828641874903327,0,0.696067684857025
"9166",8211,"Zosterops kuehni","Zosteropidae","Passeriformes","AVIBASE-E59BD52D",-0.3776517,54.5,38.5,12,"Forest",1,1,"Omnivore","Omnivore","Insessorial",-3.8,-3.5,-3.65,128.14,794.7,1,0,0,0,0,1,0,1,0,0,0,0,-1.411064,-5.772563,NA,NA,1.941271,-0.3736473,5,65,0,"Ambon White-eye","Zosterops d'Ambon","Anteojitos de Ambon",0,0,0,0,0,0,0,0,2,0.644086736136062,0,0.6556766877266
"9169",8189,"Zosterops leucophaeus","Zosteropidae","Passeriformes","AVIBASE-9A08376E",-0.3081752,67.5,50.5,14.8,"Forest",1,1,"Omnivore","Omnivore","Insessorial",1.53,1.7,1.62,7.4,146.64,1,0,1,0,0,0,0,0,1,0,0,0,-1.201344,-7.462547,-0.3072872,2,2.365543,-0.2854832,12.4,186,0,"Principe Speirops","Zosterops de Principe","Anteojitos Plateado",0,0,0,0,0,0,0,0,1,0.546899795498849,0,0.633416021215817
"9177",8227,"Zosterops meeki","Zosteropidae","Passeriformes","AVIBASE-11AF29B9",-0.3600154,57.8,42.5,9,"Forest",1,1,"Omnivore","Omnivore","Insessorial",-11.66,-11.32,-11.51,153.47,813.98,1,0,0,1,1,1,0,0,0,0,1,0,-1.698746,-5.748591,NA,NA,1.858603,-0.3908258,2,2,0,"Tagula White-eye","Zosterops a gorge blanche","Anteojitos Goliblanco",0,0,0,0,0,0,0,0,2,0.888781664850837,0,0.708638686988478
"9187",8228,"Zosterops mysorensis","Zosteropidae","Passeriformes","AVIBASE-AABD6DAF",-0.3536021,59,37.5,15,"Forest",1,1,"Omnivore","Invertivore","Insessorial",-1.2,-0.63,-0.92,135.87,2311.92,1,0,0,0,0,1,0,1,0,0,0,0,-1.18792,-4.704694,NA,NA,1.837038,-0.3953071,5.2,68,0,"Biak White-eye","Zosterops de Biak","Anteojitos de La Biak",0,0,0,0,0,0,0,0,2,0.356624654733942,0,0.588223113287353
"9191",8231,"Zosterops oleagineus","Zosteropidae","Passeriformes","AVIBASE-78540AAF",-0.2958832,69.8,45.5,10.6,"Forest",1,1,"Omnivore","Omnivore","Insessorial",9.44,9.64,9.54,138.12,97.97,0,1,0,0,0,0,0,1,0,0,1,0,-1.535117,-7.865866,NA,NA,1.911005,-0.3799368,3.8,34,0,"Yap White-eye","Zosterops de Yap","Anteojitos de Yap",0,0,0,0,0,0,0,0,2,0.07945906710614,0,0.519854321618037
"9205",8206,"Zosterops somadikartai","Zosteropidae","Passeriformes","AVIBASE-2BAED570",-0.3589465,58,42,10,"Riverine",2,1,"Omnivore","Omnivore","Insessorial",-0.57,-0.23,-0.44,121.89,353.14,1,0,1,1,0,1,0,0,0,0,0,0,-1.593386,-6.583663,NA,NA,2.04643,-0.3517953,3.2,19,0,"Togian White-eye","Zosterops des Togian","Anteojitos de Las Togian",365,1.64,0,0,0,0,121.6666667,0.546666667,2,1.01283775219104,0,0.733575134553182
"9209",8257,"Zosterops tenuirostris","Zosteropidae","Passeriformes","AVIBASE-19B31413",-0.3188639,65.5,50.8,17.2,"Forest",1,1,"Omnivore","Invertivore","Insessorial",-29.05,-29,-29.02,167.94,7.72,1,1,1,0,0,1,0,0,0,0,0,0,-1.051061,-10.40671,NA,NA,2.466864,-0.2644287,24.8,422,0,"Slender-billed White-eye","Zosterops a bec fin","Anteojitos Picofino",0,0,0,0,0,0,0,0,2,3.54825548045609,0,0.972030035873801
"9210",8243,"Zosterops uropygialis","Zosteropidae","Passeriformes","AVIBASE-BA6338B7",-0.3493267,59.8,49.8,14,"Forest",2,1,"Omnivore","Omnivore","Insessorial",-5.95,-5.59,-5.78,132.72,420.76,1,0,0,0,0,1,0,1,0,0,0,0,-1.256913,-6.408465,NA,NA,2.005315,-0.3603391,7,70,0,"Little Kai White-eye","Zosterops de la Petite Kai","Anteojitos de La Pequena Kai",0,0,0,0,0,0,0,0,2,0.885548342217659,0,0.70797065312215
"9217",8141,"Zosterornis latistriatus","Zosteropidae","Passeriformes","AVIBASE-E87556DB",-0.3108474,67,59,29.5,"Forest",1,1,"Carnivore","Invertivore","Insessorial",10.95,11.43,11.21,122.22,285.09,1,0,0,0,0,1,0,0,0,0,1,0,-0.5115804,-6.797722,NA,NA,3.020307,-0.1494227,2.3,14,0,"Panay Striped-Babbler","Zosterops a raies larges","Timali Rayado",0,0,0,0,0,0,0,0,2,1.33493082742091,0,0.791655081820683
"9294",511,"Sibirionetta formosa","Anatidae","Anseriformes","AVIBASE-63EABB42",0.432016874,206,77.2,434,"Wetland",3,3,"Herbivore","Herbivore aquatic","Aquatic",54.64,73.56,64.58,140.97,3744079.85,1,1,1,0,1,1,0,0,1,0,1,0,2.17707384,2.685159244,NA,NA,3.544934582,-0.040404505,NA,NA,0,"Baikal Teal","Sarcelle elegante","Cerceta del Baikal",2604,11.68,0,0,0,0,868,3.893333333,1,1.47908725972396,0,0.814434677095544
"9488",2310,"Gulosus aristotelis","Phalacrocoracidae","Suliformes","AVIBASE-CECC7B26",0.734506917,262.6,140.2,1764.3,"Marine",3,1,"Carnivore","Aquatic predator","Aquatic",27.77,71.19,53.36,11.96,230027.34,0,1,1,0,0,1,0,0,1,0,1,0,3.579538596,-0.104573749,NA,NA,9.257612306,1.146695634,NA,NA,0,"European Shag","Cormoran huppe","Cormoran Monudo",1447,6.49,0,0,0,0,482.3333333,2.163333333,1,0.356221383751477,0,0.588125430853915
"9499",2584,"Gygis microrhyncha","Laridae","Charadriiformes","AVIBASE-850AB2F1",0.480115997,215,76.8,117,NA,2,3,"Carnivore","Aquatic predator","Aerial",-10.54,4.72,-5.63,-146.61,1686.62,0,1,0,0,0,1,0,0,0,0,0,0,0.866203241,-5.020045394,NA,NA,7.592333728,0.800649082,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,1,0.307292008852665,0,0.576224133965047
"9516",2615,"Larus leucophthalmus","Laridae","Charadriiformes","AVIBASE-A7F240E3",1.05303,322.2,115.6,328.9,"Coastal",3,1,"Carnivore","Aquatic predator","Generalist",10.99,28.01,16.89,40.53,1402.69,0,1,1,1,0,1,1,0,1,0,0,0,1.899783059,-5.204380099,NA,NA,7.427523019,0.766401252,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,1,1.2299913773528,0,0.773817065100961
"9522",2750,"Ninox hantu","Strigidae","Strigiformes","AVIBASE-0A01E336",0.363074797,193.1,117.9,210,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-3.84,-3.05,-3.42,126.63,8411.24,1,0,0,0,1,1,0,0,0,0,0,0,1.451136837,-3.413203014,NA,NA,3.618865835,-0.025041517,NA,NA,0,"Buru Boobook","Ninoxe de Buru","Ninox de Buru",0,0,0,0,0,0,0,0,1,0.20192997242378,0,0.550311651384049
"9542",3241,"Temnotrogon roseigaster","Trogonidae","Trogoniformes","AVIBASE-D0BAA2BA",0.039207366,132.5,156.2,74.2,"Forest",1,1,"Carnivore","Invertivore","Insessorial",17.92,19.74,18.8,-71.49,15254.53,1,0,0,0,1,1,0,1,0,0,0,0,0.410793456,-2.817895412,NA,NA,3.872950782,0.027757589,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,1,0.143631012715369,0,0.535846149247022
"9853",6002,"Gymnomyza brunneirostris","Meliphagidae","Passeriformes","AVIBASE-AF97F582",-0.011563931,123,119.5,87.8,"Forest",1,1,"Omnivore","Omnivore","Insessorial",-18.27,-17.31,-17.83,177.97,10448.85,1,0,0,0,0,1,0,0,0,0,1,0,0.579090807,-3.196279996,NA,NA,2.534393376,-0.250395978,NA,NA,0,"Duetting Giant-Honeyeater","Meliphage de Viti Levu","Mielero Gigante",0,0,0,0,0,0,0,0,1,0.448238671407618,0,0.610220380780545
"9875",6119,"Microptilotis vicina","Meliphagidae","Passeriformes","AVIBASE-7623A65D",-0.216786857,84.6,72.1,23.6,"Forest",1,1,"Herbivore","Omnivore","Insessorial",-11.66,-11.32,-11.51,153.47,813.98,1,1,0,0,1,1,0,0,0,0,1,0,-0.734723982,-5.748591404,NA,NA,2.867563653,-0.181162861,NA,NA,0,"Tagula Honeyeater","Meliphage de Tagula","Mielero de Tagula",0,0,0,0,0,0,0,0,1,2.30271061407846,0,0.909101282201581
"9922",6477,"Malindangia mcgregori","Campephagidae","Passeriformes","AVIBASE-6D80F120",-0.118985306,102.9,84.2,42.6,"Forest",1,1,"Carnivore","Invertivore","Insessorial",5.78,9.36,7.52,125.04,13707.89,1,0,0,0,0,1,0,0,0,0,1,0,-0.144116441,-2.924800341,NA,NA,3.262639688,-0.099065666,NA,NA,0,"McGregor's Cuckooshrike","echenilleur de McGregor","Oruguero de Mcgregor",0,0,0,0,0,0,0,0,1,0.184184753867221,0,0.545916455888952
"9926",6483,"Edolisoma dispar","Campephagidae","Passeriformes","AVIBASE-BB94A2F2",0.019967717,128.9,95.7,68,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-7.93,-3.92,-6.85,131.48,4846.92,1,0,0,0,0,1,0,0,0,0,0,0,0.323537011,-3.964428469,NA,NA,3.662957614,-0.015879201,NA,NA,0,"Kai Cicadabird","echenilleur des Kai","Oruguero de Las Kai",0,0,0,0,0,0,0,0,1,0.102417665626202,0,0.525582058657471
"10091",7919,"Brachypodius fuscoflavescens","Pycnonotidae","Passeriformes","AVIBASE-78E73320",-0.2600761,76.5,66.8,25.5,"Forest",1,1,"Herbivore","Frugivore","Insessorial",11.48,12.93,12.26,92.77,3196.27,1,0,1,0,0,1,0,0,0,0,0,0,-0.6572922,-4.380787,NA,NA,3.895272,0.0323959,NA,NA,0,"Andaman Bulbul","Bulbul des Andaman","Bulbul de Andaman",0,0,0,0,0,0,0,0,1,0.355702512347759,0,0.587999736861183
"10213",9050,"Kittacincla albiventris","Muscicapidae","Passeriformes","AVIBASE-D5038426",-0.2028916,87.2,107,29.2,"Forest",1,1,"Carnivore","Invertivore","Insessorial",10.51,13.57,12.3,92.77,5202.95,1,0,1,0,0,1,0,0,0,0,0,0,-0.521802,-3.893546,NA,NA,2.320574,-0.2948279,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,1,0.232786687107067,0,0.557935283407039
"10427",5,"Rhea tarapacensis","Rheidae","Struthioniformes","AVIBASE-499B75D1",2.575100038,607,65,23900,"Grassland",3,1,"Herbivore","Omnivore","Terrestrial",-28.79,-16.21,-22.22,-67.75,424810.53,1,0,0,0,0,1,0,0,0,0,0,0,6.185663044,0.508871337,NA,NA,13.70881901,2.071660835,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,2,0.10474801399442,0,0.526163085771384
"10430",264,"Pternistis harwoodi","Phasianidae","Galliformes","AVIBASE-02D73B4A",0.266342116,175,61.5,493,"Shrubland",2,1,"Herbivore","Omnivore","Terrestrial",9.4,12.23,10.67,38.56,26421.65,1,0,0,0,0,1,0,0,0,0,0,0,2.30453848,-2.268588171,NA,NA,4.557825356,0.17007521,NA,NA,0,"Harwood's Francolin","Francolin de Harwood","Francolin de Harwood",0,0,0,0,0,0,0,0,2,0.0442054155057097,0,0.511049554589867
"10433",299,"Scleroptila elgonensis","Phasianidae","Galliformes","AVIBASE-3D25568A",0.250843509,172.1,77.1,478.3,"Shrubland",3,1,"Herbivore","Herbivore terrestrial","Terrestrial",-1.12,1.42,-0.22,36.14,18206.28,1,0,0,0,0,1,0,0,0,0,0,0,2.274267457,-2.641005331,NA,NA,3.045870506,-0.144110519,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,2,0.156100238784291,0,0.538946007757417
"10438",749,"Alopecoenas xanthonurus","Columbidae","Columbiformes","AVIBASE-41AF6D10",0.075014492,139.2,87.8,110.6,"Forest",1,1,"Herbivore","Frugivore","Insessorial",9.44,20.54,14.09,144.56,1130.18,0,1,0,0,0,1,0,0,0,0,0,0,0.809949395,-5.420395008,NA,NA,4.313518596,0.119308021,NA,NA,0,"White-throated Ground Dove","Gallicolombe pampusane","Paloma Perdiz de Las Marianas",0,0,0,0,0,0,0,0,2,0.0541274518881081,0,0.513528560156703
"10440",843,"Ducula oenothorax","Columbidae","Columbiformes","AVIBASE-16485EEB",0.604639284,238.3,123.1,545,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-5.52,-5.29,-5.4,102.26,400.06,1,0,0,0,0,1,0,0,0,0,0,0,2.404815101,-6.458912664,NA,NA,2.933430251,-0.167475716,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,2,1.41116419388962,0,0.803949502637447
"10443",888,"Ramphiculus mangoliensis","Columbidae","Columbiformes","AVIBASE-401E8718",0.178694824,158.6,123.9,142,"Forest",2,1,"Herbivore","Frugivore","Insessorial",-2.07,-1.58,-1.83,125.02,3825.18,1,0,0,0,0,1,0,0,0,0,0,0,1.059856364,-4.201166395,NA,NA,3.026299613,-0.14817737,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,2,0.358552387080066,0,0.588689962678653
"10444",900,"Chrysoena viridis","Columbidae","Columbiformes","AVIBASE-457D9C38",-0.055387576,114.8,49,46.6,"Forest",2,1,"Herbivore","Frugivore","Insessorial",-19.18,-18.87,-19.04,178.25,464.94,1,0,0,0,0,1,0,1,0,0,0,0,-0.054370153,-6.308618834,NA,NA,3.988797589,0.051830671,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,2,1.14801415724942,0,0.75914800775535
"10445",1424,"Cynanthus lawrencei","Trochilidae","Caprimulgiformes","AVIBASE-74CFA678",-0.400632395,50.2,31,3.1,"Woodland",3,1,"Herbivore","Nectarivore","Aerial",21.26,21.82,21.54,-106.51,415.34,1,1,1,0,0,1,0,0,0,0,1,0,-2.764568582,-6.421429737,NA,NA,2.217510341,-0.316244589,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,2,2.38130097375299,0,0.915390250377203
"10446",1469,"Amazilia castaneiventris","Trochilidae","Caprimulgiformes","AVIBASE-73879DB0",-0.391012571,52,30.2,5,"Forest",1,1,"Herbivore","Nectarivore","Aerial",6.21,8.06,6.79,-73.09,4916.59,1,0,1,1,1,1,0,0,0,0,0,0,-2.286532781,-3.95015672,-0.30728718,2,1.996299293,-0.362212466,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,0,0,2,-0.000550452707742899,0,0.499862386826539
"10450",1663,"Coccyzus bahamensis","Cuculidae","Cuculiformes","AVIBASE-7390B9DD",0.173884912,157.7,239.1,169.6,"Forest",1,2,"Carnivore","Omnivore","Insessorial",23.68,25.56,24.53,-77.82,5895.19,1,1,1,0,1,1,0,1,0,0,0,0,1.237472029,-3.768635156,NA,NA,2.350806731,-0.288545466,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,2,2.55303107932689,0,0.927776881522986
"10455",1798,"Hypotaenidia tertia","Rallidae","Gruiformes","AVIBASE-FF379387",0.083565447,140.8,63.8,553.2,"Forest",1,1,"Carnivore","Omnivore","Terrestrial",-6.88,-5,-6.14,155.25,6993.67,0,1,1,0,0,1,0,0,0,0,0,0,2.419748906,-3.597766466,NA,NA,3.004221165,-0.152765294,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,2,0.224470644633864,0,0.555883208713328
"10456",1799,"Hypotaenidia immaculata","Rallidae","Gruiformes","AVIBASE-BE7D254A",0.232672729,168.7,76,553.2,"Forest",1,1,"Carnivore","Omnivore","Terrestrial",-8.58,-7.51,-8.04,159.2,3690.94,0,1,1,0,0,1,0,0,0,0,0,0,2.419748906,-4.236890752,NA,NA,3.004221165,-0.152765294,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,2,0.429219414984718,0,0.605687256541527
"10457",1800,"Hypotaenidia woodfordi","Rallidae","Gruiformes","AVIBASE-0269AE28",0.226259513,167.5,71.5,553.2,"Forest",1,1,"Carnivore","Omnivore","Terrestrial",-9.95,-9.24,-9.64,160.16,3999.91,0,1,1,0,0,1,0,0,0,0,0,0,2.419748906,-4.15650006,NA,NA,5.110062264,0.284830591,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,2,0.403465589484409,0,0.599520019717264
"10468",2481,"Calidris subruficollis","Scolopacidae","Charadriiformes","AVIBASE-3A3C62BC",0.017295543,128.4,55.3,62.1,"Grassland",3,3,"Carnivore","Omnivore","Terrestrial",67.27,76.09,71.18,-96.44,642423.52,1,0,1,1,0,1,0,0,1,0,1,0,0.232775295,0.922475854,NA,NA,3.93558609,0.040773268,NA,NA,0,"Buff-breasted Sandpiper","Becasseau roussatre","Correlimos Canelo",1420,6.37,0,0,951,4.28,790.3333333,3.55,2,0.389820042705402,0,0.596239377491207
"10469",2760,"Ninox granti","Strigidae","Strigiformes","AVIBASE-8FB53639",0.265807681,174.9,86,200.8,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-9.95,-9.24,-9.62,160.16,5477.09,1,0,0,0,0,1,0,0,0,0,0,0,1.406338694,-3.842197982,NA,NA,3.618865835,-0.025041517,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,2,0.328392883064522,0,0.58136828923141
"10474",3430,"Ceyx flumenicola","Alcedinidae","Coraciiformes","AVIBASE-5514B980",-0.361084227,57.6,22.8,17.8,"Riverine",1,1,"Carnivore","Aquatic predator","Insessorial",9.59,12.59,11.27,124.85,23319.06,1,0,0,1,0,1,0,1,1,0,0,0,-1.016772237,-2.393500868,NA,NA,2.323005138,-0.294322665,NA,NA,0,"Northern Silvery-Kingfisher","Martin-pecheur de Steere","Martin Pigmeo Plateado del Norte",0,0,0,0,0,0,0,0,2,0.27626823794684,0,0.56863109631359
"10478",3492,"Todiramphus pelewensis","Alcedinidae","Coraciiformes","AVIBASE-2C302D27",-0.16708443,93.9,70.7,62.2,"Forest",1,1,"Carnivore","Invertivore","Insessorial",6.97,7.73,7.46,134.54,445.07,1,1,1,0,0,0,0,0,0,0,0,0,0.234384306,-6.352295626,NA,NA,2.323005138,-0.294322665,NA,NA,0,"Palau Kingfisher","Martin-chasseur des Palau","Alcion de Palau",0,0,0,0,0,0,0,0,2,1.46377647156626,0,0.81210959683409
"10479",3501,"Todiramphus youngi","Alcedinidae","Coraciiformes","AVIBASE-270BB45F",-0.13982826,99,68.1,50.5,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-17.59,-17.47,-17.53,-149.83,133.69,1,1,1,0,0,0,0,0,0,0,0,0,0.026002642,-7.555003512,NA,NA,2.323005138,-0.294322665,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,2,1.79804998701124,0,0.857911395483613
"10480",3506,"Cittura sanghirensis","Alcedinidae","Coraciiformes","AVIBASE-E9901CE9",-0.077299399,110.7,96.5,147,"Forest",1,1,"Carnivore","Invertivore","Insessorial",2.64,3.74,3.42,125.51,671.57,1,0,0,0,0,1,0,1,0,0,0,0,1.094461893,-5.940908945,NA,NA,2.323005138,-0.294322665,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,2,1.31151608012806,0,0.787766740358276
"10488",3965,"Dendropicos dorae","Picidae","Piciformes","AVIBASE-0093A624",-0.08424705,109.4,64.8,19.5,"Woodland",2,1,"Carnivore","Invertivore","Insessorial",13.06,26.52,20.33,41.54,129511.08,1,1,0,0,1,1,0,1,0,0,0,0,-0.925556228,-0.679005483,NA,NA,2.650685621,-0.226230333,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,2,0.489719814015039,0,0.620040425464371
"10497",4252,"Eupsittula nana","Psittacidae","Psittaciformes","AVIBASE-BCBE9A76",0.052033799,134.9,117.6,76.9,"Forest",1,1,"Herbivore","Frugivore","Insessorial",17.7,18.53,18.16,-77.31,11021.79,0,1,1,0,0,1,0,0,0,0,1,0,0.446535183,-3.142897698,0.203906863,3.9,2.889758773,-0.176550693,NA,NA,0,"Olive-throated Parakeet","Conure naine","Aratinga Jamaicana",0,0,0,0,0,0,0,0,2,0.124921612444438,0,0.531189852788558
"10501",4300,"Coracopsis sibilans","Psittacidae","Psittaciformes","AVIBASE-873200F0",0.33955967,188.7,147.8,186.2,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-12.29,-11.62,-11.87,43.63,490.61,1,0,1,0,0,1,0,0,0,0,0,0,1.330850671,-6.254877685,NA,NA,10.23436958,1.349666772,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,2,1.44289591656861,0,0.808902700170351
"10512",4544,"Pitta morotaiensis","Pittidae","Passeriformes","AVIBASE-31AD96DC",0.13273344,150,82,190,"Forest",1,1,"Carnivore","Invertivore","Terrestrial",1.98,2.65,2.32,128.45,2284.05,1,0,0,0,0,1,0,0,0,0,0,0,1.351053378,-4.716821737,NA,NA,2.40646644,-0.276979323,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,2,0.595048805446095,0,0.644522735756065
"10513",4600,"Formicivora acutirostris","Thamnophilidae","Passeriformes","AVIBASE-4E17A2AE",-0.392615875,51.7,61.8,10,"Wetland",1,1,"Carnivore","Invertivore","Insessorial",-29.39,-25.23,-26.2,-48.75,880.77,1,1,1,1,0,1,1,1,1,0,1,0,-1.593385601,-5.669730674,NA,NA,3.097703783,-0.133339512,NA,NA,0,"Marsh Antwren","Grisin des marais","Hormiguerito del Parana",0,0,0,0,0,0,0,0,2,3.43255743739778,0,0.968706687014313
"10517",5119,"Clibanornis erythrocephalus","Furnariidae","Passeriformes","AVIBASE-32B19B18",-0.180979732,91.3,87.4,46.5,"Woodland",2,2,"Carnivore","Invertivore","Terrestrial",-6.57,-1.06,-4.46,-80.05,18640,1,1,1,0,1,1,0,0,0,0,0,0,-0.056518381,-2.617462111,NA,NA,3.337668036,-0.083474701,NA,NA,0,"Henna-hooded Foliage-gleaner","Anabate a tete orange","Ticotico Cabecirrufo Occidental",0,0,0,0,0,0,0,0,2,1.48024991700782,0,0.814610326226769
"10518",5173,"Asthenes usheri","Furnariidae","Passeriformes","AVIBASE-8B7B4EB0",-0.334896927,62.5,73.3,15.9,"Shrubland",2,1,"Omnivore","Invertivore","Terrestrial",-14.78,-13.31,-14.13,-73.42,9259.42,1,0,0,1,0,1,0,1,0,0,0,0,-1.129651585,-3.317130509,NA,NA,2.534393376,-0.250395978,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,2,0.107010447624721,0,0.526727111900615
"10524",5794,"Ochthoeca salvini","Tyrannidae","Passeriformes","AVIBASE-38AAAD74",-0.308709626,67.4,62.2,12.2,"Woodland",2,1,"Carnivore","Invertivore","Insessorial",-8.26,-3.5,-5.89,-80.34,30244.16,1,1,0,1,0,1,0,0,0,0,0,0,-1.394534742,-2.133468812,NA,NA,2.428818059,-0.272334634,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,2,0.634322524694256,0,0.653468934409787
"10526",6015,"Philemon brassi","Meliphagidae","Passeriformes","AVIBASE-35B1D549",-0.137156086,99.5,90,85.7,"Wetland",2,2,"Herbivore","Omnivore","Insessorial",-3.58,-1.59,-2.99,138.38,9875.49,1,0,0,0,0,1,0,1,0,0,0,0,0.554882132,-3.252715991,NA,NA,3.451621923,-0.059794969,NA,NA,0,"Brass's Friarbird","Polochion de Brass","Filemon de Brass",0,0,0,0,0,0,0,0,2,0.502033509293181,0,0.622937094296302
"10528",6068,"Myzomela longirostris","Meliphagidae","Passeriformes","AVIBASE-5F44043D",-0.338103535,61.9,39.8,10.3,"Shrubland",1,1,"Herbivore","Nectarivore","Insessorial",-9.53,-9.2,-9.35,150.24,707.01,1,0,0,0,0,1,0,0,0,0,0,0,-1.563826799,-5.889482389,NA,NA,2.534393376,-0.250395978,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,2,0.256988342015121,0,0.563895815979655
"10531",6513,"Lalage leucoptera","Campephagidae","Passeriformes","AVIBASE-1EA7BE48",-0.129139566,101,80,39.4,"Forest",2,1,"Omnivore","Frugivore","Insessorial",-1.22,-0.63,-0.94,135.89,2526.5,1,0,0,0,0,1,0,0,0,0,0,0,-0.222204878,-4.615936975,NA,NA,2.032553545,-0.354678796,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,2,0.177504498700379,0,0.544259974280482
