"","Sequence","species","Family1","Order1","Avibase.ID1","wing.lcentr","Wing.Length","Tail.Length","Mass","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size","agriculture","invasive","residential","energy","transportation","resource_use","intrusion","nat_sys_modif","pollution","geological","climate_change","other","masscentr","rangecentr","clutchcentr","clutch.size","gen.length","genlcentr","gbif_mean","gbif_sum","CITES_species","english_name","french_name","spanish_name","en_count","en_mean","fr_count","fr_mean","spa_count","spa_mean","count_mean","mean","category.n","prediction","threatened","prob.predictions"
"2825",875,"Ducula cineracea","Columbidae","Columbiformes","AVIBASE-29227A7D",0.479047128,214.8,149.8,507.2,"Forest",2,1,"Herbivore","Frugivore","Insessorial",-10.06,-7.63,-8.94,125.36,3484.29,1,0,1,0,0,1,0,1,0,0,0,0,2.332934709,-4.294507627,NA,NA,5.620354325,0.390869791,9.8,166,0,"Timor Imperial-Pigeon","Carpophage cendrillon","Ducula de Timor",0,0,0,0,0,0,0,0,2,1.44739277592733,0,0.809596855325881
"2847",860,"Ducula rosacea","Columbidae","Columbiformes","AVIBASE-EED4B6F5",0.554936856,229,141.5,385.6,"Forest",2,1,"Herbivore","Frugivore","Insessorial",-11,2.29,-8.46,124.6,61035.43,1,0,1,1,1,1,0,0,0,0,0,0,2.058829869,-1.431317405,NA,NA,5.35437962,0.335599982,28.8,518,0,"Pink-headed Imperial-Pigeon","Carpophage a tete rose","Ducula Rosacea",0,0,0,0,0,0,0,0,2,0.256515729570947,0,0.563779588884107
"2852",861,"Ducula whartoni","Columbidae","Columbiformes","AVIBASE-DDC4CBBB",0.672512491,251,170.6,571.2,"Forest",2,1,"Herbivore","Frugivore","Insessorial",-10.58,-10.42,-10.49,105.64,137.18,0,1,0,1,0,1,0,0,0,0,1,0,2.451768717,-7.529233267,-0.30728718,2,6.726752765,0.620780493,41.6,665,0,"Christmas Island Imperial-Pigeon","Carpophage de Wharton","Ducula de Isla de Navidad",0,0,0,0,0,0,0,0,2,1.84168917078183,0,0.863148360221758
"2912",7658,"Elaphrornis palliseri","Locustellidae","Passeriformes","AVIBASE-592B6CCB",-0.3498611,59.7,67.4,9,"Forest",2,1,"Carnivore","Invertivore","Insessorial",6.69,7.6,7,80.78,3806.14,1,0,0,0,0,1,0,0,0,0,1,0,-1.698746,-4.206156,NA,NA,2.288901,-0.3014095,37.1,668,0,"Sri Lanka Bush Warbler","Megalure de Ceylan","Zarzalero de Ceilan",0,0,0,0,0,0,0,0,2,0.214014027332888,0,0.553300223873472
"2938",10265,"Emberiza cineracea","Emberizidae","Passeriformes","AVIBASE-7C5AC300",-0.182583,91,67.8,24.3,"Shrubland",3,3,"Omnivore","Omnivore","Terrestrial",35.22,39.48,37.47,39.61,105439.3,1,0,1,1,0,1,0,1,0,0,0,0,-0.7054943,-0.8846361,0.4191465,4.7,2.114728,-0.3376028,111.4,2117,0,"Cinereous Bunting","Bruant cendre","Escribano Cinereo",1131,5.07,0,0,0,0,377,1.69,2,0.159309607265342,0,0.539743381584945
"2963",10277,"Emberiza socotrana","Emberizidae","Passeriformes","AVIBASE-3C33A7C5",-0.3188639,65.5,50,14.4,"Shrubland",2,1,"Herbivore","Granivore","Terrestrial",12.38,12.67,12.53,53.82,630.83,1,1,0,0,1,1,0,0,0,0,1,0,-1.228742,-6.003491,NA,NA,2.151877,-0.3298832,4.2,25,0,"Socotra Bunting","Bruant de Socotra","Escribano de Socotra",0,0,0,0,0,0,0,0,2,2.26340549966313,0,0.905800610092228
"3019",2154,"Ephippiorhynchus asiaticus","Ciconiidae","Ciconiiformes","AVIBASE-27A758E6",2.404080933,575,298.8,4100,"Wetland",3,1,"Carnivore","Aquatic predator","Terrestrial",-35.2,32.32,-0.61,112.08,5462619.41,1,0,0,0,1,1,1,1,1,0,1,0,4.422771559,3.062911779,0.163549439,3.75,10.84475727,1.476505943,1846.8,35090,0,"Black-necked Stork","Jabiru d'Asie","Jabiru Asiatico",1239,5.56,0,0,0,0,413,1.853333333,2,0.208871086576003,0,0.552028753603173
"3045",7387,"Eremomela turneri","Cisticolidae","Passeriformes","AVIBASE-7D340BF9",-0.3974258,50.8,31.8,7.3,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-2.77,0.42,-1.28,30.53,980.79,1,0,0,0,0,1,0,0,0,0,0,0,-1.908096,-5.562169,NA,NA,2.133134,-0.3337781,26,494,0,"Turner's Eremomela","eremomele de Turner","Eremomela de Turner",0,0,0,0,0,0,0,0,2,0.0678336765514675,0,0.516951919411975
"3073",4505,"Erythropitta dohertyi","Pittidae","Passeriformes","AVIBASE-EF23C4FD",-0.166549995,94,44,72.4,"Forest",1,1,"Carnivore","Invertivore","Terrestrial",-2.49,-1.18,-1.72,124.48,5433.95,1,0,0,0,0,1,0,0,0,0,0,0,0.386235605,-3.850105611,NA,NA,3.302817517,-0.090716673,7.1,64,0,"Sula Pitta","Breve des Sula","Pita de Las Sula",0,0,0,0,0,0,0,0,2,0.0811456480143713,0,0.520275287808645
"3120",1981,"Eudyptes pachyrhynchus","Spheniscidae","Sphenisciformes","AVIBASE-A143FB33",0.161058479,155.3,90.8,3904.9,"Marine",3,2,"Carnivore","Aquatic predator","Aquatic",-47.28,-43.74,-45.62,167.43,26.15,0,1,0,0,1,1,1,0,1,0,1,0,4.37401676,-9.186678009,-0.30728718,2,9.876622664,1.275326605,108.8,2068,0,"Fiordland Penguin","Gorfou du Fiordland","Pinguino de Fiordland",2438,10.93,0,0,0,0,812.6666667,3.643333333,2,3.28404120844112,0,0.96387725406391
"3122",1976,"Eudyptes schlegeli","Spheniscidae","Sphenisciformes","AVIBASE-01A11B3A",-0.022252625,121,95.2,4242.6,"Marine",3,2,"Carnivore","Aquatic predator","Aquatic",-54.78,-54.49,-54.63,158.88,127.71,0,1,0,0,0,1,1,0,1,0,1,0,4.456960874,-7.600765131,-0.30728718,2,12.32016634,1.783097423,17.2,292,0,"Royal Penguin","Gorfou de Schlegel","Pinguino de Schlegel",7078,31.74,649,2.92,0,0,2575.666667,11.55333333,2,2.79629039201466,0,0.942475034381782
"3124",1984,"Eudyptula minor","Spheniscidae","Sphenisciformes","AVIBASE-151738D5",-0.309778496,67.2,27,1107.8,"Marine",3,2,"Carnivore","Aquatic predator","Aquatic",-47.47,-30.49,-40.8,162.19,365250.03,1,1,1,1,1,1,1,1,1,0,1,0,3.114160652,0.357810212,-0.30728718,2,7.87102974,0.858562391,1898.5,36071,0,"Little Penguin","Manchot pygmee","Pinguino Enano",10283,46.11,0,0,948,4.25,3743.666667,16.78666667,1,2.83808837118399,0,0.944699679387242
"3138",9108,"Eumyias sordidus","Muscicapidae","Passeriformes","AVIBASE-75A6445E",-0.2643515,75.7,61,25.1,"Forest",2,1,"Carnivore","Invertivore","Insessorial",6.34,7.61,6.97,80.76,5844.08,1,0,1,0,0,1,0,1,0,0,0,0,-0.6731028,-3.777343,-0.1996674,2.4,2.871404,-0.1803647,69.4,1318,0,"Dull-blue Flycatcher","Gobemouche de Ceylan","Papamoscas de Ceilan",0,0,0,0,0,0,0,0,2,0.545662145631786,0,0.633128591287716
"3151",1448,"Eupherusa poliocerca","Trochilidae","Caprimulgiformes","AVIBASE-A972DFB2",-0.345051186,60.6,38.2,4.8,"Forest",1,1,"Herbivore","Nectarivore","Aerial",17.05,17.81,17.39,-99.81,3963.35,1,1,0,0,0,1,0,0,0,0,0,0,-2.327354776,-4.165682293,-0.30728718,2,1.929411825,-0.376111748,21.8,349,1,"White-tailed Hummingbird","Colibri du Guerrero","Colibri de Guerrero",0,0,0,0,0,0,0,0,2,0.8763146548343,0,0.706057945355933
"3217",3378,"Eurystomus azureus","Coraciidae","Coraciiformes","AVIBASE-7852EFAE",0.346507321,190,104.5,122.8,"Forest",2,1,"Carnivore","Invertivore","Aerial",-0.92,2.23,0.71,127.95,20693.58,1,0,1,1,0,1,0,1,0,0,0,0,0.914586322,-2.512948413,0.096287065,3.5,4.111929219,0.077417547,10.3,134,0,"Azure Roller","Rolle azure","Carraca Moluquena",0,0,0,0,0,0,0,0,2,0.709997175945631,0,0.670400535795787
"3237",4069,"Falco biarmicus","Falconidae","Falconiformes","AVIBASE-3D3808E3",1.098991385,330.8,169.8,606.1,"Shrubland",3,2,"Carnivore","Vertivore","Aerial",-34.84,44.51,2.79,20.09,17892923.9,1,1,1,1,1,1,1,1,1,0,0,0,2.511074295,4.24938868,0.163549439,3.75,4.312408266,0.119077293,1484,28196,1,"Lanner Falcon","Faucon lanier","Halcon Borni",3768,16.9,1838,8.28,373,1.68,1993,8.953333333,1,0.914388995314897,0,0.713897446675976
"3244",4059,"Falco deiroleucus","Falconidae","Falconiformes","AVIBASE-FF019083",0.700303096,256.2,141,459.6,"Forest",3,1,"Carnivore","Vertivore","Aerial",-29.52,18.72,-8.51,-60.85,3323144.47,1,1,0,0,0,1,1,1,0,0,0,0,2.234385852,2.565894823,-0.038237683,3,4.674401886,0.194299929,7.6,145,1,"Orange-breasted Falcon","Faucon orange","Halcon Pechinaranja",0,0,5367,24.18,0,0,1789,8.06,2,0.223926496018936,0,0.555748866817414
"3246",4055,"Falco eleonorae","Falconidae","Falconiformes","AVIBASE-9EA1F12D",0.997983226,311.9,160.5,390,"Coastal",3,3,"Carnivore","Omnivore","Aerial",29.03,44.69,37.38,16.66,121952.48,1,1,0,1,0,1,1,1,1,0,1,0,2.070176045,-0.73914046,-0.172762432,2.5,4.752090902,0.210443784,735.5,13974,1,"Eleonora's Falcon","Faucon d'eleonore","Halcon de Eleonora",552,2.48,0,0,0,0,184,0.826666667,1,2.7576354488211,0,0.940343125624247
"3254",4037,"Falco naumanni","Falconidae","Falconiformes","AVIBASE-BECA271F",0.55654016,229.3,132.4,152.1,"Grassland",3,3,"Carnivore","Invertivore","Generalist",28.16,58.39,44.83,68.24,9560575.62,1,0,1,1,1,1,0,1,1,0,1,0,1.128567505,3.622631295,0.284621712,4.2,2.996853971,-0.154296204,6393.6,121479,1,"Lesser Kestrel","Faucon crecerellette","Cernicalo Primilla",3465,15.54,844,3.8,3614,16.28,2641,11.87333333,1,0.131294098088869,0,0.532776454284443
"3267",4038,"Falco tinnunculus","Falconidae","Falconiformes","AVIBASE-D99158DF",0.619069021,241,154.5,183.2,"Shrubland",3,3,"Carnivore","Vertivore","Aerial",-34.84,71.19,36.82,63.63,49037026.09,1,1,0,1,1,1,0,1,1,0,0,0,1.314607758,5.257559006,0.365336561,4.5,4.08055933,0.070898853,150132.5,2852517,1,"Eurasian Kestrel","Faucon crecerelle","Cernicalo Vulgar",0,0,5609,25.27,2747,12.37,2785.333333,12.54666667,1,0.122206650283934,0,0.530513696541313
"3284",9268,"Ficedula henrici","Muscicapidae","Passeriformes","AVIBASE-C219B576",-0.3268804,64,48,14.5,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-7.22,-7.07,-7.14,128.61,196.38,1,1,0,0,0,1,0,0,0,1,0,0,-1.221822,-7.170476,NA,NA,2.69127,-0.2177969,4.8,29,0,"Damar Flycatcher","Gobemouche de Damar","Papamoscas de La Damar",0,0,0,0,0,0,0,0,2,2.10962392241759,0,0.891835060152231
"3290",9277,"Ficedula nigrorufa","Muscicapidae","Passeriformes","AVIBASE-47C88B19",-0.3530677,59.1,48,9.4,"Forest",1,1,"Carnivore","Invertivore","Generalist",8.34,12.91,10.87,76.65,21353.52,1,0,0,0,1,1,0,1,0,0,1,0,-1.655261,-2.481555,NA,NA,2.294225,-0.3003032,234.5,4455,0,"Black-and-orange Flycatcher","Gobemouche orange et noir","Papamoscas Rufinegro",0,0,0,0,0,0,0,0,1,0.0593207172847135,0,0.514825831965781
"3293",9279,"Ficedula riedeli","Muscicapidae","Passeriformes","AVIBASE-4BA2D4EE",-0.3161917,66,60,9.4,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-7.88,-7.12,-7.58,131.47,761.62,1,0,0,0,0,1,0,1,0,0,0,0,-1.655261,-5.815079,-0.3072872,2,2.515241,-0.2543759,5.8,58,0,"Tanimbar Flycatcher","Gobemouche des Tanimbar","Papamoscas de Las Tanimbar",0,0,0,0,0,0,0,0,1,0.597913474904936,0,0.64517879721756
"3300",9272,"Ficedula timorensis","Muscicapidae","Passeriformes","AVIBASE-02C91A31",-0.3365002,62.2,51,12.1,"Forest",2,1,"Carnivore","Invertivore","Insessorial",-9.99,-8.33,-9.16,125.15,5830.43,1,0,0,0,0,1,0,1,0,0,0,0,-1.402765,-3.779681,-0.1996674,2.4,2.783653,-0.1985996,15.5,263,0,"Black-banded Flycatcher","Gobemouche de Timor","Papamoscas de Timor",0,0,0,0,0,0,0,0,2,0.00768252206348458,0,0.501920621069443
"3312",4947,"Formicarius rufifrons","Formicariidae","Passeriformes","AVIBASE-796D73FB",-0.219993465,84,63.3,55.5,"Forest",1,1,"Carnivore","Invertivore","Terrestrial",-13.21,-8.94,-12.34,-70.21,11729.69,1,0,1,0,1,1,0,0,0,0,0,0,0.120412327,-3.080648686,NA,NA,3.482021088,-0.053477992,42,756,0,"Rufous-fronted Antthrush","Tetema a front roux","Formicario Frentirrufo",0,0,0,0,0,0,0,0,2,0.129619668099502,0,0.532359622841364
"3332",9666,"Foudia flavicans","Ploceidae","Passeriformes","AVIBASE-CC3F83AD",-0.3161917,66,49.6,15.3,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-19.71,-19.68,-19.7,63.44,4.84,1,1,0,0,0,0,0,0,0,0,1,0,-1.168118,-10.87361,NA,NA,2.534758,-0.2503201,4.4,62,0,"Rodrigues Fody","Foudi de Rodrigues","Fodi de Rodriguez",0,0,0,0,0,0,0,0,2,2.73806741474033,0,0.93923589408918
"3336",9665,"Foudia sechellarum","Ploceidae","Passeriformes","AVIBASE-B55985C7",-0.3129851,66.6,46.2,17.1,"Woodland",1,1,"Carnivore","Invertivore","Insessorial",-4.59,-4.2,-4.41,55.79,3.64,0,1,0,0,0,1,0,0,0,0,1,0,-1.056892,-11.15854,NA,NA,3.054375,-0.1423434,15.4,292,0,"Seychelles Fody","Foudi des Seychelles","Fodi de Seychelles",0,0,0,0,0,0,0,0,2,1.96460791223132,0,0.87703076961506
"3360",10019,"Fringilla teydea","Fringillidae","Passeriformes","AVIBASE-A338CC4F",-0.150517,97,79.4,30.3,"Forest",2,1,"Herbivore","Granivore","Terrestrial",28.14,28.42,28.26,-16.61,349.94,0,1,0,0,0,1,1,1,0,0,0,0,-0.484823,-6.592765,-0.3072872,2,3.643085,-0.02000867,333.4,6334,0,"Tenerife Blue Chaffinch","Pinson bleu","Pinzon Azul de Tenerife",0,0,1835,8.23,0,0,611.6666667,2.743333333,2,0.499819676483023,0,0.622416953570287
"3366",1893,"Fulica cornuta","Rallidae","Gruiformes","AVIBASE-8D86F054",0.886286373,291,68.7,2110.4,"Wetland",3,1,"Herbivore","Herbivore aquatic","Generalist",-29.48,-21.37,-25.35,-67.6,223464.94,1,1,1,0,0,1,0,1,0,0,0,0,3.758662088,-0.133517387,0.217359338,3.95,5.589802287,0.384521047,45.7,869,0,"Horned Coot","Foulque cornue","Focha Cornuda",0,0,0,0,838,3.77,279.3333333,1.256666667,2,1.82200191376516,0,0.860806167464357
"3367",1884,"Fulica cristata","Rallidae","Gruiformes","AVIBASE-53235FDC",0.464082956,212,60,826,"Wetland",3,1,"Herbivore","Herbivore aquatic","Aquatic",-34.84,39.45,-17.31,26.35,5291448.7,1,1,0,0,0,1,0,1,1,0,0,0,2.82062408,3.031075423,0.742005856,5.9,3.917559427,0.03702731,8226.4,156302,0,"Red-knobbed Coot","Foulque a crete","Focha Moruna",567,2.54,0,0,929,4.18,498.6666667,2.24,1,0.655958000692803,0,0.6583518257425
"3450",8443,"Garrulax ferrarius","Leiotrichidae","Passeriformes","AVIBASE-C2DAFFFB",0.004469111,126,122,131.5,"Forest",1,1,"Carnivore","Invertivore","Terrestrial",11.69,12.19,11.97,103.57,1251.47,1,0,0,0,0,1,0,0,0,0,0,0,0.9830362,-5.318453,NA,NA,3.597631,-0.02945424,10.9,109,0,"Cambodian Laughingthrush","Garrulaxe du Cambodge","Charlatan de Camboya",438,1.96,0,0,0,0,146,0.653333333,2,0.697674385707867,0,0.667671952015933
"3454",8435,"Garrulax milleti","Leiotrichidae","Passeriformes","AVIBASE-60FA71F5",0.002865806,125.7,120.6,112.5,"Forest",1,1,"Carnivore","Invertivore","Terrestrial",11.4,16.21,14.07,107.83,24188.02,1,0,1,0,0,1,0,0,0,0,1,0,0.8269825,-2.356914,NA,NA,3.581555,-0.03279465,3.9,27,0,"Black-hooded Laughingthrush","Garrulaxe de Millet","Charlatan de Millet",0,0,0,0,0,0,0,0,1,0.60010401477949,0,0.645680102807568
"3459",8426,"Garrulax taewanus","Leiotrichidae","Passeriformes","AVIBASE-4E8B4445",-0.1692222,93.5,106.4,62.8,"Shrubland",1,1,"Carnivore","Invertivore","Terrestrial",21.9,25.3,23.8,121.08,23890.52,1,1,1,0,0,0,0,0,0,0,0,0,0.2439844,-2.36929,0.01557222,3.2,3.252092,-0.1012575,453.7,8621,1,"Taiwan Hwamei","Garrulaxe de Taiwan","Charlatan de Formosa",0,0,0,0,0,0,0,0,2,0.190138217424468,0,0.547391862288703
"3496",8919,"Geokichla spiloptera","Turdidae","Passeriformes","AVIBASE-098F2468",-0.1526547,96.6,76.8,70,"Forest",1,1,"Carnivore","Invertivore","Terrestrial",6.23,7.97,7.04,80.74,11408.73,1,0,1,0,0,1,0,1,0,0,0,0,0.3525245,-3.108393,NA,NA,3.394413,-0.07168312,108.3,2058,0,"Spot-winged Thrush","Grive a ailes tachetees","Zorzal Alimoteado",0,0,0,0,0,0,0,0,2,0.582491617699729,0,0.641640525794815
"3544",685,"Geotrygon versicolor","Columbidae","Columbiformes","AVIBASE-CA19EB97",0.163730652,155.8,88.2,225,"Forest",1,1,"Herbivore","Omnivore","Terrestrial",17.7,18.53,18.16,-77.31,11021.79,1,0,0,0,0,1,0,0,0,0,0,0,1.520129708,-3.142897698,-0.30728718,2,5.493191524,0.364445234,60.6,1091,0,"Crested Quail-Dove","Colombe versicolore","Paloma Perdiz Jamaicana",0,0,0,0,0,0,0,0,2,0.132228884331823,0,0.533009139461922
"3561",6181,"Gerygone modesta","Acanthizidae","Passeriformes","AVIBASE-EECB2AB2",-0.374445095,55.1,46.8,7.5,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-29.06,-28.99,-29.03,167.95,37.88,1,1,1,0,0,1,0,0,0,0,1,0,-1.881067673,-8.816103931,0.015572216,3.2,3.149190561,-0.122640508,54.8,931,0,"Norfolk Island Gerygone","Gerygone de Norfolk","Gerigon de Isla Norfolk",0,0,0,0,0,0,0,0,2,3.36478708850035,0,0.96658573473271
"3571",2573,"Glareola nordmanni","Glareolidae","Charadriiformes","AVIBASE-E1F6A875",0.378573404,196,97.4,97.2,"Grassland",3,3,"Carnivore","Invertivore","Aerial",39.72,55.8,50.38,57.95,2251795.82,1,1,0,0,0,1,0,0,1,0,1,0,0.680800018,2.176711399,0.11512053,3.57,3.118994365,-0.128915308,509.2,9674,0,"Black-winged Pratincole","Glareole a ailes noires","Canastera Alinegra",610,2.74,0,0,0,0,203.3333333,0.913333333,2,0.915533056880271,0,0.714131061634102
"3583",2777,"Glaucidium castanotum","Strigidae","Strigiformes","AVIBASE-9CBF957F",0.004469111,126,62.4,100,"Forest",1,1,"Carnivore","Invertivore","Insessorial",6.04,9.51,7.62,80.79,46677.71,1,0,1,0,0,1,0,1,0,0,0,0,0.709199492,-1.699505172,0.230811813,4,3.182127419,-0.115796196,69.2,1246,0,"Chestnut-backed Owlet","Chevechette a dos marron","Mochuelo de Ceilan",0,0,0,0,0,0,0,0,2,0.218477469679349,0,0.554403139987312
"3620",781,"Goura sclaterii","Columbidae","Columbiformes","AVIBASE-9965E32D",1.249701972,359,263.9,2235,"Forest",2,1,"Herbivore","Omnivore","Terrestrial",-9.07,-4.26,-6.47,141.04,192114.76,1,0,0,1,0,1,0,0,0,0,0,0,3.816025813,-0.284679019,NA,NA,3.026299613,-0.14817737,16.6,266,0,"Sclater's Crowned-Pigeon","Goura de Sclater","Gura de Sclater",0,0,0,0,0,0,0,0,2,-0.0406206434029623,0,0.489846235284542
"3621",783,"Goura victoria","Columbidae","Columbiformes","AVIBASE-EAA06956",1.204275022,350.5,258.2,2384,"Forest",2,1,"Herbivore","Frugivore","Terrestrial",-9.82,-0.63,-3.28,140.72,116530.35,1,0,0,0,0,1,0,0,0,0,0,0,3.880564334,-0.784620166,NA,NA,9.666119415,1.23158382,4.7,75,1,"Victoria Crowned-Pigeon","Goura de Victoria","Gura de Victoria",0,0,974,4.39,0,0,324.6666667,1.463333333,2,-0.0452933486181255,0,0.488678598255408
"3623",8779,"Gracula ptilogenys","Sturnidae","Passeriformes","AVIBASE-6BEF1E77",0.144491,152.2,71.8,192,"Forest",1,1,"Herbivore","Frugivore","Insessorial",6.06,7.87,6.93,80.6,16125.33,1,0,1,0,0,1,0,1,0,0,0,0,1.361525,-2.762381,-0.3072872,2,4.890197,0.2391423,93.9,1784,0,"Sri Lanka Myna","Mainate de Ceylan","Mina Cingales",0,0,0,0,0,0,0,0,2,0.718705752009682,0,0.672321951193686
"3634",4848,"Grallaria carrikeri","Grallariidae","Passeriformes","AVIBASE-18671DC1",-0.096004614,107.2,63.5,109.1,"Forest",1,1,"Carnivore","Invertivore","Terrestrial",-9.34,-5.26,-7.18,-77.3,29971.08,1,0,0,0,0,1,0,1,0,0,0,0,0.796294199,-2.142539004,NA,NA,3.476720111,-0.05457954,17.9,305,0,"Pale-billed Antpitta","Grallaire de Carriker","Tororoi de Carriker",0,0,0,0,0,0,0,0,1,0.0216679628658062,0,0.505416778786362
"3666",4875,"Grallaricula loricata","Grallariidae","Passeriformes","AVIBASE-22AAE57C",-0.309778496,67.2,32,20.7,"Forest",1,1,"Carnivore","Invertivore","Insessorial",10.01,10.68,10.33,-68.22,11269.04,1,0,1,0,0,1,0,1,0,0,0,0,-0.865836994,-3.120712778,NA,NA,2.748488158,-0.205906868,10.2,173,0,"Scallop-breasted Antpitta","Grallaire maillee","Ponchito Lorigado",0,0,0,0,0,0,0,0,2,0.288112673787365,0,0.571534021571893
"3682",1913,"Grus grus","Gruidae","Gruiformes","AVIBASE-99B8841E",2.220235395,540.6,193.4,5500,"Wetland",3,3,"Herbivore","Omnivore","Terrestrial",36.52,69.77,56.97,74.47,15456101.32,1,0,1,0,1,1,1,1,1,0,0,0,4.716532677,4.102987191,-0.30728718,2,17.02782152,2.761352873,86094.3,1635791,1,"Common Crane","Grue cendree","Grulla Comun",7052,31.62,2278,10.26,1784,8.04,3704.666667,16.64,1,0.145985344737087,0,0.536431657378289
"3685",1915,"Grus nigricollis","Gruidae","Gruiformes","AVIBASE-7A78AD1C",2.426527191,579.2,217,6000,"Wetland",3,3,"Omnivore","Omnivore","Terrestrial",27.86,38.87,33.39,89.59,822333.13,1,1,1,1,1,1,1,1,1,0,1,0,4.803544054,1.16937366,-0.30728718,2,9.911030799,1.28247665,117.8,2239,1,"Black-necked Crane","Grue a cou noir","Grulla Cuellinegra",961,4.31,0,0,0,0,320.3333333,1.436666667,2,3.17557933738247,0,0.959904871236756
"3707",6001,"Gymnomyza viridis","Meliphagidae","Passeriformes","AVIBASE-483F2F46",-0.046302186,116.5,106,87.8,"Forest",1,1,"Omnivore","Omnivore","Insessorial",-17.01,-16.15,-16.62,159.08,5433.59,1,0,0,0,0,1,0,0,0,0,1,0,0.579090807,-3.850171863,NA,NA,4.599889239,0.178816127,47.2,849,0,"Chattering Giant-Honeyeater","Meliphage vert","Mielero Gigante Piquiamarillo",0,0,0,0,0,0,0,0,1,0.65771835891659,0,0.658747663342316
"3720",2990,"Gypaetus barbatus","Accipitridae","Accipitriformes","AVIBASE-81DB7410",3.395991744,760.6,468,5695,"Rock",3,2,"Scavenger","Scavenger","Terrestrial",-31.4,51.5,34.75,76.41,8369572.33,1,1,1,1,1,1,1,0,1,0,1,1,4.751373182,3.489586146,-0.441811928,1.5,16.07825667,2.564032348,2132.3,40513,1,"Bearded Vulture","Gypaete barbu","Quebrantahuesos",2824,12.66,2945,13.27,3099,13.96,2956,13.29666667,2,1.8485334308173,0,0.863954819000633
"3740",2346,"Haematopus finschi","Haematopodidae","Charadriiformes","AVIBASE-3FCE29E8",0.678925707,252.2,92.5,526,"Coastal",3,1,"Carnivore","Aquatic predator","Terrestrial",-46.2,-41.53,-44.39,170.06,46431.85,1,1,1,1,0,1,0,0,1,0,1,0,2.369330519,-1.704786274,-0.092047583,2.8,NA,NA,1853.8,35223,0,"South Island Oystercatcher","Huitrier de Finsch","Ostrero de Finsch",0,0,0,0,0,0,0,0,1,2.74550846591617,0,0.939659183071054
"3745",2345,"Haematopus ostralegus","Haematopodidae","Charadriiformes","AVIBASE-ED663165",0.668771448,250.3,106,526,"Coastal",3,1,"Carnivore","Aquatic predator","Terrestrial",34.19,71.19,52.94,67.16,9505624.97,1,1,1,1,0,1,1,1,1,0,1,0,2.369330519,3.616867084,-0.065142633,2.9,13.28090214,1.982739282,133128,2529432,0,"Eurasian Oystercatcher","Huitrier pie","Ostrero Euroasiatico",1595,7.15,5995,27,0,0,2530,11.38333333,2,1.42782191936444,0,0.80656171870503
"3763",3141,"Haliaeetus albicilla","Accipitridae","Accipitriformes","AVIBASE-5A3D91D3",2.535017436,599.5,294.2,4729.3,"Rock",3,2,"Carnivore","Aquatic predator","Aerial",36.21,73.65,59.89,91.01,17404346.92,1,1,0,1,0,1,1,0,1,0,0,0,4.565561785,4.221703357,-0.30728718,2,14.45122842,2.225934252,68379.3,1299207,1,"White-tailed Eagle","Pygargue a queue blanche","Pigargo Europeo",0,0,1298,5.85,1020,4.59,772.6666667,3.48,1,0.679101933803463,0,0.663538228869113
"3765",3136,"Haliaeetus leucogaster","Accipitridae","Accipitriformes","AVIBASE-94383EEF",2.306279382,556.7,253.3,2827,"Coastal",2,1,"Carnivore","Aquatic predator","Aerial",-43.64,26.38,-9.12,123.68,5127370.7,1,0,1,0,0,1,0,0,1,0,1,0,4.051000664,2.999576352,-0.30728718,2,10.87786201,1.483385142,7960.7,151253,1,"White-bellied Sea-Eagle","Pygargue blagre","Pigargo Oriental",0,0,665,3,1172,5.28,612.3333333,2.76,1,0.111045635420417,0,0.527732916519791
"3775",4147,"Hapalopsittaca amazonina","Psittacidae","Psittaciformes","AVIBASE-6967FA94",0.126854658,148.9,74.2,106,"Forest",1,1,"Herbivore","Omnivore","Insessorial",1.49,9.5,4.83,-74.05,26455.08,1,0,1,1,0,1,0,1,0,0,0,0,0.7674684,-2.26732372,NA,NA,4.128088773,0.080775518,84.9,1529,1,"Rusty-faced Parrot","Caique a face rousse","Lorito Amazonino",0,0,0,0,0,0,0,0,2,0.595286250982923,0,0.644577135790749
"3778",4149,"Hapalopsittaca pyrrhops","Psittacidae","Psittaciformes","AVIBASE-E37691A0",0.072876753,138.8,84,103,"Forest",1,1,"Herbivore","Omnivore","Insessorial",-5.68,-1.92,-3.17,-78.87,9936.59,1,0,0,0,0,1,0,1,0,0,0,0,0.738758294,-3.246548017,-0.30728718,2,3.893299003,0.03198597,16.5,264,1,"Red-faced Parrot","Caique de Salvin","Lorito Ecuatoriano",0,0,0,0,0,0,0,0,1,0.361258281801894,0,0.589344994438238
