"","Sequence","species","Family1","Order1","Avibase.ID1","wing.lcentr","Wing.Length","Tail.Length","Mass","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size","category.n","agriculture","invasive","residential","energy","transportation","resource_use","intrusion","nat_sys_modif","pollution","geological","climate_change","other","masscentr","rangecentr","clutchcentr","clutch.size","gen.length","genlcentr","threatened","gbif_mean","gbif_sum","CITES_species","english_name","french_name","spanish_name","en_count","en_mean","fr_count","fr_mean","spa_count","spa_mean"
"434",536,"Anas nesiotis","Anatidae","Anseriformes","AVIBASE-E804C52B",-0.016908278,122,72,499.1,"Wetland",3,1,"Carnivore","Aquatic predator","Aquatic",-52.61,-52.46,-52.54,169.16,112.17,3,0,1,0,0,0,0,0,0,1,0,1,0,2.316835783,-7.730511622,0.634386058,5.5,3.879399745,0.02909769,1,13.4,201,1,"Campbell Islands Teal","Sarcelle de Campbell","Cerceta de Campbell",NA,NA,NA,NA,NA,NA
"435",525,"Anas platyrhynchos","Anatidae","Anseriformes","AVIBASE-85625D75",0.738782394,263.4,86.9,843.4,"Wetland",3,2,"Herbivore","Herbivore aquatic","Aquatic",20.46,72.37,51.63,11.04,39707247.47,1,0,0,0,0,0,0,0,0,0,0,0,0,2.841470647,5.046517086,1.983669282,10.515,4.781012977,0.21645382,0,911427.7,17317127,0,"Mallard","Canard colvert","anade Azulon",6560,29.42,8086,36.42,1412,6.36
"436",523,"Anas poecilorhyncha","Anatidae","Anseriformes","AVIBASE-759C5EB8",0.784743779,272,99.6,1000,"Wetland",3,2,"Herbivore","Herbivore aquatic","Aquatic",8.07,32.33,21.93,88.08,5228716.82,1,0,0,0,0,0,0,0,0,0,0,0,0,3.011784585,3.019149257,1.307009799,8,3.820472644,0.016852579,0,15631.6,297000,0,"Indian Spot-billed Duck","Canard a bec tachete","anade Picopinto Indio",1187,5.32,NA,NA,NA,NA
"437",526,"Anas rubripes","Anatidae","Anseriformes","AVIBASE-C732CB10",0.759090913,267.2,73.5,1241,"Wetland",3,2,"Omnivore","Herbivore aquatic","Aquatic",34.59,59.56,49.93,-79.67,4118764.61,1,0,0,0,0,0,0,0,0,0,0,0,0,3.227702091,2.780536625,1.710802783,9.500813008,4.821432747,0.224853089,0,91347.3,1735599,0,"American Black Duck","Canard noir","anade Sombrio",4700,21.08,9501,42.8,NA,NA
"438",517,"Anas sparsa","Anatidae","Anseriformes","AVIBASE-1EAFAD9F",0.653272842,247.4,112.4,981.5,"Wetland",3,1,"Omnivore","Omnivore","Aquatic",-34.84,16.17,-9.75,28.63,9213622.59,1,0,1,0,0,0,1,0,1,0,0,0,0,2.99311132,3.585666464,0.753084365,5.941176471,5.452439815,0.355976988,0,2152.7,40902,0,"African Black Duck","Canard noiratre","anade Negro",3382,15.17,NA,NA,NA,NA
"439",520,"Anas superciliosa","Anatidae","Anseriformes","AVIBASE-07479AD9",0.67358136,251.2,78,882.8,"Wetland",3,2,"Herbivore","Herbivore aquatic","Aquatic",-54.78,8.99,-22.89,135.83,8845309.64,1,0,0,0,0,0,0,0,0,0,0,0,0,2.88712798,3.544870693,1.586024091,9.037037037,4.943396813,0.250197344,0,30903.9,587175,0,"Pacific Black Duck","Canard a sourcils","anade Cejudo",2838,12.73,NA,NA,NA,NA
"440",518,"Anas undulata","Anatidae","Anseriformes","AVIBASE-7F64AD87",0.616931282,240.6,96,1008,"Wetland",3,2,"Herbivore","Herbivore aquatic","Aquatic",-34.84,16.5,-10.74,28.64,8476793.26,1,0,1,0,0,0,0,0,0,1,0,0,0,3.019752755,3.502315584,1.280104849,7.9,4.086901791,0.072216822,0,9626.6,182906,0,"Yellow-billed Duck","Canard a bec jaune","anade Picolimon",NA,NA,NA,NA,NA,NA
"441",528,"Anas wyvilliana","Anatidae","Anseriformes","AVIBASE-250EA983",0.506837733,220,69.8,843.4,"Riverine",3,1,"Omnivore","Omnivore","Generalist",19.57,22.23,20.92,-157.33,4181.09,4,1,1,1,0,0,1,1,1,0,0,1,0,2.841470647,-4.112199942,1.871932865,10.0996994,4.697544323,0.199108951,1,297.8,5659,0,"Hawaiian Duck","Canard des Hawai","anade Hawaiano",3973,17.82,NA,NA,NA,NA
"442",2144,"Anastomus lamelligerus","Ciconiidae","Ciconiiformes","AVIBASE-0F14ECE4",1.435685249,393.8,178.5,1081,"Wetland",3,2,"Carnivore","Aquatic predator","Terrestrial",-29.37,18.43,-1.06,24.35,13409712.69,1,0,0,0,0,0,0,0,0,0,0,0,0,3.089671124,3.960962631,0.096287065,3.5,6.078983366,0.486173364,0,1389.6,26403,0,"African Openbill","Bec-ouvert africain","Picotenaza Africano",1141,5.12,NA,NA,NA,NA
"443",2143,"Anastomus oscitans","Ciconiidae","Ciconiiformes","AVIBASE-0DF27D63",1.452787159,397,162.4,1590,"Wetland",3,2,"Carnivore","Aquatic predator","Terrestrial",5.92,29.12,20.66,85.13,2119789.43,1,0,0,0,0,0,0,0,0,0,0,0,0,3.475518601,2.116300117,-0.038237683,3,6.631440732,0.600974557,0,8498.7,161475,0,"Asian Openbill","Bec-ouvert indien","Picotenaza Asiatico",2111,9.47,NA,NA,NA,NA
"444",5116,"Ancistrops strigilatus","Furnariidae","Passeriformes","AVIBASE-21CFD0C9",-0.172963211,92.8,72.5,35.9,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-14.95,3.44,-5.93,-67.88,2508167.13,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.315233398,2.284535618,NA,NA,3.174759879,-0.117327178,0,141.5,2688,0,"Chestnut-winged Hookbill","Anabate a bec crochu","Ticotico Picogancho",NA,NA,NA,NA,NA,NA
"445",3606,"Andigena cucullata","Ramphastidae","Piciformes","AVIBASE-D5746888",0.285581765,178.6,169.5,311.8,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-17.86,-13.52,-15.8,-67.82,48713.29,1,0,0,0,0,0,0,0,0,0,0,0,0,1.846391263,-1.656820032,NA,NA,5.120724293,0.287046171,0,11.2,202,0,"Hooded Mountain-Toucan","Toucan a capuchon","Tucan Encapuchado",NA,NA,NA,NA,NA,NA
"446",3604,"Andigena hypoglauca","Ramphastidae","Piciformes","AVIBASE-B02554D8",0.244964727,171,170,312.8,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-13.45,5.17,-4.97,-76.42,122389.53,2,1,0,0,1,0,1,0,0,0,0,0,0,1.849593315,-0.735563093,NA,NA,5.276539313,0.319424688,0,347.1,6595,0,"Gray-breasted Mountain-Toucan","Toucan bleu","Tucan Pechigris",NA,NA,3968,17.87,NA,NA
"447",3605,"Andigena laminirostris","Ramphastidae","Piciformes","AVIBASE-2EF3405B",0.235344903,169.2,169.5,311,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-2.19,1.49,0.05,-78.57,14349.38,2,1,0,0,1,0,1,0,0,0,0,0,0,1.843822218,-2.879065185,-0.118952532,2.7,5.164781339,0.296201269,0,416.4,7912,0,"Plate-billed Mountain-Toucan","Toucan montagnard","Tucan Piquiplano",NA,NA,NA,NA,NA,NA
"448",3607,"Andigena nigrirostris","Ramphastidae","Piciformes","AVIBASE-64516AE0",0.225190643,167.3,185.3,350,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-5.08,9.73,3.99,-74.97,110031.99,1,0,0,0,0,0,0,0,0,0,0,0,0,1.961962461,-0.842000779,NA,NA,4.883222967,0.237693158,0,459.5,8730,0,"Black-billed Mountain-Toucan","Toucan a bec noir","Tucan Piquinegro",NA,NA,NA,NA,NA,NA
"449",1256,"Androdon aequatorialis","Trochilidae","Caprimulgiformes","AVIBASE-E82816C6",-0.305503018,68,41.4,7.3,"Forest",1,1,"Herbivore","Nectarivore","Aerial",-0.26,8.31,4.5,-77.3,113195.04,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.908096346,-0.813659572,NA,NA,2.218397166,-0.316060306,0,104.1,1874,1,"Tooth-billed Hummingbird","Colibri d'equateur","Colibri Piquidentado",NA,NA,NA,NA,NA,NA
"450",7767,"Andropadus importunus","Pycnonotidae","Passeriformes","AVIBASE-79A45DAF",-0.1938062,88.9,86.1,27.4,"Shrubland",2,1,"Herbivore","Frugivore","Insessorial",-34.84,4.52,-17.63,33.98,1338547,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.5854277,1.656568,-0.388002,1.7,2.947945,-0.1644596,0,6106.6,116025,0,"Sombre Greenbul","Bulbul importun","Bulbul de Zanzibar",NA,NA,NA,NA,NA,NA
"451",6358,"Androphobus viridis","Psophodidae","Passeriformes","AVIBASE-BF6F8B8D",-0.32848371,63.7,70.8,30.5,"Forest",1,1,"Carnivore","Invertivore","Terrestrial",-5.81,-3.41,-4.41,139.31,53415.99,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.47824401,-1.564661781,NA,NA,3.264163563,-0.098749004,0,1.3,5,0,"Papuan Whipbird","Androphobe vert","Zordala Papu",NA,NA,NA,NA,NA,NA
"452",372,"Anhima cornuta","Anhimidae","Anseriformes","AVIBASE-71BA40DC",2.287039733,553.1,253.4,3150,"Wetland",3,1,"Herbivore","Herbivore aquatic","Terrestrial",-24.8,11.39,-7.18,-57.27,10980198.81,1,0,0,0,0,0,0,0,0,0,0,0,0,4.159187038,3.761076901,0.230811813,4,7.596488874,0.801512525,0,859.5,16331,0,"Horned Screamer","Kamichi cornu","Chaja Anuma",1642,7.36,825,3.72,NA,NA
"453",2322,"Anhinga anhinga","Anhingidae","Suliformes","AVIBASE-FBDAE86A",1.146021639,339.6,267.2,1235,"Wetland",3,1,"Carnivore","Aquatic predator","Aquatic",-33.76,34.87,-5.08,-62.24,14921101.49,1,0,0,0,0,0,0,0,0,0,0,0,0,3.222855555,4.067759777,0.230811813,4,6.251448767,0.522011847,0,48500.2,921504,0,"Anhinga","Anhinga d'Amerique","Anhinga Americana",6949,31.16,NA,NA,NA,NA
"454",2324,"Anhinga melanogaster","Anhingidae","Suliformes","AVIBASE-CA0C901A",1.159916941,342.2,237.8,1480.1,"Wetland",3,2,"Carnivore","Aquatic predator","Aquatic",-10.44,33.76,15.9,92.29,6866922.36,2,0,0,0,0,0,1,1,1,1,0,0,0,3.403894238,3.291699382,0.230811813,4,6.830026836,0.642240948,0,6010.6,114202,0,"Oriental Darter","Anhinga roux","Anhinga Asiatica",1813,8.13,NA,NA,NA,NA
"455",2325,"Anhinga novaehollandiae","Anhingidae","Suliformes","AVIBASE-C57D9973",1.217635889,353,219,1480.1,"Wetland",3,1,"Carnivore","Aquatic predator","Aquatic",-39.24,-0.34,-23.04,136.64,6824500.2,1,0,0,0,0,0,0,0,0,0,0,0,0,3.403894238,3.285502466,0.230811813,4,6.949523097,0.66707239,0,9029,171551,0,"Australasian Darter","Anhinga d'Australie","Anhinga Australiana",2654,11.9,NA,NA,NA,NA
"456",2323,"Anhinga rufa","Anhingidae","Suliformes","AVIBASE-5C7936A7",1.17114007,344.3,242.7,1480.1,"Wetland",3,1,"Carnivore","Aquatic predator","Aquatic",-34.84,32.07,-2.89,21.54,17976599.63,1,0,0,0,0,0,1,1,0,1,0,0,0,3.403894238,4.25405425,0.230811813,4,6.696548461,0.614504008,0,4965.3,94340,0,"African Darter","Anhinga d'Afrique","Anhinga Africana",1413,6.34,NA,NA,NA,NA
"457",11066,"Anisognathus igniventris","Thraupidae","Passeriformes","AVIBASE-87EA6535",-0.1996849,87.8,75.2,34,"Forest",2,1,"Herbivore","Frugivore","Insessorial",-17.91,-11.2,-14.31,-70.42,96719.41,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.3696102,-0.9709578,-0.3072872,2,2.534393,-0.250396,0,1672.1,31770,0,"Scarlet-bellied Mountain Tanager","Tangara a ventre rouge","Tangara Ventriescarlata",NA,NA,NA,NA,NA,NA
"458",11067,"Anisognathus lacrymosus","Thraupidae","Passeriformes","AVIBASE-11BC1FFE",-0.1905996,89.5,75.5,31,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-12.61,11.03,-0.02,-75.67,173969,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.4619835,-0.3838947,NA,NA,3.133769,-0.1258452,0,950.2,18053,0,"Lacrimose Mountain Tanager","Tangara larmoyant","Tangara Lacrimosa",NA,NA,NA,NA,NA,NA
"459",11064,"Anisognathus melanogenys","Thraupidae","Passeriformes","AVIBASE-6F7590D1",-0.2012883,87.5,79.1,41,"Forest",1,1,"Herbivore","Frugivore","Insessorial",10.32,11.24,10.79,-73.68,7906.89,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.1823986,-3.475037,NA,NA,3.269322,-0.09767713,0,140.3,2665,0,"Black-cheeked Mountain Tanager","Tangara de Santa Marta","Tangara de Santa Marta",NA,NA,NA,NA,NA,NA
"460",11063,"Anisognathus notabilis","Thraupidae","Passeriformes","AVIBASE-C42E650C",-0.1350183,99.9,75.2,57.3,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-4.54,5.56,2.27,-77.48,18610.62,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1523299,-2.61904,NA,NA,3.260984,-0.09940975,0,323.6,6148,0,"Black-chinned Mountain Tanager","Tangara a menton noir","Tangara Barbinegra",NA,NA,NA,NA,NA,NA
"461",11061,"Anisognathus somptuosus","Thraupidae","Passeriformes","AVIBASE-8BF26DF5",-0.1767043,92.1,72,44.5,"Forest",1,1,"Omnivore","Invertivore","Insessorial",-13.36,10.82,-1.73,-75.6,319648.4,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.1004815,0.2244498,NA,NA,3.370791,-0.07659167,0,2050.1,38952,0,"Blue-winged Mountain Tanager","Tangara somptueux","Tangara Aliazul",NA,NA,NA,NA,NA,NA
"462",4246,"Anodorhynchus hyacinthinus","Psittacidae","Psittaciformes","AVIBASE-3B7073D1",1.70397147,444,444.5,1331,"Forest",2,1,"Herbivore","Frugivore","Insessorial",-22.68,-1.18,-12.28,-52.74,536784.2,3,1,0,1,0,0,1,0,0,0,0,0,0,3.297715124,0.742824231,-0.25347728,2.2,11.28936891,1.568896687,1,364.2,6919,1,"Hyacinth Macaw","Ara hyacinthe","Guacamayo Jacinto",11565,51.86,3828,17.24,4806,21.65
"463",4247,"Anodorhynchus leari","Psittacidae","Psittaciformes","AVIBASE-FF910F60",1.351779,378.1,408.2,940,"Shrubland",2,1,"Herbivore","Frugivore","Insessorial",-10.58,-9.35,-10.08,-39.3,7546.2,4,1,0,0,0,0,1,0,1,0,0,0,0,2.949909181,-3.521727795,-0.30728718,2,11.10875655,1.531365258,1,26.1,496,1,"Indigo Macaw","Ara de Lear","Guacamayo de Lear",NA,NA,635,2.86,1148,5.17
"464",9908,"Anomalospiza imberbis","Viduidae","Passeriformes","AVIBASE-C97A5C39",-0.3274148,63.9,42.8,20.5,"Grassland",3,2,"Herbivore","Granivore","Terrestrial",-31.49,12.93,-10.4,26.73,1822867,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.8755458,1.965394,-0.06514263,2.9,2.078866,-0.3450551,0,189.9,3608,0,"Parasitic Weaver","Anomalospize parasite","Viuda Anomala",NA,NA,NA,NA,NA,NA
"465",1215,"Anopetia gounellei","Trochilidae","Caprimulgiformes","AVIBASE-0475490E",-0.405442308,49.3,44,3.2,"Shrubland",2,1,"Herbivore","Nectarivore","Aerial",-14.53,-4.04,-9.64,-41.43,534925.91,1,0,0,0,0,0,0,0,0,0,0,0,0,-2.732819884,0.739356331,NA,NA,1.780639938,-0.407026695,0,36.5,621,1,"Broad-tipped Hermit","Ermite de Gounelle","Ermitano Coliancho",NA,NA,NA,NA,NA,NA
"466",3299,"Anorrhinus austeni","Bucerotidae","Bucerotiformes","AVIBASE-71A029B9",1.078682866,327,289,933,"Forest",1,1,"Omnivore","Frugivore","Insessorial",10.58,27.56,20.03,100.79,774356.6,2,1,0,0,0,1,1,0,0,0,0,0,0,2.942434507,1.109260571,0.49986131,5,5.707832652,0.409047875,0,33.7,640,0,"Brown Hornbill","Calao d'Austen","Calao Pardo de Austen",NA,NA,NA,NA,NA,NA
"467",3298,"Anorrhinus galeritus","Bucerotidae","Bucerotiformes","AVIBASE-1FD5EBCD",1.153503725,341,269.6,1172,"Forest",1,1,"Omnivore","Frugivore","Insessorial",-5.95,11.13,1.15,108.27,1381919.99,2,1,0,0,0,0,1,0,0,0,0,0,0,3.170496276,1.688457188,-0.199667381,2.4,6.512857502,0.576332843,0,220.8,4196,1,"Bushy-crested Hornbill","Calao largup","Calao Crestado",NA,NA,NA,NA,NA,NA
"468",3300,"Anorrhinus tickelli","Bucerotidae","Bucerotiformes","AVIBASE-8454CE68",0.96324497,305.4,289.6,792.6,"Forest",1,1,"Omnivore","Frugivore","Insessorial",9.58,18.35,14.82,98.75,160242.6,2,1,0,0,0,0,1,0,1,0,0,0,0,2.779347987,-0.466083003,0.257716763,4.1,5.916411124,0.45239069,0,37.7,716,1,"Rusty-cheeked Hornbill","Calao brun","Calao Pardo de Tickell",NA,NA,NA,NA,NA,NA
"469",2580,"Anous minutus","Laridae","Charadriiformes","AVIBASE-C67DCF31",0.517526427,222,114,112.4,"Marine",3,2,"Carnivore","Aquatic predator","Aerial",-32.52,29.34,-3.19,55.65,6602963.98,1,0,1,0,0,0,1,0,0,0,0,1,0,0.826093244,3.252501995,-0.576336676,1,8.486421935,0.986441504,0,1003.6,19069,0,"Black Noddy","Noddi noir","Tinosa Menuda",3236,14.51,NA,NA,NA,NA
"470",2578,"Anous stolidus","Laridae","Charadriiformes","AVIBASE-A070171E",0.749471088,265.4,145.2,177.8,"Marine",3,2,"Carnivore","Aquatic predator","Aerial",-41.4,29.11,-4.29,17.29,10192935.47,1,0,1,0,0,0,1,0,0,0,0,0,0,1.284688629,3.686678238,-0.576336676,1,10.51187519,1.407332715,0,1951.1,37070,0,"Brown Noddy","Noddi brun","Tinosa Boba",3020,13.54,1198,5.4,NA,NA
"471",2579,"Anous tenuirostris","Laridae","Charadriiformes","AVIBASE-03F9EB15",0.464082956,212,105.4,112,"Marine",3,2,"Carnivore","Aquatic predator","Aerial",-29.24,7.37,-4.3,74.55,177139.92,1,0,0,0,0,0,0,0,0,0,0,0,0,0.822528177,-0.365831992,-0.576336676,1,6.121191655,0.494944289,0,120.2,2283,0,"Lesser Noddy","Noddi marianne","Tinosa Picofina",517,2.32,NA,NA,NA,NA
"472",418,"Anser albifrons","Anatidae","Anseriformes","AVIBASE-466E9077",1.512643846,408.2,123.5,2506.4,"Grassland",3,3,"Herbivore","Herbivore terrestrial","Terrestrial",57.07,78.34,68.29,12.71,5891602.97,1,0,0,0,0,0,0,0,0,0,0,1,0,3.930632046,3.13851147,0.634386058,5.5,8.40029148,0.96854351,0,50960.1,968241,0,"Greater White-fronted Goose","Oie rieuse","ansar Careto",735,3.3,6973,31.41,NA,NA
"473",414,"Anser anser","Anatidae","Anseriformes","AVIBASE-4AED44E8",1.65961339,435.7,136.1,3302.4,"Wetland",3,3,"Herbivore","Herbivore terrestrial","Terrestrial",29.68,71.19,51.74,74.51,13285537.12,1,0,0,0,0,0,0,0,0,0,0,0,0,4.206434062,3.951659368,0.49986131,5,7.92597639,0.86998036,0,142639.5,2710151,0,"Graylag Goose","Oie cendree","ansar Comun",NA,NA,2064,9.3,2004,9.03
"474",417,"Anser brachyrhynchus","Anatidae","Anseriformes","AVIBASE-AFA7EE74",1.640908175,432.2,140.6,2642,"Grassland",3,3,"Herbivore","Herbivore terrestrial","Terrestrial",63.65,80.38,71.96,-19.91,190949.74,1,0,0,0,0,0,0,0,0,0,0,1,0,3.983320791,-0.290761668,0.405693986,4.65,11.67208628,1.648425738,0,13570.9,257847,0,"Pink-footed Goose","Oie a bec court","ansar Piquicorto",777,3.48,NA,NA,NA,NA
"475",415,"Anser cygnoid","Anatidae","Anseriformes","AVIBASE-946E4517",1.587464705,422.2,122.8,3511.9,"Wetland",3,3,"Herbivore","Herbivore terrestrial","Terrestrial",44.39,54.42,49.8,112.53,2166055.01,3,1,1,1,0,0,1,1,1,1,0,1,0,4.267941787,2.137890904,NA,NA,9.428410925,1.182187758,1,38.2,726,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476",419,"Anser erythropus","Anatidae","Anseriformes","AVIBASE-184D2329",1.303145442,369,112.4,1755.5,"Grassland",3,3,"Herbivore","Herbivore terrestrial","Terrestrial",62.36,74.37,68.29,95.41,2594919.27,3,1,1,0,0,0,1,1,1,1,0,1,0,3.574538302,2.318538765,0.49986131,5,7.603944772,0.803061868,1,1752.9,33306,0,"Lesser White-fronted Goose","Oie naine","ansar Chico",NA,NA,1756,7.91,NA,NA
"477",416,"Anser fabalis","Anatidae","Anseriformes","AVIBASE-2FEEA78C",1.728555467,448.6,133.9,2754.7,"Wetland",3,3,"Herbivore","Herbivore terrestrial","Terrestrial",45.36,77.73,62.77,105.89,13919541.37,1,0,0,0,0,0,1,0,0,0,0,1,0,4.025093129,3.998277065,0.49986131,5,8.328318593,0.953587472,0,13636.9,259102,0,"Taiga Bean-Goose","Oie des moissons","ansar Campestre de La Taiga",NA,NA,1614,7.27,NA,NA
"478",413,"Anser indicus","Anatidae","Anseriformes","AVIBASE-B7159EF0",1.670836519,437.8,132.6,2212.6,"Wetland",3,3,"Herbivore","Herbivore terrestrial","Terrestrial",28.63,51.63,41.25,86.98,2371478,1,0,0,0,0,0,0,0,0,0,0,0,0,3.80595288,2.228496748,0.49986131,5,6.046371266,0.479396537,0,3821.5,72608,0,"Bar-headed Goose","Oie a tete barree","ansar Indio",2675,12,NA,NA,3234,14.57
"479",375,"Anseranas semipalmata","Anseranatidae","Anseriformes","AVIBASE-89D5434B",1.498748544,405.6,148.1,2393.4,"Wetland",3,2,"Herbivore","Omnivore","Terrestrial",-38.9,-10.62,-20.53,137.43,223353.42,1,0,0,0,0,0,0,0,0,0,0,1,0,3.884499534,-0.13401656,1.307009799,8,8.144257987,0.915339494,0,4205.5,79905,0,"Magpie Goose","Canaroie semipalmee","Ganso Urraca",4061,18.21,NA,NA,389,1.75
"480",9112,"Anthipes monileger","Muscicapidae","Passeriformes","AVIBASE-03E8C346",-0.3402413,61.5,47,11,"Forest",1,1,"Carnivore","Invertivore","Insessorial",13.28,29.06,21.81,98.73,941257.1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.498075,1.304444,0.2308118,4,1.978725,-0.3658645,0,119.4,2269,0,"White-gorgeted Flycatcher","Gobemouche a gorge blanche","Papamoscas Gargantilla",NA,NA,NA,NA,NA,NA
"481",9113,"Anthipes solitaris","Muscicapidae","Passeriformes","AVIBASE-EBEB71F0",-0.3471889,60.2,42.9,13.1,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-5.42,16.95,6.24,101.11,157229.4,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.323358,-0.4850662,-0.1996674,2.4,2.77796,-0.1997826,0,122.5,2327,0,"Rufous-browed Flycatcher","Gobemouche a face rousse","Papamoscas Cejirrufo",NA,NA,NA,NA,NA,NA
"482",9501,"Anthobaphes violacea","Nectariniidae","Passeriformes","AVIBASE-02B06535",-0.387806,52.6,62.4,9.4,"Shrubland",2,1,"Herbivore","Nectarivore","Insessorial",-34.84,-30.95,-33.49,21.02,91921.14,1,0,0,0,0,0,0,0,0,0,0,1,0,-1.655261,-1.021841,-0.388002,1.7,2.356637,-0.2873339,0,878.8,16698,0,"Orange-breasted Sunbird","Souimanga orange","Suimanga Pechinaranja",NA,NA,NA,NA,NA,NA
"483",1433,"Anthocephala berlepschi","Trochilidae","Caprimulgiformes","AVIBASE-C072BD0D",-0.394219179,51.4,32.6,3.9,"Forest",1,1,"Herbivore","Nectarivore","Aerial",2.17,5.13,3.4,-75.62,8294.48,3,1,0,0,1,0,1,0,0,0,0,0,0,-2.534994141,-3.427181687,NA,NA,NA,NA,1,49.4,889,0,"Tolima Blossomcrown","Colibri du Tolima","Colibri Florido de Tolima",NA,NA,NA,NA,NA,NA
"484",1432,"Anthocephala floriceps","Trochilidae","Caprimulgiformes","AVIBASE-5DC3CCCD",-0.408648916,48.7,28.5,3.9,"Forest",1,1,"Herbivore","Nectarivore","Aerial",10.48,11.31,10.96,-73.48,3065.92,3,0,0,0,0,0,1,0,0,0,0,0,0,-2.534994141,-4.422424233,NA,NA,1.937869053,-0.374354328,1,57.6,1095,1,"Santa Marta Blossomcrown","Colibri a tete rose","Colibri Florido de Santa Marta",NA,NA,NA,NA,NA,NA
"485",6132,"Anthochaera carunculata","Meliphagidae","Passeriformes","AVIBASE-F8C0016A",0.156783001,154.5,163.2,106.1,"Forest",2,2,"Herbivore","Nectarivore","Insessorial",-39.49,-26.2,-32.09,134.25,2173024.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0.768411352,2.141103519,-0.30728718,2,4.213887499,0.098604579,0,33721.6,640711,0,"Red Wattlebird","Meliphage barbe-rouge","Mielero Carunculado",4496,20.16,NA,NA,NA,NA
"486",6130,"Anthochaera chrysoptera","Meliphagidae","Passeriformes","AVIBASE-04A7ABB7",0.021571021,129.2,139.5,67.8,"Forest",2,1,"Herbivore","Nectarivore","Insessorial",-43.64,-24,-34.64,146.85,671226.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.320591501,0.966334269,-0.30728718,2,4.127232313,0.080597545,0,10103.1,191959,0,"Little Wattlebird","Meliphage a gouttelettes","Mielero Alirrufo",1918,8.6,NA,NA,NA,NA
"487",6129,"Anthochaera lunulata","Meliphagidae","Passeriformes","AVIBASE-629C5612",-0.016373843,122.1,135.9,61.8,"Shrubland",2,1,"Herbivore","Nectarivore","Insessorial",-35.19,-28.55,-32.52,117.94,237097.58,1,0,0,0,0,0,0,0,0,0,0,0,0,0.227932671,-0.074300134,-0.30728718,2,3.383720559,-0.07390494,0,587.1,11155,0,"Western Wattlebird","Meliphage mineur","Mielero Lunulado",784,3.52,NA,NA,NA,NA
"488",6133,"Anthochaera paradoxa","Meliphagidae","Passeriformes","AVIBASE-3A72B910",0.291460547,179.7,233.6,143.7,"Forest",1,2,"Herbivore","Nectarivore","Insessorial",-43.6,-39.58,-41.86,146.9,46805.04,1,0,0,0,0,0,0,0,0,0,0,0,0,1.071757099,-1.696781031,-0.186214906,2.45,4.301652825,0.116842302,0,997.1,18944,0,"Yellow Wattlebird","Meliphage a pendeloques","Mielero Ventriamarillo",1748,7.84,NA,NA,NA,NA
"489",6073,"Anthornis melanura","Meliphagidae","Passeriformes","AVIBASE-73A0AA07",-0.207167032,86.4,80.3,26.9,"Forest",1,1,"Herbivore","Nectarivore","Insessorial",-50.93,-34.13,-41.93,172.67,212871.76,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.603844407,-0.182082002,-0.008642239,3.11,2.760945277,-0.203318266,0,4420.2,83984,0,"New Zealand Bellbird","Meliphage carillonneur","Mielero Maori",2399,10.76,NA,NA,NA,NA
"490",7254,"Anthoscopus caroli","Remizidae","Passeriformes","AVIBASE-F40D02B2",-0.387806,52.6,29.9,6.9,"Woodland",2,1,"Omnivore","Invertivore","Insessorial",-29.42,2.79,-11.97,29.86,4646762,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.964449,2.901154,0.405694,4.65,1.64711,-0.4347744,0,279.1,5303,0,"African Penduline-Tit","Remiz de Carl","Pajaro Moscon Africano",NA,NA,NA,NA,NA,NA
"491",7253,"Anthoscopus flavifrons","Remizidae","Passeriformes","AVIBASE-515353F2",-0.3803239,54,27.2,8,"Forest",1,1,"Omnivore","Invertivore","Insessorial",-5.8,8.42,1.81,14.84,1195621,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.816529,1.543649,NA,NA,2.119422,-0.3366274,0,11.9,214,0,"Forest Penduline-Tit","Remiz a front jaune","Pajaro Moscon Frentigualdo",NA,NA,NA,NA,NA,NA
