,Spanish.name
5223,Saltarin Yunga
5224,Saltarin Azul
5225,Frutero Escamoso
5226,Frutero Gorjirrojo
5228,Frutero Pechirrojo
5229,Frutero Hermoso
5230,Frutero Degollado
5231,Frutero Pechinegro
5232,Frutero Pechinaranja
5233,Frutero Enmascarado
5234,Frutero Pechidorado
5235,Frutero Barrado
5236,Frutero Colifajado
5237,Frutero Verdinegro
5238,Guardabosques Coligris
5239,Guardabosques Olivaceo
5240,Cotinga Encapuchado
5241,Cotinga Cabecinegro
5242,Gallito de Las Rocas Peruano
5243,Gallito de Las Rocas Guayanes
5244,Cotinga Rojo Guayanes
5245,Cotinga Rojo Cuellinegro
5246,Cotinga Cariblanco
5247,Cortarramas Chileno
5248,Cortarramas Peruano
5249,Cortarramas Argentino
5250,Cotinga Tijereta
5252,Cotinga de Sclater
5253,Cotinga de Remsen
5254,Cotinga Crestirrojo
5255,Cotinga Cresticastano
5256,Pajaro Militar
5257,Cotinga Querula
5258,Yacutoro
5259,Paraguero Cuellicalvo
5260,Paraguero Corbatudo
5261,Paraguero Ornado
5262,Pajaro Capuchino
5263,Guardabosques Rojizo
5264,Cotinga Negro
5265,Cotinga Aligris
5266,Guardabosques Lanioide
5267,Guardabosques Acollarado
5268,Guardabosques Griton
5269,Guardabosques Antioqueno
5270,Guardabosques Oscuro
5271,Guardabosques Alicurvo
5272,Campanero Blanco
5273,Campanero Tricarunculado
5274,Campanero Meridional
5275,Campanero Barbudo
5276,Cotinga Mayna
5277,Cotinga Celeste
5278,Cotinga Azulejo
5279,Cotinga Azul
5280,Cotinga Turquesa
5281,Cotinga Maculado
5282,Cotinga Pechimorado
5283,Cotinga Gorjimorado
5284,Cotinga Carinegro
5285,Cuellopelado
5286,Cotinga Pompadour
5287,Cotinga Coliblanco
5288,Cotinga Aliblanco
5289,Cotinga Blanco
5290,Cotinga Piquiamarillo
5291,Cotinga Niveo
5292,Picoagudo
5295,Mosquero Real
5297,Mosquerito Colirrojo
5298,Moscareta Vellosa
5299,Moscareta Culiamarilla
5300,Moscareta Barbada
5301,Moscareta Colinegra
5302,Cotinguita Cejiblanco
5303,Cotinguita Oscuro
5304,Cotinguita Pipra
5305,Titira Piquinegro
5306,Titira Colinegro
5308,Titira Enmascarado
5310,Anambe Chico
5311,Anambe Barrado
5314,Anambe Verdoso
5315,Anambe Pizarra
5316,Anambe Cinereo
5317,Anambe Gorjirrosa
5318,Anambe Degollado
5319,Anambe Jamaicano
5320,Anambe Unicolor
5321,Anambe Grande
5322,Anambe de Surinam
5323,Anambe Canelo
5324,Anambe Castano
5326,Anambe Mexicano
5327,Anambe Capirotado
5328,Anambe Aliblanco
5329,Anambe Blanquinegro
5330,Lloron de Varzea
5331,Lloron Verdoso
5332,Lloron Olivaceo
5333,Lloron Picofino
5334,Lloron Turdino
5335,Lloron Bronceado
5336,Lloron de Verapaz
5337,Planidera Moteada
5338,Planidera Cenicienta
5340,Lanisoma Elegante
5341,Cotinguita Reyezuelo
5342,Mosquerito Canelo
5343,Picoplano Cresticanela
5344,Picoplano Rabon
5346,Picoplano Bigotudo
5347,Picoplano Coronado
5348,Picoplano Gorjiamarillo
5349,Picoplano Crestiblanco
5350,Picoplano Alirrufo
5351,Piprites Cabecigris
5352,Piprites Verde
5353,Piprites Capirotado
5354,Sietecolores
5355,Tiranuelo Bronceado
5356,Tiranuelo Simple
5357,Tiranuelo Cabecirrojo
5358,Mosquero Terrestre Norteno
5359,Mosquero Terrestre Sureno
5360,Orejerito Verdiamarillo
5361,Orejerito Olivaceo
5362,Orejerito Verdoso
5363,Orejerito de Bahia
5364,Orejerito de Restinga
5365,Orejerito Ecuatoriano
5366,Orejerito Frentinegro
5367,Orejerito de Alagoas
5368,Orejerito Cejirrufo
5369,Orejerito Amarillo
5370,Orejerito de Parker
5371,Orejerito de Minas Gerais
5372,Orejerito de Sao Paulo
5373,Orejerito de Oustalet
5374,Orejerito de Serra Do Mar
5375,Orejerito Ojirrojo
5383,Mosquero Gorjiestriado
5384,Mosquero Olivaceo
5386,Mosquero Aceitunado
5387,Mosquero de Mcconnell
5388,Mosquero de Sierra de Lema
5389,Mosquero Ladrillito
5390,Orejero Coronipardo
5391,Orejero Coronigris
5393,Orejero Pechirrufo
5394,Orejero Inca
5395,Mosquero Pechinegro
5396,Mosquero Pardo
5397,Mosquero Rufo
5398,Picoplano de Anteojos
5400,Picoplano Olivaceo
5401,Picoplano del Pacifico
5402,Picoplano Pechirrufo
5403,Picoplano Sulfuroso
5404,Picoplano Ojinaranja
5405,Picoplano Aliamarillo
5407,Picoplano Cabecigris
5409,Picoplano Pechiamarillo
5410,Mosqueta Enana
5411,Mosqueta Ventriblanca
5412,Mosqueta Capirotada
5413,Mosqueta Colicorta
5414,Mosquerito Piquicurvo Norteno
5415,Mosquerito Piquicurvo Sureno
5416,Cimerillo Andino
5417,Cimerillo Bilistado
5418,Cimerillo Crestilargo
5419,Cimerillo de Casquete
5420,Mosquerito Ojiblanco
5421,Titiriji de Snethlage
5422,Titiriji de Acre
5423,Titiriji Boliviano
5424,Titiriji Flamulado
5425,Titiriji Pechigris
5426,Titiriji Pechipardo
5427,Titiriji de Josefina
5428,Titiriji Ojiblanco
5429,Titiriji Ventriblanco
5430,Titiriji de Anteojos
5431,Titiriji de Joao
5432,Titiriji Gorjiestriado
5433,Titiriji de Wied
5434,Titiriji Perlado
5435,Titiriji de Pelzeln
5436,Titiriji de Zimmer
5437,Titiriji Gorjinegro
5438,Titiriji Pechicanelo
5439,Titiriji de Miranda
5440,Titiriji de Kaempfer
5441,Titiriji Gorjirrufo
5442,Titiriji Tijereta
5443,Titiriji Capirrufo
5444,Titiriji de Lulu
5445,Titiriji Cariblanco
5446,Titiriji Pio
5447,Titiriji Carirrosa
5448,Titiriji Bermejo
5449,Titiriji Cabecicanela
5450,Titiriji Frentigris
5451,Titiriji Frentirrojo
5452,Titiriji Gris
5453,Titiriji Alidorado
5454,Titiriji Dorsinegro
5455,Titiriji Moteado
5456,Titiriji Cabecigris
5457,Titiriji Comun
5458,Titiriji de Maracaibo
5459,Titiriji Cabecinegro
5460,Titiriji Pintado
5461,Titiriji Cejiamarillo
5463,Mosquerito Adornado
5464,Mosquero Hermoso
5465,Mosquero de Linton
5466,Mosquero Pechiocre
5467,Birro Chico
5469,Birro Comun
5470,Mosquerito Piquirrojo
5471,Mosquerito de Villarejo
5472,Mosquerito de Chico Mendes
5473,Mosquerito de Guatemala
5474,Mosquerito Centroamericano
5475,Mosquerito de Venezuela
5476,Mosquerito Serrano
5477,Mosquerito Caridorado
5478,Mosquerito del Choco
5479,Mosquerito Peruano
5480,Mosquerito Patifino
5481,Mosquerito Guayanes
5482,Mosquerito Boliviano
5483,Rabicano Menor
5485,Rabicano Mayor
5486,Piojito Picofino
5487,Piojito Picudo
5488,Piojito Pantanero
5489,Piojito Coludo
5490,Tiranuelo Copeton
5491,Tiranuelo Caripardo
5492,Tiranuelo Flanquirrufo
5493,Mosquerito Ventriamarillo
5494,Mosquerito Coronipardo
5495,Mosquerito Moteado
5496,Mosquerito Imberbe
5497,Mosquerito Silbon
5498,Fiofio Crestirrufo
5499,Fiofio Crestado
5500,Fiofio Gigante
5501,Fiofio de Day
5502,Fiofio Brasileno
5503,Fiofio Oscuro
5504,Fiofio Plomizo
5505,Fiofio Ventriamarillo
5506,Fiofio Piquicorto
5507,Fiofio Pardo
5508,Fiofio Grande
5509,Fiofio de Noronha
5510,Fiofio Alicorto
5511,Fiofio Belicoso
5512,Fiofio Olivaceo
5513,Fiofio Serrano
5514,Fiofio de Los Tepuis
5515,Fiofio Crestiblanco
5516,Fiofio Montano
5517,Fiofio Caribeno
5519,Fiofio Canoso
5520,Mosquerito Coronado
5521,Fiofio Gris
5524,Fiofio Submontano
5525,Fiofio Selvatico
5526,Fiofio del Pacifico
5527,Fiofio Coroniamarillo
5528,Fiofio Verdoso
5529,Fiofio Jamaicano
5530,Fiofio Suiriri
5532,Mosquerito Amarillo
5533,Mosquerito Olivaceo
5534,Mosquerito de Las Yungas
5535,Mosquerito de Burmeister
5537,Mosquerito Verdoso
5538,Mosquerito de Reiser
5539,Mosquerito de Paria
5540,Mosquerito de Sclater
5541,Mosquerito Coronigris
5542,Mosquerito Cabecigris
5543,Mosquerito Coroniplomizo
5544,Mosquerito Capirotado
5545,Mosquerito Cenizo
5546,Mosquerito Culirrufo
5548,Piojito Pardo
5549,Mosquerito del Coco
5550,Mosquerito Blanquigris
5551,Piojito Coliblanco
5552,Piojito de Los Pinos
5553,Piojito Alifranjeado
5554,Piojito Gargantilla
5555,Piojito Alirrufo
5556,Piojito Azufre
5557,Cachudito Crestinegro
5558,Cachudito Crestiblanco
5559,Cachudito Pechicenizo
5560,Cachudito Piquiamarillo
5561,Cachudito Piquinegro
5562,Cachudito de Juan Fernandez
5563,Tachuri Barbado
5564,Tachuri Gris
5565,Tachuri Coludo
5566,Doradito Copeton
5567,Doradito Olivaceo
5568,Doradito Tucumano
5569,Doradito Comun
5570,Doradito Limon
5571,Piojito Guardarrios
5572,Piojito Ribereno
5573,Piojito Gris
5574,Piojito Tiquitiqui
5575,Piojito de Straneck
5576,Cachudito agil
5577,Cachudito Liso
5578,Dormilona Colicorta
5579,Atila Cabecigris
5580,Atila Canelo
5581,Atila Ocre
5582,Atila Citrino
5583,Atila Ojiblanco
5584,Atila Encapuchado
5585,Atila Polimorfo
5586,Mosquero Pirata
5587,Picoplano Cabezon
5588,Picoplano Colirrufo
5589,Picoplano Colioscuro
5591,Bienteveo Comun
5593,Picabuey
5594,Tirano Palmero
5595,Bienteveo Pitangua
5596,Bienteveo Ventridorado
5597,Bienteveo Coronidorado
5598,Bienteveo de Baird
5599,Bienteveo Ventriazufrado
5601,Bienteveo Rayado
5602,Bienteveo Alicastano
5603,Bienteveo Sociable
5604,Bienteveo Cabecigris
5605,Bienteveo Pechioscuro
5606,Bienteveo del Choco
5607,Bienteveo Guayanes
5608,Bienteveo Trilistado
5609,Bienteveo Cejiamarillo
5610,Bienteveo Barbiblanco
5611,Tuquito Rayado
5613,Tirano Gorjiniveo
5614,Tirano Gorjiblanco
5615,Tirano Melancolico
5616,Tirano Silbador
5617,Tirano Griton
5618,Tirano Piquigrueso
5619,Tirano Occidental
5620,Tirano Oriental
5621,Tirano Dominicano
5622,Tirano Guatibere
5623,Tirano Cubano
5624,Tijereta Rosada
5625,Tijereta Sabanera
5626,Planidera Rojiza
5627,Planidera Gris
5628,Planidera Palida
5629,Burlisto Castano
5630,Burlisto Gorjigris
5631,Mosquero del Choco
5632,Mosquero Culiblanco
5633,Mosquero Silbador
5634,Mosquero Canoso
5635,Copeton Rufo
5636,Copeton de Swainson
5637,Copeton Jamaicano
5638,Copeton Capirotado
5639,Copeton Tiznado
5640,Copeton Panameno
5641,Copeton Feroz
5642,Copeton Venezolano
5643,Copeton Montanero
5644,Copeton Colirrufo
5645,Copeton de De La Sagra
5646,Copeton Bobito
5647,Copeton Puertorriqueno
5648,Copeton de Ober
5649,Copeton Viajero
5650,Copeton Yucateco
5651,Copeton Tiranillo
5652,Copeton de Granada
5653,Copeton Apical
5654,Copeton Cenizo
5655,Copeton de Nutting
5656,Copeton de Galapagos
5657,Mosquero Colilargo
5659,Mosquero Estriado
5661,Mosquero Pechioliva
5662,Mosquero Amarillo
5663,Mosquero Crestinaranja
5664,Mosquero Sencillo
5665,Mosquero del Roraima
5670,Peutren
5671,Pitajo Negro
5674,Pitajo Pechirrufo
5675,Pitajo Dorsipardo
5677,Pitajo Canela
5678,Pitajo de Piura
5679,Pitajo Gris
5681,Mosquero Matorralero Norteno
5682,Mosquero Matorralero Amazonico
5683,Mosquero Matorralero Sureno
5684,Mosquero Cardenal
5685,Mosquero de Galapagos
5686,Viudita Pia
5687,Viudita Dorsinegra
5688,Viudita Enmascarada
5689,Viudita Cabeciblanca
5690,Yetapa Grande
5691,Viudita Coluda
5692,Yetapa Chico
5693,Yetapa Acollarado
5694,Negrito Austral
5695,Negrito Andino
5696,Viudita Picoplata
5697,Viudita Riberena
5699,Viudita Amazonica
5700,Viudita Colirrufa
5701,Viudita del Rio San Francisco
5702,Viudita Copetona
5703,Viudita Aterciopelada
5704,Viudita Andina Septentrional
5705,Viudita Andina Meridional
5706,Viudita Picoceleste
5707,Viudita Chaquena
5708,Viudita Patagona
5709,Viudita Aliblanca
5711,Mosquero Cejiamarillo
5713,Dormilona Chica
5714,Dormilona de Taczanowski
5715,Dormilona Punena
5716,Dormilona Cenicienta
5717,Dormilona Gigante
5718,Dormilona Fraile
5719,Dormilona Nuquirroja
5721,Dormilona Carinegra
5722,Dormilona Cejiblanca
5723,Dormilona Gris
5724,Dormilona Canela
5725,Dormilona Frentinegra
5726,Birro Culirrojo
5731,Monjita Velada
5732,Monjita Blanca
5736,Gaucho Serrano
5737,Gaucho Andino
5738,Gaucho Grande
5739,Gaucho Gris
5740,Gaucho Chico
5741,Monjita Chocolate
5742,Birro Grande
5743,Birro de Santa Marta
5744,Birro Ahumado
5745,Birro Ventrirrufo
5746,Mosquerito Guardarrios
5747,Mosquero Parduzco
5748,Mosquero Pechileonado
5749,Mosquero Piquinegro
5750,Mosquero de Euler
5751,Mosquero Pechigris
5752,Mosquero Monudo Comun
5753,Mosquero Monudo Olivaceo
5754,Mosquero Negro
5755,Mosquero Fibi
5756,Mosquero Llanero
5757,Mosquero Verdoso
5758,Mosquero Ventriamarillo
5759,Mosquero Amarillento
5760,Mosquero del Pacifico
5761,Mosquero Cordillerano
5762,Mosquero Gorjiblanco
5763,Mosquero Saucero
5764,Mosquero Alisero
5765,Mosquero Pechicanelo
5766,Mosquero Cabecinegro
5767,Mosquero Gris
5768,Mosquero Minimo
5769,Mosquero de Hammond
5770,Mosquero Oscuro
5771,Mosquero de Los Pinos
5772,Pibi Boreal
5773,Pibi Tengofrio
5774,Pibi Oscuro
5775,Pibi Ahumado
5776,Pibi Ocraceo
5777,Pibi Occidental
5778,Pibi Oriental
5781,Pibi Tropical
5782,Pibi Cubano
5783,Pibi Jamaicano
5784,Pibi de La Espanola
5785,Pibi Puertorriqueno
5786,Pibi Gorjiblanco
5787,Pibi Negruzco
5788,Mosquero Fajado
5789,Mosquero del Balsas
5790,Ave Lira de Alberto
5791,Ave Lira Soberbia
5792,Matorralero Rojizo
5793,Matorralero Bullicioso
5794,Maullador de Orejas Blancas
5795,Maullador de Orejas Negras
5796,Maullador Verde
5797,Pergolero Dentado
5798,Pergolero de Archbold
5799,Pergolero de Macgregor
5800,Pergolero Estriado
5801,Pergolero Pardo
5802,Pergolero Frentigualdo
5804,Pergolero Regente
5805,Pergolero Flamigero
5806,Pergolero Enmascarado
5807,Pergolero de Los Adelbert
5808,Pergolero Satinado
5809,Pergolero Moteado Oriental
5810,Pergolero Moteado Occidental
5811,Pergolero de Lauterbach
5812,Pergolero Grande
5813,Pergolero Pechipardo
5814,Corretroncos Gorjiblanco
5815,Corretroncos Papu
5816,Corretroncos Cejirrojo
5817,Corretroncos Cejiblanco
5818,Corretroncos Rufo
5819,Corretroncos Pardo
5820,Corretroncos Colinegro
5821,Maluro de Wallace
5822,Maluro Cabecirrojo
5823,Maluro Picoancho
5824,Maluro Emperador
5825,Maluro Coronado
5826,Maluro Elegante
5827,Maluro Pechiazul
5828,Maluro Amable
5829,Maluro Dorsimorado
5830,Maluro Variegado
5831,Maluro Soberbio
5832,Maluro Esplendido
5833,Maluro Hombroblanco
5834,Maluro Dorsirrojo
5835,Maluro Aliblanco
5836,Maluro Meridional
5837,Maluro del Mallee
5838,Maluro Coronirrufo
5839,Maluro Gris
5840,Maluro Gorjiblanco
5841,Maluro de Carpentaria
5842,Maluro Estriado
5843,Maluro Colicorto
5844,Maluro Negro
5845,Maluro del Eyre
5846,Maluro Kalkadoon
5847,Maluro Sombrio
5848,Maluro Occidental
5849,Maluro Picogordo
5850,Picocerdas Oriental
5851,Picocerdas Occidental
5852,Picocerdas Rufo
5853,Mielero Chico de Celebes
5854,Mielero Grande de Celebes
5855,Mielero Bandeado
5856,Mielero de Cockerell
5857,Mielero Alafuego
5858,Mielero Cariblanco
5859,Mielero de Nueva Holanda
5860,Mielero de Lombok
5861,Mielero Cariplateado
5862,Mielero Pardo
5863,Mielero Orejigris
5864,Mielero Pechipinto
5865,Mielero Escamoso
5866,Mielero de Buru
5867,Mielero de Seram
5868,Mielero de Timor
5869,Mielero Acollarado
5870,Mielero Cariazul
5872,Mielero Nuquiblanco Occidental
5873,Mielero Nuquiblanco
5874,Mielero Carinegro
5875,Mielero Goliblanco
5876,Mielero Picudo
5878,Mielero Barbinegro
5879,Mielero Cabecipardo
5880,Mielero Orejiblanco
5881,Mielero Cuelligualdo
5882,Mielero de San Cristobal
5883,Mielero de Guadalcanal
5884,Mielero de La Kandavu
5885,Mielero Gigante Piquiamarillo
5886,Mielero Gigante
5887,Mielero Mao
5888,Mielero Cuervo
5889,Mielero Carunculado de Viti Levu
5890,Mielero Carunculado de Taveuni
5891,Mielero Carunculado Comun
5892,Mielero Manchado
5893,Mielero de Macleay
5894,Mielero Ventrihabano
5895,Mielero Lanceolado
5896,Mielero Pintado
5897,Filemon Estriado
5898,Filemon de Meyer
5899,Filemon de Brass
5900,Filemon Goligualdo
5901,Filemon de Kisar
5902,Filemon de Timor
5903,Filemon Sombrio
5904,Filemon de Seram
5905,Filemon de Buru
5906,Filemon de Kai
5907,Filemon de Yelmo
5908,Filemon de Nueva Bretana
5909,Filemon de Nueva Irlanda
5910,Filemon Nuquiblanco
5911,Filemon Coronado
5912,Filemon Chillon
5913,Filemon de Nueva Caledonia
5914,Mielero Blanquinegro
5915,Mielero de Las Bismarck
5916,Mielero Apagado
5917,Mielero Barbiblanco
5918,Mielero Cenizo
5919,Mielero Barbirrojo
5923,Mielero Sombrio
5925,Mielero Rojo
5926,Mielero Negro
5927,Mielero de Nueva Irlanda
5928,Mielero de Wetar
5929,Mielero Cabecirrojo
5930,Mielero de Sumba
5931,Mielero de Adolfina
5932,Mielero de Rotuma
5933,Mielero Rojo de Celebes
5935,Mielero del Wakolo
5936,Mielero de Las Banda
5937,Mielero Escarlata
5938,Mielero de Nueva Caledonia
5939,Mielero Cardenal
5940,Mielero de Micronesia
5941,Mielero de Sclater
5942,Mielero de ebano
5943,Mielero Nuquirrojo
5944,Mielero de Eichhorn
5945,Mielero de Malaita
5946,Mielero Cabecinegro
5947,Mielero de Tristram
5948,Mielero Pechinaranja
5949,Mielero Ventrinegro
5950,Mielero Culirrojo
5951,Mielero de Rosenberg
5953,Picoespina Occidental
5954,Picoespina Oriental
5955,Mielero Pio
5956,Mielero Tui
5957,Mielero Maori
5958,Mielero Bulbul
5959,Mielero Jaspeado
5960,Mielero Cabecirrayado
5961,Mielero Barrado
5962,Mielero Coronado
5963,Mielero Ventriblanco
5964,Mielero Dorsiverde
5965,Mielero Plomizo
5966,Mielero de Meek
5967,Mielero Flanquirrufo
5968,Mielero Dorsirrufo
5969,Mielero de Mayr
5970,Mielero Estriado
5971,Mielero de Bougainville
5972,Mielero Pechibarrado
5973,Mielero Modesto
5974,Mielero Pechirrufo
5975,Mielero Golirrufo
5976,Mielero de White
5977,Eptianuro de Ashby
5978,Eptianuro Amarillo
5979,Eptianuro Tricolor
5980,Eptianuro Pio
5981,Eptianuro Naranja
5982,Mielero Piquilargo
5983,Mielero Habano
5984,Mielero Olivaceo
5985,Mielero de Macgregor
5986,Mielero de Las Arfak
5987,Mielero Ahumado
5988,Mielero de Las Foja
5989,Mielero Moteado
5990,Mielero Carinaranja
5991,Mielero de Las Aru
5992,Mielero Marcado
5993,Mielero de Lewin
5994,Mielero Matorralero
5995,Mielero Montesino
5996,Mielero Imitador
5997,Mielero Montano
5998,Mielero del Mimika
5999,Mielero Elegante
6000,Mielero Gracil
6001,Mielero Criptico
6002,Mielero de Tagula
6003,Mielero Sonriente
6007,Mielero Unicolor
6008,Mielero Amarillo
6009,Mielero Embridado
6010,Mielero de Hindwood
6011,Mielero Golicanelo
6012,Mielero Lunulado
6013,Mielero Alirrufo
6014,Mielero Regente
6015,Mielero Carunculado
6016,Mielero Ventriamarillo
6017,Mielero Versicolor
6018,Mielero Cantarin
6019,Mielero de Manglar
6020,Mielero Empenachado
6021,Mielero Adornado
6022,Mielero Amarillento
6023,Mielero Fusco
6024,Mielero Cabecigris
6025,Mielero de Plumon
6026,Mielero Frentiblanco
6027,Mielero Carigualdo
6028,Mielero Oscuro
6029,Mielero Gorjinegro
6030,Mielero de Boqueras
6031,Mielero Orejigualdo
6032,Mielero Cejinegro
6033,Mielero Chillon
6034,Mielero Orejinegro
6035,Mielero Goligualdo
6036,Mielero Cejirrufo
6037,Mielero de Vogelkop
6038,Mielero de Belford
6039,Mielero Cejiamarillo
6040,Mielero de Foerster
6041,Mielero Maquillado
6042,Pardalote Moteado
6043,Pardalote Tasmano
6044,Pardalote Cejirrojo
6045,Pardalote Estriado
6046,Silbador Enano
6047,Acantiza de Helechal
6048,Gerigon Pardo
6049,Gerigon Ventrigualdo
6050,Gerigon Duende
6051,Gerigon Dorsiverde
6052,Gerigon Sencillo
6053,Gerigon Gorjiblanco
6054,Gerigon Sulfureo
6055,Gerigon de La Biak
6056,Gerigon Picudo
6057,Gerigon Flanquirrufo
6058,Gerigon Sombrio
6060,Gerigon Melanesio
6061,Gerigon de Isla Norfolk
6062,Gerigon Maori
6063,Gerigon de Las Chatham
6064,Gerigon Pechipardo
6065,Gerigon de Manglar
6066,Gerigon Coliblanco
6067,Gerigon Piquicorto
6068,Acantiza Piloto
6069,Sedosito Gorjirrojo
6070,Sedosito Moteado
6073,Sedosito Estriado
6074,Sedosito Occidental
6075,Sedosito Rufo
6076,Acantiza Minero
6077,Acantiza Ratona
6078,Acantiza Bicolor
6079,Acantiza Robusta
6080,Sedosito Gorjigualdo
6081,Sedosito Piquiblanco
6082,Sedosito Papu
6083,Sedosito Caricanela
6084,Sedosito de Vogelkop
6085,Sedosito de Las Arfak
6086,Sedosito del Atherton
6087,Sedosito Pardo
6088,Sedosito Cejiblanco
6089,Sedosito Picudo
6090,Sedosito de Beccari
6091,Sedosito Grande
6092,Sedosito Tasmano
6093,Cariblanco Meridional
6094,Cariblanco Pectoral
6095,Cariblanco Bandeado
6096,Acantiza Gris
6097,Acantiza Culigualda
6098,Acantiza Papu
6099,Acantiza Enana
6100,Acantiza Estriada
6101,Acantiza Apical
6102,Acantiza de Tasmania
6103,Acantiza Parda
6104,Acantiza Montana
6105,Acantiza Pizarrosa
6106,Acantiza de Iredale
6107,Acantiza Culirroja
6108,Acantiza Reguloide
6109,Acantiza Sencilla
6110,Colaespina de Temminck
6111,Colaespina Papu
6112,Colaespina de Spalding
6114,Garrulo Coronigris
6115,Garrulo de Hall
6116,Garrulo Cejudo
6117,Garrulo Coronirrufo
6118,Mohoua Cabeciblanco
6119,Mohoua Cabecigualda
6120,Mohoua Pipipi
6121,Silbador Picoarado
6122,Neosita Papu
6123,Neosita Variable
6124,Neosita Negra
6125,Pitohui de Waigeo
6126,Pitohui Variable Norteno
6127,Pitohui Variable Sureno
6128,Pitohui Bicolor
6129,Oropendola de Vieillot
6130,Papafigos de Timor
6131,Oropendola de Wetar
6132,Oropendola Estriada
6133,Oropendola de Halmahera
6134,Oropendola Papu
6136,Oropendola Olivacea
6137,Oropendola Verdosa
6138,Oropendola de Seram
6139,Oropendola de Las Tanimbar
6140,Oropendola de Buru
6141,Oropendola Gorjinegra
6142,Oropendola Filipina
6143,Oropendola de Luzon
6144,Oropendola de Isabela
6145,Oropendola Negra
6147,Oropendola Ensangrentada
6148,Oropendola Granate
6149,Oropendola Plateada
6150,Oropendola Encapuchada
6151,Oropendola Cabecinegra
6152,Oropendola de Santo Tome
6153,Oropendola Cabeciverde
6154,Oropendola Monje
6155,Oropendola Enmascarada
6156,Oropendola Montana
6157,Oropendola Alinegra
6158,Oropendola Europea
6159,Oropendola India
6160,Oropendola Africana
6161,Oropendola China
6162,Oropendola Picofina
6163,Picabayas de Las Arfak
6165,Picabayas Crestado
6166,Silbador Nuquirrufo
6167,Pitohui Crestado
6168,Silbador Campanillero
6169,Zordala Moteada
6170,Zordala Dorsicastana
6171,Zordala Azul
6172,Zordala Dimorfa
6173,Zordala Pintada
6174,Zordala Manchada
6175,Zordala Castana
6176,Zordala Occidental
6177,Zordala Pechicastana
6178,Zordala de Nullarbor
6179,Zordala Canela
6182,Silbador Cabezon Oriental
6183,Pitohui Negro
6184,Silbador Dorsicastano
6185,Silbador de La Sangihe
6186,Silbador Olivaceo
6187,Silbador Gorjirrufo
6188,Silbador de Gilbert
6189,Silbador de Flores
6190,Silbador de Schlegel
6191,Silbador de Sclater
6192,Silbador de Nueva Caledonia
6193,Silbador de Bougainville
6194,Silbador de Las Salomon
6195,Silbador de Vogelkop
6196,Silbador de Lorentz
6197,Silbador Modesto
6198,Picanzo de Palau
6199,Silbador Filipino
6200,Silbador Ventrisulfureo
6201,Silbador de Borneo
6202,Silbador de Manglar
6203,Silbador Dorsiverde
6204,Silbador Culiblanco
6206,Silbador Pechileonado
6207,Silbador Moluqueno
6208,Silbador Herrumbroso
6210,Silbador Simple
6211,Silbador de La Wallacea
6212,Silbador de Timor
6213,Silbador Cenizo
6214,Silbador Monje
6215,Silbador Ventriblanco
6216,Silbador Rufo
6217,Silbador Pechiblanco
6218,Silbador Oriolino
6219,Silbador de La Rennell
6220,Silbador de Samoa
6221,Silbador de Tonga
6222,Silbador de Fiyi
6223,Silbador Barbinegro
6225,Silbador Dorado
6226,Silbador Colinegro
6227,Silbador aureo
6228,Pitohui Herrumbroso
6229,Pitohui Ventriblanco
6230,Picanzo Sombrio
6231,Picanzo de Arafura
6232,Picanzo de Bower
6233,Picanzo Gris
6234,Picanzo Roquero
6235,Zordala Papu
6236,Zordala Crestada Occidental
6237,Zordala Crestada Oriental
6238,Zordala Picocuna Occidental
6239,Zordala Picocuna Oriental
6240,Vireo Alcaudon Ventrirrufo
6241,Vireo Alcaudon de Blyth
6242,Vireo Alcaudon Pio
6243,Vireo Alcaudon Verde
6244,Vireo Alcaudon Orejudo
6245,Vireo Alcaudon Trinador
6246,Yuhina Ventriblanca
6247,Vireon Cejirrufo
6248,Vireon Piquinegro
6249,Verdillo Ojigris
6250,Verdillo Coronado
6251,Verdillo Olivaceo
6252,Verdillo Cabecigris
6254,Verdillo Paticlaro
6256,Verdillo Pechigris
6257,Verdillo Pechilimon
6259,Verdillo Cabecicastano
6260,Vireon Pechicastano
6261,Vireon Esmeralda
6262,Vireon Cejiamarillo
6263,Vireon Coronigris
6265,Verdillo Leonado
6268,Verdillo Menor
6269,Verdillo Ventriamarillo
6270,Verdillo Atrapamoscas
6271,Verdillo Luisucho
6272,Verdillo Nuquirrufo
6273,Verdillo de Tepui
6274,Vireo de Filadelfia
6275,Vireo Coronipardo
6276,Vireo Gorjeador
6277,Vireo Verdiamarillo
6278,Vireo Yucateco
6279,Vireo Ojirrojo
6280,Vireo Chivi
6281,Vireo Bigotudo
6282,Vireo de Noronha
6283,Vireo Gris
6284,Vireo de Hutton
6285,Vireo Gorjiamarillo
6286,Vireo Aliamarillo
6287,Vireo del Choco
6288,Vireo de Cassin
6289,Vireo Plomizo
6290,Vireo Solitario
6291,Vireo de Osburn
6292,Vireo Jamaicano
6293,Vireo de La Espanola
6294,Vireo de Bell
6295,Vireo Puertorriqueno
6296,Vireo Pizarroso
6297,Vireo Cabecinegro
6298,Vireo Enano
6299,Vireo de Manglar
6300,Vireo de San Andres
6301,Vireo de Cozumel
6302,Vireo Ojiblanco
6303,Vireo Piquigrueso
6304,Vireo Cubano
6305,Minivet Ventriblanco
6306,Minivet de Jerdon
6307,Minivet Encendido
6308,Minivet Chico
6309,Minivet Gorjigris
