"","species","English.name","X","Sequence","Family1","Order1","Avibase.ID1","Total.individuals","Female","Male","Unknown","Complete.measures","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","Wing.Length","Kipps.Distance","Secondary1","Hand.Wing.Index","Tail.Length","Mass","Mass.Source","Mass.Refs.Other","Inference","Traits.inferred","Reference.species","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size","result.taxonid","result.category","threatened","agriculture","invasive","residential","energy","transportation","resource_use","instrusion","nat_sys_modif","pollution","geological","climate_change","other","rangecentr","masscentr","winglength_ok"
"1733","Pezoporus wallicus","Ground Parrot",3160,4328,"Psittacidae","Psittaciformes","AVIBASE-50C8A5CF",6,0,0,6,4,18,12.7,9.1,16,25.2,134.3,57.3,77.4,42.5,183.8,71.2,"Dunning",NA,"NO",NA,NA,"Shrubland",2,1,"Herbivore","Granivore","Generalist",-43.64,-24.86,-36.15,146.08,195370.72,22685226,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.36628545,-0.236306253,-0.101007082
"1734","Pezoporus occidentalis","Night Parrot",3159,4329,"Psittacidae","Psittaciformes","AVIBASE-A05AB2B9",6,1,1,4,4,18.4,13,8.7,17.1,22.1,142.2,64.1,77.7,45.3,100.2,130,"EltonTraits_GenAvg",NA,"NO",NA,NA,"Shrubland",2,1,"Herbivore","Granivore","Terrestrial",-26.85,-18.76,-22.51,127.67,66684.53,22685237,4,1,1,1,0,0,0,1,1,1,0,0,1,0,0.29135956,0.365735379,-0.068584973
"1735","Neophema elegans","Elegant Parrot",3153,4332,"Psittacidae","Psittaciformes","AVIBASE-9E8F1FEB",5,2,3,0,4,13.3,10.5,7.3,12.1,15.4,108.4,47.2,60.8,43.8,120.2,43.4,"Dunning",NA,"NO",NA,NA,"Woodland",2,1,"Herbivore","Granivore","Terrestrial",-38.22,-21.79,-31.99,127.74,865735.95,22685197,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.85496652,-0.73133963,-0.20730235
"1736","Neophema petrophila","Rock Parrot",3154,4333,"Psittacidae","Psittaciformes","AVIBASE-B148FE32",5,1,4,0,4,14,10.9,7.7,12.4,16.1,111.2,50.1,61.1,45.1,105,53.2,"Dunning",NA,"NO",NA,NA,"Woodland",2,1,"Herbivore","Granivore","Terrestrial",-36.08,-25.49,-33.43,126.1,142134.67,22685200,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.04816156,-0.527740675,-0.19581097
"1737","Neophema chrysogaster","Orange-bellied Parrot",3152,4334,"Psittacidae","Psittaciformes","AVIBASE-7FB356E8",4,0,0,4,4,13.6,10.5,7.3,12,14.6,107,47,60,43.9,101,45.9,"Dunning",NA,"NO",NA,NA,"Forest",2,1,"Herbivore","Granivore","Terrestrial",-43.35,-42.19,-42.81,145.83,3129.58,22685203,5,1,1,1,1,1,0,0,0,1,0,0,1,0,-2.767714621,-0.675333954,-0.21304804
"1738","Neophema pulchella","Turquoise Parrot",3155,4335,"Psittacidae","Psittaciformes","AVIBASE-6F2C5E7B",5,0,3,2,4,13.1,10.2,7.3,13,14,108.6,51.1,58.6,46.5,98.2,41.4,"Dunning",NA,"NO",NA,NA,"Forest",2,1,"Herbivore","Omnivore","Insessorial",-38.06,-25.76,-32.38,148.84,492396.14,22685209,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.29067012,-0.77851819,-0.206481537
"1739","Neophema splendida","Scarlet-chested Parrot",3156,4336,"Psittacidae","Psittaciformes","AVIBASE-E26391B5",5,0,1,4,4,12.8,10.3,7,12.6,14.6,118,52.5,64.7,44.8,101.8,38.6,"Dunning",NA,"NO",NA,NA,"Shrubland",2,1,"Herbivore","Granivore","Terrestrial",-35.19,-25.79,-30.2,132.78,262252.22,22685214,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1.66069328,-0.848546795,-0.167903332
"1740","Charmosyna palmarum","Palm Lorikeet",3104,4343,"Psittacidae","Psittaciformes","AVIBASE-5DDF8ABA",4,2,2,0,4,14.6,11.1,6.6,8.6,12.1,90.8,43.2,47.5,47.6,77,37,"EltonTraits_GenAvg",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Nectarivore","Insessorial",-17.83,-9.83,-15.49,167.39,11109.69,22684661,3,1,1,1,0,0,0,1,0,0,0,0,1,0,-1.500795731,-0.890881158,-0.279533884
"1741","Charmosyna rubrigularis","Red-chinned Lorikeet",3105,4344,"Psittacidae","Psittaciformes","AVIBASE-431B9646",4,2,2,0,4,15.6,12,6.3,9.2,10.8,89.1,43.9,45.2,49.3,87.2,37,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Omnivore","Insessorial",-6.14,-2.51,-5.09,151.27,14811.55,22684665,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.213206149,-0.890881158,-0.286510793
"1742","Charmosyna meeki","Meek's Lorikeet",3102,4345,"Psittacidae","Psittaciformes","AVIBASE-DF94576F",4,2,2,0,3,14.2,11.1,6.1,7.9,11,76.5,34.8,41.7,45.5,69.7,23.8,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Omnivore","Insessorial",-9.83,-5.59,-7.33,157.35,6507.88,22684668,2,0,0,0,0,0,0,1,0,0,0,0,0,0,-2.035599681,-1.33211349,-0.338222005
"1743","Charmosyna toxopei","Blue-fronted Lorikeet",3106,4346,"Psittacidae","Psittaciformes","AVIBASE-E91F6DB6",1,1,0,0,1,15.9,12,6.7,9.5,10.7,86.9,40.5,46.4,46.6,77.2,37,"EltonTraits_GenAvg",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Nectarivore","Insessorial",-3.84,-3.05,-3.42,126.63,8554.36,22684671,5,1,1,0,0,0,0,1,0,0,0,0,1,0,-1.762172337,-0.890881158,-0.295539735
"1744","Charmosyna multistriata","Striated Lorikeet",3103,4347,"Psittacidae","Psittaciformes","AVIBASE-78D292A8",4,3,1,0,4,19.7,15.1,7.5,11.4,12.1,95.5,49.6,45.9,52,74,37,"EltonTraits_GenAvg",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Omnivore","Insessorial",-7.68,-4.01,-5.76,140.92,82448.18,22684675,2,0,1,0,0,1,0,1,0,0,0,0,1,0,0.50355654,-0.890881158,-0.260244781
"1745","Charmosyna amabilis","Red-throated Lorikeet",3099,4352,"Psittacidae","Psittaciformes","AVIBASE-586A8C9B",4,2,2,0,4,18.2,13.8,7.7,11.4,14.1,106.8,51.4,55.4,48.2,91.2,8.5,"EltonTraits_Model",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Nectarivore","Insessorial",-18.27,-16.15,-17.4,171.84,16517.67,22684693,5,1,1,1,0,0,0,1,0,0,0,0,1,0,-1.104182714,-2.361732908,-0.213868853
"1746","Charmosyna margarethae","Duchess Lorikeet",3101,4353,"Psittacidae","Psittaciformes","AVIBASE-7B5F311D",5,2,3,0,4,16.4,11.8,7.5,9.6,11.8,91.4,42,44.7,48.5,86.8,49.4,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Omnivore","Insessorial",-10.91,-4.46,-8.16,158.57,27078,22684697,2,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.60989184,-0.601848647,-0.277071445
"1747","Vini kuhlii","Rimatara Lorikeet",3245,4359,"Psittacidae","Psittaciformes","AVIBASE-4E91A64F",4,1,1,2,4,16.8,11.8,6.9,10.2,17.6,118.2,55.3,62.9,46.8,63.2,40,"Updated_literature","Dunning (2021)","NO",NA,NA,"Forest",2,1,"Herbivore","Herbivore terrestrial","Insessorial",-22.66,-19.97,-20.59,-156.92,37.9,22684630,4,1,1,1,0,0,0,1,0,0,0,0,1,0,-7.181417598,-0.812919617,-0.167082519
"1748","Vini stepheni","Henderson Lorikeet",3247,4360,"Psittacidae","Psittaciformes","AVIBASE-2438DF74",5,2,2,1,5,15,11.3,7.2,10.4,17.1,121.2,52,69.2,42.9,84.4,55,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Omnivore","Insessorial",-24.41,-24.32,-24.36,-128.32,41.11,22684636,3,1,0,1,0,0,0,0,0,0,0,0,1,0,-7.100117309,-0.494465886,-0.154770326
"1749","Vini peruviana","Blue Lorikeet",3246,4361,"Psittacidae","Psittaciformes","AVIBASE-9EBC0AD1",5,1,1,3,4,14.2,10,6.6,8.9,14.2,107.6,49.1,56.9,46.4,66.6,29,"Dunning",NA,"NO",NA,NA,"Woodland",2,1,"Herbivore","Nectarivore","Insessorial",-16.57,-14.9,-15.3,-148.17,58.62,22684641,3,1,1,1,1,0,0,0,0,0,0,0,1,0,-6.745292775,-1.134503241,-0.210585602
"1750","Vini ultramarina","Ultramarine Lorikeet",3248,4362,"Psittacidae","Psittaciformes","AVIBASE-7DEEF7AF",4,0,0,4,3,14.2,10.1,7.2,9.7,15.8,111,48.9,63.4,43.6,62.8,49.5,"Inferred",NA,"YES","Body Mass","Vini australis","Forest",1,1,"Herbivore","Omnivore","Insessorial",-8.96,-8.87,-8.91,-139.55,81.42,22684647,5,1,1,1,0,0,0,0,0,1,0,0,0,0,-6.416747767,-0.599826401,-0.196631783
"1751","Glossopsitta concinna","Musk Lorikeet",3130,4366,"Psittacidae","Psittaciformes","AVIBASE-BE39F927",5,2,3,0,4,17.8,13.2,8.9,15,14.8,124.6,65.5,57.2,53.4,90.8,70.5,"Dunning",NA,"NO",NA,NA,"Woodland",2,1,"Herbivore","Omnivore","Insessorial",-43.64,-26,-34.83,146.25,663167.13,22684652,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.58841361,-0.246186361,-0.140816507
"1752","Glossopsitta pusilla","Little Lorikeet",3132,4367,"Psittacidae","Psittaciformes","AVIBASE-3AACCDB1",4,2,2,0,4,14.4,10.2,7.4,9.7,11.2,96.2,52.6,43.6,54.7,55.8,39.4,"Dunning",NA,"NO",NA,NA,"Woodland",2,1,"Herbivore","Omnivore","Insessorial",-39,-15.93,-31.2,148.58,776503.49,22684655,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.74618771,-0.828033255,-0.257371936
"1753","Glossopsitta porphyrocephala","Purple-crowned Lorikeet",3131,4368,"Psittacidae","Psittaciformes","AVIBASE-9689E669",5,2,3,0,4,15,11,7,11,12.3,103,55.2,46.8,54.2,59.4,44.7,"Dunning",NA,"NO",NA,NA,"Woodland",2,1,"Herbivore","Nectarivore","Insessorial",-38.86,-29.34,-33.42,130.5,937738.55,22684658,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.93485775,-0.701825569,-0.229464298
"1754","Lorius garrulus","Chattering Lory",3149,4369,"Psittacidae","Psittaciformes","AVIBASE-F33A63C5",5,0,3,2,4,28.9,23.5,13.4,21.6,24.2,168.2,70.6,99.4,41.5,102.6,143,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Nectarivore","Insessorial",-1.74,2.65,0.62,127.97,25448.01,22684581,3,1,0,0,1,0,0,1,0,0,0,0,0,0,-0.67197588,0.461045559,0.038120701
"1755","Lorius domicella","Purple-naped Lory",3148,4370,"Psittacidae","Psittaciformes","AVIBASE-F720A7D5",5,0,1,4,4,32,26.1,13,22.5,22.8,162.2,65.6,97.4,40.2,96,182,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Nectarivore","Insessorial",-3.81,-2.86,-3.18,129.22,6298.74,22684586,4,1,0,0,0,1,0,1,0,1,0,0,0,0,-2.068263818,0.702207616,0.013496315
"1756","Lorius albidinucha","White-naped Lory",3146,4373,"Psittacidae","Psittaciformes","AVIBASE-3106EC1A",3,0,2,1,3,27.8,21.6,11,19.4,20.5,159.3,63.5,95.9,39.9,92.3,132,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Nectarivore","Insessorial",-4.64,-3.24,-4.11,152.69,2255.83,22684603,2,0,0,0,0,0,0,1,0,0,0,0,1,0,-3.095095455,0.381002852,0.001594528
"1757","Lorius chlorocercus","Yellow-bibbed Lory",3147,4374,"Psittacidae","Psittaciformes","AVIBASE-8EFBF8E5",5,2,3,0,4,27.6,21.6,10.8,21.8,20.9,158.4,67.8,88.9,43.2,90.4,173.5,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Omnivore","Insessorial",-11.85,-8.3,-9.75,160.84,14033.51,22684621,1,0,1,0,0,0,0,1,0,0,0,0,0,0,-1.26716539,0.654378528,-0.00209913
"1758","Eos histrio","Red-and-blue Lory",3121,4382,"Psittacidae","Psittaciformes","AVIBASE-5B9183E8",5,1,3,1,4,24.5,20.5,11.4,20,21.8,161.8,76.5,88.7,46.4,127.8,204,"Updated_literature","Dunning (2021)","NO",NA,NA,"Forest",2,1,"Herbivore","Frugivore","Insessorial",3.73,4.55,4.21,126.78,1018.35,22684502,4,1,1,1,0,0,0,1,0,0,1,0,0,0,-3.890429761,0.816320923,0.011854689
"1759","Eos reticulata","Blue-streaked Lory",3122,4385,"Psittacidae","Psittaciformes","AVIBASE-219C2746",4,2,1,1,4,24.1,19.3,12,19.2,20.8,167,82.6,84.4,49.5,128,153,"Updated_literature","Dunning (2021)","NO",NA,NA,"Forest",1,1,"Herbivore","Omnivore","Insessorial",-8,-7.1,-7.57,131.29,3616.55,22684515,2,0,0,0,0,0,0,1,0,0,0,0,0,0,-2.623092898,0.52863885,0.033195824
"1760","Eos cyanogenia","Black-winged Lory",3120,4386,"Psittacidae","Psittaciformes","AVIBASE-26DF0EB5",4,1,1,2,4,24.3,21,11.9,19.7,19.7,160,76,84,47.5,104.2,167,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Nectarivore","Insessorial",-1.53,-0.63,-0.97,135.76,2947.6,22684519,3,1,1,0,0,0,0,1,0,0,0,0,0,0,-2.827622151,0.616194741,0.004467373
"1761","Eos semilarvata","Blue-eared Lory",3123,4387,"Psittacidae","Psittaciformes","AVIBASE-E4C292E4",4,2,2,0,4,23.1,18.9,9.9,18.1,16.2,137.6,65.4,72.2,47.5,99.1,94.5,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Nectarivore","Insessorial",-3.25,-2.99,-3.14,129.41,410.06,22684524,2,0,0,0,0,0,0,1,0,0,0,0,0,0,-4.80006522,0.046800763,-0.08746367
"1762","Trichoglossus forsteni","Scarlet-breasted Lorikeet",3238,4389,"Psittacidae","Psittaciformes","AVIBASE-A9EF5D3A",4,2,0,2,1,21.9,17.9,11.1,17.4,17.9,130.2,56.9,84.1,40.4,95.5,113.3,"DataFromSplit",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Omnivore","Insessorial",-9.11,-7.01,-8.55,117,24604.96,22726303,4,1,1,0,0,0,0,1,0,1,0,0,0,0,-0.70566538,0.228240097,-0.117833746
"1763","Trichoglossus weberi","Flores Lorikeet",3243,4390,"Psittacidae","Psittaciformes","AVIBASE-E3E86D6C",4,1,2,1,4,22.1,18,10.9,17.8,15.4,124,58.8,65.2,47.4,92.5,113.3,"DataFromSplit",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Omnivore","Insessorial",-8.96,-8.07,-8.61,121.15,13936.58,22726309,2,0,1,0,1,0,0,1,0,0,0,0,0,0,-1.274096393,0.228240097,-0.143278946
"1764","Trichoglossus rosenbergii","Biak Lorikeet",3241,4393,"Psittacidae","Psittaciformes","AVIBASE-6B4D5B3C",5,1,3,1,4,23.5,19.4,11.3,19.4,17.8,133.4,62.2,71.2,46.7,98.8,113.3,"DataFromSplit",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Omnivore","Insessorial",-1.22,-0.63,-0.94,135.89,2524.16,22726315,3,1,1,0,0,0,0,1,0,0,0,0,0,0,-2.982705097,0.228240097,-0.10470074
"1765","Trichoglossus euteles","Olive-headed Lorikeet",3237,4396,"Psittacidae","Psittaciformes","AVIBASE-07630935",5,0,1,4,4,18.4,15.3,9.7,15.8,16.3,126.2,62.8,63.5,49.7,100.6,73.7,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Nectarivore","Insessorial",-10.37,-6.72,-8.98,125.22,37893.11,22684548,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.27384413,-0.201796272,-0.134250004
"1766","Trichoglossus johnstoniae","Mindanao Lorikeet",3240,4399,"Psittacidae","Psittaciformes","AVIBASE-C164958E",10,4,6,0,8,17.1,14.2,8.8,14.3,14.4,106.1,46,60.1,43.3,66.3,55.2,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Nectarivore","Insessorial",5.81,8.91,7.32,124.74,8694.55,22684559,2,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.745917038,-0.490836118,-0.216741698
"1767","Trichoglossus rubiginosus","Pohnpei Lorikeet",3242,4400,"Psittacidae","Psittaciformes","AVIBASE-C3D27DBC",5,2,2,1,5,21.9,18.7,10.8,17.7,17.1,141.2,61.5,79.7,43.5,93,77.5,"Updated_literature","BoW","NO",NA,NA,"Forest",1,1,"Herbivore","Nectarivore","Insessorial",6.72,7.01,6.88,158.22,355.65,22684564,2,0,1,0,0,0,0,1,0,0,0,0,1,0,-4.942421609,-0.151521135,-0.072689038
"1768","Trichoglossus iris","Iris Lorikeet",3239,4402,"Psittacidae","Psittaciformes","AVIBASE-881E4A12",5,1,1,3,4,18.3,14.2,9.5,15.5,13.8,112.4,50.2,60.5,45.4,72.4,55.2,"Inferred",NA,"YES","Body Mass","Trichoglossus johnstoniae","Forest",1,1,"Herbivore","Nectarivore","Insessorial",-10.37,-7.56,-9.13,125.21,31218.7,22684573,2,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.46759616,-0.490836118,-0.190886093
"1769","Psittaculirostris salvadorii","Salvadori's Fig-parrot",3194,4408,"Psittacidae","Psittaciformes","AVIBASE-66AC2F18",4,2,2,0,4,23,17.1,11.3,20,16.4,110.7,43.8,66.8,39.6,68,118,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Granivore","Insessorial",-3.63,-1.47,-2.61,138.29,50674.66,22684908,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0.01681255,0.268885553,-0.197863002
"1770","Cyclopsitta coxeni","Coxen's Fig-parrot",3115,4414,"Psittacidae","Psittaciformes","AVIBASE-DEA1A959",4,2,2,0,4,17.8,15.3,12.2,19,14.1,97,33.8,63.2,34.8,53,41.8,"DataFromSplit",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Omnivore","Insessorial",-29.26,-23.07,-26.37,152.13,93581.83,22727593,4,1,1,1,0,0,0,1,0,0,0,0,0,0,0.63022281,-0.768902731,-0.254088684
"1771","Loriculus catamene","Sangihe Hanging-parrot",3141,4423,"Psittacidae","Psittaciformes","AVIBASE-390975E0",3,1,2,0,3,14.1,10.2,5.2,7.6,11,80.9,35.1,45.8,43.4,37.5,34,"EltonTraits_GenAvg",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Omnivore","Insessorial",3.38,3.74,3.56,125.54,556.53,22685399,2,0,1,1,0,0,0,1,0,0,0,1,0,0,-4.494647632,-0.975438546,-0.320164121
"1772","Loriculus tener","Bismarck Hanging-parrot",3145,4425,"Psittacidae","Psittaciformes","AVIBASE-CE21EA2E",3,1,2,0,3,10.1,7.2,3.3,5.9,8.9,65.1,25.5,39.6,39.2,30,12,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Omnivore","Insessorial",-6.31,-2.34,-5.16,150.99,30581.57,22685410,1,0,1,0,0,0,0,1,0,0,0,0,0,0,-0.48821589,-2.016892421,-0.385008339
"1773","Loriculus exilis","Pygmy Hanging-parrot",3142,4426,"Psittacidae","Psittaciformes","AVIBASE-4E06EF1A",5,1,2,2,4,9.7,7.4,4,7.5,8,66.6,27.8,37.8,42.4,28.8,34,"EltonTraits_GenAvg",NA,"NO",NA,NA,"Forest",2,1,"Herbivore","Omnivore","Insessorial",-5.66,1.76,-1.63,121.35,103461.58,22685416,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0.73058691,-0.975438546,-0.378852242
"1774","Loriculus pusillus","Yellow-throated Hanging-parrot",3144,4427,"Psittacidae","Psittaciformes","AVIBASE-429AFB0E",4,2,2,0,4,12,9.6,5.2,7.9,9.6,84.8,38.5,46.2,45.4,33.8,15.5,"Inferred",NA,"YES","Body Mass","Loriculus aurantiifrons ","Forest",1,1,"Herbivore","Omnivore","Insessorial",-8.78,-6.03,-7.44,109.66,62429.77,22685422,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0.22542881,-1.760959047,-0.30415827
"1775","Loriculus flosculus","Flores Hanging-parrot",3143,4428,"Psittacidae","Psittaciformes","AVIBASE-BB7D6891",1,0,0,1,1,13.5,10.1,5.7,8.7,10.5,76,31.1,44.9,40.9,32,34,"EltonTraits_GenAvg",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-8.83,-8.37,-8.62,121.11,1417.69,22685428,3,1,1,0,1,0,0,1,0,0,0,0,0,0,-3.559584645,-0.975438546,-0.340274037
"1776","Agapornis fischeri","Fischer's Lovebird",3051,4434,"Psittacidae","Psittaciformes","AVIBASE-E1EE00F7",5,2,3,0,4,18.8,16.6,11,16.7,14.4,93,37.4,55.4,40.4,42.6,48.3,"Dunning",NA,"NO",NA,NA,"Woodland",3,1,"Herbivore","Granivore","Insessorial",-4.9,-1.14,-3.02,34.28,133888.77,22685346,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0.98839595,-0.62436751,-0.270504942
"1777","Agapornis lilianae","Nyasa Lovebird",3052,4436,"Psittacidae","Psittaciformes","AVIBASE-3EBFC893",7,2,5,0,6,16,14.3,9.1,14.2,13.7,89.4,32.9,55.8,37,41.7,37.3,"Dunning",NA,"NO",NA,NA,"Woodland",2,1,"Herbivore","Granivore","Generalist",-17.34,-8.37,-11.77,32.72,211312.18,22685356,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1.44472314,-0.882805744,-0.285279574
"1778","Agapornis nigrigenis","Black-cheeked Lovebird",3053,4437,"Psittacidae","Psittaciformes","AVIBASE-DAB4D2A2",9,3,5,1,8,16,13.9,9.7,14.7,13,92.8,39.4,53.4,42.5,39.8,40.5,"Updated_literature","BoW","NO",NA,NA,"Woodland",2,1,"Herbivore","Granivore","Generalist",-17.78,-16.02,-16.86,25.5,14343.6,22685360,3,1,1,1,0,0,0,1,0,1,0,0,1,0,-1.245309581,-0.800497097,-0.271325755
"1779","Polytelis swainsonii","Superb Parrot",3173,4438,"Psittacidae","Psittaciformes","AVIBASE-CF255B3F",4,2,2,0,4,20.6,15.4,11.1,16.4,18.3,184.2,95,89.2,51.6,211.8,153,"Dunning",NA,"NO",NA,NA,"Forest",2,2,"Herbivore","Omnivore","Insessorial",-36.27,-33.51,-34.97,146.62,81178.47,22685072,1,0,1,1,0,0,1,1,0,1,1,0,1,0,0.48803663,0.52863885,0.103785732
"1780","Polytelis anthopeplus","Regent Parrot",3172,4439,"Psittacidae","Psittaciformes","AVIBASE-6F2B75C0",4,2,2,0,4,22.9,17.8,11.7,18.3,20,191,99.9,91.1,52.3,209,170,"Dunning",NA,"NO",NA,NA,"Shrubland",2,2,"Herbivore","Omnivore","Insessorial",-36.8,-27.97,-32.6,124.94,387356.37,22685078,1,0,1,1,0,0,0,1,0,0,0,0,1,0,2.05073169,0.633999366,0.13169337
"1781","Polytelis alexandrae","Princess Parrot",3171,4440,"Psittacidae","Psittaciformes","AVIBASE-B606EC46",5,2,3,0,4,20.5,15.6,11.1,16.1,19.6,183.6,99.3,82.4,54.6,259.4,103.7,"Dunning",NA,"NO",NA,NA,"Desert",3,2,"Herbivore","Granivore","Insessorial",-29.28,-19.75,-24.39,129.47,1234652.55,22685081,2,0,0,1,0,0,0,0,0,1,0,0,0,0,3.20993144,0.139703044,0.101323293
"1782","Alisterus scapularis","Australian King-parrot",3056,4443,"Psittacidae","Psittaciformes","AVIBASE-29DB0309",5,2,3,0,4,26,20.3,13.5,20.2,21.2,210.2,99.5,113.2,46.8,204.4,232.3,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-39.48,-15,-29.51,149.3,811455.94,22685046,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.79021666,0.946230569,0.210491406
"1783","Aprosmictus jonquillaceus","Jonquil Parrot",3089,4444,"Psittacidae","Psittaciformes","AVIBASE-97DE42F3",4,2,2,0,4,24.5,18.8,12.5,18.2,19.4,176.5,68,108.5,38.5,160.5,119,"Dunning",NA,"NO",NA,NA,"Woodland",2,1,"Herbivore","Omnivore","Insessorial",-10.94,-7.56,-9.16,125.13,28185.23,22685063,2,0,1,0,0,0,0,1,0,1,0,0,0,0,-0.56981535,0.277324422,0.072184436
"1784","Prioniturus waterstradti","Mindanao Racquet-tail",3182,4448,"Psittacidae","Psittaciformes","AVIBASE-0EB4C4A1",9,3,5,1,8,22.9,19,11.6,19.9,16.4,151.5,64.6,86.9,42.6,88.3,119,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",5.81,8.91,7.34,125.07,11282.82,22684960,2,0,0,0,0,0,0,1,0,0,0,0,1,0,-1.485332216,0.277324422,-0.030417174
"1785","Prioniturus montanus","Montane Racquet-tail",3179,4449,"Psittacidae","Psittaciformes","AVIBASE-1EA06986",9,4,4,1,9,22.8,20,11.8,19.8,18,158.6,64.1,94.5,40.5,102.3,118.3,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",16.16,18.47,17.26,121.26,10411.71,22684954,2,0,1,0,0,0,0,1,0,0,0,0,0,0,-1.565682297,0.2714247,-0.001278317
"1786","Prioniturus platenae","Blue-headed Racquet-tail",3180,4450,"Psittacidae","Psittaciformes","AVIBASE-932EBDB4",5,2,3,0,4,23.8,19.5,12.1,18.3,16.2,154.4,74,80.2,48,75,112,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",7.8,12.33,9.95,118.71,13583.92,22684964,3,1,0,1,0,1,0,1,0,0,0,0,0,0,-1.299726691,0.2166998,-0.018515388
"1787","Prioniturus mindorensis","Mindoro Racquet-tail",3178,4451,"Psittacidae","Psittaciformes","AVIBASE-A14016B7",4,1,3,0,1,22.9,21.7,21,11.9,17.9,161,61.3,97.8,38.6,86,148.1,"DataFromSplit",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",12.21,13.53,12.96,121.07,9853.02,22727878,3,1,1,0,1,0,0,1,0,0,0,0,0,0,-1.620835424,0.49608865,0.008571437
"1788","Prioniturus verticalis","Sulu Racquet-tail",3181,4452,"Psittacidae","Psittaciformes","AVIBASE-003D8AAD",2,1,1,0,2,26.1,23,13.5,20.8,17.5,166.5,68,98.5,40.9,89,45,"EltonTraits_Model",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",5.05,5.35,5.2,120.06,621.55,22684986,5,1,1,0,1,1,0,1,0,0,0,0,0,0,-4.384152352,-0.695136581,0.031143792
"1789","Prioniturus flavicans","Yellowish-breasted Racquet-tail",3176,4453,"Psittacidae","Psittaciformes","AVIBASE-379431D7",4,2,1,1,4,27,23.8,15.1,21.5,19,179,63,116,35.2,104.2,116.8,"EltonTraits_GenAvg",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-0.59,1.88,0.78,123.41,19945.56,22684991,2,0,1,0,0,0,0,1,0,1,0,0,0,0,-0.915606869,0.258663999,0.082444597
